Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,480.00
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"8,400.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"9,303.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,138.08
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,751.96
118029233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"2,790.92"
118029233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,622.44
116502233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,-14.24
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-90.24
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-43.68
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-86.68
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"5,280.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"1,072.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"2,400.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"6,320.00"
116502233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,552.96
118029233,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,007.76"
118029233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"5,040.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-92.88
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-1.84
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-125.28
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"6,202.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"1,260.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,520.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"7,680.08"
116502233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,506.88
118029233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"1,503.88"
118029233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"8,400.00"
118029233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"-1,050.24"
118029233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,007.76"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-153.36
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-121.84
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,120.00
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,600.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"1,173.32"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,007.76"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"2,800.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"7,029.24"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"2,640.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,536.12"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-26.32
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"5,581.80"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,160.00
116502233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,-66.88
116502233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,"1,474.56"
118029233,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,920.00"
116502233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,"5,160.96"
118029233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"8,400.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-89.80
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,440.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"2,126.40"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,299.20
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,718.08
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,970.48
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"7,280.00"
118029233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,920.00"
116502233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,DYNAMIC SUPPORT LTD,SN25,08/12/2023,"15,482.88"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-18.12
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,DYNAMIC SUPPORT LTD,SN25,20/12/2023,-11.60
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"5,040.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"4,880.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"1,503.88"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"1,760.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"3,120.00"
118029233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),DYNAMIC SUPPORT LTD,SN25,20/12/2023,"7,200.00"
117216248,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,EAST WICHEL COMMUNITY PRIMARY SCHOOL,SN1 ,15/12/2023,"6,280.00"
117003319,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,EAST WICHEL COMMUNITY PRIMARY SCHOOL,SN1 ,13/12/2023,617.81
117003317,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,EAST WICHEL COMMUNITY PRIMARY SCHOOL,SN1 ,13/12/2023,"9,511.04"
117215234,Schools - Primary,Dedicated Schools Grant (DSG),Primary School Budgets,3rd Party Payments,Mainstream Delegated Funding,EAST WICHEL COMMUNITY PRIMARY SCHOOL,SN1 ,15/12/2023,"129,531.00"
117003318,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,EAST WICHEL COMMUNITY PRIMARY SCHOOL,SN1 ,13/12/2023,"1,510.92"
117201262,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,EAST WICHEL COMMUNITY PRIMARY SCHOOL,SN1 ,15/12/2023,"3,812.50"
117508286,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,EASTERBROOK FARM LTD,EX20,18/12/2023,-483.20
117508286,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,EASTERBROOK FARM LTD,EX20,18/12/2023,"5,047.36"
116349233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,3rd Party Payments,Education / Training,EB EDUCATION SERVICES LTD,SK4 ,06/12/2023,"10,737.50"
115762233,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ECON ENGINEERING LTD,HG4 ,01/12/2023,"3,600.00"
115764233,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ECON ENGINEERING LTD,HG4 ,01/12/2023,"3,600.00"
115765233,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ECON ENGINEERING LTD,HG4 ,01/12/2023,"3,600.00"
115763233,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ECON ENGINEERING LTD,HG4 ,01/12/2023,"3,600.00"
117569233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Supplies and Services,Equipment,EDEN SPRINGS UK LTD,G72 ,18/12/2023,424.90
116942233,,,Balance Sheet,Balance Sheet & Recharge,Electricy Invoices,EDF ENERGY CUSTOMERS LIMITED,PL3 ,13/12/2023,-74.13
116942233,,,Balance Sheet,Balance Sheet & Recharge,Electricy Invoices,EDF ENERGY CUSTOMERS LIMITED,PL3 ,13/12/2023,715.96
116942233,,,Balance Sheet,Balance Sheet & Recharge,Electricy Invoices,EDF ENERGY CUSTOMERS LIMITED,PL3 ,13/12/2023,"83,996.66"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-649.64
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,"-1,083.24"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,"-1,192.32"
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"2,867.32"
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"2,670.12"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,933.40
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-818.56
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-82.40
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-879.52
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"2,670.08"
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"3,808.00"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-782.12
117508302,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"4,952.00"
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"3,727.36"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-703.80
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-649.04
117508302,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"2,867.32"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,"-1,122.80"
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"-2,574.76"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-691.20
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"-2,670.12"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-871.20
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-627.80
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,"-1,302.04"
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-611.80
117508302,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,EDGE HILL,DT5 ,18/12/2023,-840.92
117508302,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,EDGE HILL,DT5 ,18/12/2023,"4,457.60"
116037233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Organisational Development,Employees,Training,EDGE TRAINING & CONSULTANCY LTD,EC1A,01/12/2023,"1,750.00"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-1,884.00"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-157,711.95"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),3rd Party Payments,Contract Payments,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"1,039,605.33"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Settlements,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-1,150.12"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-12,044.55"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-24,070.45"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-1,354.00"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,-910.00
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-25,588.88"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-47,630.18"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-21,090.51"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Supplies and Services,Contracts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"3,665.62"
115709233,Treasury,Corporate Finance,Private Finance Initiatives (PFI),Income,Discounts,EDUCATION SUPPORT (SWINDON) LTD,EH3 ,01/12/2023,"-3,581.64"
116500233,,,Balance Sheet,Balance Sheet & Recharge,Mobile phone invoices,EE (EVERYTHING EVERYWHERE),S98 ,08/12/2023,"6,452.01"
118989233,,,Balance Sheet,Balance Sheet & Recharge,Mobile phone invoices,EE (EVERYTHING EVERYWHERE),S98 ,28/12/2023,"6,352.38"
116131256,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN5 ,04/12/2023,600.00
117734233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Advanced,REDACTED PERSONAL DATA,SN5 ,18/12/2023,370.00
116131256,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Advanced,REDACTED PERSONAL DATA,SN5 ,04/12/2023,370.00
116131256,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Festival Payment,REDACTED PERSONAL DATA,SN5 ,04/12/2023,300.00
117734233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN5 ,18/12/2023,600.00
117734233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Birthday Payment,REDACTED PERSONAL DATA,SN5 ,18/12/2023,300.00
116131256,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Festival Payment,REDACTED PERSONAL DATA,SN5 ,04/12/2023,-300.00
117243233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Accommodation Scheme,REDACTED PERSONAL DATA,SN25,20/12/2023,"2,300.00"
117003325,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,ELDENE PRE-SCHOOL,SN3 ,13/12/2023,"7,025.20"
117972246,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,ELDENE PRE-SCHOOL,SN3 ,20/12/2023,"2,280.00"
117003327,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,ELDENE PRE-SCHOOL,SN3 ,13/12/2023,"8,454.60"
117003326,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,ELDENE PRE-SCHOOL,SN3 ,13/12/2023,"2,138.40"
117208233,Schools - Primary,Dedicated Schools Grant (DSG),Primary School Budgets,3rd Party Payments,Mainstream Delegated Funding,ELDENE PRIMARY SCHOOL,SN3 ,15/12/2023,"129,011.00"
117003323,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,ELDENE PRIMARY SCHOOL,SN3 ,13/12/2023,907.20
117216236,High Needs Block,Dedicated Schools Grant (DSG),SRP (Special Resource Provision) Place,3rd Party Payments,HNB- Place Funding pre 16,ELDENE PRIMARY SCHOOL,SN3 ,15/12/2023,"5,000.00"
117216234,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,ELDENE PRIMARY SCHOOL,SN3 ,15/12/2023,"13,118.00"
117201282,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,ELDENE PRIMARY SCHOOL,SN3 ,15/12/2023,"18,594.59"
117003324,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,ELDENE PRIMARY SCHOOL,SN3 ,13/12/2023,"1,171.80"
117201252,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,ELDENE PRIMARY SCHOOL,SN3 ,15/12/2023,"6,305.83"
117143233,Social Care,Children & Families,Placement - Care Leaver Team,3rd Party Payments,Education / Training,REDACTED PERSONAL DATA,SN1 ,15/12/2023,666.67
117167252,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN1 ,18/12/2023,872.86
117513257,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ELM GROVE CARE HOME,GL7 ,18/12/2023,-996.80
117513257,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,ELM GROVE CARE HOME,GL7 ,18/12/2023,"2,709.16"
116231233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,06/12/2023,"1,250.00"
116230233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,06/12/2023,"1,400.00"
118602234,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,22/12/2023,"1,400.00"
118603233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,22/12/2023,450.00
116463233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,08/12/2023,"2,083.32"
116232233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,06/12/2023,850.00
117506235,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,18/12/2023,"1,500.00"
116467233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,EMERALD DAMP SPECIALIST,SN5 ,08/12/2023,"1,275.00"
116131288,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Festival Payment,REDACTED PERSONAL DATA,GL7 ,04/12/2023,300.00
116131288,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,GL7 ,04/12/2023,216.00
116131288,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,GL7 ,04/12/2023,600.00
116131288,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,GL7 ,04/12/2023,123.43
