,,Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,LATE PAYMENT CHARGES,3750,,30/07/2023,41086750,270.83,27038,CASTLE WATER LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,LATE PAYMENT CHARGES,3750,,09/07/2023,41086779,257.39,27038,CASTLE WATER LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,LATE PAYMENT CHARGES,3750,,20/08/2023,41086787,270.83,27038,CASTLE WATER LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,LATE PAYMENT CHARGES,3750,,03/09/2023,41086790,270.83,27038,CASTLE WATER LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,LATE PAYMENT CHARGES,3750,,18/09/2023,41086793,270.83,27038,CASTLE WATER LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,21/09/2023,41085386,1863.45,11538,DRAYTON FENCING COMPANY
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,MATERIALS - DOM. (NON-FOOD),3315,,17/10/2023,41089725,270.54,12192,GREENHAM TRADING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,HEALTH AND SAFETY COSTS,2880,,14/09/2023,41089685,1506,12525,INITIAL WASHROOM SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,HEALTH AND SAFETY COSTS,2880,,14/09/2023,41089689,1506,12525,INITIAL WASHROOM SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,HEALTH AND SAFETY COSTS,2880,,14/09/2023,41089691,1506,12525,INITIAL WASHROOM SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,12/10/2023,41088920,998,13769,NORTH HANWELL BAPTIST CHURCH
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,22/08/2023,41089702,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,10/10/2023,41089703,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,25/08/2023,41089707,775,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,15/08/2023,41089709,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,01/09/2023,41089710,465,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,07/09/2023,41089711,775,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,22/09/2023,41089713,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,26/09/2023,41089715,620,10000142,NETWORK VENTURES LIMITED - NETWORK RECRUITMENT SOLUTIONS LTD T/A NRS CONTACT CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,28/10/2023,41088331,79055.53,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,28/10/2023,41088331,425121.83,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,PAYMENTS TO CONTRACTORS,4000,,06/10/2023,41088362,582.51,13118,LONDON UNDERGROUND LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,08/09/2023,41085597,15542,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,04/10/2023,41087473,31346,11187,COMPLETE TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,01/10/2023,41087066,19840,10000456,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,30/09/2023,41088411,38351,17381,GRISTWOOD AND TOMS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,27/09/2023,41086067,12128.5,29949,PREMIER TREECARE & CONSERVATION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,10/10/2023,41088597,15355.4,29949,PREMIER TREECARE & CONSERVATION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,10/10/2023,41088846,299,28160,CONTRACT & PERSONNEL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,10/10/2023,41088848,275,28160,CONTRACT & PERSONNEL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,21/09/2023,41085608,3616.55,11538,DRAYTON FENCING COMPANY
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,02/09/2023,41086805,1149.89,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,29/09/2023,41085511,1000,28953,MY LOCAL PITCH LTD T/A PLAYFINDER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,12/09/2023,41086573,720,23914,PARKGUARD LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,11/10/2023,41088667,665.5,25486,BARBER ENVIRONMENTAL LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,GROUNDS MAINTENANCE,1470,,29/09/2023,41086738,285.94,29916,ANTSON ENGINES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,STATIONERY,3820,,06/10/2023,41087640,301.8,12192,GREENHAM TRADING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,04/10/2023,41086204,11574,9900014,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,05/10/2023,41088879,9225,9900014,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,05/10/2023,41089824,9675,9900014,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,26/09/2023,41084969,2400,29325,THE SAFETY BOX YOUTH PROGRAMMES CIC T/A THE SAFETY BOX PROTECTION COURSES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,26/09/2023,41084969,2700,29325,THE SAFETY BOX YOUTH PROGRAMMES CIC T/A THE SAFETY BOX PROTECTION COURSES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,26/09/2023,41085530,-1800,29325,THE SAFETY BOX YOUTH PROGRAMMES CIC T/A THE SAFETY BOX PROTECTION COURSES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",TRAINING EXPENSES,80,,05/06/2023,41068682,3600,24346,UNITAS T/A UNITAS 1133286
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",EQUIPMENT  - PURCHASES,3320,,01/02/2023,41086676,2880,25552,SKYGUARD LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",PAYMENTS TO VOLUNTARY BODIES,4420,,30/09/2023,41088152,4211,23428,THE APPROPRIATE ADULT SERVICE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",PAYMENTS TO VOLUNTARY BODIES,4420,,17/10/2023,41089356,3254.5,23428,THE APPROPRIATE ADULT SERVICE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,01/08/2023,41087834,1348,29022,AWAKENING THERAPY AND DEVELOPMENT SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,25/09/2023,41086044,1080,25902,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,25/09/2023,41086048,1200,25902,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,18/09/2023,41085070,997.5,10000415,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPP - BS &A&F,PAYMENTS TO CONTRACTORS,4000,,28/09/2023,41086439,500,10000134,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,28/10/2023,41088331,465725.29,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,05/10/2023,41087100,7332.03,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,05/10/2023,41087344,829.4,17829,SOLACE IN BUSINESS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,07/09/2023,41083483,1258.4,17829,SOLACE IN BUSINESS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,TRAINING EXPENSES,80,,09/09/2023,41088905,390,9900018,THE KATHERINE BUCHAN MEADOW TRUST
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,ADVISORY SERVICES,4060,,08/09/2023,41087187,5500,26282,USEFUL SIMPLE GROUP LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,REPAIR AND MAINTENANCE,1410,,30/09/2023,41087592,380,20981,CLEARWAY ENVIRONMENTAL SERVICES (UK) LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,DIRECT TRANSPORT COSTS,2000,,02/10/2023,41087417,609.44,13007,LLOYDS TSB AUTOLEASE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,12/10/2023,41087688,3000,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,12/10/2023,41087688,8847.41,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,SECURITY,2760,,16/10/2023,41089871,5590.81,23914,PARKGUARD LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,SECURITY,2760,,16/10/2023,41089869,8645.86,23914,PARKGUARD LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,10/10/2023,41087071,11490,23417,TRANSFORM LANDSCAPE DESIGN & CONS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,22/09/2023,41085681,40000,28160,CONTRACT & PERSONNEL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,03/10/2023,41087700,1742,28160,CONTRACT & PERSONNEL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,03/10/2023,41087703,312,28160,CONTRACT & PERSONNEL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,21/09/2023,41085571,1391,28160,CONTRACT & PERSONNEL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,01/10/2023,41088863,27042.88,25486,BARBER ENVIRONMENTAL LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,GROUNDS MAINTENANCE,1470,,06/10/2023,41088394,12500,9900018,HURRELL & MCLEAN SEEDS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",ACTIVITIES,4196,,20/10/2023,41089852,15300,17114,BRENTFORD FC COMMUNITY SPORTS TRUST
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,Services Contracts Agency Interim Consultants,2970,,27/09/2023,41087270,5720,23024,VENN GROUP LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,1071,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,595,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,714,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,714,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,714,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,785.44,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,1666,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,476,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,2065.5,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,603.96,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,595,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,1564,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,2142,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,735.25,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/10/2023,23365684,603.96,27956,THE SOCIAL CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,12/09/2023,41088609,360,10000109,UNIQUE CONTACT AND COMMUNITY SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,04/10/2023,41088611,600,10000109,UNIQUE CONTACT AND COMMUNITY SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIC,SECTION 2(16) PAYROLL TRANSACTIONS,4270,,12/09/2023,41088612,480,10000109,UNIQUE CONTACT AND COMMUNITY SERVICES LTD
