columns,,Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/01/2024,41104258,4344.99,29914,LOVE SQUARED LIMITED T/A LOVE SQUARED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404995,3664,28721,SOCIAL CARE ASPIRATIONS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405007,4668.16,28881,INNOVATIVE SUPPORT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404832,11424,13286,MD HOMES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404878,868,25216,OLAM QUALITY CARE LTD - T/A CAREMARK EALING
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,28/02/2024,23412000,404.55,13537,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,28/02/2024,23412000,990.45,13537,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,764.4,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,2166.16,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,294,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,1223.6,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,2178.32,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,650.28,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,315.08,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,708.08,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,613.92,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,2303,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,600,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,289,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,404.48,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,1387.2,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,1011.52,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,2244.4,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,16/02/2024,23405860,-783.9,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,16/02/2024,23405860,-1921.82,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,303.44,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,809.24,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411697,3110.49,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405096,1656,10000262,DEMOCARE SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411680,1387.2,80219,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405129,5000,10000489,CASTLEMEAD COURT CARE CENTRE LTD T/A CASTLEMEAD COURT CARE HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405062,32524.8,29756,VENUS HEALTHCARE HOMES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,PAYMENTS TO CONTRACTORS,4000,,23/02/2024,50002751,4879.04,12332,HESTIA HOUSING AND SUPPORT
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411654,575.36,80248,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DOMICILIARY CARE - BLOCK,4240,,04/02/2024,23405697,5968,23927,HFH HEALTHCARE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411663,3611.68,80735,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411643,708,80424,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,30/01/2024,41104592,2265,24078,BEHAVIOURAL EDUCATIONAL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,07/02/2024,41106183,2320,24078,BEHAVIOURAL EDUCATIONAL SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105672,1007.4,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105674,1007.4,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105668,1113.5,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105671,1007.4,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105675,1679.68,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,07/02/2024,41104200,1679.68,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,07/02/2024,41104255,1007.4,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,07/02/2024,41104304,1007.4,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105670,1113.5,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105673,1113.5,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105662,1048,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,14/02/2024,41105660,1536.48,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,07/02/2024,41104312,1007.4,10000020,VIBE TEACHER RECRUITMENT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,02/02/2024,41105591,6500,10000525,NEW ERA RESIDENCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/02/2024,41103679,3211.2,24134,FRESH START IN EDUCATION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/02/2024,41103609,3564,24134,FRESH START IN EDUCATION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/02/2024,41103610,1900.8,24134,FRESH START IN EDUCATION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/02/2024,41103611,4435.2,24134,FRESH START IN EDUCATION LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,16/02/2024,41105765,384.55,16758,SYMBOL UK LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,08/02/2024,41104827,785.34,16470,ROOKS HEATH COLLEGE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,19/01/2024,41103691,285,27418,WEST LONDON SPEECH AND LANGUAGE THERAPY LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,19/01/2024,41103692,285,27418,WEST LONDON SPEECH AND LANGUAGE THERAPY LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/02/2024,41105499,634.4,10000549,TALK WITH US LLP
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,01/02/2024,41105502,1105.5,10000549,TALK WITH US LLP
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,EALING SERVICE FOR CHILDREN WITH ADDITIONAL NEEDS,PRE 16 SEN PROVISION,4271,,06/02/2024,41106024,540,10000346,PEOPLES OCCUPATIONAL THERAPY
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,30/01/2024,23403057,23809.02,14309,CARDINAL HEALTHCARE LTD T/A THE WILLOWS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,30/01/2024,23403057,-21644.58,14309,CARDINAL HEALTHCARE LTD T/A THE WILLOWS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,30/01/2024,23403057,-2182.29,14309,CARDINAL HEALTHCARE LTD T/A THE WILLOWS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404998,6400,28754,COOPERSCROFT CARE HOME LIMITED TA COOPERSCROFT
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,30/01/2024,23403056,13115.52,30085,MEERA NURSING HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,30/01/2024,23403056,-11923.2,30085,MEERA NURSING HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404762,2914.56,30085,MEERA NURSING HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404944,3080,27366,LANCAM CARE SERVICES LTD T/A ALBANY PARK NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404921,2029.2,26821,KARUNA CARE (TLC) LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,1564,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,2820,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,2820,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,2832,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,2838,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,2542.44,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,3128,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,2426.92,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404745,3668.76,11614,EALING MANOR NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404775,2726.64,14863,ST DAVIDS HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404775,3105.04,14863,ST DAVIDS HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404775,5600,14863,ST DAVIDS HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404775,5600,14863,ST DAVIDS HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO CONTRACTORS,4000,,23/02/2024,50002751,8254,14885,ST MUNGOS HOUSING ASSOCIATION
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404772,2621.76,14499,RUISLIP NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DIRECT PAYMENTS,4231,,19/02/2024,23411693,505.8,80825,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DIRECT PAYMENTS,4231,,19/02/2024,23411684,1898.4,80200,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DIRECT PAYMENTS,4231,,19/02/2024,23411689,1368.56,80609,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DIRECT PAYMENTS,4231,,19/02/2024,23411684,433.92,80200,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23404815,5196,10868,CARE FIRST HEALTH CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23404815,2987.32,10868,CARE FIRST HEALTH CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23404815,3169.16,10868,CARE FIRST HEALTH CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23404829,4353.72,23201,NEEM TREE CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23404928,2160,27012,TOWER HOUSE RESIDENTIAL HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23405139,3143.44,10000601,GCH NORWOOD GREEN LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,08/02/2024,23405139,3128,10000601,GCH NORWOOD GREEN LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,19/02/2024,23411699,712.58,28303,H&M CARE AGENCY LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411646,515.64,80210,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411674,7532.8,81033,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411696,3557.12,81035,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,DIRECT PAYMENTS,4231,,19/02/2024,23411631,1098.4,80805,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404749,5304,12285,HAYES COTTAGE NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,NURSING HOMES EXTERNAL,4230,,08/02/2024,23404749,6630,12285,HAYES COTTAGE NURSING HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ILT,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404982,930,27181,PEOPLE WHO CARE LTD
