Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,1920.8,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,463.05,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,1190.5,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,598.82,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,616,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,1155.73,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,1680.84,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,480.48,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,360.15,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,2151.6,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,09/08/2023,23345918,1080.8,14755,OASIS CARE & TRAINING AGENCY (OCTA)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,27/07/2023,23353635,3203.2,10875,CARE UK COMMUNITY PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,17/08/2023,23353636,2774.68,10875,CARE UK COMMUNITY PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,17/08/2023,23353645,2940.26,10875,CARE UK COMMUNITY PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,17/08/2023,23353645,2916.94,10875,CARE UK COMMUNITY PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,17/08/2023,23353639,8641.6,10875,CARE UK COMMUNITY PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO CONTRACTORS,4000,,07/08/2023,50002372,14240.04,11797,EACH COUNSELLING AND SUPPORT
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO CONTRACTORS,4000,,15/08/2023,50002381,14240.04,11797,EACH COUNSELLING AND SUPPORT
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,28/07/2023,23343970,2823.84,12836,KOLBE HOUSE SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,28/07/2023,23343970,3952,12836,KOLBE HOUSE SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,21/08/2023,23353247,2823.84,12836,KOLBE HOUSE SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,21/08/2023,23353247,3952,12836,KOLBE HOUSE SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,21/08/2023,23353246,2868,13415,MARGARET LANE T/A KINGSLEY HOUSE CARE HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,28/07/2023,23343969,2868,13415,MARGARET LANE T/A KINGSLEY HOUSE CARE HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343925,507.92,10000017,MAKSANUS CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343925,761.88,10000017,MAKSANUS CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343925,2152.08,10000017,MAKSANUS CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343925,478.24,10000017,MAKSANUS CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343925,2228.94,10000017,MAKSANUS CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,28/06/2023,23344561,784,10000264,RAISING CARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23344561,-784,10000264,RAISING CARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,10/08/2023,23347253,985.88,10884,CSN CARE LONDON - CSN CARE GROUP LIMITED T/A CAREWATCH
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343933,255,10000061,ALORA CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,24/07/2023,23343933,997.42,10000061,ALORA CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,16/08/2023,23348064,906.75,10000061,ALORA CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,DOMICILIARY CARE - BLOCK,4240,,16/08/2023,23348064,280.5,10000061,ALORA CARE SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,21/08/2023,23353598,2799.16,10000214,THE MAGDALEN & LASHER CHARITY OLD HASTINGS HOUSE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI RESIDENTIAL,4227,,28/07/2023,23344329,2799.16,10000214,THE MAGDALEN & LASHER CHARITY OLD HASTINGS HOUSE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,14/08/2023,23347271,39285.71,10000457,ONETREE ESTATES LTD T/A ASHBROOK NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,21/08/2023,23353222,4400,10000457,ONETREE ESTATES LTD T/A ASHBROOK NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,14/08/2023,23347271,144000,10000457,ONETREE ESTATES LTD T/A ASHBROOK NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353222,16128,10000457,ONETREE ESTATES LTD T/A ASHBROOK NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,SUPPORTED LIVING,4236,,28/07/2023,23344091,1860,10057,THE ABBEYFIELD LONDON POLISH SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,SUPPORTED LIVING,4236,,28/07/2023,23344091,1800,10057,THE ABBEYFIELD LONDON POLISH SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,SUPPORTED LIVING,4236,,21/08/2023,23353366,1800,10057,THE ABBEYFIELD LONDON POLISH SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,SUPPORTED LIVING,4236,,21/08/2023,23353366,1860,10057,THE ABBEYFIELD LONDON POLISH SOCIETY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353632,3112.2,10615,PARVY HOMES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,28/07/2023,23343963,2939.32,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,28/07/2023,23343963,5525,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,21/08/2023,23353240,2939.32,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,21/08/2023,23353240,394.64,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,21/08/2023,23353240,5828.57,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,28/07/2023,23343963,6400,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,28/07/2023,23343963,4309.52,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,28/07/2023,23343963,5746,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,41080584,3874.28,10000276,CARE SOUTH
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,21/08/2023,23353240,4309.52,12285,HAYES COTTAGE NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,NURSING HOMES EXTERNAL,4230,,21/08/2023,23353265,2708,14499,RUISLIP NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353265,2621.76,14499,RUISLIP NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,21/08/2023,23353265,4800,14499,RUISLIP NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23343987,2621.76,14499,RUISLIP NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,28/07/2023,23343987,4800,14499,RUISLIP NURSING HOME
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,14/08/2023,23347285,-11853.56,10868,CARE FIRST HEALTH CARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,EMI NURSING,4237,,14/08/2023,23347285,13093.71,10868,CARE FIRST HEALTH CARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344124,257.52,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344124,479.52,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344346,260,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344008,1008,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344008,516,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344008,258,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344008,516,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,28/07/2023,23344008,516,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344009,9241.92,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344009,2790.88,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344009,7952.8,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344009,9060.72,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344044,1722,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,7820.76,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,8023.2,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,9241.96,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL-INCOME,8780,,28/07/2023,23344012,-691.2,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL-INCOME,8780,,28/07/2023,23344012,-691.2,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,7820.76,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,10852.52,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,7820.76,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,8633.72,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,10852.52,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL-INCOME,8780,,28/07/2023,23344012,-483.2,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL-INCOME,8780,,28/07/2023,23344012,-385.6,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,8633.72,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,3351.75,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,7820.76,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL-INCOME,8780,,28/07/2023,23344012,-385.6,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,8633.76,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,9241.96,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,7713.68,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344012,7448.32,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,14/08/2023,23347281,-32379.26,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,14/08/2023,23347281,35779.06,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,21/08/2023,23353286,1008,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,21/08/2023,23353286,516,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,21/08/2023,23353286,516,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,21/08/2023,23353286,258,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,21/08/2023,23353286,313.29,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DAY CARE CENTRES,4250,,21/08/2023,23353286,405.43,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353287,8787.84,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353287,9060.72,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353287,2790.88,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353287,9241.92,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353290,7820.76,11593,SUPPORT FOR LIVING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,14/08/2023,23347299,5631.1,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,14/08/2023,23347299,1440,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344335,9697.68,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344335,3643.66,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,28/07/2023,23344335,1080,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353603,9274.76,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353603,2520,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353603,9697.68,10000313,ENLIGHTEN COMMUNITY CARE LTD (HENLEY LODGE)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,21/08/2023,23353611,2165.84,10000318,GLENHOLME SPECIALIST HEALTHCARE (NORTHERN OFFICE) LTD
