Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,EQUIPMENT  - PURCHASES,3320,,15/08/2023,41080616,3480,28889,UK CONTAINER MAINTENANCE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,EQUIPMENT  - PURCHASES,3320,,08/06/2023,41077937,2863,28889,UK CONTAINER MAINTENANCE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS -ARBORICULTURAL WORKS,4041,,01/08/2023,41078058,23416,25486,BARBER ENVIRONMENTAL LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,LEGAL FEES,2840,,24/07/2023,41079727,1173,25133,CAPSTICKS SOLICITORS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,LEGAL FEES,2840,,23/01/2023,41079728,5049,25133,CAPSTICKS SOLICITORS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,LEGAL FEES,2840,,09/02/2023,41079729,1343,25133,CAPSTICKS SOLICITORS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,LEGAL FEES,2840,,15/03/2023,41079732,2517,25133,CAPSTICKS SOLICITORS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,LEGAL FEES,2840,,20/04/2023,41079734,1813,25133,CAPSTICKS SOLICITORS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,LEGAL FEES,2840,,23/05/2023,41079735,1500,25133,CAPSTICKS SOLICITORS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,CONTRACTUAL CARERS ALLOWANCES,4380,,11/08/2023,41079377,614.22,20166,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,Services Contracts Agency Interim Consultants,2970,,23/08/2023,41081489,8800,23024,VENN GROUP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,01/08/2023,41078277,3957.55,11737,EMBASSY CAR & COURIER SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,INTERPRETERS,2910,,14/06/2023,41076420,305.05,27773,KAG ADVOCACY CIO
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,05/06/2023,41081272,4934,29032,CITY CARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41081400,3864,29032,CITY CARE AGENCY LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,01/06/2023,41078736,923,29555,KEW CAR LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,01/07/2023,41078737,1036,29555,KEW CAR LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,01/04/2023,41079605,1510,29555,KEW CAR LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,04/08/2023,41078739,6784,29555,KEW CAR LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,01/08/2023,41079114,360,15687,WHEEL GET YOU THERE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41078723,1080,13223,MANOR WHEELS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,02/08/2023,41079355,8460,28985,AIRPORT ONTIME LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,01/08/2023,41081097,311.96,25796,LONDON HIRE COMMUNITY SERVIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41078741,2524.7,28986,PREMIER MINI CAB SERVICES (UK) LTD T/A PREMIER CARS
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41081250,648,26869,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41078068,2184,26869,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41078068,546,26869,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41078072,2320,26869,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,VEHICLE HIRE,2010,,31/07/2023,41078072,580,26869,REDACTED SENSITIVE SUPPLIER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIN,DATA ARCHIVING,3840,,30/06/2023,41074765,501.1,23976,RESTORE PLC
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIN,DATA ARCHIVING,3840,,30/04/2023,41065477,470.76,23976,RESTORE PLC
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - CIN,DATA ARCHIVING,3840,,31/07/2023,41079113,468.02,23976,RESTORE PLC
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",CHILDRENS SERVICES ACCOMMODATION ACTON,5790,,27/07/2023,41077668,9840,27744,HM PRISON & PROBATION SERVICE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",CHILDRENS SERVICES ACCOMMODATION ACTON,5790,,27/07/2023,41077669,838,27744,HM PRISON & PROBATION SERVICE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",CHILDRENS SERVICES ACCOMMODATION ACTON,5790,,27/07/2023,41077670,4592,27744,HM PRISON & PROBATION SERVICE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",CHILDRENS SERVICES ACCOMMODATION ACTON,5790,,27/07/2023,41077680,2296,27744,HM PRISON & PROBATION SERVICE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,PAYMENTS TO CONTRACTORS,4000,,24/08/2023,41081260,48800,26979,XAIS ASSET MANAGEMENT LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,SPECIALIST TECHNICAL CONTRACTORS,4050,,28/07/2023,41077241,3839.4,26979,XAIS ASSET MANAGEMENT LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,FENCING,1472,,21/08/2023,41080562,3392.17,11538,DRAYTON FENCING COMPANY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,FENCING,1472,,01/08/2023,41078526,1330.03,11538,DRAYTON FENCING COMPANY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,SPECIALIST TECHNICAL CONTRACTORS,4050,,10/07/2023,41080283,23925,26782,THE ADVOCACY PROJECT
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,19/07/2023,41076690,2750,26801,HOJONA LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,09/08/2023,41079977,2750,26801,HOJONA LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,02/08/2023,41080134,2475,26801,HOJONA LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,16/08/2023,41080512,4675,26801,HOJONA LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,MEDICAL REPORTS,2560,,19/07/2023,41076681,2625,26801,HOJONA LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,MEDICAL REPORTS,2560,,19/07/2023,41076718,3300,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,MEDICAL REPORTS,2560,,24/05/2023,41077460,3600,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,MEDICAL REPORTS,2560,,12/07/2023,41076013,3600,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,MEDICAL REPORTS,2560,,23/08/2023,41081186,3900,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,MEDICAL REPORTS,2560,,09/08/2023,41079715,3900,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,19/07/2023,41076715,2500,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,12/07/2023,41076014,3000,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,23/08/2023,41081185,3250,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,OLDER PEOPLE,PAYMENTS TO HEALTH AUTHORITIES,4360,,09/08/2023,41079714,3250,28801,ACTION FIRST ASSESSMENTS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,CHILD PROTECTION & EDT,PAYMENTS TO CONTRACTORS,4000,,30/06/2023,41079877,1540,30119,AIDHOUR LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,31/07/2023,41078493,5177.41,13593,MURRILL CONSTRUCTION LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,03/08/2023,41078652,20401.81,13593,MURRILL CONSTRUCTION LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,03/08/2023,41078657,4914.36,13593,MURRILL CONSTRUCTION LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,31/07/2023,41078496,6196.02,13593,MURRILL CONSTRUCTION LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,21/08/2023,41081032,4342.2,13593,MURRILL CONSTRUCTION LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,18/08/2023,41081035,8926.91,13593,MURRILL CONSTRUCTION LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,08/08/2023,41079662,382.88,18250,EALING LIGHTING FINANCE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HIGHWAYS,CONTRACT PAYMENTS -HIGHWAYS,4005,,08/08/2023,41079664,364.19,18250,EALING LIGHTING FINANCE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,EMPLOYMENT SKILLS AND ADULT LEARNING,LEGAL FEES,2840,,21/07/2023,41080589,2199.6,10000118,DWF LAW LLP
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,EMPLOYMENT SKILLS AND ADULT LEARNING,LEGAL FEES,2840,,28/06/2023,41080880,836.6,10000118,DWF LAW LLP
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,EMPLOYMENT SKILLS AND ADULT LEARNING,CONFERENCE EXPENSES,3520,,27/07/2023,41078558,355.5,9900017,JOB FAIRS LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,ECONOMIC GROWTH,PAYMENTS TO CONTRACTORS,4000,,31/07/2023,41078617,16329,10000357,HAWORTH TOMPKINS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,REGULATORY OPERATIONS,TRAINING EXPENSES,80,,07/08/2023,41078447,267,23972,PUBLIC POLICY EXCHANGE LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,REGULATORY OPERATIONS,COMP OUTSOURCED SERVICES,3220,,15/08/2023,41080136,1336.73,25827,IDOX SOFTWARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,REGULATORY OPERATIONS,COMP OUTSOURCED SERVICES,3220,,15/08/2023,41080141,428.57,25827,IDOX SOFTWARE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LOCAL PLAN,PAYMENTS TO CONTRACTORS,4000,,31/07/2023,41077880,21449.1,20238,OVE ARUP & PARTNERS INTERNATIONAL LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LOCAL PLAN,PAYMENTS TO CONTRACTORS,4000,,06/07/2023,41078249,8333.51,11671,MATRIX SCM LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,01/08/2023,41077678,3073.4,19441,SDK (ENVIROMENTAL) LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,04/08/2023,41079926,275.06,19441,SDK (ENVIROMENTAL) LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,05/08/2023,41077454,79055.53,28826,GREENER EALING LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,02/09/2023,41081321,79055.53,28826,GREENER EALING LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,08/08/2023,41079656,1152,23914,PARKGUARD LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,03/08/2023,41079008,250,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,03/08/2023,41079008,266,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,12/06/2023,41072427,435,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,04/08/2023,41079170,7719,28826,GREENER EALING LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,28/07/2023,41077962,7428.68,28826,GREENER EALING LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,23/08/2023,41081029,9328,28808,J S AGRICULTURE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,13/07/2023,41080428,1000,28953,MY LOCAL PITCH LTD T/A PLAYFINDER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CONTRACT PAYMENTS -PARKS GROUNDS MAINTENANCE,4040,,10/08/2023,41079624,1000,28953,MY LOCAL PITCH LTD T/A PLAYFINDER
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,21/08/2023,41080561,329.71,11538,DRAYTON FENCING COMPANY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,01/08/2023,41078523,2281.44,11538,DRAYTON FENCING COMPANY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,PAYMENTS TO CONTRACTORS,4000,,01/08/2023,41078515,319.81,11538,DRAYTON FENCING COMPANY
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,FOOD AND PROVISIONS,3000,,09/08/2023,41079552,477.6,20388,THOMAS RIDLEY & SON LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,FOOD AND PROVISIONS,3000,,23/08/2023,41080912,359.61,20388,THOMAS RIDLEY & SON LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,MATERIALS - DOM. (NON-FOOD),3315,,11/08/2023,41079950,445.51,12192,GREENHAM TRADING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,MATERIALS - DOM. (NON-FOOD),3315,,14/08/2023,41080262,3100,12192,GREENHAM TRADING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,STATIONERY,3820,,17/07/2023,41079339,599.96,10774,BUNZL CLEANING & HYGIENE SUPPLIES
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,"PLANNING, COMMISSIONING & PARTNERSHIPS",PAYMENTS TO VOLUNTARY BODIES,4420,,24/08/2023,41081202,3172,23428,THE APPROPRIATE ADULT SERVICE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,MANAGEMENT CHARGES,2600,,01/07/2023,41078709,9067.5,22929,GOODSHAPE UK LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,COMP OUTSOURCED SERVICES,3220,,08/08/2023,41079437,16500,29906,TILE HILL INTERIM & EXECUTIVE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,COMP OUTSOURCED SERVICES,3220,,08/08/2023,41079434,8456.25,29906,TILE HILL INTERIM & EXECUTIVE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,COMP OUTSOURCED SERVICES,3220,,08/08/2023,41079438,14000,29906,TILE HILL INTERIM & EXECUTIVE LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,COMP OUTSOURCED SERVICES,3220,,07/06/2023,41077683,9030,20578,SIGNIS LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,INTERPRETERS,2910,,31/07/2023,41078169,330,16019,LANGUAGE IS EVERYTHING LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,TRAINING EXPENSES,80,,29/08/2023,41081452,1590,20249,T-THREE PUBLIC SECTOR CONSULTING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,TRAINING EXPENSES,80,,27/06/2023,41077679,1450,20249,T-THREE PUBLIC SECTOR CONSULTING LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,PAYMENTS TO CONTRACTORS,4000,,24/07/2023,41080184,5467.32,10033,CORAM VOICE
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,SAFEGUARDING & SUPPORT - SM,ADVERTISING,2690,,17/03/2023,41080258,2160,10000459,COMPASS CAREER OPPORTUNITIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,BUSINESS MANAGEMENT,TRANSPORT CONTRACTS,2060,,31/07/2023,41081113,11819.33,25796,LONDON HIRE COMMUNITY SERVIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,BUSINESS MANAGEMENT,TRANSPORT CONTRACTS,2060,,01/08/2023,41081117,-311.96,25796,LONDON HIRE COMMUNITY SERVIES LIMITED
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,BUSINESS MANAGEMENT,TRANSPORT CONTRACTS,2060,,31/07/2023,41079532,7687,11591,EALING COMMUNITY TRANSPORT
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LOCAL PLAN,PAYMENTS TO CONTRACTORS,4000,,30/06/2023,41078693,17413,10000185,MED PLANNING LIMITED (THREE DRAGONS)
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LOCAL PLAN,PAYMENTS TO CONTRACTORS,4000,,15/08/2023,41080263,21271.5,24631,ALLIES AND MORRISON
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,31/05/2023,41077902,13400,23424,ALTAIR CONSULTANCY AND ADVISORY SERVICES LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,AGENCY,70,,09/08/2023,41079089,2280,16396,THE OYSTER PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,AGENCY,70,,09/08/2023,41079090,2280,16396,THE OYSTER PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,AGENCY,70,,23/08/2023,41080998,1824,16396,THE OYSTER PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,AGENCY,70,,23/08/2023,41081015,2280,16396,THE OYSTER PARTNERSHIP LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,01/07/2023,41079684,3687.5,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,01/07/2023,41079949,4351.1,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,09/08/2023,41079969,725,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,09/08/2023,41079972,9075,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,09/08/2023,41079976,870,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,01/08/2023,41079229,395,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,01/08/2023,41079230,3781.4,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,Services Contracts Agency Interim Consultants,2970,,01/08/2023,41079231,4430.2,10334,ARK CONSULTANCY LTD
Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,HOUSING PROPERTY & ASSETS,PAYMENTS TO CONTRACTORS,4000,,01/07/2023,41081317,16590,10334,ARK CONSULTANCY LTD
