Authority,Service Area,Description,Payment,Amount,Supplier
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,867.72",62 Wright Street#Mencap
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£4,744.00",Abafields Residential Home
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£12,510.00",Abbey Healthcare (Farnworth) Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£5,044.00",Abbey Healthcare (Farnworth) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Apr-23,£780.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£762.19,Alternative Futures Group
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£529.82,Alternative Futures Group
Bolton MBC,Adult Services,Contracted Services,06-Apr-23,"£7,258.28",Ansar Projects
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£2,562.00",Astley Grange Homes Limited
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£5,612.00",Astley Grange Homes Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£27,941.36",Bannister Farm Cottage
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,372.00",Beechville Care Home
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£2,404.00",Belong Atherton#EPH
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,588.00",Belong Wigan#2
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Apr-23,"£2,285.10",Bennett Workplace Solutions Limited
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£48,153.60",Berkeley House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£7,456.00",Blackrod House Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£6,217.20",Bluebell Cottage Veedale
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£535.32,Bolton at Home Limited#HB Refunds & Invoices
Bolton MBC,Adult Services,Contract Variation Bolton Cares,01-Apr-23,"£78,014.02",Bolton Cares (A) Limited
Bolton MBC,Adult Services,Contract Variation Bolton Cares,01-Apr-23,"£89,757.90",Bolton Cares Limited#Internal Invoices
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£724.20,Bolton New Care Limited T/A Home Instead Senior Care
Bolton MBC,Adult Services,Partnership Staff,01-Apr-23,"£2,785.32",Bolton NHS Foundation Trust#1
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£945.00,Brain In Hand Limited
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£12,996.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£5,721.40",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£13,711.24",Brookvale
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,391.20",Browfield Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Apr-23,"£1,950.00",Buddi Ltd
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£5,495.10",Burrswood House
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£2,292.00",Carders Court Care Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,411.14",Carr Bank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£503.85,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£7,533.20",Chatterton Hey
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£18,874.56",Chorley House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£9,437.28",Chorley House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£6,212.56",Church View
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£16,291.60",Church Walk Health Care Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£8,275.48",Clarence House
Bolton MBC,Adult Services,Clients Temporary Accommodation,01-Apr-23,£758.33,Click Travel Limited
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,£636.48,Community Care Options#3
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£25,925.76",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£25,925.76",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£25,925.76",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£25,925.76",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£25,925.76",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,10-Apr-23,£804.96,Complete Care 4 U Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,25-Apr-23,"£5,707.00",CoreCare Global Limited T/A Yorkshire Care Equipment
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£4,135.80",Crystal Hall Care Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£6,117.86",Daisy Fieldz Care Services Limited
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£965.81,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£981.01,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,"£1,081.63",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,"£2,085.14",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,"£2,276.96",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,"£1,185.60",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,"£3,078.61",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,£606.78,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,£956.08,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,£780.37,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£730.51,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,£957.90,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,£513.15,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£10,313.76",DIL House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£30,145.32",DIL Place
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£980.00,Direct Healthcare Group Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Apr-23,£714.00,Direct Healthcare Group Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Apr-23,£930.00,Direct Healthcare Group Limited
Bolton MBC,Adult Services,Private Contracted Services,01-Apr-23,"£12,090.00",Disability Positive
Bolton MBC,Adult Services,Private Contracted Services,01-Apr-23,"£12,034.20",Disability Positive
Bolton MBC,Adult Services,Private Contracted Services,05-Apr-23,"£12,015.60",Disability Positive
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£933.80,Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£1,685.60",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£1,685.60",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£3,182.60",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£718.00,Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£2,934.15",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£1,458.00",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£1,439.20",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,06-Apr-23,£701.08,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Apr-23,"£1,869.83",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£514.80,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£898.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£804.96,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£804.96,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,17-Apr-23,£545.05,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,17-Apr-23,£951.36,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,17-Apr-23,£847.13,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,17-Apr-23,£831.34,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,17-Apr-23,£513.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,350.30",Elizabeth House#1
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£9,437.72",Ellershaw House Ltd
Bolton MBC,Adult Services,Contracted Services,19-Apr-23,"£1,012.50",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,19-Apr-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,411.14",Epworth Grange
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£3,353.88",Equilibrium Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Apr-23,"£2,075.00",Etac Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Apr-23,"£3,621.00",Etac Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£739.35,FCNA Homecare (First Call Nursing Agency)
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£5,293.84",Fosse Bank
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Apr-23,£704.76,Frontier Therapeutics
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Apr-23,£634.00,G & S Smirthwaite Limited#Smirthwaite Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,27-Apr-23,£895.00,G & S Smirthwaite Limited#Smirthwaite Ltd
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£2,654.34",Gillibrand Hall Nursing Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,372.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£1,400.00",GN Healthcare
Bolton MBC,Adult Services,Operational Equipment Purchase,06-Apr-23,"£1,200.00",GNS Inspire Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,372.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,25-Apr-23,"£3,399.76",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,"£1,849.91",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,£776.17,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,"£2,178.19",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,£820.73,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,"£5,971.03",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,"£2,245.51",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,551.84",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Apr-23,"£1,994.40",Harvest Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£8,152.71",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Contracted Services,05-Apr-23,"£9,949.36",Hearten House
Bolton MBC,Adult Services,Contracted Services,26-Apr-23,"£4,974.68",Hearten House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£23,169.68",Heaton Vale
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£6,917.00",Helping Hand Co (Ledbury) Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Apr-23,"£1,170.20",Helping Hand Co (Ledbury) Ltd
Bolton MBC,Adult Services,Miscellaneous Grants,06-Apr-23,"£10,875.24",Henshaws Society For The Blind
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£9,351.96",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£7,897.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,656.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£21,248.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,656.00",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,19-Apr-23,"£11,070.03",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,19-Apr-23,"£6,536.72",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£1,744.57",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£829.01,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,"£1,570.66",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,"£1,790.88",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,"£1,274.00",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£695.24,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,£686.14,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,03-Apr-23,"£1,162.98",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£681.55,Incom Systems Communication Specialists Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,01-Apr-23,"£5,080.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£838.50,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Apr-23,"£1,411.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Contracted Services,14-Apr-23,"£32,856.14",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Apr-23,"£1,737.39",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,14-Apr-23,"£10,729.17",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,20-Apr-23,"£29,654.99",Keymen Associates Ltd#Mayday Homecare
Bolton MBC,Adult Services,Contracted Services,20-Apr-23,"£1,913.81",Keymen Associates Ltd#Mayday Homecare
Bolton MBC,Adult Services,Contracted Services,20-Apr-23,"£5,642.83",Keymen Associates Ltd#Mayday Homecare
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,711.00",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,996.00",Knightswood Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Apr-23,£878.40,Langham
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,084.00",Lever Edge Care Home
Bolton MBC,Adult Services,Computer Software Licences,01-Apr-23,"£7,560.00",Liquidlogic Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£3,190.57",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£7,400.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Apr-23,£507.50,Mangar International Ltd
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,041.12",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£3,760.28",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£12,600.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£3,760.28",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£7,960.28",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£7,520.56",Max Potential UK Limited-Glen Avenue
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£4,844.00",Meadowbank House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,372.00",Meadowbank House
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£764.94,Meltemi Limited
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£18,658.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£19,312.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,947.36",Millbrook Way - Heathwaite
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Apr-23,"£1,866.00",Millercare Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£10,740.81",Morden Grange
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£6,592.00",Morgan Care Ltd
Bolton MBC,Adult Services,Contracted Services,24-Apr-23,£696.00,Moss Hall Farm Cattery
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£3,910.44",Moston Grange Nursing Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£896.49,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£4,478.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£16,440.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,985.96",Next Steps The Elms
Bolton MBC,Adult Services,Legal Fees,01-Apr-23,"£1,250.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£768.00,NRS Healthcare#Nottingham Rehab Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,03-Apr-23,£820.00,NYMAS#North Yorkshire Mobility & Safety#Barwood
Bolton MBC,Adult Services,Contracted Services,04-Apr-23,"£6,452.00",Oakdale Supported Living
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£19,048.95",Oliver House New House Farm
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£811.44,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,"£1,905.12",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,£588.00,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,£745.29,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,"£1,646.40",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,£793.80,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,"£2,528.40",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,639.05",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£564.48,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,£564.48,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,£617.40,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,11-Apr-23,£617.40,Orchid Home Care Support
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,656.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£15,348.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£2,184.00",Passmonds House
Bolton MBC,Adult Services,Contracted Services,13-Apr-23,"£48,960.00",Paws For Kids#Endeavour Project
Bolton MBC,Adult Services,Office Equipment Purchase,05-Apr-23,£514.85,Posturite Limited
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£5,821.92",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£6,009.12",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,12-Apr-23,"£13,848.18",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,13-Apr-23,"£17,101.97",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,13-Apr-23,£776.14,Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,13-Apr-23,"£8,366.76",Premier Care Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£2,099.13",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,£599.16,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Apr-23,"£3,650.47",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Apr-23,"£3,169.33",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Apr-23,"£3,871.92",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,25-Apr-23,£554.78,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,26-Apr-23,£502.28,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,26-Apr-23,£804.13,Prism Medical UK
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£11,072.16",Queens Park View#Intelligent Care
Bolton MBC,Adult Services,Nursing Provision,03-Apr-23,"£2,612.72",Randomlight Ltd#Heightside House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£3,430.72",Randomlight Ltd#Heightside House
Bolton MBC,Adult Services,Residential Provision,03-Apr-23,"£78,832.08",Raven
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£2,184.18",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£629.34,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£2,178.01",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,678.24",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£583.07,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,480.80",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,036.56",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£610.83,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£888.48,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£641.68,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,826.32",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£592.32,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£740.40,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£573.81,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£2,221.20",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,517.82",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£814.44,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£564.56,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£999.54,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£546.05,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£592.32,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£629.34,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£2,887.56",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,604.20",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,£573.81,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£1,679.78",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Apr-23,"£12,443.35",Recovery Support Ltd
Bolton MBC,Adult Services,Other Agency/Contracted Services,01-Apr-23,£600.00,Redacted - Personal Data
Bolton MBC,Adult Services,Deep Cleans - One Offs,13-Apr-23,£550.00,Redacted - Personal Data
Bolton MBC,Adult Services,Agency Staff - Other,07-Apr-23,£999.20,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,21-Apr-23,£753.75,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,"£1,063.73",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,"£1,227.38",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,"£1,227.38",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,£883.71,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,£981.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,£981.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,07-Apr-23,£769.16,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,07-Apr-23,"£1,547.28",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,01-Apr-23,£801.89,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,01-Apr-23,£785.52,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,21-Apr-23,"£1,547.28",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,01-Apr-23,"£1,284.64",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,£981.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,07-Apr-23,£736.43,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,01-Apr-23,£736.43,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,01-Apr-23,£916.44,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,14-Apr-23,"£1,122.77",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,07-Apr-23,£537.08,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Adult Services,Agency Staff - Other,01-Apr-23,"£1,687.86",Reed#Reed Specialist Recruitment Limited
