Authority,Service Area,Description,Payment,Amount,Supplier
Bolton BMC,Chief Executives,Management Fee,01-Jun-23,"£193,606.48",CH Bolton Limited
Bolton BMC,Chief Executives,Civic Hospitality,05-Jun-23,"£6,656.59",CH Bolton Limited
Bolton BMC,Chief Executives,Rent Of Buildings,05-Jun-23,"£14,747.86",CH Bolton Limited
Bolton BMC,Chief Executives,Other Security,05-Jun-23,"£2,020.15",CH Bolton Limited
Bolton BMC,Chief Executives,Agency Staff - Other,07-Jun-23,"£10,389.82",Childrens Opportunity Group#Nurture Group
Bolton BMC,Chief Executives,General Subscriptions,01-Jun-23,"£6,890.00",CIPFA Business Ltd
Bolton BMC,Chief Executives,Election Expenses,12-Jun-23,"£20,474.00",Civica Election Services Limited
Bolton BMC,Chief Executives,Election Expenses,12-Jun-23,"£16,786.14",Civica Election Services Limited
Bolton BMC,Chief Executives,Election Expenses,12-Jun-23,"£4,415.29",Civica Election Services Limited
Bolton BMC,Chief Executives,Election Expenses,12-Jun-23,"£2,941.29",Civica Election Services Limited
Bolton BMC,Chief Executives,Election Expenses,07-Jun-23,"£1,274.79",Civica Election Services Limited
Bolton BMC,Chief Executives,Computer Software,16-Jun-23,"£4,236.00",Civica UK Ltd
Bolton BMC,Chief Executives,Clients - Bus Fares,07-Jun-23,£682.20,Click Travel Limited
Bolton BMC,Chief Executives,Legal Fees,22-Jun-23,"£2,495.00",College of Law Services Limited#The University Of Law
Bolton BMC,Chief Executives,Management Fees,16-Jun-23,£823.38,Colliers International Property Consultants Limited#Colliers#Colliers International Retail UK LLP
Bolton BMC,Chief Executives,Horticultural Materials,04-Jun-23,"£4,648.67",Community Forests North West Ltd#Community Forest Trust Limited
Bolton BMC,Chief Executives,Health and Safety,28-Jun-23,"£1,974.75",Compass Skills Training Limited
Bolton BMC,Chief Executives,Disclosure Monitoring,01-Jun-23,£765.00,Complete Background Screening Limited#CBS
Bolton BMC,Chief Executives,Exhibits Purchase,14-Jun-23,"£2,635.00",Creative Concern Limited
Bolton BMC,Chief Executives,Exhibits Purchase,02-Jun-23,"£4,000.00",Curious Road
Bolton BMC,Chief Executives,Photocopying Lease/Maintenance,16-Jun-23,"£1,729.00",Data Design Services Ltd
Bolton BMC,Chief Executives,Disclosure Monitoring,01-Jun-23,"£16,898.00",Disclosure and Barring Service
Bolton BMC,Chief Executives,Book Fund Expenditure,08-Jun-23,"£1,860.00",Ebb & Flo Bookshop#Limited
Bolton BMC,Chief Executives,Book Fund Expenditure,08-Jun-23,"£1,760.00",Ebb & Flo Bookshop#Limited
Bolton BMC,Chief Executives,Mobile Telephone Purchase,01-Jun-23,"£7,330.25",EE#Everything Everywhere
Bolton BMC,Chief Executives,Mobile Telephone Purchase,22-Jun-23,"£7,363.77",EE#Everything Everywhere
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£10,531.60",Ellis Live Limited
Bolton BMC,Chief Executives,Marketing,01-Jun-23,"£1,271.36",Event Services NW Limited
Bolton BMC,Chief Executives,Consultancy Fees,04-Jun-23,"£2,233.20",Event Services NW Limited
Bolton BMC,Chief Executives,Finance Charges,01-Jun-23,"£4,000.00",Experian Limited
Bolton BMC,Chief Executives,Marketing,23-Jun-23,"£1,000.00",Faulty Towers The Dining Experience Limited
Bolton BMC,Chief Executives,Marketing,23-Jun-23,£866.00,Faulty Towers The Dining Experience Limited
Bolton BMC,Chief Executives,Promoting Events,12-Jun-23,"£16,476.20",Handshake Ltd
Bolton BMC,Chief Executives,Marketing,06-Jun-23,"£4,040.00",Harrisons Worsley Limited T/A Chef To Go
Bolton BMC,Chief Executives,Electricity - General,08-Jun-23,"£17,188.90",Haven Power Limited
Bolton BMC,Chief Executives,Electricity - General,08-Jun-23,"£1,100.71",Haven Power Limited
Bolton BMC,Chief Executives,Electricity - General,08-Jun-23,"£1,770.12",Haven Power Limited
Bolton BMC,Chief Executives,Electricity - General,08-Jun-23,"£2,447.44",Haven Power Limited
Bolton BMC,Chief Executives,Other Recruitment Expenditure,15-Jun-23,£595.00,HB Editorial Services Limited
Bolton BMC,Chief Executives,Conference Expenses,01-Jun-23,"£2,995.00",Hemming Group Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£2,400.67",High Jinx Entertainment Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£1,044.00",Hire & Hire Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£1,236.00",Hire & Hire Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£1,500.00",Ignition Sports Media Limited
Bolton BMC,Chief Executives,Marketing,01-Jun-23,"£1,422.00",Impression (Bolton) Limited
Bolton BMC,Chief Executives,Marketing,01-Jun-23,£722.00,Impression (Bolton) Limited
Bolton BMC,Chief Executives,Exhibits Purchase,08-Jun-23,£550.00,Impression (Bolton) Limited
Bolton BMC,Chief Executives,Exhibits Maint & Restoration,01-Jun-23,"£1,000.00",Impression (Bolton) Limited
Bolton BMC,Chief Executives,Corporate Training,01-Jun-23,£600.10,Informed Assessment Limited
Bolton BMC,Chief Executives,Corporate Training,19-Jun-23,"£1,200.20",Informed Assessment Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,£936.01,IRONMAN Ltd
Bolton BMC,Chief Executives,Rent of Storage Facilities,01-Jun-23,£552.00,J W Whittle Limited#Store-Away Archive Facilities
Bolton BMC,Chief Executives,Other Fees,01-Jun-23,"£15,497.88",Jacobs Certificated Bailiffs#Jacobs
Bolton BMC,Chief Executives,Other Fees,05-Jun-23,"£10,066.81",Jacobs Certificated Bailiffs#Jacobs
Bolton BMC,Chief Executives,Other Fees,12-Jun-23,"£12,811.31",Jacobs Certificated Bailiffs#Jacobs
Bolton BMC,Chief Executives,Other Fees,19-Jun-23,"£6,162.31",Jacobs Certificated Bailiffs#Jacobs
Bolton BMC,Chief Executives,Other Fees,26-Jun-23,"£11,509.29",Jacobs Certificated Bailiffs#Jacobs
Bolton BMC,Chief Executives,Legal Fees,01-Jun-23,"£2,450.00",James Andrews Recruitment Solutions Limited
Bolton BMC,Chief Executives,Legal Fees,07-Jun-23,"£1,995.00",James Andrews Recruitment Solutions Limited
Bolton BMC,Chief Executives,Legal Fees,14-Jun-23,"£1,295.00",James Andrews Recruitment Solutions Limited
Bolton BMC,Chief Executives,Legal Fees,21-Jun-23,"£2,415.00",James Andrews Recruitment Solutions Limited
Bolton BMC,Chief Executives,Legal Fees,28-Jun-23,"£2,765.00",James Andrews Recruitment Solutions Limited
Bolton BMC,Chief Executives,Staff Training Courses,23-Jun-23,£825.00,Jane Davies Associates
Bolton BMC,Chief Executives,Promoting Events,28-Jun-23,"£1,000.00",Jason Phats Digital Limited
Bolton BMC,Chief Executives,Other Fees,06-Jun-23,"£186,080.00",JLL#AMAS
Bolton BMC,Chief Executives,Training Exps Tuition Fees,23-Jun-23,£801.17,Kaplan Financial Limited
Bolton BMC,Chief Executives,General Materials,01-Jun-23,"£4,560.00",Kays Traffic Management Systems Limited#Kays Highways Limited
Bolton BMC,Chief Executives,Corporate Training,16-Jun-23,£600.00,Leaderskills Limited#The Institute Of Leadership & Management
Bolton BMC,Chief Executives,Inter Auth Agency/Cont Svs,15-Jun-23,"£28,703.46",Manchester City Council
Bolton BMC,Chief Executives,External Audit Fees,28-Jun-23,"£27,687.00",Mazars LLP
Bolton BMC,Chief Executives,Other Security,16-Jun-23,"£1,110.00",National Car Parks Ltd#NCP
Bolton BMC,Chief Executives,Information and Communication Technology,23-Jun-23,"£1,715.00",NEC Software Solutions UK Limited
Bolton BMC,Chief Executives,Advertising General,01-Jun-23,£595.00,Newsquest Media Group
Bolton BMC,Chief Executives,Operational Equipment Purchase,21-Jun-23,"£6,291.32",Nisbets
Bolton BMC,Chief Executives,Operational Equipment Purchase,15-Jun-23,"£3,506.40",Novum Audio Visual Limited T/A Novum AV
Bolton BMC,Chief Executives,Legal Fees,01-Jun-23,£562.09,Oasis UK#OASIS Group
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,"£3,175.00",Park Avenue Recruitment Limited
Bolton BMC,Chief Executives,Op Equip Furniture Purchase,01-Jun-23,£667.00,Paul Davies Kitchen Appliance Centre T/A P&S Domestics
Bolton BMC,Chief Executives,Op Equip Furniture Purchase,22-Jun-23,£667.00,Paul Davies Kitchen Appliance Centre T/A P&S Domestics
Bolton BMC,Chief Executives,Op Equip Furniture Purchase,23-Jun-23,£552.00,Paul Davies Kitchen Appliance Centre T/A P&S Domestics
Bolton BMC,Chief Executives,Op Equip Furniture Purchase,26-Jun-23,£667.00,Paul Davies Kitchen Appliance Centre T/A P&S Domestics
Bolton BMC,Chief Executives,Grant Funded Expenditure,08-Jun-23,"£38,000.00",Paws For Kids#Endeavour Project
Bolton BMC,Chief Executives,Grant Funded Expenditure,08-Jun-23,"£15,000.00",Paws For Kids#Endeavour Project
Bolton BMC,Chief Executives,Catering - General,15-Jun-23,£809.50,Percivals The Caterers#Percivals Outside Catering Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£4,326.00",Percivals The Caterers#Percivals Outside Catering Limited
Bolton BMC,Chief Executives,Catering - General,01-Jun-23,"£2,140.50",Percivals The Caterers#Percivals Outside Catering Limited
Bolton BMC,Chief Executives,Book Fund Expenditure,01-Jun-23,"£3,628.71",Peters Limited
Bolton BMC,Chief Executives,Book Fund Expenditure,01-Jun-23,"£2,511.84",Peters Limited
Bolton BMC,Chief Executives,Office Stationery,22-Jun-23,£671.50,Premier Paper Group Limited
Bolton BMC,Chief Executives,Office Stationery,22-Jun-23,£632.78,Premier Paper Group Limited
Bolton BMC,Chief Executives,Office Stationery,26-Jun-23,"£2,537.76",Premier Paper Group Limited
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,"£2,854.40",Profile Security Services Ltd
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,"£1,250.76",Profile Security Services Ltd
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,"£1,072.08",Profile Security Services Ltd
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,"£1,972.93",Profile Security Services Ltd
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,£610.49,Profile Security Services Ltd
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,£536.04,Profile Security Services Ltd
Bolton BMC,Chief Executives,Computer Software Licences,13-Jun-23,"£9,784.00",Public-i
Bolton BMC,Chief Executives,Inter Agency Fees,18-Jun-23,£545.00,Redacted - Personal Data
Bolton BMC,Chief Executives,Exhibits Purchase,16-Jun-23,"£4,173.04",Redacted - Personal Data
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£911.69,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£2,243.59",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,613.70",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,679.86",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£565.65,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,450.39",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,473.90",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£715.55,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£581.75,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£577.16,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£579.22,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£730.46,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,429.68",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£669.55,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£839.66,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,655.64",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,286.94",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,"£1,615.95",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£916.86,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£698.30,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£605.99,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£2,238.80",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,924.88",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,482.09",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£577.16,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£886.95,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,773.90",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,711.01",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,584.17",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,478.25",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,182.60",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£2,217.38",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,575.84",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,"£1,124.83",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£575.76,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£916.86,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£724.04,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,516.84",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,330.78",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,£559.44,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,537.38",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,201.75",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,988.03",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,855.28",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,262.93",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,284.84",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,007.17",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,"£1,127.54",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,£529.27,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,463.87",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£551.76,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£2,262.77",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,676.32",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£565.65,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,555.79",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£560.66,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,496.36",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£2,025.44",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£3,072.90",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,758.54",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£724.04,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£669.55,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£983.60,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,616.84",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,453.62",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,892.16",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,969.80",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,"£1,763.58",Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£510.29,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£695.07,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£685.42,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,£530.95,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£709.56,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£729.20,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£591.24,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,£591.24,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£729.20,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£640.94,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£640.94,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,02-Jun-23,£790.48,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,09-Jun-23,£797.98,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£550.85,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,16-Jun-23,£547.31,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£558.38,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Agency Staff - Other,23-Jun-23,£539.45,Reed#Reed Specialist Recruitment Limited
Bolton BMC,Chief Executives,Photocopying Lease/Maintenance,06-Jun-23,"£19,112.00",Ricoh UK Limited
Bolton BMC,Chief Executives,Photocopying Lease/Maintenance,10-Jun-23,"£7,054.45",Ricoh UK Limited
Bolton BMC,Chief Executives,Management Fees,23-Jun-23,"£21,450.00",Robertson Capital Projects Limited
Bolton BMC,Chief Executives,Management Fees,14-Jun-23,"£14,652.00",Robertson Capital Projects Limited
Bolton BMC,Chief Executives,Planned Maintenance,02-Jun-23,"£6,546.69",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Day To Day Maintenance,02-Jun-23,"£9,308.11",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Day To Day Maintenance,02-Jun-23,"£4,957.85",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Day To Day Maintenance,02-Jun-23,"£28,434.32",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Consultancy Fees,02-Jun-23,£572.50,Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Day To Day Maintenance,02-Jun-23,£572.50,Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Reactive Maintenance,02-Jun-23,"£2,221.30",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Day To Day Maintenance,02-Jun-23,"£3,606.75",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Consultancy Fees,02-Jun-23,"£1,316.75",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Consultancy Fees,02-Jun-23,"£5,643.71",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Consultancy Fees,02-Jun-23,£858.75,Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Day To Day Maintenance,02-Jun-23,"£1,694.60",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Contracted Services,09-Jun-23,"£166,847.39",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Consultation Costs,02-Jun-23,£515.25,Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Work in Progress Additions,02-Jun-23,"£25,551.32",Robertson Facilities Management Limited
Bolton BMC,Chief Executives,Survey Fees,01-Jun-23,"£3,004.21",Royal Mail Group Limited
Bolton BMC,Chief Executives,Election Expenses,20-Jun-23,£518.45,Royal Mail Group Limited
Bolton BMC,Chief Executives,Election Expenses,01-Jun-23,"£33,617.72",Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,05-Jun-23,£600.01,Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,12-Jun-23,"£1,609.21",Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,18-Jun-23,£628.33,Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,26-Jun-23,£578.46,Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,05-Jun-23,"£1,699.22",Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,12-Jun-23,"£2,704.80",Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,18-Jun-23,"£1,991.54",Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,26-Jun-23,"£2,209.79",Royal Mail Group Limited
Bolton BMC,Chief Executives,Postages Direct Costs,12-Jun-23,"£1,428.90",Royal Mail Group Limited
Bolton BMC,Chief Executives,Miscellaneous Grants,02-Jun-23,"£1,000.00",Saint Matthews PCC
Bolton BMC,Chief Executives,Training Exps Tuition Fees,05-Jun-23,"£1,800.00",Salford City Council
Bolton BMC,Chief Executives,Electricity - General,19-Jun-23,"£2,413.99",Scottish & Southern Energy plc#SSE
Bolton BMC,Chief Executives,Electricity - General,19-Jun-23,£652.70,Scottish & Southern Energy plc#SSE
Bolton BMC,Chief Executives,Electricity - General,19-Jun-23,£507.52,Scottish & Southern Energy plc#SSE
Bolton BMC,Chief Executives,Electricity - General,19-Jun-23,£563.66,Scottish & Southern Energy plc#SSE
Bolton BMC,Chief Executives,Other Agency/Contracted Services,01-Jun-23,£774.60,Silverback Events Limited
Bolton BMC,Chief Executives,Inter Agency Fees,01-Jun-23,£516.40,Silverback Events Limited
Bolton BMC,Chief Executives,Disclosure Monitoring,01-Jun-23,£559.10,SME HCI Limited
Bolton BMC,Chief Executives,Disclosure Monitoring,01-Jun-23,"£1,866.56",SME HCI Limited
Bolton BMC,Chief Executives,Disclosure Monitoring,01-Jun-23,"£3,869.71",SME HCI Limited
Bolton BMC,Chief Executives,Promoting Events,01-Jun-23,"£4,436.68",Stage Stars Academy
Bolton BMC,Chief Executives,Advertising General,01-Jun-23,"£4,995.00",SYSTEMSLINK 2000 Limited
Bolton BMC,Chief Executives,General Materials,09-Jun-23,"£1,543.48",Tabs FM Ltd
Bolton BMC,Chief Executives,Computer Purchase,01-Jun-23,"£14,374.86",Team Netsol Limited
Bolton BMC,Chief Executives,Election Expenses,01-Jun-23,"£3,830.63",The ExcluSec Group Limited T/As ExcluSec Security
Bolton BMC,Chief Executives,Election Expenses,01-Jun-23,"£23,486.38",The ExcluSec Group Limited T/As ExcluSec Security
Bolton BMC,Chief Executives,Election Expenses,01-Jun-23,"£2,573.70",The ExcluSec Group Limited T/As ExcluSec Security
Bolton BMC,Chief Executives,Marketing,01-Jun-23,"£1,057.77",The ExcluSec Group Limited T/As ExcluSec Security
Bolton BMC,Chief Executives,Inter Agency Fees,01-Jun-23,"£1,690.60",The ExcluSec Group Limited T/As ExcluSec Security
Bolton BMC,Chief Executives,Agency Staff - Full-time,01-Jun-23,"£3,588.00",The ExcluSec Group Limited T/As ExcluSec Security
Bolton BMC,Chief Executives,Inter Agency Fees,01-Jun-23,"£1,799.88",The Lowry Centre Limited
Bolton BMC,Chief Executives,Inter Agency Fees,01-Jun-23,"£8,172.75",The Lowry Centre Limited
Bolton BMC,Chief Executives,Marketing,01-Jun-23,"£8,503.33",The National Leaflet Company
Bolton BMC,Chief Executives,Filming Other Fees,01-Jun-23,"£6,000.00",Title Productions Limited
Bolton BMC,Chief Executives,Vehicle Purchase,01-Jun-23,"£7,200.05",Tusker
Bolton BMC,Chief Executives,Vehicle Purchase,01-Jun-23,"£5,171.28",Tusker
Bolton BMC,Chief Executives,Vehicle Purchase,01-Jun-23,£758.81,Tusker
Bolton BMC,Chief Executives,Book Fund Expenditure,01-Jun-23,£819.72,Ulverscroft Large Print Books Limited#Ulverscroft Limited
Bolton BMC,Chief Executives,Staff Subsistence Expenses,01-Jun-23,"£56,000.00",Urban Outreach (Bolton)
Bolton BMC,Chief Executives,Catering Provisions-Food,01-Jun-23,"£8,055.00",Urban Outreach (Bolton)
Bolton BMC,Chief Executives,Catering Provisions-Food,01-Jun-23,"£14,346.00",Urban Outreach (Bolton)
Bolton BMC,Chief Executives,Catering Provisions-Food,19-Jun-23,"£14,670.00",Urban Outreach (Bolton)
Bolton BMC,Chief Executives,Catering Provisions-Food,19-Jun-23,"£28,837.00",Urban Outreach (Bolton)
Bolton BMC,Chief Executives,Information and Communication Technology,01-Jun-23,£608.58,Valtech Limited
Bolton BMC,Chief Executives,Mobile Telephone Purchase,02-Jun-23,£522.00,Vodafone Limited
