Authority,Service Area,Description,Payment,Invoice Line Amount,Supplier
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,346.05",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,803.39",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,802.46",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,961.80",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,702.14",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,036.36",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,485.55",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,803.39",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,407.71",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,346.05",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,346.05",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,05-Mar-24,"£26,996.70",Future Focused Limited T/A Future Focused Care
Bolton MBC,Children's Services,Vol Assoc Grants - General,05-Mar-24,"£20,978.70",Future Focused Limited T/A Future Focused Care
Bolton MBC,Children's Services,Vol Assoc Grants - General,05-Mar-24,"£47,145.60",Future Focused Limited T/A Future Focused Care
Bolton MBC,Children's Services,Vol Assoc Grants - General,05-Mar-24,"£29,149.06",Grace Hospital 2 Home Limited#GRACE247CARE
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,238.24",Great Places Housing Association
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,288.28",Great Places Housing Association
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,502.72",Great Places Housing Association
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,502.72",Great Places Housing Association
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,539.42",Great Places Housing Association
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£750.33,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,440.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,128.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,224.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£720.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,482.99",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,081.13",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,080.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£720.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,080.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,800.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,800.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,£720.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,"£1,260.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,"£1,620.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,£660.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,"£1,080.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,£720.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,"£1,035.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,£960.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,"£1,560.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,13-Mar-24,"£1,020.00",Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,13-Mar-24,£600.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,13-Mar-24,£600.00,Holden Knight Healthcare Temp Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,12-Mar-24,"£12,710.00",Holistic Approach Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,12-Mar-24,"£9,775.00",Holistic Approach Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,12-Mar-24,"£17,825.00",Holistic Approach Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,12-Mar-24,"£17,825.00",Holistic Approach Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,12-Mar-24,"£17,825.00",Holistic Approach Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,12-Mar-24,"£3,450.00",Holistic Approach Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£16,480.22",Horizon Care & Education
Bolton MBC,Children's Services,Vol Assoc Grants - General,29-Mar-24,"£15,278.66",Horizon Care & Education
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,235.53",Horizon Supported Accommodation limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£9,035.53",Identity Care Housing Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,014.28",Inicio Group Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,800.19",Inicio Group Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,426.27",Inicio Group Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£10,357.14",Inspira Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,127.09",Inspire Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,312.47",Inspire Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,312.47",Inspire Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,29-Mar-24,"£5,345.86",Inspire Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£77,946.03",Inspire Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,985.62",Inspire Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,985.62",Inspire Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,985.62",Inspire Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,397.02",Lorimer Fostering
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£22,785.18",Meadows Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£24,556.43",Meadows Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,04-Mar-24,"£1,800.00",Meadows Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£36,352.06",New Futures Scotland
Bolton MBC,Children's Services,Vol Assoc Grants - General,05-Mar-24,"£19,314.00",New Start Childcare#New Start
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,474.91","Next Stage ""A Way Forward"" Youth Development Limited"
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,048.53","Next Stage ""A Way Forward"" Youth Development Limited"
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,061.00",Nexus Fostering#Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,061.00",Nexus Fostering#Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£7,924.00",NT Care Group Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,08-Mar-24,"£7,924.00",NT Care Group Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£30,201.43",Oaktree Childcare Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,939.86",Olive Branch Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,502.59",Olive Branch Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,996.20",Olive Branch Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,956.24",Olive Branch Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,345.65",Olive Branch Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,939.86",Olive Branch Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,141.41",Parallel Parents
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,580.92",Parallel Parents
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,387.49",Parallel Parents
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,044.47",Parallel Parents
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,849.88",Parallel Parents
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,523.79",Parallel Parents
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,782.14",Progressive Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£16,467.86",Progressive Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£18,352.86",Progressive Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,210.71",Progressive Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,21-Mar-24,"£25,714.28",Quality Protects Children Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£24,857.15",Quality Protects Children Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£23,314.20",Residential Child Care Community (North West) Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£12,317.75",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£9,127.75",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£11,264.47",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£8,488.59",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,882.73",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£15,445.86",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£16,242.60",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£10,017.18",RH Community Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£12,000.00",Rubix Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£12,000.00",Rubix Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,03-Mar-24,"£12,000.00",Rubix Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,03-Mar-24,"£6,857.14",Rubix Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,10-Mar-24,"£12,000.00",Rubix Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,10-Mar-24,"£12,000.00",Rubix Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,06-Mar-24,"£7,354.51",Shield Support Hub Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,08-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,08-Mar-24,"£6,609.68",Supreme Child Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£695.52,Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£819.84,Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£741.02,Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,£836.52,Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,148.14",Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,18-Mar-24,£879.64,Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,18-Mar-24,"£1,148.14",Swiis Foster Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,417.50",The Together Trust
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£21,297.00",The Together Trust
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£32,328.66",The Together Trust
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£21,564.22",The Together Trust
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,417.50",The Together Trust
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,132.50",The Together Trust
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,482.15",Therapeutic Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,672.88",Therapeutic Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,672.88",Therapeutic Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,852.34",Therapeutic Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£9,928.60",Therapeutic Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£16,878.62",Therapeutic Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,850.00",Triangle Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£72,407.01",Vals Place Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£42,292.68",Vals Place Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£8,142.50",West Yorkshire Future Support Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£8,400.00",West Yorkshire Future Support Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£9,563.46",West Yorkshire Future Support Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£8,142.50",West Yorkshire Future Support Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£8,400.00",West Yorkshire Future Support Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£19,517.76",Westwood Homecare (North West) Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,761.96",Westwood Homecare (North West) Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£1,626.48",Westwood Homecare (North West) Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£21,668.38",Woodlands Limited (Woodlands Children’s Development Centre Limited)
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£26,571.34",Your Chapter Limited
Bolton MBC,Chief Executives ,Water Charges - Metered,11-Mar-24,"£1,146.58",Anglian Water Business (National) Ltd Trading As Wave
Bolton MBC,Children's Services,Water Charges - Metered,11-Mar-24,£695.77,Anglian Water Business (National) Ltd Trading As Wave
Bolton MBC,Housing GRF,Water Charges - Metered,11-Mar-24,"£4,705.38",Anglian Water Business (National) Ltd Trading As Wave
Bolton MBC,Housing GRF,Water Charges - Metered,11-Mar-24,"£3,199.89",Anglian Water Business (National) Ltd Trading As Wave
Bolton MBC,Development & Regeneration ,Work in Progress Additions,01-Mar-24,"£1,837.00",Aecom Limited
Bolton MBC,Highways,Work in Progress Additions,11-Mar-24,"£3,207.74",Aecom Limited
Bolton MBC,Highways,Work in Progress Additions,22-Mar-24,"£71,140.57",Aecom Limited
Bolton MBC,Environmental Services ,Work in Progress Additions,27-Mar-24,"£4,223.55",Blakedown Sport & Play Limited
Bolton MBC,Environmental Services ,Work in Progress Additions,05-Mar-24,"£10,000.00",Bolton at Home Limited#HB Refunds & Invoices
Bolton MBC,Highways,Work in Progress Additions,01-Mar-24,"£2,641.42",Cadent Gas Limited
Bolton MBC,Housing GRF,Work in Progress Additions,01-Mar-24,"£16,562.00",Energy Controls Group Limited
Bolton MBC,Development & Regeneration ,Work in Progress Additions,01-Mar-24,"£25,140.87",FSG Moor Lane Developments Limited
Bolton MBC,Development & Regeneration ,Work in Progress Additions,27-Mar-24,"£1,263.59",Greater Manchester Combined Authority#GMCA#Greater Manchester Police#Greater Manchester Fire & Rescue Service
