Authority,Service Area,Description,Supplier,Payment,Amount
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£639.74
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£555.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£607.79
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£721.80
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£696.64
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£564.22
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£696.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£684.17
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£684.17
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,"£1,192.06"
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£576.25
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£540.03
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£742.55
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£591.98
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£708.85
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.82
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£562.75
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£696.64
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£648.32
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£504.36
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£754.65
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£737.84
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£701.12
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£911.52
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£737.84
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£652.44
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£728.42
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£737.84
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£614.67
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£717.48
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£607.33
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£927.36
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£769.29
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£539.66
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£964.06
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£934.67
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£891.14
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£717.57
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£539.73
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£586.34
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£750.43
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£754.65
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£711.98
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£737.84
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£774.61
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£826.12
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£504.36
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£717.57
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£798.13
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£701.21
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£539.73
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£706.72
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£558.38
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£558.38
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£558.38
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£685.70
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£685.70
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£558.38
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£558.38
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£737.84
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£652.44
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,14-Jul-23,£543.89
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£545.94
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,21-Jul-23,£545.94
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£631.62
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£539.45
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£539.45
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,28-Jul-23,£539.45
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,01-Jul-23,£539.45
Bolton MBC,Environmental Services,Agency Staff - Other,Reed#Reed Specialist Recruitment Limited,07-Jul-23,£539.45
Bolton MBC,Environmental Services,Plant Hire,Richard Burton Haulage Limited,01-Jul-23,£560.00
Bolton MBC,Environmental Services,Plant Hire,Richard Burton Haulage Limited,01-Jul-23,£560.00
Bolton MBC,Environmental Services,Plant Hire,Richard Burton Haulage Limited,01-Jul-23,£560.00
Bolton MBC,Environmental Services,Plant Hire,Richard Burton Haulage Limited,01-Jul-23,£560.00
Bolton MBC,Environmental Services,Plant Hire,Richard Burton Haulage Limited,10-Jul-23,£560.00
Bolton MBC,Environmental Services,Plant Hire,Richard Burton Haulage Limited,14-Jul-23,£840.00
Bolton MBC,Environmental Services,Other Fees,RingGo Limited,01-Jul-23,"£1,027.18"
Bolton MBC,Environmental Services,Contracted Services,Riverside Truck Rental Limited,01-Jul-23,£576.65
Bolton MBC,Environmental Services,Contracted Services,Riverside Truck Rental Limited,05-Jul-23,£538.37
Bolton MBC,Environmental Services,Transport Hire,Riverside Truck Rental Limited,01-Jul-23,"£5,610.00"
Bolton MBC,Environmental Services,Transport Hire,Riverside Truck Rental Limited,01-Jul-23,"£5,610.00"
Bolton MBC,Environmental Services,Transport Hire,Riverside Truck Rental Limited,01-Jul-23,"£4,378.00"
Bolton MBC,Environmental Services,Transport Hire,Riverside Truck Rental Limited,01-Jul-23,"£6,578.00"
Bolton MBC,Environmental Services,Property Surveys,Robertson Facilities Management Limited,18-Jul-23,"£1,493.75"
Bolton MBC,Environmental Services,Work in Progress Additions,Robertson Facilities Management Limited,01-Jul-23,"£2,152.60"
Bolton MBC,Environmental Services,Work in Progress Additions,Routeware Limited,10-Jul-23,"£29,068.00"
Bolton MBC,Environmental Services,Operational Equipment Rental,Safety Kleen UK Limited,01-Jul-23,"£1,063.50"
Bolton MBC,Environmental Services,Electricity - General,Scottish & Southern Energy plc#SSE,01-Jul-23,£625.24
Bolton MBC,Environmental Services,Electricity - General,Scottish & Southern Energy plc#SSE,01-Jul-23,£908.98
