Authority,Service Area,Description,Payment, Amount,Supplier
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,265.00",Beechville Care Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,595.00",Belong Wigan#2
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Nov-23,"£2,958.00",Bennett Workplace Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-Nov-23,£835.00,Bennett Workplace Solutions Limited
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£50,114.60",Berkeley House
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£13,373.20",Berkeley House
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Nov-23,£622.40,BES Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,265.00",BH Residential Care Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£6,530.00",Blackrod House Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£13,173.10",Bluebell Cottage Veedale
Bolton MBC,Adult Services,Training Exps Tuition Fees,21-Nov-23,"£1,500.00",Bodyshot Performance Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£887.40,Bolton New Care Limited T/A Home Instead Senior Care
Bolton MBC,Adult Services,Partnership Staff,07-Nov-23,"£2,929.74",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,24-Nov-23,"£2,503.18",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,27-Nov-23,"£7,875.00",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,07-Nov-23,"£2,494.89",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,24-Nov-23,"£2,494.89",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£112,493.98",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,07-Nov-23,"£112,692.57",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,01-Nov-23,"£45,769.48",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,01-Nov-23,"£21,399.35",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,01-Nov-23,"£15,391.05",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,01-Nov-23,"£4,792.48",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Partnership Staff,01-Nov-23,"£4,792.48",Bolton NHS Foundation Trust
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£20,424.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£19,257.01",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£7,151.75",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£17,139.05",Brookvale
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,163.50",Browfield Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Nov-23,"£2,340.00",Buddi Ltd
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£7,585.00",Building A New Direction#BAND#Family Action
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£7,255.00",Burrswood House
Bolton MBC,Adult Services,Other Fees,01-Nov-23,"£15,745.00",Care Quality Commission#CQC
Bolton MBC,Adult Services,Contracted Services,10-Nov-23,"£1,345.55",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,10-Nov-23,"£11,734.63",Caring Alternatives Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,163.50",Carr Bank House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£44,672.24",Chorley House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£22,336.12",Chorley House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£14,028.10",Church View
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£32,615.70",Church Walk Health Care Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£11,378.80",Clarence House
Bolton MBC,Adult Services,Contracted Services,22-Nov-23,"£5,670.01",College House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£36,775.00",Comer Wall Way
Bolton MBC,Adult Services,Contracted Services,20-Nov-23,£899.56,Complete Care 4 U Limited
Bolton MBC,Adult Services,Contracted Services,20-Nov-23,£585.76,Complete Care 4 U Limited
Bolton MBC,Adult Services,Residential Provision,01-Nov-23,£587.78,Courtney Thorne Limited
Bolton MBC,Adult Services,Contracted Services,22-Nov-23,"£14,816.12",Cranleigh Court
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£5,967.90",Creative Care (Todmorden) Limited
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£5,169.75",Crystal Hall Care Home
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,697.00",Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,461.02",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,201.51",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£2,343.04",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,539.71",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,903.72",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£2,512.84",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,220.68",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,390.48",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,£680.60,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,£723.13,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,349.34",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,£986.38,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,£549.50,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,£590.24,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£3,753.75",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,£530.67,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,255.55",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£3,569.65",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£1,086.10",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,£831.92,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,£670.14,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,02-Nov-23,"£5,564.72",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£9,794.60",DIL House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£30,295.45",DIL Place
Bolton MBC,Adult Services,Clients Aids & Adaptations,23-Nov-23,"£2,520.00",Direct Healthcare Group Limited
Bolton MBC,Adult Services,Private Contracted Services,01-Nov-23,"£11,606.40",Disability Positive
Bolton MBC,Adult Services,Private Contracted Services,09-Nov-23,"£14,513.00",Disability Positive
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£5,450.00",Doro Care (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£3,800.00",Doro Care (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-Nov-23,"£3,182.60",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-Nov-23,"£1,275.00",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-Nov-23,"£2,934.15",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Nov-23,£934.92,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£976.27,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,26-Nov-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,26-Nov-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,26-Nov-23,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,26-Nov-23,£850.76,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,26-Nov-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,26-Nov-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£12,151.05",Ellershaw House Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,£677.40,Enable Access Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Nov-23,£813.00,Enable Access Limited
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,036.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,163.50",Epworth Grange
Bolton MBC,Adult Services,Contracted Services,08-Nov-23,"£3,353.88",Equilibrium Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,23-Nov-23,£977.00,Etac Limited
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£48,960.00",Fortalice Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£46,500.00",Fortalice Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£7,411.35",Fosse Bank
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£1,629.80",Frontier Therapeutics
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£1,158.80",Frontier Therapeutics
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£4,106.40",Frontier Therapeutics
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,265.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Operational Equipment Purchase,01-Nov-23,"£1,800.00",GNS Inspire Limited
Bolton MBC,Adult Services,Operational Equipment Purchase,29-Nov-23,£560.55,Gompels Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,265.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,06-Nov-23,"£12,580.00",Great Places Housing Association
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£2,075.69",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,£830.72,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,618.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,773.22",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£5,984.59",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£2,724.54",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£2,068.94",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Other Fees,01-Nov-23,"£25,000.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£2,245.18",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,702.74",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,974.26",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,01-Nov-23,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,"£1,618.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,"£1,773.22",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,£814.68,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,"£2,553.79",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,24-Nov-23,"£6,011.28",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£6,530.00",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£3,720.40",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£3,059.55",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£35,124.51",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£21,551.00",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£1,567.14",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£3,150.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,06-Nov-23,"£3,699.12",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Nov-23,£859.44,Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Nov-23,"£1,266.80",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Nov-23,£931.00,Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,28-Nov-23,£572.96,Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,28-Nov-23,"£1,028.95",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,28-Nov-23,£754.20,Harvest Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£10,490.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Contracted Services,22-Nov-23,"£4,724.84",Hearten House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£28,962.10",Heaton Vale
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-Nov-23,"£6,724.00",Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£11,839.90",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£8,778.30",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,620.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£28,960.00",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£8,101.75",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£9,021.89",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,27-Nov-23,£704.40,Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,27-Nov-23,"£2,052.11",Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,27-Nov-23,"£10,982.05",Homecare Team Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£6,885.00",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,293.86",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,983.38",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,979.33",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£851.76,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£744.28,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£764.56,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,271.56",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,£739.35,Integrated Facilities Management Bolton Ltd#iFM Bolton
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£1,142.24",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Nov-23,"£3,320.00",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Nov-23,"£1,185.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Nov-23,£908.60,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£1,142.24",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,£800.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-Nov-23,"£1,064.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,27-Nov-23,"£4,980.00",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,08-Nov-23,"£4,905.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Nov-23,£684.16,James Gibson (Darwen) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Nov-23,£755.00,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,£772.00,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£4,611.00",Jenx Limited
Bolton MBC,Adult Services,Contracted Services,23-Nov-23,"£33,714.11",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,23-Nov-23,"£1,237.61",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,23-Nov-23,"£10,494.12",Jewel Home Support Ltd
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£40,749.75",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£4,045.00",Knightswood Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-Nov-23,£878.40,Langham
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£17,035.00",Lever Edge Care Home
Bolton MBC,Adult Services,Computer Software Licences,01-Nov-23,"£7,576.00",Liquidlogic Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,265.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£10,150.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Other Fees,01-Nov-23,"£1,800.00",Manchester City Council
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£3,249.15",Marion Lauder Care Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£6,810.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£21,420.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£10,710.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£10,710.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£5,355.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£10,710.00",Max Potential UK Limited-Glen Avenue
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£7,030.00",Meadowbank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,£792.00,Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£2,046.00",Medstrom Limited
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£15,480.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£17,745.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£2,958.29",Millfield Care Home
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£35,796.80",Morden Grange
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£6,885.00",Morgan Care Ltd
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£4,888.05",Moston Grange Nursing Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£4,087.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Nov-23,"£1,455.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Nursing Provision,06-Nov-23,"£22,605.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£21,980.70",Next Steps The Elms
Bolton MBC,Adult Services,Independant Sector Placements,19-Nov-23,"£89,159.00",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,22-Nov-23,"£591,198.30",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Other Fees,01-Nov-23,"£1,440.00",Nicholls Safeguarding
Bolton MBC,Adult Services,Legal Fees,01-Nov-23,"£1,500.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,06-Nov-23,"£1,500.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,01-Nov-23,£850.00,Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,29-Nov-23,"£2,050.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Contracted Services,15-Nov-23,"£7,097.60",Oakdale Supported Living
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£2,201.92",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£681.54,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,"£1,926.65",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£924.02,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£733.97,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£550.48,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£983.00,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£550.48,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£924.02,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£629.12,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£688.10,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,13-Nov-23,£714.31,Orchid Home Care Support
Bolton MBC,Adult Services,Residential Provision,06-Nov-23,"£3,620.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Nov-23,"£1,855.80",Osprey Healthcare Ltd
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£1,307.59",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,21-Nov-23,"£1,877.68",P & R Health Care Solutions
