Authority,Service Area,Description,Payment,Amount,Supplier
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£951.00,28 Wigan Road
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£951.00,28 Wigan Road
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£17,088.52",62 Wright Street#Mencap
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,612.00",Abafields Residential Home
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£3,112.00",Abbey Healthcare (Farnworth) Limited
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£11,648.00",Abbey Healthcare (Farnworth) Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£5,524.00",Abbey Healthcare (Farnworth) Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£600.00,Access UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,125.00",Access UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,683.00",Access UK Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£2,025.00",Access UK Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£2,025.00",Access UK Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,19-Sep-23,£675.00,Advocacy Focus
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Sep-23,£900.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,27-Sep-23,£664.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,27-Sep-23,£960.00,Aidapt Bathrooms Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Sep-23,£555.56,AKW Medi-Care Limited
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£2,952.00",Astley Grange Homes Limited
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£6,392.00",Astley Grange Homes Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£27,941.36",Bannister Farm Cottage
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,612.00",Beechville Care Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,876.00",Belong Wigan#2
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£40,091.68",Berkeley House
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£10,698.56",Berkeley House
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Sep-23,"£1,309.70",BES Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Sep-23,£517.65,BES Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,612.00",BH Residential Care Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£5,224.00",Blackrod House Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,£746.29,Blackrod House Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£6,217.20",Bluebell Cottage Veedale
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,081.20",Bolton New Care Limited T/A Home Instead Senior Care
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,"£1,094.20",Bolton New Care Limited T/A Home Instead Senior Care
Bolton MBC,Adult Services,Operational Equipment Purchase,01-Sep-23,£600.00,Bright Futures Care Limited
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£12,624.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£5,508.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Consultation Costs,01-Sep-23,£620.00,Broad Hey Limited
Bolton MBC,Adult Services,Consultation Costs,19-Sep-23,"£1,989.00",Broad Hey Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£5,721.40",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£13,711.24",Brookvale
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,530.80",Browfield Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Sep-23,"£4,680.00",Buddi Ltd
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£5,804.00",Burrswood House
Bolton MBC,Adult Services,Op Equip Health and Safety,11-Sep-23,£516.00,Care Corner Limited
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£1,484.07",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£12,126.63",Caring Alternatives Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,530.80",Carr Bank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Sep-23,£540.00,Cefndy Healthcare#Cefndy Enterprises
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£7,533.20",Chatterton Hey
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£18,874.56",Chorley House
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£9,437.28",Chorley House
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£6,212.56",Church View
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£16,291.60",Church Walk Health Care Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£9,103.04",Clarence House
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£29,791.43",Comer Wall Way
Bolton MBC,Adult Services,Contracted Services,19-Sep-23,£711.28,Community Care Options#3
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£12,962.88",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,25-Sep-23,£899.56,Complete Care 4 U Limited
Bolton MBC,Adult Services,Contracted Services,25-Sep-23,£585.76,Complete Care 4 U Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£775.00,Copperbeech Dog Kennels and Cattery
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,"£2,940.00",Creative Support Limited#3
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£4,135.80",Crystal Hall Care Home
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£4,372.00",D C S Cleaning Services#D C S Extreme Cleaning Services Limited
Bolton MBC,Adult Services,Contracted Services,20-Sep-23,£800.00,D C S Cleaning Services#D C S Extreme Cleaning Services Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£12,512.52",Daisy Fieldz Care Services Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,348.62",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,423.58",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£689.31,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,185.12",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,348.97",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,339.90",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,519.81",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£3,544.20",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£649.91,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,302.27",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,992.26",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£3,579.41",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,086.45",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£879.34,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£759.05,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£3,096.16",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,618.51",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£3,600.68",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£563.45,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£3,545.24",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,090.63",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£803.68,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£605.29,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£3,096.16",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£7,835.68",DIL House
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£30,536.64",DIL Place
Bolton MBC,Adult Services,Private Contracted Services,01-Sep-23,"£12,090.00",Disability Positive
Bolton MBC,Adult Services,Private Contracted Services,21-Sep-23,"£11,718.00",Disability Positive
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Sep-23,"£9,423.95",Doro Care (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Sep-23,"£3,815.95",Doro Care (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Sep-23,"£2,934.15",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Sep-23,"£1,483.20",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,25-Sep-23,£972.00,Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Op Equip Health and Safety,20-Sep-23,"£5,994.00",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Sep-23,"£1,869.80",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Sep-23,£609.30,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Sep-23,£701.08,Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£617.14,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,04-Sep-23,£611.91,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,04-Sep-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,04-Sep-23,"£1,506.24",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,04-Sep-23,£781.03,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,04-Sep-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,04-Sep-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,£617.14,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,£934.44,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,18-Sep-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,467.84",Elizabeth House#1
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£9,720.84",Ellershaw House Ltd
Bolton MBC,Adult Services,Contracted Services,25-Sep-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,05-Sep-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,05-Sep-23,"£1,036.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,530.80",Epworth Grange
Bolton MBC,Adult Services,Contracted Services,13-Sep-23,"£3,353.88",Equilibrium Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£5,929.08",Fosse Bank
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,800.00",Gemraj Technologies Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,612.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,11-Sep-23,"£1,170.00",GN Healthcare
Bolton MBC,Adult Services,Operational Equipment Purchase,01-Sep-23,"£1,800.00",GNS Inspire Limited
Bolton MBC,Adult Services,Op Equip Health and Safety,11-Sep-23,£633.60,Gompels Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,612.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,06-Sep-23,"£12,580.00",Great Places Housing Association
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£1,702.74",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£1,974.26",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,£814.68,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£2,553.79",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£8,395.72",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£3,771.91",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,25-Sep-23,"£3,805.61",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£2,245.99",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,25-Sep-23,"£2,185.97",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£31,881.94",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,25-Sep-23,"£32,384.26",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£17,240.80",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Sep-23,"£3,825.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,28-Sep-23,"£2,466.08",Harvest Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£8,136.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£4,724.84",Hearten House
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£23,169.68",Heaton Vale
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£9,471.92",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£6,677.30",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£1,448.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£23,168.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£6,205.72",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£7,885.91",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,11-Sep-23,"£7,718.88",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,£637.39,Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,11-Sep-23,£559.64,Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,27-Sep-23,"£6,698.19",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,11-Sep-23,"£6,721.24",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,12-Sep-23,"£2,259.36",Homecare Haven Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,361.25",Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£5,123.22",Homecare Team Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£6,907.29",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,295.89",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,981.36",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,419.60",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£760.50,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,18-Sep-23,"£1,064.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Sep-23,£900.00,Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Sep-23,"£1,185.80",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Sep-23,"£1,142.24",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Sep-23,"£2,490.00",Integrity Mobility Solutions Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,01-Sep-23,"£1,890.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Sep-23,£535.00,J Dickinson & Sons (Horwich) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Sep-23,"£3,753.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Sep-23,"£3,763.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,08-Sep-23,"£1,455.16",Just Checking Ltd
Bolton MBC,Adult Services,Other Agency/Contracted Services,04-Sep-23,£595.00,Keith Jones Interpreting Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£15,586.12",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£3,236.00",Knightswood Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£13,628.00",Lever Edge Care Home
Bolton MBC,Adult Services,Computer Software Licences,14-Sep-23,"£4,500.00",Liquidlogic Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,612.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£8,120.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£2,599.32",Marion Lauder Care Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£17,136.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£4,284.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£4,683.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£4,284.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£11,454.67",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£8,568.00",Max Potential UK Limited
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£5,624.00",Meadowbank House
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£12,384.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£14,196.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£15,947.36",Millbrook Way - Heathwaite
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£28,637.44",Morden Grange
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£5,508.00",Morgan Care Ltd
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£3,910.44",Moston Grange Nursing Home
Bolton MBC,Adult Services,Nursing Provision,04-Sep-23,"£25,893.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£25,177.91",Next Steps The Elms
Bolton MBC,Adult Services,Independant Sector Placements,01-Sep-23,"£15,214.20",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,27-Sep-23,"£280,119.60",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,28-Sep-23,"£28,850.00",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Agency Staff - Full-time,01-Sep-23,"£14,111.73",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Agency Staff - Full-time,01-Sep-23,"£10,163.73",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Sep-23,"£3,455.46",NRS Healthcare#Nottingham Rehab Limited#Complete Care Shop
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Sep-23,£615.00,NYMAS#North Yorkshire Mobility & Safety#Barwood
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£7,097.60",Oakdale Supported Living
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,182.26",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£681.54,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£979.72,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£806.06,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,926.65",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£904.36,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£2,817.92",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£983.00,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,"£1,022.32",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£629.12,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£688.10,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,01-Sep-23,£599.63,Orchid Home Care Support
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,896.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Sep-23,£597.68,Osprey Healthcare Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Sep-23,£836.33,Osprey Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£16,788.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,705.28",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Sep-23,"£2,184.00",Passmonds House
Bolton MBC,Adult Services,Clients Aids & Adaptations,13-Sep-23,£578.52,Performance Health International Limited
Bolton MBC,Adult Services,Contracted Services,06-Sep-23,"£27,844.52",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£16,895.51",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,£787.59,Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£1,047.48",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,26-Sep-23,"£8,473.40",Premier Care Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,935.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,800.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,805.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,760.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,855.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,755.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,795.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,860.00",Prepaid Financial Services Limited
Bolton MBC,Adult Services,Computer Software Licences,01-Sep-23,"£1,755.00",Prepaid Financial Services Limited
