Authority,Service Area,Description,Payment,Amount,Supplier
Bolton MBC,Adult Services,Contracted Services,02-May-23,"£2,091.04",Bluebird Care Bury
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£2,338.16",Bluebird Care Bury
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-May-23,"£2,400.00",Bolton at Home Limited#HB Refunds & Invoices
Bolton MBC,Adult Services,Partnership Staff,15-May-23,"£2,853.69",Bolton NHS Foundation Trust#1
Bolton MBC,Adult Services,Partnership Staff,30-May-23,"£2,865.12",Bolton NHS Foundation Trust#1
Bolton MBC,Adult Services,Partnership Staff,15-May-23,"£2,371.09",Bolton NHS Foundation Trust#1
Bolton MBC,Adult Services,Other Agency/Contracted Services,01-May-23,"£110,954.56",Bolton NHS Foundation Trust#1
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£112,493.98",Bolton NHS Foundation Trust#1
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£12,624.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,612.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£5,721.40",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£13,711.24",Brookvale
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,550.74",Browfield Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-May-23,£675.00,Buddi Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-May-23,"£1,950.00",Buddi Ltd
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£5,804.00",Burrswood House
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£2,292.00",Carders Court Care Home
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£1,226.83",Caring Alternatives Limited
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£11,952.50",Caring Alternatives Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,530.80",Carr Bank House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£7,533.20",Chatterton Hey
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£18,874.56",Chorley House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£9,437.28",Chorley House
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-May-23,"£4,737.50",Chubb Fire & Security Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£6,212.56",Church View
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£16,291.60",Church Walk Health Care Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£8,275.48",Clarence House
Bolton MBC,Adult Services,Contracted Services,17-May-23,"£1,191.67",Click Travel Limited
Bolton MBC,Adult Services,Contracted Services,11-May-23,"£3,304.78",College House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£33,531.43",Comer Wall Way
Bolton MBC,Adult Services,Contracted Services,02-May-23,£655.18,Community Care Options#3
Bolton MBC,Adult Services,Contracted Services,24-May-23,£711.28,Community Care Options#3
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£12,962.88",Companion Support Services Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,£570.00,Copperbeech Dog Kennels and Cattery
Bolton MBC,Adult Services,Contracted Services,05-May-23,£900.00,Copperbeech Dog Kennels and Cattery
Bolton MBC,Adult Services,Contracted Services,11-May-23,"£8,754.98",Cranleigh Court
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£4,135.80",Crystal Hall Care Home
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,781.50",Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,527.00",Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Contracted Services,01-May-23,£509.00,Dagmar Hartshorn Psychological Services
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£1,495.56",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£2,240.69",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£2,447.85",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£1,268.44",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£2,947.73",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,£652.59,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£1,253.05",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,£644.72,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£3,260.70",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,£513.07,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,£529.80,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£3,521.94",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£1,022.73",Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Contracted Services,10-May-23,£609.80,Dignity in Life Ltd#DIL Foundation
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£10,313.76",DIL House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£33,135.93",DIL Place
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-May-23,"£3,800.00",Doro Care (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-May-23,"£2,760.00",Doro Care (UK) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-May-23,"£1,692.00",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-May-23,"£1,799.40",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-May-23,£744.00,Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-May-23,"£1,458.00",Drive Devilbiss Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-May-23,"£1,869.83",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,£575.30,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£899.57,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£941.40,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£575.30,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£903.06,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,467.84",Elizabeth House#1
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£9,437.72",Ellershaw House Ltd
Bolton MBC,Adult Services,Contracted Services,10-May-23,£672.00,Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,530.80",Epworth Grange
Bolton MBC,Adult Services,Contracted Services,03-May-23,"£3,353.88",Equilibrium Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,17-May-23,"£3,353.88",Equilibrium Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-May-23,£592.00,Etac Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,31-May-23,"£2,142.00",Etac Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,£502.08,FCNA Homecare (First Call Nursing Agency)
Bolton MBC,Adult Services,Contracted Services,15-May-23,£575.30,FCNA Homecare (First Call Nursing Agency)
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£48,960.00",Fortalice Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£5,293.84",Fosse Bank
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-May-23,"£2,781.00",Frontier Therapeutics
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£2,850.96",Gillibrand Hall Nursing Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,612.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Operational Equipment Purchase,18-May-23,"£2,400.00",GNS Inspire Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,612.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,15-May-23,£773.83,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£5,984.59",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£2,676.60",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,£535.32,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,842.22",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£2,133.74",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,£830.72,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,618.00",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,773.22",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£1,772.43",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Contracted Services,17-May-23,"£4,782.62",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£6,506.50",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£5,359.34",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,17-May-23,"£2,725.55",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,258.27",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,287.70",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,17-May-23,"£35,338.46",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£30,924.37",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£29,039.70",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£15,551.84",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,02-May-23,"£2,335.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-May-23,"£1,915.12",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,09-May-23,"£1,266.80",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-May-23,"£2,148.60",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,23-May-23,£741.76,Harvest Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£8,136.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£23,169.68",Heaton Vale
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-May-23,"£1,044.00",Helping Hand Co (Ledbury) Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-May-23,£801.00,Helping Hand Co (Ledbury) Ltd
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£9,471.92",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,896.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£8,404.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,896.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£27,340.00",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,18-May-23,"£12,460.64",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,18-May-23,£660.76,Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,18-May-23,"£7,381.31",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,04-May-23,"£9,809.28",Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£9,360.00",Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,04-May-23,"£7,935.96",Homecare Team Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£5,082.11",Homecare Team Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,896.00",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,02-May-23,"£4,222.76",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,"£1,952.29",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,"£1,938.30",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,"£1,390.48",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,£770.95,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,£755.77,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,02-May-23,"£1,260.58",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,300.00",In Control Partnerships
Bolton MBC,Adult Services,Other Agency/Contracted Services,02-May-23,"£3,150.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-May-23,£866.00,Jenx Limited#Jiraffe
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-May-23,£743.00,Jenx Limited#Jiraffe
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£34,623.10",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£1,761.30",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£12,222.23",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contract Cleaning,01-May-23,"£4,403.28",JLA Total Care Ltd
Bolton MBC,Adult Services,Contracted Services,18-May-23,"£33,945.45",Keymen Associates Ltd#Mayday Homecare
Bolton MBC,Adult Services,Contracted Services,18-May-23,"£2,045.75",Keymen Associates Ltd#Mayday Homecare
Bolton MBC,Adult Services,Contracted Services,18-May-23,"£6,515.21",Keymen Associates Ltd#Mayday Homecare
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£12,388.84",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£3,236.00",Knightswood Residential Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£6,648.00",Lever Edge Care Home
Bolton MBC,Adult Services,Computer Software Licences,01-May-23,"£87,606.74",Liquidlogic Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,612.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£8,120.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£21,150.01",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£15,041.12",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£3,760.28",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£7,960.28",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£3,760.28",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£7,520.56",Max Potential UK Limited-Glen Avenue
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£5,624.00",Meadowbank House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,612.00",Meadowbank House
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£15,034.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£17,931.57",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£15,947.36",Millbrook Way - Heathwaite
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£10,740.81",Morden Grange
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,656.00",Morgan Care Ltd
Bolton MBC,Adult Services,Livestock,03-May-23,"£1,068.00",Moss Hall Farm Cattery
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£3,910.44",Moston Grange Nursing Home
Bolton MBC,Adult Services,Computer Leases,04-May-23,"£1,240.00",Net View Systems Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-May-23,"£3,750.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-May-23,"£3,913.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,23-May-23,£669.26,Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£16,440.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£15,985.96",Next Steps The Elms
Bolton MBC,Adult Services,Legal Fees,01-May-23,£991.67,Nine St John Street Chambers
Bolton MBC,Adult Services,Legal Fees,01-May-23,"£1,200.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-May-23,"£3,180.00",NRS Healthcare#Nottingham Rehab Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,31-May-23,"£3,750.00",NRS Healthcare#Nottingham Rehab Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,24-May-23,£615.00,NYMAS#North Yorkshire Mobility & Safety#Barwood
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£6,949.26",Oakdale Supported Living
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£25,398.60",Oliver House New House Farm
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£1,179.60",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,£655.33,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,£825.72,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,10-May-23,£825.72,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£1,867.67",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,£904.36,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£2,817.92",Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,£629.12,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,£688.10,Orchid Home Care Support
Bolton MBC,Adult Services,Contracted Services,16-May-23,£688.10,Orchid Home Care Support
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,896.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,031.67",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,08-May-23,"£1,273.31",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,910.96",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,01-May-23,£599.04,P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,08-May-23,"£2,437.18",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,08-May-23,£563.20,P & R Health Care Solutions
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£16,788.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£2,184.00",Passmonds House
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£7,259.24",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£7,029.12",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,10-May-23,"£13,822.92",Precedo Healthcare Limited
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£20,891.56",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,16-May-23,£815.35,Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,16-May-23,"£10,415.28",Premier Care Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-May-23,£811.14,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,10-May-23,£867.59,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-May-23,"£1,678.19",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-May-23,"£2,582.28",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,16-May-23,"£2,036.24",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,17-May-23,£906.21,Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-May-23,£837.41,Prism Medical UK
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£11,072.16",Queens Park View#Intelligent Care
Bolton MBC,Adult Services,Nursing Provision,02-May-23,"£2,612.72",Randomlight Ltd#Heightside House
Bolton MBC,Adult Services,Residential Provision,02-May-23,"£26,277.36",Raven
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,961.60",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£703.38,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,011.42",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,678.24",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£666.36,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£3,280.17",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£825.20,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,849.82",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,870.45",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,480.80",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£660.16,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,650.40",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£555.30,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,018.05",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£703.38,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£641.68,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,826.32",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£592.32,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£666.36,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£573.81,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,554.84",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£814.44,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£527.54,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£536.79,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£999.54,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£740.40,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£592.32,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£620.09,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£2,776.50",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,591.86",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£518.28,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£592.32,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£1,730.69",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,"£12,421.75",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-May-23,£777.42,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£618.90,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,"£1,155.28",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,15-May-23,£783.94,Recovery Support Ltd
