Authority,Service Area,Description,Payment,Amount,Supplier
Bolton MBC,Adult Services,Clients Aids & Adaptations,15-Dec-23,"£3,179.00",Easylink UK#Medpage Limited
Bolton MBC,Adult Services,Contracted Services,11-Dec-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,11-Dec-23,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,11-Dec-23,£599.71,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,11-Dec-23,£669.44,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,11-Dec-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,25-Dec-23,"£1,004.16",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,25-Dec-23,"£1,840.96",Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,25-Dec-23,£899.56,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,25-Dec-23,£536.94,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Contracted Services,11-Dec-23,£585.76,Eden Care Support Services Ltd
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£9,720.84",Ellershaw House Ltd
Bolton MBC,Adult Services,Contracted Services,20-Dec-23,£924.00,Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£1,008.00",Enhancing Lives Community Care Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,530.80",Epworth Grange
Bolton MBC,Adult Services,Contracted Services,08-Dec-23,"£3,870.00",Escalla TS Limited
Bolton MBC,Adult Services,Other Fees,01-Dec-23,"£3,250.00",Fortalice Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£5,929.08",Fosse Bank
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Dec-23,"£1,315.60",Frontier Therapeutics
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,612.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Operational Equipment Purchase,05-Dec-23,"£1,500.00",GNS Inspire Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,612.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Contracted Services,06-Dec-23,"£12,580.00",Great Places Housing Association
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£2,245.18",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,£875.59,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£2,245.18",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,441.74",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,995.91",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,£565.64,Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,939.24",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£2,553.79",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£6,011.28",Greater Manchester Mental Health NHS Foundation Trust
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£5,224.00",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£1,399.29",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£4,106.52",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£2,918.09",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£35,861.34",Guardian Homecare UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£17,240.80",Hartington House
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Dec-23,"£1,299.12",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,06-Dec-23,£568.20,Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,12-Dec-23,"£1,273.95",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Dec-23,"£5,400.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Dec-23,"£1,396.50",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Dec-23,"£2,148.60",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Dec-23,£568.20,Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Dec-23,"£1,521.00",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,21-Dec-23,"£1,266.80",Harvest Healthcare Limited
Bolton MBC,Adult Services,Clients - Taxi Fares,01-Dec-23,£840.00,Hastings Cars NW Limited
Bolton MBC,Adult Services,Clients - Taxi Fares,01-Dec-23,£780.00,Hastings Cars NW Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£8,176.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£23,169.68",Heaton Vale
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£3,304.00",Helping Hand Company (Ledbury) Limited
Bolton MBC,Adult Services,Other Recruitment Expenditure,19-Dec-23,"£1,250.00",Hemming Group Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£9,471.92",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£11,331.59",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£28,132.57",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,896.00",Hollands Nursing Home
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£9,162.43",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,£693.17,Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£6,993.21",Homecare For You Ltd#BLACKBURN
Bolton MBC,Adult Services,Contracted Services,08-Dec-23,"£5,472.12",Homecare Team Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Dec-23,£670.00,Hospital Direct (Marketing) Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Dec-23,£672.00,Hospital Direct (Marketing) Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£5,508.00",Hyde Lea
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,"£1,287.78",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,£709.80,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,"£1,973.24",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,"£1,135.68",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,£740.22,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,£715.88,ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,"£1,279.67",ICRIT Healthcare#Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,£813.05,Incom Systems Communication Specialists Limited
Bolton MBC,Adult Services,Training Exps Tuition Fees,01-Dec-23,"£2,800.00",in-equilibrium#Equilibrium Associates Limited
Bolton MBC,Adult Services,Other Agency/Contracted Services,19-Dec-23,"£4,095.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Other Agency/Contracted Services,19-Dec-23,"£3,285.00",Interpreting & Translating Services
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,£754.00,James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£2,745.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£2,745.00",James Leckey Design Limited#Vida Global
Bolton MBC,Adult Services,Contracted Services,21-Dec-23,"£33,884.29",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,21-Dec-23,"£1,197.36",Jewel Home Support Ltd
Bolton MBC,Adult Services,Contracted Services,21-Dec-23,"£12,472.45",Jewel Home Support Ltd
Bolton MBC,Adult Services,Other Agency/Contracted Services,01-Dec-23,"£1,620.00",Keith Jones Interpreting Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£32,599.80",Kingarth#1
Bolton MBC,Adult Services,Other Fees,02-Dec-23,"£2,000.00",Kirwin Maclean Associates Ltd
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£3,236.00",Knightswood Residential Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,04-Dec-23,£878.40,Langham
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£13,628.00",Lever Edge Care Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,612.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£8,120.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Contracted Services,03-Dec-23,£844.80,Making Space
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,£844.80,Making Space
Bolton MBC,Adult Services,Nursing Provision,04-Dec-23,"£2,599.32",Marion Lauder Care Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£12,852.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£12,852.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£15,018.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£4,284.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£8,568.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£8,568.00",Max Potential UK Limited-Glen Avenue
Bolton MBC,Adult Services,Other Fees,12-Dec-23,"£1,350.00",Me Learning Limited
Bolton MBC,Adult Services,Nursing Provision,04-Dec-23,"£8,636.86",Meadowbank House
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£1,980.00",Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£1,980.00",Medstrom Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£1,405.00",Medstrom Limited
Bolton MBC,Adult Services,Nursing Provision,04-Dec-23,"£12,384.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£14,196.00",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Op Equip Health and Safety,01-Dec-23,"£1,149.75",Millercare Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,672.00",Millfield Care Home
Bolton MBC,Adult Services,Training Exps Tuition Fees,06-Dec-23,£655.00,Missing People Limited
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£28,637.44",Morden Grange
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£5,508.00",Morgan Care Ltd
Bolton MBC,Adult Services,Nursing Provision,04-Dec-23,"£3,910.44",Moston Grange Nursing Home
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Dec-23,"£6,727.00",Neater Solutions Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Dec-23,"£3,754.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Clients Aids & Adaptations,07-Dec-23,"£1,042.00",Newlyn Healthcare Specialist Equipment Ltd
Bolton MBC,Adult Services,Nursing Provision,04-Dec-23,"£18,084.00",Next Steps Levenshulme
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£17,584.56",Next Steps The Elms
Bolton MBC,Adult Services,Independant Sector Placements,12-Dec-23,"£45,546.43",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,12-Dec-23,"£79,451.87",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,12-Dec-23,"£15,214.29",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,12-Dec-23,"£28,199.96",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,21-Dec-23,"£45,546.43",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Independant Sector Placements,21-Dec-23,"£79,763.14",NHS Greater Manchester Integrated Care Board#ICB
Bolton MBC,Adult Services,Other Fees,01-Dec-23,£600.00,Nicholls Safeguarding
Bolton MBC,Adult Services,Legal Fees,01-Dec-23,£850.00,Nine St John Street
Bolton MBC,Adult Services,Legal Fees,19-Dec-23,"£1,500.00",Nine St John Street Chambers
Bolton MBC,Adult Services,Clients Aids & Adaptations,01-Dec-23,"£1,963.20",NRS Healthcare#Nottingham Rehab Limited#Complete Care Shop
Bolton MBC,Adult Services,Clients Aids & Adaptations,19-Dec-23,"£2,942.40",NRS Healthcare#Nottingham Rehab Limited#Complete Care Shop
Bolton MBC,Adult Services,Clients Aids & Adaptations,20-Dec-23,£576.00,NRS Healthcare#Nottingham Rehab Limited#Complete Care Shop
Bolton MBC,Adult Services,Clients Aids & Adaptations,05-Dec-23,£820.00,NYMAS#North Yorkshire Mobility & Safety#Barwood
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£7,097.60",Oakdale Supported Living
Bolton MBC,Adult Services,Training Exps Tuition Fees,01-Dec-23,£570.00,One Small Thing
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,896.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Clients Aids & Adaptations,06-Dec-23,£831.14,Osprey Healthcare Ltd
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,"£1,743.46",P & R Health Care Solutions
Bolton MBC,Adult Services,Contracted Services,18-Dec-23,"£2,489.63",P & R Health Care Solutions
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£13,876.00",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£8,439.29",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£2,184.00",Passmonds House
Bolton MBC,Adult Services,Agency Staff - Other,01-Dec-23,£900.00,Permanent Futures Limited
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£14,719.01",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,132.21",Premier Care Limited
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£8,696.54",Premier Care Limited
Bolton MBC,Adult Services,Marketing,12-Dec-23,"£2,598.00",Print Loft.co.uk
Bolton MBC,Adult Services,Marketing,12-Dec-23,"£1,410.00",Print Loft.co.uk
Bolton MBC,Adult Services,Clients Aids & Adaptations,06-Dec-23,"£1,827.64",Prism Medical UK
Bolton MBC,Adult Services,Clients Aids & Adaptations,22-Dec-23,£712.23,Prism Medical UK
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£11,072.16",Queens Park View#Intelligent Care
Bolton MBC,Adult Services,Nursing Provision,04-Dec-23,"£2,612.72",Randomlight Ltd#Heightside House
Bolton MBC,Adult Services,Residential Provision,04-Dec-23,"£53,394.60",Raven
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£2,681.90",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,£701.42,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£1,849.82",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,£618.90,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£2,681.90",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,£618.90,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,870.45",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,£618.90,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£1,650.40",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£1,701.98",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,650.40",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,19-Dec-23,"£1,712.29",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,£536.38,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£1,114.02",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,£783.94,Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,"£2,393.08",Recovery Support Ltd
Bolton MBC,Adult Services,Contracted Services,01-Dec-23,£618.90,Recovery Support Ltd
