Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
Blackpool Council,Paypartners Limited Client Account,134306,1006097,07/05/2024,259.98,0,Direct Payments,10563,65604,Direct Payments,Children's Services - 1,CHISER,JAB,Locality - 3,JAB2,Locality - 5,630441,1.0061E+18
Blackpool Council,Chaseside Residential Care Home,142683,1006383,17/05/2024,"1,518.68",0,Residential Placements,20181,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,633324I,1006383142683633324I
Blackpool Council,Aivaf Limited,146217,1001058,02/05/2024,"15,381.96","2,563.66",Blackpool Museum Project,50023,61065,Major Contractual Works,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,3681,1.00106E+16
Blackpool Council,Chaseside Residential Care Home,150878,1006383,17/05/2024,"3,037.36",0,Residential Placements,20181,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,637848I,1006383150878637848I
Blackpool Council,Paypartners Limited Client Account,151892,1006097,07/05/2024,259.98,0,Direct Payments,10563,65604,Direct Payments,Children's Services - 1,CHISER,JAB,Locality - 3,JAB2,Locality - 5,639059,1.0061E+18
Blackpool Council,Rm Education Ltd,161652,1000148,14/05/2024,816,136,Moor Park -School Curriculum,10299,63711,Subscriptions,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED361,Moor Park - 5,DE7347884,1000148161652DE7347884
Blackpool Council,Chaseside Residential Care Home,165357,1006383,17/05/2024,"1,518.68",0,Residential Placements,20181,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,644725I,1006383165357644725I
Blackpool Council,Paypartners Limited Client Account,166091,1006097,07/05/2024,259.98,0,Direct Payments,10563,65604,Direct Payments,Children's Services - 1,CHISER,JAB,Locality - 3,JAB2,Locality - 5,645579,1.0061E+18
Blackpool Council,Chaseside Residential Care Home,173470,1006383,17/05/2024,"1,518.68",0,Residential Placements,20181,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,647941I,1006383173470647941I
Blackpool Council,Sage Care Homes - (Hazeldene) Ltd,173815,1003726,31/05/2024,"3,582.54",0,Residential Placements,20474,64505,Residential Homes,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,648236,1.00373E+18
