FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference
LIST,Blackpool Council,Guardian Homecare,216247,1000403,4/04/2024,666.40,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234915
LIST,Blackpool Council,Guardian Homecare,216250,1000403,4/04/2024,"3,274.88",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234918
LIST,Blackpool Council,Guardian Homecare,216252,1000403,4/04/2024,761.60,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234920
LIST,Blackpool Council,Guardian Homecare,216253,1000403,4/04/2024,266.56,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234921
LIST,Blackpool Council,Guardian Homecare,216255,1000403,4/04/2024,504.56,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234923
LIST,Blackpool Council,Guardian Homecare,216256,1000403,4/04/2024,823.48,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234924
LIST,Blackpool Council,Guardian Homecare,216257,1000403,4/04/2024,975.80,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234925
LIST,Blackpool Council,Guardian Homecare,216258,1000403,4/04/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234926
LIST,Blackpool Council,Guardian Homecare,216259,1000403,4/04/2024,666.40,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234927
LIST,Blackpool Council,Guardian Homecare,216260,1000403,4/04/2024,542.64,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234928
LIST,Blackpool Council,Guardian Homecare,216261,1000403,4/04/2024,"1,580.32",0.00,Homecare,20234,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234929
LIST,Blackpool Council,Guardian Homecare,216262,1000403,4/04/2024,"1,066.24",0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234930
LIST,Blackpool Council,Guardian Homecare,216264,1000403,4/04/2024,"1,028.16",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234932
LIST,Blackpool Council,Guardian Homecare,216265,1000403,4/04/2024,523.60,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234933
LIST,Blackpool Council,Guardian Homecare,216267,1000403,4/04/2024,442.68,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234935
LIST,Blackpool Council,Guardian Homecare,216268,1000403,4/04/2024,799.68,0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234936
LIST,Blackpool Council,Guardian Homecare,216269,1000403,4/04/2024,342.72,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234937
LIST,Blackpool Council,Guardian Homecare,216270,1000403,4/04/2024,"2,094.40",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234939
LIST,Blackpool Council,Guardian Homecare,216272,1000403,4/04/2024,266.56,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234942
LIST,Blackpool Council,Guardian Homecare,216274,1000403,4/04/2024,609.28,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234944
LIST,Blackpool Council,Guardian Homecare,216275,1000403,4/04/2024,571.20,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234945
LIST,Blackpool Council,Guardian Homecare,216277,1000403,4/04/2024,533.12,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234947
LIST,Blackpool Council,Guardian Homecare,216279,1000403,4/04/2024,266.56,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234949
LIST,Blackpool Council,Guardian Homecare,216280,1000403,4/04/2024,875.84,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234950
LIST,Blackpool Council,Guardian Homecare,216282,1000403,4/04/2024,780.64,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234952
LIST,Blackpool Council,Guardian Homecare,216283,1000403,4/04/2024,609.28,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234953
LIST,Blackpool Council,Guardian Homecare,216284,1000403,4/04/2024,990.08,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234954
LIST,Blackpool Council,Guardian Homecare,216285,1000403,4/04/2024,818.72,0.00,Homecare,20184,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234955
LIST,Blackpool Council,Guardian Homecare,216286,1000403,4/04/2024,"2,665.60",0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234956
LIST,Blackpool Council,Guardian Homecare,216287,1000403,4/04/2024,628.32,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234957
LIST,Blackpool Council,Guardian Homecare,216288,1000403,4/04/2024,533.12,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234958
LIST,Blackpool Council,Guardian Homecare,216289,1000403,4/04/2024,799.68,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234959
LIST,Blackpool Council,Guardian Homecare,216290,1000403,4/04/2024,304.64,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234961
LIST,Blackpool Council,Guardian Homecare,216291,1000403,4/04/2024,952.00,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234962
LIST,Blackpool Council,Guardian Homecare,216292,1000403,4/04/2024,628.32,0.00,Homecare,20156,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234963
LIST,Blackpool Council,Guardian Homecare,216293,1000403,4/04/2024,533.12,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234964
LIST,Blackpool Council,Guardian Homecare,216294,1000403,4/04/2024,837.76,0.00,Homecare,20140,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234965
LIST,Blackpool Council,Guardian Homecare,216296,1000403,4/04/2024,"1,028.16",0.00,Homecare,20393,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234967
LIST,Blackpool Council,Guardian Homecare,216297,1000403,4/04/2024,"2,627.52",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234968
LIST,Blackpool Council,Guardian Homecare,216298,1000403,4/04/2024,495.04,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234969
LIST,Blackpool Council,Guardian Homecare,216299,1000403,4/04/2024,637.84,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234970
LIST,Blackpool Council,Guardian Homecare,216300,1000403,4/04/2024,833.00,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234971
LIST,Blackpool Council,Guardian Homecare,216302,1000403,4/04/2024,"2,056.32",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234973
LIST,Blackpool Council,Guardian Homecare,216303,1000403,4/04/2024,533.12,0.00,Homecare,20364,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234974
LIST,Blackpool Council,Guardian Homecare,216304,1000403,4/04/2024,514.08,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234975
LIST,Blackpool Council,Guardian Homecare,216305,1000403,4/04/2024,542.64,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234976
LIST,Blackpool Council,Guardian Homecare,216306,1000403,4/04/2024,"3,731.84",0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234977
LIST,Blackpool Council,Guardian Homecare,216310,1000403,4/04/2024,"1,461.32",0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,041-5234981
LIST,Blackpool Council,I Care Gb Limited,216313,1000036,4/04/2024,828.24,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,532
LIST,Blackpool Council,I Care Gb Limited,216314,1000036,4/04/2024,799.68,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,533
LIST,Blackpool Council,I Care Gb Limited,216315,1000036,4/04/2024,799.68,0.00,Homecare,20349,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,534
LIST,Blackpool Council,I Care Gb Limited,216317,1000036,4/04/2024,266.56,0.00,Homecare,20377,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,536
LIST,Blackpool Council,I Care Gb Limited,216318,1000036,4/04/2024,276.08,0.00,Homecare,20459,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,537
LIST,Blackpool Council,I Care Gb Limited,216319,1000036,4/04/2024,"1,009.12",0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,538
LIST,Blackpool Council,I Care Gb Limited,216321,1000036,4/04/2024,533.12,0.00,Homecare,20440,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,540
LIST,Blackpool Council,I Care Gb Limited,216324,1000036,4/04/2024,837.76,0.00,Homecare,20477,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,543
LIST,Blackpool Council,I Care Gb Limited,216325,1000036,4/04/2024,"1,332.80",0.00,Homecare,20060,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,544
LIST,Blackpool Council,Autism Initiatives Uk,216327,1000025,4/04/2024,"1,245.23",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294566
LIST,Blackpool Council,Autism Initiatives Uk,216328,1000025,4/04/2024,"1,121.08",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294567
LIST,Blackpool Council,Autism Initiatives Uk,216329,1000025,4/04/2024,"1,383.41",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294568
LIST,Blackpool Council,Autism Initiatives Uk,216330,1000025,4/04/2024,"1,200.31",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294569
LIST,Blackpool Council,Autism Initiatives Uk,216331,1000025,4/04/2024,"1,188.27",0.00,Supported Living / Group Homes,20348,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294570
LIST,Blackpool Council,Autism Initiatives Uk,216333,1000025,4/04/2024,"2,583.41",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294572
LIST,Blackpool Council,Autism Initiatives Uk,216334,1000025,4/04/2024,"1,608.92",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294573
LIST,Blackpool Council,Autism Initiatives Uk,216335,1000025,4/04/2024,"1,583.18",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294574
LIST,Blackpool Council,Autism Initiatives Uk,216336,1000025,4/04/2024,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294575
LIST,Blackpool Council,Autism Initiatives Uk,216337,1000025,4/04/2024,996.80,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294576
LIST,Blackpool Council,Autism Initiatives Uk,216338,1000025,4/04/2024,"3,815.36",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294577
LIST,Blackpool Council,Autism Initiatives Uk,216339,1000025,4/04/2024,371.28,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294578
LIST,Blackpool Council,Autism Initiatives Uk,216340,1000025,4/04/2024,"3,526.44",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294579
LIST,Blackpool Council,Autism Initiatives Uk,216342,1000025,4/04/2024,666.40,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294584
LIST,Blackpool Council,Autism Initiatives Uk,216343,1000025,4/04/2024,"1,188.78",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294587
LIST,Blackpool Council,Autism Initiatives Uk,216344,1000025,4/04/2024,"2,893.17",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294589
LIST,Blackpool Council,Autism Initiatives Uk,216345,1000025,4/04/2024,"1,509.48",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294590
LIST,Blackpool Council,Autism Initiatives Uk,216346,1000025,4/04/2024,980.76,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294592
LIST,Blackpool Council,Autism Initiatives Uk,216347,1000025,4/04/2024,"1,827.84",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294593
LIST,Blackpool Council,Autism Initiatives Uk,216348,1000025,4/04/2024,996.80,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294594
LIST,Blackpool Council,Autism Initiatives Uk,216349,1000025,4/04/2024,"1,188.27",0.00,Supported Living / Group Homes,20490,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294596
LIST,Blackpool Council,Autism Initiatives Uk,216350,1000025,4/04/2024,"2,983.89",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,294597
