Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
Blackpool Council,North Liverpool Construction Ltd (Fac067),255194,1003477,02/07/2024,"5,923.37",987.23,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130916,1.00348E+18
Blackpool Council,Valtech Limited,255289,1003725,01/07/2024,753.48,125.58,Blue Badge Reform,40098,63401,General Services,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,UKSI24542,1003725255289UKSI24542
Blackpool Council,R.H.Wells Electrical Ltd,255417,1001964,01/07/2024,433.97,72.33,St Bernadettes -General,10174,61064,Delegated Maintenance,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED191,St Bernadettes Catholic - 5,27154,1.00196E+17
Blackpool Council,Holden Knight Education Ltd,255543,1142622,02/07/2024,813,135.5,St Bernadettes -General,10174,60792,Supply Education Support,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED191,St Bernadettes Catholic - 5,INV-7250,1142622255543INV-7250
Blackpool Council,North Star Environmental Ltd,255623,1002631,02/07/2024,540,90,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-31519,1002631255623INV-31519
Blackpool Council,Key Engineering Supplies Ltd,255675,1000771,02/07/2024,605.52,100.92,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,71815,1.00077E+17
Blackpool Council,Wilde Consultants Limited,255782,1002535,01/07/2024,"5,227.20",871.2,,,63413,Consultants,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,27322,1.00254E+17
Blackpool Council,Wilde Consultants Limited,255784,1002535,01/07/2024,"5,248.91",874.82,,,63413,Consultants,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,27324,1.00254E+17
Blackpool Council,Tmp (Uk) Ltd,255798,1000064,02/07/2024,481.76,80.29,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,372788,1.00006E+18
Blackpool Council,Tmp (Uk) Ltd,255800,1000064,02/07/2024,385.42,64.24,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,372790,1.00006E+18
Blackpool Council,Tmp (Uk) Ltd,255801,1000064,02/07/2024,385.42,64.24,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,372791,1.00006E+18
Blackpool Council,REDACTED PERSONAL DATA,256097,1003679,03/07/2024,444.05,0,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,688299,1.00368E+18
Blackpool Council,REDACTED PERSONAL DATA,256287,1004050,03/07/2024,707.14,0,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,688699,1.00405E+18
Blackpool Council,REDACTED PERSONAL DATA,256374,1004050,03/07/2024,444.05,0,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,688395,1.00405E+18
Blackpool Council,REDACTED PERSONAL DATA,256375,1004050,03/07/2024,406.98,0,Special Guardianship,10529,64809,Special Guardianship,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,688396,1.00405E+18
Blackpool Council,Emchia Asbestos Solutions Ltd,256443,1003916,02/07/2024,"1,110.00",185,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02204,1003916256443INV-02204
Blackpool Council,Emchia Asbestos Solutions Ltd,256444,1003916,02/07/2024,"1,140.00",190,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02205,1003916256444INV-02205
Blackpool Council,Siemens Financial Services Ltd,256463,1000123,02/07/2024,729.26,121.54,Vitaline Services,20019,63711,Subscriptions,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,001/24/1628627,1000123256463001/24/1628627
Blackpool Council,Sellick Partnership Limited,256561,1001076,02/07/2024,"2,351.26",391.88,"Prop, Comm & Litigation Gen",61002,60791,Agency Staff,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,INV560756,1001076256561INV560756
Blackpool Council,Sellick Partnership Limited,256563,1001076,03/07/2024,"1,497.60",249.6,"Prop, Comm & Litigation Gen",61002,60791,Agency Staff,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,INV560770,1001076256563INV560770
Blackpool Council,REDACTED PERSONAL DATA,256673,1140775,01/07/2024,"1,500.00",250,Ld Team Operational Staff,20036,63807,Legal and Court Costs,Adult Services - 1,ADULTS,ADMHLD,Mh And Ld - 3,ALD1,Learning Disability - 5,18069,1.14078E+17
Blackpool Council,Civica Uk Limited,256750,1001524,02/07/2024,"10,668.40","1,778.07",Corporate Health,64003,63711,Subscriptions,Chief Executive - 1,CEXTOT,OCHEALT,Doesn?t Exist - 3,OCHEALT2,Doesn?t Exist - 5,C/OH304797,1001524256750C/OH304797
Blackpool Council,MBD Ltd,256752,1142453,02/07/2024,"9,600.00","1,600.00",ETEW ACE Project,50204,63819,Events Support,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,MBD0136,1142453256752MBD0136
Blackpool Council,Emchia Asbestos Solutions Ltd,256767,1003916,02/07/2024,960,160,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02206,1003916256767INV-02206
Blackpool Council,Emchia Asbestos Solutions Ltd,256770,1003916,02/07/2024,"14,624.40","2,437.40",HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02195,1003916256770INV-02195
Blackpool Council,Emchia Asbestos Solutions Ltd,256771,1003916,02/07/2024,"7,590.00","1,265.00",HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02196,1003916256771INV-02196
Blackpool Council,Emchia Asbestos Solutions Ltd,256772,1003916,02/07/2024,"3,480.00",580,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02197,1003916256772INV-02197
Blackpool Council,Emchia Asbestos Solutions Ltd,256774,1003916,02/07/2024,"1,110.00",185,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02198,1003916256774INV-02198
Blackpool Council,Emchia Asbestos Solutions Ltd,256775,1003916,02/07/2024,540,90,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02199,1003916256775INV-02199
Blackpool Council,Emchia Asbestos Solutions Ltd,256776,1003916,02/07/2024,420,70,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02201,1003916256776INV-02201
Blackpool Council,Wrps Ltd,256781,1003665,02/07/2024,396,66,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16287,1.00367E+17
Blackpool Council,Curtins Consulting Limited,256784,1000394,01/07/2024,"3,960.00",660,Arts Development Projects,50021,66514,Bore Holes/Site Investigations/Surveys,Communication & Regeneration - 1,AMCPI,AH,Arts & Heritage - 3,AHM1,Arts Miscellaneous - 5,73953,1.00039E+19
Blackpool Council,Wrps Ltd,256787,1003665,02/07/2024,"13,705.24","2,284.21",HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16295,1.00367E+17
Blackpool Council,Wrps Ltd,256788,1003665,02/07/2024,"4,838.57",806.43,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16294,1.00367E+17
Blackpool Council,Wrps Ltd,256790,1003665,02/07/2024,"2,245.54",374.26,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16293,1.00367E+17
Blackpool Council,Wrps Ltd,256791,1003665,02/07/2024,"9,972.28","1,662.05",HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16291,1.00367E+17
Blackpool Council,The Networking People,256792,1002170,05/07/2024,714.47,119.08,Ict Recharge Account,40114,63527,Communication Lines,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAAAA1,Ict Corporate Services FGAAAA1 - 5,SI115417,1002170256792SI115417
Blackpool Council,Centerprise International Ltd,256818,1003914,02/07/2024,"2,280.00",380,,,63531,Computer Hardware Purchase,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,90319434,1.00391E+20
Blackpool Council,North Liverpool Construction Ltd (Fac067),256820,1003477,02/07/2024,906,151,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130921,1.00348E+18
Blackpool Council,North Liverpool Construction Ltd (Fac067),256822,1003477,01/07/2024,324,54,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130912,1.00348E+18
Blackpool Council,North Liverpool Construction Ltd (Fac067),256824,1003477,02/07/2024,486,81,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130920,1.00348E+18
Blackpool Council,Wrps Ltd,256830,1003665,02/07/2024,378.52,63.09,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16296,1.00367E+17
Blackpool Council,Whistlejacket London Limited,256831,1004293,02/07/2024,"2,101.61",279.86,Growth Team,50144,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,INV-1186,1004293256831INV-1186
Blackpool Council,Wrps Ltd,256832,1003665,02/07/2024,534.74,89.12,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16289,1.00367E+17
Blackpool Council,Wrps Ltd,256834,1003665,02/07/2024,"1,766.20",294.37,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16280,1.00367E+17
Blackpool Council,Whistlejacket London Limited,256838,1004293,02/07/2024,"1,890.00",315,Growth Team,50144,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,INV-1187,1004293256838INV-1187
Blackpool Council,Wrps Ltd,256839,1003665,02/07/2024,"1,944.48",324.08,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16282,1.00367E+17
Blackpool Council,Wrps Ltd,256846,1003665,02/07/2024,396,66,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16281,1.00367E+17
Blackpool Council,Wrps Ltd,256856,1003665,02/07/2024,894,149,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16292,1.00367E+17
Blackpool Council,Wrps Ltd,256858,1003665,02/07/2024,"2,560.94",426.82,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16288,1.00367E+17
Blackpool Council,Wrps Ltd,256862,1003665,02/07/2024,726.91,121.15,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16279,1.00367E+17
Blackpool Council,Access Independent Ltd (Fac001),256864,1003958,02/07/2024,"1,056.00",176,Blue Badge Reform,40098,63401,General Services,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,19373,1.00396E+17
Blackpool Council,Szpunar & Associates Ltd,256865,1002295,01/07/2024,"1,000.00",0,Adults Training,20032,60911,Training Expenses,Adult Services - 1,ADULTS,ADULTTR,Adults Training - 3,ADULTTR2,Adults Training - 5,28052024,1.0023E+20
Blackpool Council,Wrps Ltd,256869,1003665,02/07/2024,342.24,57.04,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16273,1.00367E+17
Blackpool Council,Wrps Ltd,256870,1003665,02/07/2024,325.15,54.19,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16272,1.00367E+17
Blackpool Council,Wrps Ltd,256873,1003665,02/07/2024,848.06,141.34,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16269,1.00367E+17
Blackpool Council,Wrps Ltd,256879,1003665,02/07/2024,726.74,121.12,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16266,1.00367E+17
Blackpool Council,Wrps Ltd,256882,1003665,02/07/2024,"2,345.70",390.95,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16265,1.00367E+17
Blackpool Council,Wrps Ltd,256884,1003665,02/07/2024,"1,064.92",177.49,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16261,1.00367E+17
Blackpool Council,Wrps Ltd,256890,1003665,02/07/2024,635.9,105.98,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16264,1.00367E+17
Blackpool Council,Wrps Ltd,256891,1003665,02/07/2024,"9,291.96","1,548.66",HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16260,1.00367E+17
Blackpool Council,Wrps Ltd,256893,1003665,02/07/2024,"2,755.86",459.31,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16259,1.00367E+17
Blackpool Council,Wrps Ltd,256894,1003665,02/07/2024,"1,040.18",173.36,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16258,1.00367E+17
Blackpool Council,Wrps Ltd,256896,1003665,02/07/2024,"1,287.66",214.61,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16257,1.00367E+17
Blackpool Council,Wrps Ltd,256900,1003665,02/07/2024,884.18,147.36,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,16256,1.00367E+17
Blackpool Council,Whistlejacket London Limited,256902,1004293,02/07/2024,898.79,149.8,Growth Team,50144,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,INV-1189,1004293256902INV-1189
Blackpool Council,COMMUNITY ACCORD LTD,256911,1139751,01/07/2024,852,142,Sen Central Team,10430,63408,Services to Clients,Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,2422,1.13975E+16
Blackpool Council,Interface Enterprises Ltd,256925,1005939,02/07/2024,750,125,Children'S Training,10498,60911,Training Expenses,Children's Services - 1,CHISER,CHSAFE1,Children's Safeguarding - 3,CHSAFE1,Children's safeguarding Team 1,1565,1.00594E+16
Blackpool Council,Key Engineering Supplies Ltd,258242,1000771,02/07/2024,"1,835.06",299.1,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,71753,1.00077E+17
Blackpool Council,Key Engineering Supplies Ltd,258366,1000771,02/07/2024,343.44,57.24,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,71751,1.00077E+17
Blackpool Council,Key Engineering Supplies Ltd,258372,1000771,02/07/2024,326.88,54.48,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,71864,1.00077E+17
Blackpool Council,Insight Direct (Uk) Ltd,258392,1001148,02/07/2024,"7,497.96","1,249.66",Strategic Management& Admin,40101,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,2100912104,1.00115E+22
Blackpool Council,REDACTED PERSONAL DATA,258408,1003782,02/07/2024,"1,125.40",0,Licensing - Taxis,30004,63424,Registration and Inspection,Community & Env Services - 1,BPLSER,PUBPRO,Public Protection - 3,PYLA1,Licencing - 5,204,1.00378E+15
Blackpool Council,Insight Direct (Uk) Ltd,258411,1001148,02/07/2024,872.64,145.44,E-Community Team,40107,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAB,Ict E-Government - 3,FGABBA1,Ict Modernisation - 5,2100911785,1.00115E+22
Blackpool Council,Wf Education Group Ltd,258432,1000226,02/07/2024,504,84,Anchorsholme,50009,63020,Furniture Purchase,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,PSI192895,1000226258432PSI192895
Blackpool Council,IPL Plastics (UK) Ltd T/A IPL Hull,258434,1141238,05/07/2024,482.83,80.47,,,63012,Other Equipment,Chief Executive - 1,CEXTOT,CORPDU1,"Corp Dev, Eng & Comms - 3",CORPDU2,"Corp Dev, Eng & Comms - 5",CD-41002402456,1141238258434CD-41002402456
Blackpool Council,Anglezarke Building Consultancy Limited,258439,1004324,02/07/2024,453.6,75.6,Building Control Team,50138,63413,Consultants,Communication & Regeneration - 1,AMCPI,HP,Planning Services - 3,AEH1,Built Heritage - 5,1319,1.00432E+16
Blackpool Council,Anglezarke Building Consultancy Limited,258441,1004324,02/07/2024,450,75,Building Control Team,50138,63413,Consultants,Communication & Regeneration - 1,AMCPI,HP,Planning Services - 3,AEH1,Built Heritage - 5,1322,1.00432E+16
Blackpool Council,Curve Learning And Development Ltd,258459,1002411,02/07/2024,439.2,73.2,Corporate Training,64004,60911,Training Expenses,Chief Executive - 1,CEXTOT,OWD,Organisation & Workforce Dev - 3,OWD2,Organisation & Workforce Dev - 5,22051,1.00241E+17
Blackpool Council,Tmp (Uk) Ltd,258462,1000064,02/07/2024,415.42,69.24,Planning Development Management,50137,63806,Advertising General,Communication & Regeneration - 1,AMCPI,HP,Planning Services - 3,AEH1,Built Heritage - 5,372792,1.00006E+18
Blackpool Council,Prosolve,258470,1000831,02/07/2024,318.24,53.04,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,477719,1.00083E+22
Blackpool Council,Bowland Ecology Ltd,258623,1001744,08/07/2024,960,160,Parks Development,30032,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,PARKS,Parks - 3,PRKDEV1,Parks Developme - 5,INV-171563,1001744258623INV-171563
Blackpool Council,REAL CARE CHILDREN SERVICES LTD,258657,1140706,03/07/2024,"7,299.72",0,Sct17,10545,65583,Specialist Support,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,020624LL,1140706258657020624LL
Blackpool Council,The Networking People,258719,1002170,02/07/2024,355.8,59.3,Ict Recharge Account,40114,63527,Communication Lines,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAAAA1,Ict Corporate Services FGAAAA1 - 5,SI115419,1002170258719SI115419
Blackpool Council,Tunstall Healthcare (Uk) Ltd,258722,1000060,02/07/2024,"4,368.00",728,Vitaline Services,20019,63012,Other Equipment,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,CD970061595,1000060258722CD970061595
Blackpool Council,Amplivox Ltd,258724,1140399,01/07/2024,630,105,Corporate Health,64003,63065,Drugs and Medical Requisites,Chief Executive - 1,CEXTOT,OCHEALT,Doesn?t Exist - 3,OCHEALT2,Doesn?t Exist - 5,SIN014849,1140399258724SIN014849
Blackpool Council,The Networking People,258727,1002170,02/07/2024,"14,211.28","2,368.55",Strategic Management& Admin,40101,63527,Communication Lines,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,SI115424,1002170258727SI115424
