FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Excel Fostering Limited,302611,1001832,16/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127978,1001832302611127978
LIST,Blackpool Council,Excel Fostering Limited,302612,1001832,16/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127979,1001832302612127979
LIST,Blackpool Council,Excel Fostering Limited,302613,1001832,16/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127980,1001832302613127980
LIST,Blackpool Council,Excel Fostering Limited,302614,1001832,16/08/2024,"2,301.60",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127981,1001832302614127981
LIST,Blackpool Council,Excel Fostering Limited,302615,1001832,16/08/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128177,1001832302615128177
LIST,Blackpool Council,Excel Fostering Limited,302616,1001832,16/08/2024,903.00,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128180,1001832302616128180
LIST,Blackpool Council,Excel Fostering Limited,305417,1001832,23/08/2024,"1,247.04",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,912-071-185-186,1001832305417912-071-185-186
LIST,Blackpool Council,Excel Fostering Limited,305420,1001832,23/08/2024,781.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127982,1001832305420127982
LIST,Blackpool Council,Excel Fostering Limited,305421,1001832,23/08/2024,781.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127983,1001832305421127983
LIST,Blackpool Council,Excel Fostering Limited,305422,1001832,23/08/2024,865.43,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127984,1001832305422127984
LIST,Blackpool Council,Excel Fostering Limited,305423,1001832,23/08/2024,947.17,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127985,1001832305423127985
LIST,Blackpool Council,Excel Fostering Limited,305424,1001832,23/08/2024,"1,423.90",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127986,1001832305424127986
LIST,Blackpool Council,Excel Fostering Limited,305425,1001832,23/08/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127987,1001832305425127987
LIST,Blackpool Council,Excel Fostering Limited,305426,1001832,23/08/2024,821.21,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127988,1001832305426127988
LIST,Blackpool Council,Excel Fostering Limited,305427,1001832,23/08/2024,977.48,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127989,1001832305427127989
LIST,Blackpool Council,Excel Fostering Limited,305428,1001832,23/08/2024,"1,004.62",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127990,1001832305428127990
LIST,Blackpool Council,Excel Fostering Limited,305429,1001832,23/08/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127991,1001832305429127991
LIST,Blackpool Council,Excel Fostering Limited,305430,1001832,23/08/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127992-3,1001832305430127992-3
LIST,Blackpool Council,Excel Fostering Limited,305431,1001832,23/08/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127994,1001832305431127994
LIST,Blackpool Council,Excel Fostering Limited,305432,1001832,23/08/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127995,1001832305432127995
LIST,Blackpool Council,Excel Fostering Limited,305433,1001832,23/08/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127996,1001832305433127996
LIST,Blackpool Council,Excel Fostering Limited,305434,1001832,23/08/2024,861.24,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127997,1001832305434127997
LIST,Blackpool Council,Excel Fostering Limited,305435,1001832,23/08/2024,861.24,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127998,1001832305435127998
LIST,Blackpool Council,Excel Fostering Limited,305436,1001832,23/08/2024,855.96,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,127999,1001832305436127999
LIST,Blackpool Council,Excel Fostering Limited,305437,1001832,23/08/2024,864.61,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128000,1001832305437128000
LIST,Blackpool Council,Excel Fostering Limited,305438,1001832,23/08/2024,883.29,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128001,1001832305438128001
LIST,Blackpool Council,Excel Fostering Limited,305439,1001832,23/08/2024,918.54,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128002,1001832305439128002
LIST,Blackpool Council,Excel Fostering Limited,305440,1001832,23/08/2024,977.48,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128003,1001832305440128003
LIST,Blackpool Council,Excel Fostering Limited,305441,1001832,23/08/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128004,1001832305441128004
LIST,Blackpool Council,Excel Fostering Limited,305442,1001832,23/08/2024,886.79,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128005,1001832305442128005
LIST,Blackpool Council,Excel Fostering Limited,305443,1001832,23/08/2024,977.48,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128006,1001832305443128006
LIST,Blackpool Council,Excel Fostering Limited,305444,1001832,23/08/2024,903.00,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128007,1001832305444128007
LIST,Blackpool Council,Excel Fostering Limited,305445,1001832,23/08/2024,"1,088.92",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128008,1001832305445128008
LIST,Blackpool Council,Excel Fostering Limited,305446,1001832,23/08/2024,"1,004.62",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128009,1001832305446128009
LIST,Blackpool Council,Excel Fostering Limited,305447,1001832,23/08/2024,"1,057.49",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128010,1001832305447128010
LIST,Blackpool Council,Excel Fostering Limited,305448,1001832,23/08/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128011,1001832305448128011
LIST,Blackpool Council,Excel Fostering Limited,305449,1001832,23/08/2024,881.60,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128012,1001832305449128012
LIST,Blackpool Council,Excel Fostering Limited,305450,1001832,23/08/2024,890.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128013,1001832305450128013
LIST,Blackpool Council,Excel Fostering Limited,305451,1001832,23/08/2024,881.60,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128014,1001832305451128014
LIST,Blackpool Council,Excel Fostering Limited,305452,1001832,23/08/2024,881.60,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128015,1001832305452128015
LIST,Blackpool Council,Excel Fostering Limited,305453,1001832,23/08/2024,878.73,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128016,1001832305453128016
LIST,Blackpool Council,Excel Fostering Limited,305454,1001832,23/08/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128019,1001832305454128019
LIST,Blackpool Council,Excel Fostering Limited,305455,1001832,23/08/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128020,1001832305455128020
LIST,Blackpool Council,Excel Fostering Limited,305456,1001832,23/08/2024,"1,057.49",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128021,1001832305456128021
LIST,Blackpool Council,Excel Fostering Limited,305457,1001832,23/08/2024,"1,248.66",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128022,1001832305457128022
LIST,Blackpool Council,Excel Fostering Limited,305458,1001832,23/08/2024,"1,657.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128023,1001832305458128023
LIST,Blackpool Council,Excel Fostering Limited,305459,1001832,23/08/2024,"1,768.20",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128024,1001832305459128024
LIST,Blackpool Council,Excel Fostering Limited,305460,1001832,23/08/2024,"1,780.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128025,1001832305460128025
LIST,Blackpool Council,Excel Fostering Limited,305461,1001832,23/08/2024,"1,780.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128027,1001832305461128027
LIST,Blackpool Council,Excel Fostering Limited,305462,1001832,23/08/2024,"1,847.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128028,1001832305462128028
LIST,Blackpool Council,Excel Fostering Limited,305463,1001832,23/08/2024,"1,847.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128029,1001832305463128029
LIST,Blackpool Council,Excel Fostering Limited,305464,1001832,23/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128030,1001832305464128030
LIST,Blackpool Council,Excel Fostering Limited,305465,1001832,23/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128031,1001832305465128031
LIST,Blackpool Council,Excel Fostering Limited,305466,1001832,23/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128032,1001832305466128032
LIST,Blackpool Council,Excel Fostering Limited,305467,1001832,23/08/2024,"2,301.60",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128033,1001832305467128033
LIST,Blackpool Council,Excel Fostering Limited,305468,1001832,23/08/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128178,1001832305468128178
LIST,Blackpool Council,Excel Fostering Limited,305469,1001832,23/08/2024,903.00,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128181,1001832305469128181
LIST,Blackpool Council,Excel Fostering Limited,309925,1001832,30/08/2024,781.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128034,1001832309925128034
LIST,Blackpool Council,Excel Fostering Limited,309926,1001832,30/08/2024,781.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128035,1001832309926128035
LIST,Blackpool Council,Excel Fostering Limited,309927,1001832,30/08/2024,865.43,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128036,1001832309927128036
LIST,Blackpool Council,Excel Fostering Limited,309928,1001832,30/08/2024,947.17,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128037,1001832309928128037
LIST,Blackpool Council,Excel Fostering Limited,309929,1001832,30/08/2024,"1,423.90",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128038,1001832309929128038
LIST,Blackpool Council,Excel Fostering Limited,309930,1001832,30/08/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128039,1001832309930128039
LIST,Blackpool Council,Excel Fostering Limited,309931,1001832,30/08/2024,821.21,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128040,1001832309931128040
LIST,Blackpool Council,Excel Fostering Limited,309932,1001832,30/08/2024,977.48,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128041,1001832309932128041
LIST,Blackpool Council,Excel Fostering Limited,309933,1001832,30/08/2024,"1,004.62",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128042,1001832309933128042
LIST,Blackpool Council,Excel Fostering Limited,309934,1001832,30/08/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128043,1001832309934128043
LIST,Blackpool Council,Excel Fostering Limited,309935,1001832,30/08/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128044,1001832309935128044
LIST,Blackpool Council,Excel Fostering Limited,309936,1001832,30/08/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128045,1001832309936128045
LIST,Blackpool Council,Excel Fostering Limited,309937,1001832,30/08/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128046,1001832309937128046
LIST,Blackpool Council,Excel Fostering Limited,309938,1001832,30/08/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128047,1001832309938128047
LIST,Blackpool Council,Excel Fostering Limited,309939,1001832,30/08/2024,861.24,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128048,1001832309939128048
LIST,Blackpool Council,Excel Fostering Limited,309940,1001832,30/08/2024,861.24,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128049,1001832309940128049
LIST,Blackpool Council,Excel Fostering Limited,309941,1001832,30/08/2024,855.96,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128050,1001832309941128050
LIST,Blackpool Council,Excel Fostering Limited,309942,1001832,30/08/2024,864.61,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128051,1001832309942128051
LIST,Blackpool Council,Excel Fostering Limited,309943,1001832,30/08/2024,883.29,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128052,1001832309943128052
LIST,Blackpool Council,Excel Fostering Limited,309944,1001832,30/08/2024,918.54,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128053,1001832309944128053
LIST,Blackpool Council,Excel Fostering Limited,309945,1001832,30/08/2024,977.48,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128054,1001832309945128054
LIST,Blackpool Council,Excel Fostering Limited,309946,1001832,30/08/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128055,1001832309946128055
LIST,Blackpool Council,Excel Fostering Limited,309947,1001832,30/08/2024,886.79,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128056,1001832309947128056
LIST,Blackpool Council,Excel Fostering Limited,309948,1001832,30/08/2024,977.48,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128057,1001832309948128057
LIST,Blackpool Council,Excel Fostering Limited,309949,1001832,30/08/2024,903.00,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128058,1001832309949128058
LIST,Blackpool Council,Excel Fostering Limited,309950,1001832,30/08/2024,"1,088.92",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128059,1001832309950128059
LIST,Blackpool Council,Excel Fostering Limited,309951,1001832,30/08/2024,"1,004.62",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128060,1001832309951128060
LIST,Blackpool Council,Excel Fostering Limited,309952,1001832,30/08/2024,"1,057.49",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128061,1001832309952128061
LIST,Blackpool Council,Excel Fostering Limited,309953,1001832,30/08/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128062,1001832309953128062
LIST,Blackpool Council,Excel Fostering Limited,309954,1001832,30/08/2024,881.60,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128063,1001832309954128063
LIST,Blackpool Council,Excel Fostering Limited,309955,1001832,30/08/2024,890.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128064,1001832309955128064
LIST,Blackpool Council,Excel Fostering Limited,309956,1001832,30/08/2024,881.60,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128065,1001832309956128065
LIST,Blackpool Council,Excel Fostering Limited,309957,1001832,30/08/2024,881.60,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128066,1001832309957128066
LIST,Blackpool Council,Excel Fostering Limited,309958,1001832,30/08/2024,878.73,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128067,1001832309958128067
LIST,Blackpool Council,Excel Fostering Limited,309959,1001832,30/08/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128070,1001832309959128070
LIST,Blackpool Council,Excel Fostering Limited,309960,1001832,30/08/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128071,1001832309960128071
LIST,Blackpool Council,Excel Fostering Limited,309961,1001832,30/08/2024,"1,057.49",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128072,1001832309961128072
LIST,Blackpool Council,Excel Fostering Limited,309962,1001832,30/08/2024,"1,248.66",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128073,1001832309962128073
LIST,Blackpool Council,Excel Fostering Limited,309963,1001832,30/08/2024,"1,657.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128074,1001832309963128074
LIST,Blackpool Council,Excel Fostering Limited,309964,1001832,30/08/2024,"1,768.20",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128075,1001832309964128075
LIST,Blackpool Council,Excel Fostering Limited,309965,1001832,30/08/2024,"1,780.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128076,1001832309965128076
LIST,Blackpool Council,Excel Fostering Limited,309966,1001832,30/08/2024,"1,780.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128078,1001832309966128078
LIST,Blackpool Council,Excel Fostering Limited,309967,1001832,30/08/2024,"1,847.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128079,1001832309967128079
LIST,Blackpool Council,Excel Fostering Limited,309968,1001832,30/08/2024,"1,847.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128080,1001832309968128080
LIST,Blackpool Council,Excel Fostering Limited,309969,1001832,30/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128081,1001832309969128081
LIST,Blackpool Council,Excel Fostering Limited,309970,1001832,30/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128082,1001832309970128082
LIST,Blackpool Council,Excel Fostering Limited,309971,1001832,30/08/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128083,1001832309971128083
LIST,Blackpool Council,Excel Fostering Limited,309972,1001832,30/08/2024,"2,301.60",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128084,1001832309972128084
LIST,Blackpool Council,Excel Fostering Limited,309974,1001832,30/08/2024,903.00,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,128182,1001832309974128182
LIST,Blackpool Council,Alpha Biolabs,290071,1001839,1/08/2024,480.00,80.00,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV648999,1001839290071INV648999
LIST,Blackpool Council,Alpha Biolabs,294914,1001839,6/08/2024,"1,362.90",227.15,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV649551,1001839294914INV649551
LIST,Blackpool Council,Alpha Biolabs,294943,1001839,8/08/2024,"1,188.00",198.00,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV649679,1001839294943INV649679
LIST,Blackpool Council,Alpha Biolabs,300264,1001839,14/08/2024,"1,014.00",169.00,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV649800,1001839300264INV649800
LIST,Blackpool Council,Alpha Biolabs,303174,1001839,21/08/2024,"1,326.00",221.00,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV650302,1001839303174INV650302
LIST,Blackpool Council,Alpha Biolabs,303612,1001839,21/08/2024,"1,428.00",238.00,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV650109,1001839303612INV650109
