Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
Blackpool Council,Whistlejacket London Limited,405904,1004293,03/03/2025,"1,521.00",253.5,Growth Team,50144,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,INV-1310,1004293405904INV-1310
Blackpool Council,Tunstall Healthcare (Uk) Ltd,405915,1000060,03/03/2025,"10,894.20","1,815.70",Vitaline Services,20019,63012,Other Equipment,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,CD970084788,1000060405915CD970084788
Blackpool Council,2T Solutions Limited,405932,1144202,03/03/2025,"4,704.00",784,System Costs,40266,63533,Computer Software Purchases,Resources - 1,TRSTOT,SYSDEV,Systems Development - 3,SYSDEV2,Systems Development - 5,2TSUK4637,11442024059322TSUK4637
Blackpool Council,Groundwork Cheshire Lancs And Merseyside,406045,1001523,03/03/2025,"35,135.74",85.39,Eco Coaching,64031,61066,Service Contracts,Chief Executive - 1,CEXTOT,CORPDU1,"Corp Dev, Eng & Comms - 3",CORPDU2,"Corp Dev, Eng & Comms - 5",5280,1.00152E+22
Blackpool Council,Siemens Financial Services Ltd,406049,1000123,03/03/2025,"2,366.14",394.36,Vitaline Services,20019,63711,Subscriptions,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,001/25/0166782,1000123406049001/25/0166782
Blackpool Council,Siemens Financial Services Ltd,406050,1000123,03/03/2025,"2,484.58",414.1,Vitaline Services,20019,63711,Subscriptions,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,001/25/0164940,1000123406050001/25/0164940
Blackpool Council,North Lancs Disposables,406225,1000613,03/03/2025,315.49,52.58,Woodlands Premises,10369,61601,Consumable Supplies,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED531,Woodlands - 5,59545,1.00061E+17
Blackpool Council,North Lancs Disposables,406226,1000613,03/03/2025,393.7,65.62,Woodlands Premises,10369,61601,Consumable Supplies,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED531,Woodlands - 5,59602,1.00061E+17
Blackpool Council,IFC TRAINING & CONSULTING LTD,406244,1144164,04/03/2025,"9,360.00","1,560.00",Advisory Service - General,10469,63426,Course Fees,Children's Services - 1,CHISER,SIP,SIP,MNGMT1,MNGMT1,157,1.14416E+16
Blackpool Council,Courtyard Care Limited,406440,1002466,03/03/2025,"45,324.48",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,58751,1.00247E+17
Blackpool Council,Courtyard Care Limited,406441,1002466,03/03/2025,"21,908.01",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,58752,1.00247E+17
Blackpool Council,Comp Tech It Solutions Ltd,406614,1001569,05/03/2025,300,50,St Nicholas -ICT,10251,63532,Computer Running and License Costs,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED241,St Nicholas Ce - 5,INV-10416,1001569406614INV-10416
Blackpool Council,Key Engineering Supplies Ltd,407281,1000771,04/03/2025,"2,040.72",340.12,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,78917,1.00077E+17
Blackpool Council,REDACTED PERSONAL DATA,407365,1000538,03/03/2025,990,165,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,279820,1.00054E+18
Blackpool Council,REDACTED PERSONAL DATA,407366,1000767,04/03/2025,"1,368.00",228,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,492971,1.00077E+18
Blackpool Council,REDACTED PERSONAL DATA,407370,1000767,03/03/2025,"1,548.00",258,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,488415,1.00077E+18
Blackpool Council,REDACTED PERSONAL DATA,407403,1001295,03/03/2025,960,160,Mh Older,20054,63807,Legal and Court Costs,Adult Services - 1,ADULTS,ADMHLD,Mh And Ld - 3,AMH1,Mental Health - 5,494167,1.0013E+18
Blackpool Council,Lindsay Cunningham Limited,407404,1003412,03/03/2025,338.6,56.43,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,2899,1.00341E+16
Blackpool Council,OPENING THE BOOK LTD,407527,1144238,04/03/2025,"2,400.00",400,Know Your Neighbourhood Fund,50192,65588,"Education, training and support",Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,OTB1698,1144238407527OTB1698
Blackpool Council,The Networking People,407599,1002170,04/03/2025,"6,846.14","1,141.02",Strategic Management& Admin,40101,63531,Computer Hardware Purchase,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,SI116728,1002170407599SI116728
Blackpool Council,Fylde Maintenance Services Ltd,409122,1002195,04/03/2025,390,65,R&M Recharge A/C Showtown,40283,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDEC,Buildings - External Clients - 5,6409,1.0022E+16
Blackpool Council,Travis Perkins Trading Company Limited,409130,1000056,07/03/2025,"1,483.39",247.24,Balance Sheet,90000,19081,VAT ADJUSTMENT,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,1014679570,1.00006E+22
Blackpool Council,Tower Supply Limited,409158,1001654,10/03/2025,"2,868.00",478,Bispham Endowed -Supply Costs,10024,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,1010964,1.00165E+19
Blackpool Council,Tmp (Uk) Ltd,409192,1000064,03/03/2025,364.21,60.7,Public Relations,50085,63801,Other Expenses,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PBF1,Communications - 5,409433,1.00006E+18
Blackpool Council,Zengenti Ltd,409195,1002234,07/03/2025,387.98,64.66,Public Relations,50085,63535,Website Costs,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PBF1,Communications - 5,10434,1.00223E+17
Blackpool Council,PHYRE ENERGY LTD,409224,1141281,03/03/2025,"1,831.20",305.2,Climate Change,64023,47011,Government Grants,Chief Executive - 1,CEXTOT,CORPDU1,"Corp Dev, Eng & Comms - 3",CORPDU2,"Corp Dev, Eng & Comms - 5",1090,1.14128E+16
Blackpool Council,S.E.N. Expert Training & Advocacy Ltd,409300,1006963,06/03/2025,440,0,Sen Central Team,10430,64701,Other Contracted Services,Children's Services - 1,CHISER,LEARNG,Learning,JCAA1,JCAA1,11,1.00696E+15
Blackpool Council,CAPITA ONE LIMITED,409313,1142814,03/03/2025,"1,200.00",200,Benefits - Admin,40090,63401,General Services,Resources - 1,TRSTOT,FCAC1,Benefits - Admin - 3,FCAC3,Benefits - Admin - 5,6004194188,1.14281E+22
Blackpool Council,Wec Group Ltd,409315,1000953,03/03/2025,"1,532.28",255.38,CCTV Maintenance,30149,63041,Other Materials,Community & Env Services - 1,BPLSER,CCTV,Cctv - 3,CCTV2,Cctv - 5,SIN239096,1000953409315SIN239096
Blackpool Council,YOUTH FOCUS NW LTD,409319,1140187,05/03/2025,"2,000.00",0,Blackpool Youth Service,30303,65588,"Education, training and support",Community & Env Services - 1,BPLSER,BPLYTH,Blackpool Youth Service - 3,BPLYTH,Blackpool Youth Service - 5,2610,1.14019E+16
Blackpool Council,REDACTED PERSONAL DATA,409333,1142249,04/03/2025,"1,062.50",0,Lutn Conference,50134,63401,General Services,Communication & Regeneration - 1,AMCPI,PJ,Illuminations Section - 3,PJW1,Management - Places - Illumina - 5,2025-1043,11422494093332025-1043
Blackpool Council,Jcb Price & Son Ltd,409336,1005281,04/03/2025,"4,320.00",720,Layton Cemetery Services,61065,61062,Other Minor Repairs,Community & Env Services - 1,BPLSER,LIFEVE1,Life Events Reg & Care - 3,LIFEVE3,Life Events Reg & Care - 5,1293,1.00528E+16
Blackpool Council,Pts Ltd,409340,1003682,03/03/2025,"7,181.46","1,196.91",Carriageway Resurface -Ralumac,30119,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRB1,Maintenance & W - 5,I000700,1003682409340I000700
Blackpool Council,Whistl Uk Limited,409342,1001944,04/03/2025,"8,752.45","1,458.74",Post Team,40115,63511,Postages,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,IN18U525000484,1001944409342IN18U525000484
Blackpool Council,Key Engineering Supplies Ltd,409438,1000771,10/03/2025,562.8,93.8,Internal Homecare Services,20003,63031,Cleaning Equipment Purchase,Adult Services - 1,ADULTS,APDBAB,Homecare Reablement - 3,APDBAB2,Homecare Reablement - 5,78995,1.00077E+17
Blackpool Council,Emchia Asbestos Solutions Ltd,410779,1003916,04/03/2025,600,100,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02465,1003916410779INV-02465
Blackpool Council,Suez Recycling And Recovery Uk Ltd,410780,1000737,04/03/2025,"74,494.91","12,415.82",Waste Disposal,30177,64501,Private Contractors,Community & Env Services - 1,BPLSER,WASTE,Waste Management - 3,DOMPFI1,Domestic Waste - 5,80445461,1.00074E+20
Blackpool Council,Emchia Asbestos Solutions Ltd,410782,1003916,04/03/2025,750,125,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02464,1003916410782INV-02464
Blackpool Council,Emchia Asbestos Solutions Ltd,410883,1003916,04/03/2025,900,150,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02463,1003916410883INV-02463
Blackpool Council,Emchia Asbestos Solutions Ltd,410885,1003916,04/03/2025,"1,080.00",180,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02462,1003916410885INV-02462
Blackpool Council,Emchia Asbestos Solutions Ltd,410886,1003916,04/03/2025,540,90,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02461,1003916410886INV-02461
Blackpool Council,Emchia Asbestos Solutions Ltd,410887,1003916,04/03/2025,"1,590.00",265,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02460,1003916410887INV-02460
Blackpool Council,Emchia Asbestos Solutions Ltd,410889,1003916,04/03/2025,"1,170.00",195,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02459,1003916410889INV-02459
Blackpool Council,Emchia Asbestos Solutions Ltd,410895,1003916,04/03/2025,420,70,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02457,1003916410895INV-02457
Blackpool Council,Emchia Asbestos Solutions Ltd,410946,1003916,04/03/2025,"1,020.00",170,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02456,1003916410946INV-02456
Blackpool Council,Emchia Asbestos Solutions Ltd,411047,1003916,04/03/2025,"1,140.00",190,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02474,1003916411047INV-02474
Blackpool Council,Emchia Asbestos Solutions Ltd,411049,1003916,11/03/2025,"1,200.00",200,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02477,1003916411049INV-02477
Blackpool Council,Emchia Asbestos Solutions Ltd,411062,1003916,11/03/2025,"1,620.00",270,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02476,1003916411062INV-02476
Blackpool Council,Emchia Asbestos Solutions Ltd,411063,1003916,04/03/2025,300,50,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02475,1003916411063INV-02475
Blackpool Council,Emchia Asbestos Solutions Ltd,411067,1003916,04/03/2025,420,70,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02473,1003916411067INV-02473
Blackpool Council,Emchia Asbestos Solutions Ltd,411068,1003916,04/03/2025,720,120,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02471,1003916411068INV-02471
Blackpool Council,Emchia Asbestos Solutions Ltd,411071,1003916,04/03/2025,"1,680.00",280,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02470,1003916411071INV-02470
Blackpool Council,Emchia Asbestos Solutions Ltd,411075,1003916,04/03/2025,420,70,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02469,1003916411075INV-02469
Blackpool Council,Emchia Asbestos Solutions Ltd,411087,1003916,04/03/2025,420,70,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02468,1003916411087INV-02468
Blackpool Council,Emchia Asbestos Solutions Ltd,411094,1003916,04/03/2025,"1,350.00",225,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02467,1003916411094INV-02467
Blackpool Council,Emchia Asbestos Solutions Ltd,411096,1003916,04/03/2025,720,120,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02466,1003916411096INV-02466
Blackpool Council,The Networking People,411163,1002170,04/03/2025,"1,779.00",296.5,Ict Recharge Account,40114,63527,Communication Lines,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAAAA1,Ict Corporate Services FGAAAA1 - 5,SI116774,1002170411163SI116774
Blackpool Council,Prospero Group Ltd,411167,1004235,03/03/2025,"1,137.12",189.52,Lac Financial Assistance,10544,65583,Specialist Support,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,554457,1.00424E+22
Blackpool Council,Curve Learning And Development Ltd,411169,1002411,03/03/2025,878.4,146.4,Adults Training,20032,60911,Training Expenses,Adult Services - 1,ADULTS,ADULTTR,Adults Training - 3,ADULTTR2,Adults Training - 5,24646,1.00241E+17
Blackpool Council,Prospero Group Ltd,411182,1004235,03/03/2025,390.54,65.09,Lac Financial Assistance,10544,63801,Other Expenses,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,554523,1.00424E+22
Blackpool Council,REAL CARE CHILDREN SERVICES LTD,411193,1140706,05/03/2025,313.6,0,Lac Financial Assistance,10544,63801,Other Expenses,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,020225TD,1140706411193020225TD
Blackpool Council,REAL CARE CHILDREN SERVICES LTD,411203,1140706,05/03/2025,"1,364.55",0,Lac Financial Assistance,10544,63801,Other Expenses,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,020225KC,1140706411203020225KC
Blackpool Council,REAL CARE CHILDREN SERVICES LTD,411206,1140706,05/03/2025,"1,855.35",0,Lac Financial Assistance,10544,63801,Other Expenses,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,020225JH,1140706411206020225JH
Blackpool Council,CLARITY EXPERT SERVICES LIMITED,411236,1144310,03/03/2025,"1,045.80",174.3,External Legal Fees,10493,64712,Experts Fees,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,INV-6545,1144310411236INV-6545
Blackpool Council,KENNEDYS LAW LLP,411243,1140937,03/03/2025,"4,464.00",744,In House - El,64520,64705,Solicitors Fees,General Fund - 1,RNONGF,RNONGF2,General Fund - 3,RNONGF4,General fund - 5,01-25-0009678/1/BLA150,114093741124301-25-0009678/1/BLA150
Blackpool Council,TRUENORTH STAFFING LTD,411337,1143909,11/03/2025,468,78,Bispham Endowed -Supply Costs,10024,60792,Supply Education Support,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,1141,1.14391E+16
Blackpool Council,Integrate Provision T/A Witherslack Group Ltd,411356,1007253,04/03/2025,"24,261.50",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,SIN250200002045,1007253411356SIN250200002045
Blackpool Council,The Education Shed Ltd,411357,1003593,03/03/2025,558.9,93.15,Bispham Endowed -Computer Licences,10031,63532,Computer Running and License Costs,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,INV-152028,1003593411357INV-152028
Blackpool Council,Life Education Centre for Lancashire,411358,1000933,03/03/2025,336,56,Bispham Endowed - General,10046,63303,Games and Visits,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,SI-1871,1000933411358SI-1871
Blackpool Council,North Lakes Children's Services Ltd,411363,1007668,05/03/2025,"4,298.45",716.41,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,906,1.00767E+15
Blackpool Council,Maths Circle Ltd,411895,1003335,04/03/2025,324.12,54.02,Bispham Endowed -Computer Licences,10031,63532,Computer Running and License Costs,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,111365,1.00334E+18
Blackpool Council,Highwire Ltd,411953,1001484,11/03/2025,600,100,My Place (The Oracle),40034,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDCH,Buildings -Childrens - 5,RT I30268,1001484411953RT I30268
Blackpool Council,CATHMOR LTD,411961,1142509,03/03/2025,"7,307.01",0,Leaving Care,10530,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA11,Senior Management JEA11 - 5,1513B,11425094119611513B
Blackpool Council,Tower Supply Limited,412031,1001654,10/03/2025,"2,856.00",476,Bispham Endowed -Supply Costs,10024,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,1010936,1.00165E+19
Blackpool Council,The Networking People,412033,1002170,11/03/2025,"2,374.55",395.76,Network & Security Team,40102,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,SI116787,1002170412033SI116787
Blackpool Council,Tivoli Group Limited,412034,1004860,03/03/2025,404.23,67.37,Bispham Endowed - General,10046,61021,Growing,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED031,Bispham Endowed C Of E Primary - 5,SLINV/00075108,1004860412034SLINV/00075108
Blackpool Council,UNION HOUSE NW LTD,412069,1139470,05/03/2025,"18,629.76",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,UH/TW/02032023/24,1139470412069UH/TW/02032023/24
Blackpool Council,Wf Education Group Ltd,412116,1000226,10/03/2025,300,50,Know Your Neighbourhood Fund,50192,63020,Furniture Purchase,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,PSI218490,1000226412116PSI218490
Blackpool Council,Tmp (Uk) Ltd,412122,1000064,10/03/2025,385.42,64.24,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,410166,1.00006E+18
Blackpool Council,Rothwell Plumbing Services Limited,412127,1007284,04/03/2025,576,96,Energy & Sustainability,40072,61202,Electricity,Resources - 1,TRSTOT,BST,Business Services Team - 3,ENG2,Energy - 5,62709,1.00728E+17
Blackpool Council,Emchia Asbestos Solutions Ltd,412141,1003916,04/03/2025,"1,500.00",250,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02458,1003916412141INV-02458
Blackpool Council,ASSOCIATED WELLBEING LIMITED,412144,1144081,03/03/2025,"49,125.08",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,529,1.14408E+15
Blackpool Council,North Lakes Children's Services Ltd,412145,1007668,05/03/2025,"16,782.36",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,907,1.00767E+15
Blackpool Council,NT CARE GROUP LIMITED,412152,1143775,03/03/2025,"9,821.19",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,INV-8249E,1143775412152INV-8249E
Blackpool Council,NT CARE GROUP LIMITED,412159,1143775,03/03/2025,"3,928.47",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,INV-8393,1143775412159INV-8393
Blackpool Council,Tmp (Uk) Ltd,412168,1000064,10/03/2025,674.47,112.41,Public Relations,50085,63801,Other Expenses,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PBF1,Communications - 5,410167,1.00006E+18
Blackpool Council,Canon (Uk ) Ltd,412170,1000434,04/03/2025,681.46,113.58,Trans - Technical Support,30104,63532,Computer Running and License Costs,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TR2,Transportation - 5,2.5088E+12,1.00043E+25
Blackpool Council,Chapelcroft Limited T/A Ark,412172,1002256,05/03/2025,748.8,124.8,Moor Park Pool,30017,66526,ICT Software Purchase,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR2,Moor Park - 5,INV-8022,1002256412172INV-8022
Blackpool Council,MBD Ltd,412181,1142453,11/03/2025,"1,260.00",210,Know Your Neighbourhood Fund,50192,63819,Events Support,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,MBD0156,1142453412181MBD0156
Blackpool Council,Durham County Council,412185,1006628,07/03/2025,"31,790.00",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,802275578,1.00663E+21
Blackpool Council,Soil Association Limited,412187,1003130,04/03/2025,"1,584.00",264,Catering Management,30073,63711,Subscriptions,Community & Env Services - 1,BPLSER,CATERG,Catering Services - 3,CATOTH1,Other Catering - 5,43858,1.00313E+22
Blackpool Council,Rothwell Plumbing Services Limited,412191,1007284,04/03/2025,"2,016.00",336,Energy & Sustainability,40072,61202,Electricity,Resources - 1,TRSTOT,BST,Business Services Team - 3,ENG2,Energy - 5,62708,1.00728E+17
Blackpool Council,HM Partnerships Cic,412192,1002712,04/03/2025,"2,132.24",355.37,Pharmoutcomes,62020,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBHEL4,Licences,529,1.00271E+15
