Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
Blackpool Council,Emchia Asbestos Solutions Ltd,352201,1003916,03/12/2024,420,70,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-02377,1003916352201INV-02377
Blackpool Council,North Star Environmental Ltd,352202,1002631,03/12/2024,300,50,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-33104,1002631352202INV-33104
Blackpool Council,North Star Environmental Ltd,352203,1002631,03/12/2024,540,90,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,INV-33105,1002631352203INV-33105
Blackpool Council,REDACTED PERSONAL DATA,352243,1000688,03/12/2024,"4,590.00",765,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,486830,1.00069E+18
Blackpool Council,REDACTED PERSONAL DATA,352245,1003148,03/12/2024,516,86,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,281420,1.00315E+18
Blackpool Council,REDACTED PERSONAL DATA,352246,1000767,03/12/2024,"1,098.00",183,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,446492,1.00077E+18
Blackpool Council,REDACTED PERSONAL DATA,352248,1003148,02/12/2024,"1,128.00",188,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,280160,1.00315E+18
Blackpool Council,REDACTED PERSONAL DATA,352249,1003148,02/12/2024,462,77,Legal And Court Costs,61060,64707,Counsels Fees,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,280406,1.00315E+18
Blackpool Council,Tony Gallagher T/A Supporting Learning Ltd,352568,1003774,03/12/2024,450,0,Looked After Children,10397,63413,Consultants,Children's Services - 1,CHISER,SIP,SIP,VIRTUL1,VIRTUL1,CSCH001172,1003774352568CSCH001172
Blackpool Council,SHIPTON BULBS,352574,1143794,02/12/2024,670.5,0,Revoe,50013,63819,Postages,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,10242,1.14379E+17
Blackpool Council,Trojan Consultants Limited,352604,1003102,02/12/2024,"21,602.40","3,600.40",Client Finances,40067,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FCAC1,Benefits - Admin - 3,FCAC3,Benefits - Admin - 5,INV-17481,1003102352604INV-17481
Blackpool Council,Mini Soil Surveys North Ltd,352606,1142857,03/12/2024,810,135,,,66514,Bore Holes/Site Investigations/Surveys,Children's Services - 1,CHISER,NONDEL,Schools - Non Delegated - 3,NONDEL2,Schools - Non Delegated - 5,NOT 00281,1142857352606NOT 00281
Blackpool Council,Anglezarke Building Consultancy Limited,352608,1004324,03/12/2024,774,129,Building Control Team,50138,63413,Consultants,Communication & Regeneration - 1,AMCPI,HP,Planning Services - 3,AEH1,Built Heritage - 5,1456,1.00432E+16
Blackpool Council,Automatic Alarms Ltd,352636,1000535,02/12/2024,367.54,61.26,Moor Park Leisure Centre,40008,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDLC,Buildings - Leisure Centres - 5,INV29921,1000535352636INV29921
Blackpool Council,Prosolve,352642,1000831,03/12/2024,633.6,105.6,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,500278,1.00083E+22
Blackpool Council,BIGTANK PRODUCTIONS LTD,352643,1140023,02/12/2024,"6,000.00","1,000.00",,,63401,General Services,Better Start Projects - 1,BSTPRJ,BSTPRJ2,Better Start Projects - 3,BSTPRJ4,Better Start Projects - 5,BT1698,1140023352643BT1698
Blackpool Council,Cassidy + Ashton Group Limited,352649,1000808,03/12/2024,450,75,,,66515,Planning Application Expenses,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,21583,1.00081E+17
Blackpool Council,Cassidy + Ashton Group Limited,352652,1000808,03/12/2024,"1,632.00",272,,,63413,Consultants,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,MPB1,Edc - Economic Dev Company - 5,21582,1.00081E+17
Blackpool Council,Whistlejacket London Limited,352654,1004293,03/12/2024,"2,800.00",466.67,Growth Team,50144,63315,Marketing,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,INV-1274,1004293352654INV-1274
Blackpool Council,Aspireone Care Ltd,352662,1140127,03/12/2024,"17,935.50",0,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,AOCTW311124,1140127352662AOCTW311124
Blackpool Council,North Liverpool Construction Ltd (Fac067),352671,1003477,03/12/2024,"1,500.00",250,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,131151,1.00348E+18
Blackpool Council,North Liverpool Construction Ltd (Fac067),352678,1003477,03/12/2024,"5,257.09",876.18,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,131153,1.00348E+18
Blackpool Council,Picture News Limited,352686,1003269,04/12/2024,432,72,St Johns - General,10204,63711,Subscriptions,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED211,St Johns Ce - 5,31895A,100326935268631895A
Blackpool Council,Pts Ltd,352927,1003682,03/12/2024,"8,604.15","1,434.03",Carriageway Resurface -Ralumac,30119,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRB1,Maintenance & W - 5,9123-05,10036823529279123-05
Blackpool Council,North Liverpool Construction Ltd (Fac067),353672,1003477,03/12/2024,"1,143.64",190.61,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,131143,1.00348E+18
Blackpool Council,North Liverpool Construction Ltd (Fac067),353674,1003477,03/12/2024,769.79,128.3,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,131142,1.00348E+18
Blackpool Council,Askews And Holts Library Services Ltd,353793,1000479,02/12/2024,453.44,0,Bibliography,50007,63308,Servicing,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,7103456,1.00048E+19
Blackpool Council,H Jenkinson & Co Ltd,353849,1000077,03/12/2024,"1,480.13",246.69,Bickerstaffe,40062,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,DUP,Dual Use Propeties - 3,BDBH,Buildings - Bickerstaffe House - 5,SINV00985706,1000077353849SINV00985706
Blackpool Council,Carebase (Fac001),353852,1002398,03/12/2024,"18,210.00","3,035.00",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,93415,1.0024E+17
Blackpool Council,Key Engineering Supplies Ltd,353858,1000771,03/12/2024,467.53,77.92,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,76298,1.00077E+17
Blackpool Council,Key Engineering Supplies Ltd,353926,1000771,03/12/2024,445.83,0,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,76356,1.00077E+17
Blackpool Council,Key Engineering Supplies Ltd,353936,1000771,03/12/2024,"1,590.20",265.03,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,76415,1.00077E+17
Blackpool Council,The Networking People,353938,1002170,03/12/2024,"5,438.72",906.45,Ict Recharge Account,40114,63531,Computer Hardware Purchase,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAAAA1,Ict Corporate Services FGAAAA1 - 5,SI116313,1002170353938SI116313
Blackpool Council,Dwf Law Llp,353974,1003830,02/12/2024,476.52,79.42,Chain Lane Staining,40179,63807,Legal and Court Costs,Resources - 1,TRSTOT,INVTOT,Investments Portfolio - 3,FMADA,Agricultural - 5,157-0589456,1003830353974157-0589456
Blackpool Council,Sellick Partnership Limited,353978,1001076,03/12/2024,"1,873.80",312.3,"Prop, Comm & Litigation Gen",61002,60791,Agency Staff,Chief Executive - 1,CEXTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,INV590455,1001076353978INV590455
Blackpool Council,R&B Legal Ltd T/Aratcliffe & Bibby Solicitors,354067,1002143,03/12/2024,318.26,53.04,External Legal Fees,10493,64715,Other Fees,Children's Services - 1,CHISER,CSCARE1,Children's social care,JEA2,Senior Management JEA2 - 5,39492,1.00214E+17
Blackpool Council,Whistl Uk Limited,354286,1001944,03/12/2024,"7,457.50","1,242.92",Post Team,40115,63511,Postages,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,IN18U524004353,1001944354286IN18U524004353
Blackpool Council,EJ COMMUNICATIONS,354307,1141806,04/12/2024,872.39,0,Lutn Conference,50134,63401,General Services,Communication & Regeneration - 1,AMCPI,PJ,Illuminations Section - 3,PJW1,Management - Places - Illumina - 5,1022,1.14181E+16
Blackpool Council,Northern Print Distribution Ltd,354319,1001446,06/12/2024,504,84,Marketing,50150,63315,Marketing,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PRL1,Marketing - 5,SI-57913,1001446354319SI-57913
Blackpool Council,DESIGNS IN AIR LTD,354325,1139508,03/12/2024,"26,479.50","4,413.25",Marketing,50150,63401,General Services,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PRL1,Marketing - 5,SI-5502,1139508354325SI-5502
Blackpool Council,Russell Bolton Consulting Limited,354341,1007300,03/12/2024,"1,260.00",210,Business Loan Overheads,60030,63413,Consultants,Budgets Outside Cash Limits - 1,BUDOCL,BPLOAN,Business Loans - 3,BPLOAN2,Business Loans - 5,INV-0621,1007300354341INV-0621
Blackpool Council,Access Independent Ltd (Fac001),354358,1003958,03/12/2024,"1,056.00",176,Blue Badge Reform,40098,63401,General Services,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,19873,1.00396E+17
Blackpool Council,Patrol,354360,1000992,03/12/2024,"2,286.75",0,General Charges - Car Parks,60037,63801,Other Expenses,Budgets Outside Cash Limits - 1,BUDOCL,PARADM,Parking Administration - 3,PARADM2,Parking Administration - 5,16538,1.00099E+17
Blackpool Council,Allied Publicity Services (Manchester) Ltd,354377,1003694,02/12/2024,"1,577.09",262.85,Blue Badge Reform,40098,63401,General Services,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,C90848,1003694354377C90848
Blackpool Council,Patrol,354400,1000992,03/12/2024,788.75,0,General Charges - Car Parks,60037,63801,Other Expenses,Budgets Outside Cash Limits - 1,BUDOCL,PARADM,Parking Administration - 3,PARADM2,Parking Administration - 5,16462,1.00099E+17
