"Service label","Service code","Organisational unit","Expenditure category","Expenditure code","Date","Transaction number","Amount","Supplier name",
10,10,Chorley All Saints' CE,Agency Staff - Supply Teaching Staff,10202,05/07/2023,,882,VERITAS EDUCATION (PRESTON) LTD,
10,10,Clayton Brook Primary,Agency Staff - Supply Education Support Staff,10203,05/07/2023,,585.95,VERITAS EDUCATION (PRESTON) LTD,
10,10,Calder Vale St Johns CE,Agency Staff - Supply Education Support Staff,10203,05/07/2023,,457.25,VERITAS EDUCATION (PRESTON) LTD,
10,10,Sir Tom Finney,Agency Staff - Supply Teaching Staff,10202,05/07/2023,,1740,VERITAS EDUCATION (PRESTON) LTD,
10,10,Sir Tom Finney,Agency Staff - Supply Education Support Staff,10203,05/07/2023,,1885,VERITAS EDUCATION (PRESTON) LTD,
10,10,Holly Grove,Agency Staff - Supply Education Support Staff,10203,05/07/2023,,503.73,VERITAS EDUCATION (PRESTON) LTD,
10,10,Holly Grove,Agency Staff - Supply Education Support Staff,10203,05/07/2023,,559.7,VERITAS EDUCATION (PRESTON) LTD,
10,10,Holly Grove,Agency Staff - Supply Education Support Staff,10203,05/07/2023,,559.7,VERITAS EDUCATION (PRESTON) LTD,
10,10,Lytham St Annes Mayfield,Agency Staff - Supply Teaching Staff,10202,05/07/2023,,865,VERITAS EDUCATION (PRESTON) LTD,
10,10,Moss Side Primary,Agency Staff - Supply Teaching Staff,10202,05/07/2023,,720,VERITAS EDUCATION (PRESTON) LTD,
10,10,Lytham St Annes Ansdell,Agency Staff - Supply Teaching Staff,10202,26/07/2023,,860,VERITAS EDUCATION (PRESTON) LTD,
10,10,Larkholme Primary,Agency Staff - Supply Education Support Staff,10203,27/07/2023,,234,VERITAS EDUCATION (PRESTON) LTD,
10,10,Larkholme Primary,Agency Staff - Supply Education Support Staff,10203,27/07/2023,,312,VERITAS EDUCATION (PRESTON) LTD,
10,10,Larkholme Primary,Agency Staff - Supply Teaching Staff,10202,27/07/2023,,796,VERITAS EDUCATION (PRESTON) LTD,
10,10,St Oswald's. Longton,Agency Staff - Supply Teaching Staff,10202,27/07/2023,,624,VERITAS EDUCATION (PRESTON) LTD,
10,10,St Bede's. Clayton Green,Supply Staff,10002,28/07/2023,,567,VERITAS EDUCATION (PRESTON) LTD,
10,10,St Bede's. Clayton Green,Supply Staff,10002,28/07/2023,,657.69,VERITAS EDUCATION (PRESTON) LTD,
10,10,Staining CE Primary,Agency Staff - Supply Teaching Staff,10202,28/07/2023,,945,VERITAS EDUCATION (PRESTON) LTD,
10,10,St George's CE Primary,Agency Staff - Supply Teaching Staff,10202,31/07/2023,,210,VERITAS EDUCATION (PRESTON) LTD,
10,10,Bleasdale House,Supply Staff,10002,06/07/2023,,1345,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Education Support Staff,10203,12/07/2023,,1744,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Education Support Staff,10203,12/07/2023,,1501.5,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Education Support Staff,10203,12/07/2023,,1886.5,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Education Support Staff,10203,12/07/2023,,1760.5,VISION FOR EDUCATION LTD,
10,10,Burnley Brunshaw Primary,Agency Staff - Supply Education Support Staff,10203,12/07/2023,,262.5,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Teaching Staff,10202,12/07/2023,,1536.5,VISION FOR EDUCATION LTD,
10,10,Burnley Brunshaw Primary,Agency Staff - Supply Education Support Staff,10203,18/07/2023,,1050,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Education Support Staff,10203,24/07/2023,,1536.5,VISION FOR EDUCATION LTD,
10,10,Burnley Brunshaw Primary,Agency Staff - Supply Education Support Staff,10203,24/07/2023,,656.25,VISION FOR EDUCATION LTD,
10,10,The Rose School,Agency Staff - Supply Education Support Staff,10203,24/07/2023,,1648.5,VISION FOR EDUCATION LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,28/07/2023,,1517.25,VISION FOR EDUCATION LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,28/07/2023,,1055,VISION FOR EDUCATION LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,28/07/2023,,1475,VISION FOR EDUCATION LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,28/07/2023,,2412,VISION FOR EDUCATION LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,28/07/2023,,1573.75,VISION FOR EDUCATION LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,28/07/2023,,1055,VISION FOR EDUCATION LTD,
10,10,Walton-Le-Dale Community,Other Provision Expense,13229,03/07/2023,,289.76,WALTON LE DALE PRIMARY SCHOOL IMPREST ACCOUNT,
10,10,Weeton Primary,Other Provision Expense,13229,05/07/2023,,64.39,WEETON PRIMARY SCHOOL IMPREST ACCOUNT,
10,10,Weeton Primary,Other Provision Expense,13229,13/07/2023,,83.02,WEETON PRIMARY SCHOOL IMPREST ACCOUNT,
10,10,Weeton Primary,Other Provision Expense,13229,21/07/2023,,96.25,WEETON PRIMARY SCHOOL IMPREST ACCOUNT,
10,10,Winmarleigh CE Primary,Other Provision Expense,13229,25/07/2023,,124.29,WINMARLEIGH C E SCHOOL,
10,10,Trinity C Of E,Schools Learning Resources Curriculum,13601,18/07/2023,,838.14,10OFTHOSE LTD,
10,10,St James-The-Less RC,Schools Learning Resources Curriculum,13601,18/07/2023,,295.2,123 LEARNING (POWER OF 2 PUBLISHING LTD),
10,10,Warton Archbishop Hutton,Schools Learning Resources Curriculum,13601,04/07/2023,,350,1DECISION LTD,
10,10,Stanah Primary,Schools Learning Resources ICT,13602,05/07/2023,,550,1DECISION LTD,
10,10,Cottam Primary,Schools Learning Resources ICT,13602,06/07/2023,,525,1DECISION LTD,
10,10,Larkholme Primary,Schools Learning Resources ICT,13602,10/07/2023,,412.5,1DECISION LTD,
10,10,Nelson Bradley Primary,Schools Learning Resources Curriculum,13601,12/07/2023,,725,1DECISION LTD,
10,10,Clayton Brook Primary,Schools Learning Resources ICT,13602,12/07/2023,,525,1DECISION LTD,
10,10,Richard Durnings Endowed,Schools Learning Resources ICT,13602,17/07/2023,,350,1DECISION LTD,
10,10,Lea Community Primary,Schools Learning Resources Curriculum,13601,28/07/2023,,725,1DECISION LTD,
10,10,PVI Providers 2 yr olds,Other Establishments,14051,03/07/2023,,3632.67,2 TO SCHOOL PRE-SCHOOL,
10,10,PVI Providers 3 & 4 yr olds,Other Establishments,14051,03/07/2023,,8571.07,2 TO SCHOOL PRE-SCHOOL,
10,10,Fairfield Nursery,Schools Learning Resources ICT,13602,25/07/2023,,350,203 LTD T/A THE IT DEPT,
10,10,Farington St Paul's CE,Bought in Curriculum Services,13206,26/07/2023,,3800,203 LTD T/A THE IT DEPT,
10,10,Farington St Paul's CE,School Admin Supplies,13163,26/07/2023,,405,203 LTD T/A THE IT DEPT,
10,10,Our Lady & St Anselms RC,Delegated Maintenance General,11031,24/07/2023,,264.84,24/7 FIRE & SECURITY PROTECTION LTD,
10,10,Golden Hill,Schools Learning Resources ICT,13602,04/07/2023,,250,2SIMPLE SOFTWARE LTD,
10,10,Lytham St Annes Clifton,Schools Learning Resources ICT,13602,06/07/2023,,1000,2SIMPLE SOFTWARE LTD,
10,10,Christ Church CE,Schools Learning Resources Curriculum,13601,11/07/2023,,800,2SIMPLE SOFTWARE LTD,
10,10,Poulton-Le-Sands CE,Schools Learning Resources ICT,13602,12/07/2023,,600,2SIMPLE SOFTWARE LTD,
10,10,High Needs Top Up Independent Prov Post16,Other Establishments,14051,19/07/2023,,5655.38,BLACKPOOL & THE FYLDE COLLEGE,
10,10,Brookfield,Delegated Maintenance General,11031,07/07/2023,,3230,BLACKPOOL CATERING CO,
10,10,Baines Endowed Primary,Schools Learning Resources Curriculum,13601,07/07/2023,,500,BLACKPOOL CIRCUS SCHOOL,
10,10,Stalmine Primary,Schools Learning Resources Curriculum,13601,26/07/2023,,400,BLACKPOOL COACH HIRE LTD,
10,10,Heyhouses Endowed CE,Schools Learning Resources Curriculum,13601,26/07/2023,,720,BLACKPOOL COACH HIRE LTD,
10,10,Our Lady Star Of The Sea,Schools Learning Resources Curriculum,13601,26/07/2023,,260,BLACKPOOL COACH HIRE LTD,
10,10,Royles Brook Primary,Schools Learning Resources Curriculum,13601,31/07/2023,,500,BLACKPOOL COACH HIRE LTD,
10,10,St Bede's Catholic High Lytham,Bought in Curriculum Services,13206,04/07/2023,,1344.31,BLACKPOOL COUNCIL,
10,10,Queen's Drive Primary,Repairs & Maintenance General,11006,06/07/2023,,3701.86,BLACKPOOL COUNCIL,
10,10,Sherwood Primary,Delegated Maintenance General,11031,18/07/2023,,14823.2,BLACKPOOL COUNCIL,
10,10,Our Lady Star Of The Sea,Schools Learning Resources Curriculum,13601,21/07/2023,,936.68,BLACKPOOL COUNCIL,
10,10,Queen's Drive Primary,Repairs & Maintenance General,11006,25/07/2023,,5032.54,BLACKPOOL COUNCIL,
10,10,Our Lady Star Of The Sea,Training Expenses (External),10231,21/07/2023,,300,BLACKPOOL GRAND THEATRE,
10,10,St Mary Magdalen's CE,Schools Learning Resources Curriculum,13601,05/07/2023,,555,BLACKPOOL PLEASURE BEACH LTD,
10,10,Benjamin Hargreaves CE,Schools Learning Resources Curriculum,13601,17/07/2023,,489.58,BLACKPOOL PLEASURE BEACH LTD,
10,10,Haslingden St James CE,Bought in Curriculum Services,13206,18/07/2023,,555.66,BLACKPOOL PLEASURE BEACH LTD,
10,10,St Marys Catholic,Schools Learning Resources Curriculum,13601,19/07/2023,,5811.66,BLACKPOOL PLEASURE BEACH LTD,
10,10,Lancaster Lane Community,Schools Learning Resources Curriculum,13601,19/07/2023,,634.37,BLACKPOOL PLEASURE BEACH LTD,
10,10,Greenlands Community,Schools Learning Resources Curriculum,13601,25/07/2023,,477.92,BLACKPOOL PLEASURE BEACH LTD,
10,10,St Michael & John's RC,Schools Learning Resources Curriculum,13601,26/07/2023,,528,BLACKPOOL PLEASURE BEACH LTD,
10,10,Moorbrook,Schools Learning Resources Curriculum,13601,31/07/2023,,283.33,BLACKPOOL PLEASURE BEACH LTD,
10,10,Oswaldtwistle School,Schools Learning Resources Curriculum,13601,31/07/2023,,410,BLACKPOOL PLEASURE BEACH LTD,
10,10,Fleetwood's Charity CE,Other Occupational Costs,11307,31/07/2023,,343.75,BLACKPOOL PLEASURE BEACH LTD,
10,10,Baines Endowed Primary,Delegated Maintenance General,11031,05/07/2023,,250,BLACKPOOL SKIP HIRE,
10,10,St Chad's CE Primary,Schools Learning Resources Curriculum,13601,05/07/2023,,466.2,BLACKPOOL ZOO,
10,10,St Peter's & St Pauls CE,Schools Learning Resources Curriculum,13601,12/07/2023,,216.45,BLACKPOOL ZOO,
10,10,Rishton Methodist,Bought in Non Curriculum Services,13209,12/07/2023,,216.45,BLACKPOOL ZOO,
10,10,Heyhouses Endowed CE,Schools Learning Resources Curriculum,13601,19/07/2023,,752.58,BLACKPOOL ZOO,
10,10,Burnley St Peter's CE,Schools Learning Resources Curriculum,13601,19/07/2023,,233.1,BLACKPOOL ZOO,
10,10,St John Southworth RC,Schools Learning Resources Curriculum,13601,19/07/2023,,326.52,BLACKPOOL ZOO,
10,10,Aughton Town Green,Schools Learning Resources Curriculum,13601,19/07/2023,,392.94,BLACKPOOL ZOO,
10,10,St Bernadette's Catholic,Schools Learning Resources Curriculum,13601,19/07/2023,,302.25,BLACKPOOL ZOO,
10,10,Bretherton Endowed CE,Schools Learning Resources Curriculum,13601,19/07/2023,,474.53,BLACKPOOL ZOO,
10,10,Benjamin Hargreaves CE,Schools Learning Resources Curriculum,13601,19/07/2023,,374.65,BLACKPOOL ZOO,
10,10,St William's Catholic,Schools Learning Resources Curriculum,13601,25/07/2023,,502.86,BLACKPOOL ZOO,
10,10,St Charles' RC. Rishton,Schools Learning Resources Curriculum,13601,26/07/2023,,261.41,BLACKPOOL ZOO,
10,10,Stubbins Primary,Schools Learning Resources Curriculum,13601,26/07/2023,,241.43,BLACKPOOL ZOO,
10,10,Thornton Primary,Schools Learning Resources Curriculum,13601,26/07/2023,,396.27,BLACKPOOL ZOO,
10,10,West Bradford CE Primary,Schools Learning Resources Curriculum,13601,26/07/2023,,233.1,BLACKPOOL ZOO,
10,10,Cobbs Brow,Schools Learning Resources Curriculum,13601,26/07/2023,,566.1,BLACKPOOL ZOO,
10,10,St John The Baptist RC,School Admin Supplies,13163,26/07/2023,,249.75,BLACKPOOL ZOO,
10,10,Chorley All Saints' CE,Schools Learning Resources Curriculum,13601,26/07/2023,,397.95,BLACKPOOL ZOO,
10,10,St Mary's Rawtenstall CE,Schools Learning Resources Curriculum,13601,26/07/2023,,241.43,BLACKPOOL ZOO,
10,10,St James-The-Less RC,Schools Learning Resources Curriculum,13601,26/07/2023,,524.5,BLACKPOOL ZOO,
10,10,St Aidan's CE Primary,Schools Learning Resources Curriculum,13601,31/07/2023,,324.68,BLACKPOOL ZOO,
10,10,Whittlefield Primary,Bought in Curriculum Services,13206,07/07/2023,,6000,"BLESSED TRINITY RC COLLEGE, A VOLUNTARY ACADEMY",
10,10,St Mary's RC. Burnley,Schools Learning Resources Curriculum,13601,07/07/2023,,6000,"BLESSED TRINITY RC COLLEGE, A VOLUNTARY ACADEMY",
10,10,High Needs Top Up Academies Secondary,Other Establishments,14051,10/07/2023,,11584,"BLESSED TRINITY RC COLLEGE, A VOLUNTARY ACADEMY",
10,10,Barden Primary School,Schools Learning Resources Curriculum,13601,11/07/2023,,6000,"BLESSED TRINITY RC COLLEGE, A VOLUNTARY ACADEMY",
10,10,Burnley Brunshaw Primary,Schools Learning Resources Curriculum,13601,18/07/2023,,6000,"BLESSED TRINITY RC COLLEGE, A VOLUNTARY ACADEMY",
10,10,Appley Bridge All Saints,Building Cleaning Contract (External),11305,06/07/2023,,360,BLITZ CLEANING SERVICES (WIGAN),
10,10,Great Arley,Schools Learning Resources ICT,13602,19/07/2023,,730.92,COMPTECH IT SOLUTIONS LTD,
10,10,Kirkham & Wesham Primary,Bought in Curriculum Services,13206,21/07/2023,,6060,COMPTECH IT SOLUTIONS LTD,
10,10,Marsden Community,Schools Learning Resources ICT,13602,04/07/2023,,330,COMPUTEAM LTD,
10,10,Holy Trinity Stacksteads,Schools Learning Resources ICT,13602,12/07/2023,,210,COMPUTEAM LTD,
10,10,Longsands Community,Schools Learning Resources ICT,13602,17/07/2023,,713,COMPUTEAM LTD,
10,10,Longsands Community,Bought in Curriculum Services,13206,17/07/2023,,308,COMPUTEAM LTD,
10,10,The Rose School,School Admin Supplies,13163,18/07/2023,,1528.76,COMPUTEAM LTD,
10,10,Tarleton Community,Schools Learning Resources ICT,13602,18/07/2023,,627.57,COMPUTEAM LTD,
10,10,Our Lady & St Anselms RC,Schools Learning Resources Curriculum,13601,19/07/2023,,500,COMPUTERXPLORERS BOLTON & WIGAN,
10,10,Church. St Nicholas CE,Bought in Curriculum Services,13206,07/07/2023,,757.72,COMPUTING REDDY LTD,
10,10,Cuerden Church,Schools Learning Resources Curriculum,13601,10/07/2023,,757.73,COMPUTING REDDY LTD,
10,10,Cuerden Church,Schools Learning Resources Curriculum,13601,17/07/2023,,757.73,COMPUTING REDDY LTD,
10,10,Church. St Nicholas CE,Bought in Curriculum Services,13206,20/07/2023,,757.72,COMPUTING REDDY LTD,
10,10,Eldon Primary,Schools Learning Resources ICT,13602,28/07/2023,,1060.83,COMPUTING REDDY LTD,
10,10,Cobbs Brow,Schools Learning Resources Curriculum,13601,21/07/2023,,636,CONFIDENT MINDS - RACHAEL AINSWORTH,
10,10,Brookfield,Schools Learning Resources Curriculum,13601,05/07/2023,,986.5,CONISTON CORPORATE EMBROIDERY UK LTD,
10,10,Kennington Primary,School Admin Supplies,13163,20/07/2023,,562.5,CONKAA LTD,
10,10,PVI Providers 3 & 4 yr olds,Other Establishments,14051,03/07/2023,,32967.73,CONKERS DAY NURSERY,
10,10,Colne Newtown Nursery,Schools Learning Resources Curriculum,13601,26/07/2023,,279.96,CONNECTED-IT BUSINESS SERVICES LTD,
10,10,The Coppice School,Bought in Curriculum Services,13206,12/07/2023,,3255,CONNECTIONS NEURO-REHAB,
10,10,Whalley CE Primary,Agency Staff - Supply Teaching Staff,10202,10/07/2023,,384,CONNEX EDUCATION PARTNERSHIP LTD,
10,10,Richard Durnings Endowed,Agency Staff - Supply Teaching Staff,10202,12/07/2023,,1050,CONNEX EDUCATION PARTNERSHIP LTD,
10,10,St. Paul's C of E Primary,School Admin Supplies,13163,12/07/2023,,67.95,CONSTABLE LEE ST.PAULS CE PRIMARY SCHOOL FUND,
10,10,St. Paul's C of E Primary,Schools Learning Resources Curriculum,13601,12/07/2023,,199.57,CONSTABLE LEE ST.PAULS CE PRIMARY SCHOOL FUND,
10,10,Northfold Community,School Admin Supplies,13163,18/07/2023,,431.15,CONSUMABLES SOLUTIONS LTD,
10,10,Tonacliffe Primary,Schools Learning Resources ICT,13602,10/07/2023,,600,CONVENE IT LTD,
10,10,Bacup St Saviour's,Schools Learning Resources Curriculum,13601,07/07/2023,,420,COOK STARS ROSSENDALE & BLACKBURN,
10,10,Bacup St Saviour's,Schools Learning Resources Curriculum,13601,07/07/2023,,262.5,COOK STARS ROSSENDALE & BLACKBURN,
10,10,Bacup St Saviour's,Bought in Curriculum Services,13206,25/07/2023,,378,COOK STARS ROSSENDALE & BLACKBURN,
10,10,Shakespeare Primary,Milk for Drinking,13092,17/07/2023,,556.4,COOL MILK AT SCHOOL LTD,
10,10,Chaucer Community,Milk for Drinking,13092,19/07/2023,,267.8,COOL MILK AT SCHOOL LTD,
10,10,Fleetwood Flakefleet,Milk for Drinking,13092,19/07/2023,,482.3,COOL MILK AT SCHOOL LTD,
10,10,Shakespeare Primary,Milk for Drinking,13092,31/07/2023,,487.5,COOL MILK AT SCHOOL LTD,
10,10,Charnock Richard CE,Bought in Non Curriculum Services,13209,19/07/2023,,666,COOPER BARTON LTD,
10,10,St Ignatius Catholic,Professional Services,13199,20/07/2023,,444,COOPER BARTON LTD,
10,10,Brindle St James' CE,Bought in Curriculum Services,13206,21/07/2023,,480,COOPER BARTON LTD,
10,10,Pilling St John's CE,Bought in Non Curriculum Services,13209,21/07/2023,,666,COOPER BARTON LTD,
10,10,St James' Lanehead CE,Chg - Schools - Governor Services,61356,24/07/2023,,666,COOPER BARTON LTD,
10,10,St George's CE Primary,Professional Services,13199,31/07/2023,,666,COOPER BARTON LTD,
10,10,Coppull St John's CE,Schools Learning Resources Curriculum,13601,07/07/2023,,480,COOPERS TAXIS LTD,
10,10,Chorley Astley Park,Schools Learning Resources Curriculum,13601,17/07/2023,,464.6,COOPERS TAXIS LTD,
10,10,Chorley Astley Park,Schools Learning Resources Curriculum,13601,17/07/2023,,1104.4,COOPERS TAXIS LTD,
10,10,St Mary's RC. Leyland,Bought in Curriculum Services,13206,21/07/2023,,260,COOPERS TAXIS LTD,
10,10,Kirkham Pear Tree,Schools Learning Resources Curriculum,13601,25/07/2023,,412.5,COORDINATED KIDS,
10,10,Halsall St Cuthbert's CE,Schools Learning Resources Curriculum,13601,05/07/2023,,1294.5,COORDINATION GROUP PUBLICATIONS LTD,
10,10,Slyne-With-Hest St Lukes,Schools Learning Resources Curriculum,13601,12/07/2023,,370,COORDINATION GROUP PUBLICATIONS LTD,
10,10,St Mary's Catholic Morecambe,Schools Learning Resources Curriculum,13601,12/07/2023,,297,COORDINATION GROUP PUBLICATIONS LTD,
10,10,Lathom High,Schools Learning Resources Curriculum,13601,17/07/2023,,630,COORDINATION GROUP PUBLICATIONS LTD,
10,10,St Mary's. Oswaldtwistle,Schools Learning Resources Curriculum,13601,18/07/2023,,590,COORDINATION GROUP PUBLICATIONS LTD,
10,10,Deepdale Infants,Schools Learning Resources Curriculum,13601,18/07/2023,,495,COORDINATION GROUP PUBLICATIONS LTD,
10,10,Fulwood St Peter's CE,Schools Learning Resources Curriculum,13601,19/07/2023,,270,COORDINATION GROUP PUBLICATIONS LTD,
10,10,Balshaw Lane Community,Schools Learning Resources Curriculum,13601,24/07/2023,,754.5,COORDINATION GROUP PUBLICATIONS LTD,
10,10,Gisburn Road Community,Delegated Maintenance General,11031,17/07/2023,,531,ERIC WRIGHT PARTNERSHIPS,
10,10,Gisburn Road Community,Delegated Maintenance General,11031,17/07/2023,,660,ERIC WRIGHT PARTNERSHIPS,
10,10,Sir Tom Finney,Delegated Maintenance General,11031,17/07/2023,,4013.14,ERIC WRIGHT PARTNERSHIPS,
10,10,Gt Harwood St John's CE,Day To Day,11061,17/07/2023,,1047.32,ERIC WRIGHT PARTNERSHIPS,
10,10,Gt Harwood St John's CE,Day To Day,11061,17/07/2023,,537.85,ERIC WRIGHT PARTNERSHIPS,
10,10,St John The Baptist RC,Delegated Maintenance General,11031,17/07/2023,,233.28,ERIC WRIGHT PARTNERSHIPS,
10,10,St John The Baptist RC,Delegated Maintenance General,11031,17/07/2023,,1405.51,ERIC WRIGHT PARTNERSHIPS,
10,10,Fairfield Nursery,Delegated Maintenance General,11031,17/07/2023,,377.59,ERIC WRIGHT PARTNERSHIPS,
10,10,Fairfield Nursery,Delegated Maintenance General,11031,17/07/2023,,2409,ERIC WRIGHT PARTNERSHIPS,
10,10,St Marys Catholic,Repairs & Maintenance General,11006,18/07/2023,,1734.36,ERIC WRIGHT PARTNERSHIPS,
10,10,Langho St Mary's RC,Delegated Maintenance General,11031,26/07/2023,,1391.75,ERIC WRIGHT PARTNERSHIPS,
10,10,Rosewood Primary,Delegated Maintenance General,11031,26/07/2023,,3410.56,ERIC WRIGHT PARTNERSHIPS,
10,10,St Marys Catholic,Delegated Maintenance General,11031,26/07/2023,,11740.17,ERIC WRIGHT PARTNERSHIPS,
10,10,Fairfield Nursery,Delegated Maintenance General,11031,26/07/2023,,1378.57,ERIC WRIGHT PARTNERSHIPS,
10,10,Gisburn Road Community,Delegated Maintenance General,11031,26/07/2023,,1468.55,ERIC WRIGHT PARTNERSHIPS,
10,10,Sir Tom Finney,Service Contracts,11063,26/07/2023,,5524.2,ERIC WRIGHT PARTNERSHIPS,
10,10,Gt Harwood St John's CE,Delegated Maintenance General,11031,26/07/2023,,1575.82,ERIC WRIGHT PARTNERSHIPS,
10,10,St John The Baptist RC,Delegated Maintenance General,11031,26/07/2023,,1485.49,ERIC WRIGHT PARTNERSHIPS,
