"Service label","Service code","Organisational unit","Expenditure category","Expenditure code","Date","Transaction number","Amount","Supplier name",
10,10,Holy Family Catholic,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,678.2,SPENCER CLARKE GROUP LTD,
10,10,Holly Grove,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,4387.5,SPENCER CLARKE GROUP LTD,
10,10,Hope High School,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,1350,SPENCER CLARKE GROUP LTD,
10,10,McKee College,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,1450,SPENCER CLARKE GROUP LTD,
10,10,Kirkham Pear Tree,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,1500,SPENCER CLARKE GROUP LTD,
10,10,Scorton CE Primary,Agency Staff - Supply Teaching Staff,10202,01/12/2023,,1188,SPENCER CLARKE GROUP LTD,
10,10,Seven Stars Primary,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,550,SPENCER CLARKE GROUP LTD,
10,10,Sir Tom Finney,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,1015,SPENCER CLARKE GROUP LTD,
10,10,Skelmersdale Trinity,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,840,SPENCER CLARKE GROUP LTD,
10,10,Mayfield School,Agency Staff - Supply Education Support Staff,10203,01/12/2023,,3080,SPENCER CLARKE GROUP LTD,
10,10,Holly Grove,Agency Staff - Supply Education Support Staff,10203,06/12/2023,,4455,SPENCER CLARKE GROUP LTD,
10,10,Kingsbury Primary,Agency Staff - Supply Education Support Staff,10203,06/12/2023,,6460,SPENCER CLARKE GROUP LTD,
10,10,Acorns,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,1125,SPENCER CLARKE GROUP LTD,
10,10,Buckshaw Primary,Agency Staff - Supply Teaching Staff,10202,08/12/2023,,210,SPENCER CLARKE GROUP LTD,
10,10,Buckshaw Primary,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,540,SPENCER CLARKE GROUP LTD,
10,10,Great Arley,Agency Staff - Supply Teaching Staff,10202,08/12/2023,,1250,SPENCER CLARKE GROUP LTD,
10,10,Great Arley,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,400,SPENCER CLARKE GROUP LTD,
10,10,Holly Grove,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,6615,SPENCER CLARKE GROUP LTD,
10,10,Hope High School,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,1350,SPENCER CLARKE GROUP LTD,
10,10,Kingsbury Primary,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,725,SPENCER CLARKE GROUP LTD,
10,10,McKee College,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,1584,SPENCER CLARKE GROUP LTD,
10,10,Kirkham Pear Tree,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,1500,SPENCER CLARKE GROUP LTD,
10,10,Pendle View,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,675,SPENCER CLARKE GROUP LTD,
10,10,Scorton CE Primary,Agency Staff - Supply Teaching Staff,10202,08/12/2023,,945,SPENCER CLARKE GROUP LTD,
10,10,St Stephens CE,Agency Staff - Supply Teaching Staff,10202,08/12/2023,,1040,SPENCER CLARKE GROUP LTD,
10,10,Sir Tom Finney,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,1470,SPENCER CLARKE GROUP LTD,
10,10,Skelmersdale Trinity,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,700,SPENCER CLARKE GROUP LTD,
10,10,Mayfield School,Agency Staff - Supply Education Support Staff,10203,08/12/2023,,2506,SPENCER CLARKE GROUP LTD,
10,10,St Stephens CE,Agency Staff - Supply Teaching Staff,10202,12/12/2023,,1130,SPENCER CLARKE GROUP LTD,
