"Service label","Service code","Organisational unit","Expenditure category","Expenditure code","Date","Transaction number","Amount","Supplier name",
12,12,OP-Domiciliary Care,Domicilliary Care - Independent Sector,14204,19/06/2023,,3437.5,MAJESTIC CARE NORTH WEST LTD,
12,12,MH3-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,296.96,MAJESTIC CARE NORTH WEST LTD,
12,12,PDSI-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,700,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Respite- Independent Sector,14215,22/06/2023,,50,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,1400,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Respite- Independent Sector,14215,22/06/2023,,75,MAJESTIC CARE NORTH WEST LTD,
12,12,PDSI-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,5300,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,2175,MAJESTIC CARE NORTH WEST LTD,
12,12,PDSI-Domiciliary Discharge Support,Domicilliary Care - Independent Sector,14204,22/06/2023,,600,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,4750,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Discharge Support,Domicilliary Care - Independent Sector,14204,22/06/2023,,250,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,1650,MAJESTIC CARE NORTH WEST LTD,
12,12,PDSI-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,2400,MAJESTIC CARE NORTH WEST LTD,
12,12,PDSI-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,350,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Care,Domicilliary Care - Independent Sector,14204,22/06/2023,,1737.5,MAJESTIC CARE NORTH WEST LTD,
12,12,OP-Domiciliary Discharge Support,Domicilliary Care - Independent Sector,14204,22/06/2023,,1562.5,MAJESTIC CARE NORTH WEST LTD,
12,12,MH3-Provider Broker,CYP Direct Payments,15031,01/06/2023,,849.64,MAKING SPACE (WARRINGTON),
12,12,MH1-Provider Broker,CYP Direct Payments,15031,01/06/2023,,6813.67,MAKING SPACE (WARRINGTON),
12,12,MH3-Provider Broker,CYP Direct Payments,15031,01/06/2023,,1660.66,MAKING SPACE (WARRINGTON),
12,12,LD-Direct Payments Provider Broker,CYP Direct Payments,15031,01/06/2023,,926.88,MAKING SPACE (WARRINGTON),
12,12,MH3-Provider Broker,CYP Direct Payments,15031,01/06/2023,,2684.09,MAKING SPACE (WARRINGTON),
12,12,MH2-Provider Broker,CYP Direct Payments,15031,01/06/2023,,308.96,MAKING SPACE (WARRINGTON),
12,12,MH1-Provider Broker,CYP Direct Payments,15031,01/06/2023,,347.58,MAKING SPACE (WARRINGTON),
12,12,MH2-Domiciliary Care,Domicilliary Care - Independent Sector,14204,07/06/2023,,365.16,MAKING SPACE (WARRINGTON),
12,12,MH2-Domiciliary Care,Domicilliary Care - Independent Sector,14204,09/06/2023,,194.15,MAKING SPACE (WARRINGTON),
12,12,MH3-Domiciliary Care,Domicilliary Care - Independent Sector,14204,09/06/2023,,181.54,MAKING SPACE (WARRINGTON),
