"Service label","Service code","Organisational unit","Expenditure category","Expenditure code","Date","Transaction number","Amount","Supplier name",
11,11,BSF Wave 1 Phase 2A,Electricity,11151,22/02/2024,,51402.01,LANCASHIRE SCHOOLS SPC PHASE 2A LTD,
11,11,BSF Wave 1 Phase 3,Other Occupational Costs,11307,22/02/2024,,-70,LANCASHIRE SCHOOLS SPC PHASE 3 LTD,
11,11,BSF Wave 1 Phase 3,Electricity,11151,22/02/2024,,25890.1,LANCASHIRE SCHOOLS SPC PHASE 3 LTD,
11,11,BSF Wave 1 Phase 3,Rents - Premises,11201,22/02/2024,,529413.6,LANCASHIRE SCHOOLS SPC PHASE 3 LTD,
11,11,Lavender Lodge,Clients Needs,13192,19/02/2024,,1020.24,LAVENDER LODGE IMPREST ACCOUNT,
11,11,Lavender Lodge,Pocket Money,15032,19/02/2024,,288,LAVENDER LODGE IMPREST ACCOUNT,
11,11,Lavender Lodge,Food Provisions General,13091,19/02/2024,,2182.63,LAVENDER LODGE IMPREST ACCOUNT,
11,11,Agency Residential - Central,Private Contractors & Other Agencies - Other,14063,27/02/2024,,21966.63,LIFE CHANGE CARE LTD,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,2574,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,1482,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,555,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,555,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,537.6,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,522,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,23/02/2024,,689,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,546,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,516,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,555,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,981.6,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support - SOUTH,Private Contractors & Other Agencies - Other,14063,23/02/2024,,1184,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,526.5,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,592.8,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support - SOUTH,Private Contractors & Other Agencies - Other,14063,23/02/2024,,116.7,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,23/02/2024,,2074.8,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,2227.2,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,23/02/2024,,916.2,LIFE-LINE CARE 4 U,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,23/02/2024,,1849,LIFE-LINE CARE 4 U,
