"Service label","Service code","Organisational unit","Expenditure category","Expenditure code","Date","Transaction number","Amount","Supplier name",
11,11,Agency Residential - Chorley,Private Contractors & Other Agencies - Other,14063,06/04/2023,3067334,22785,BARRACARE LTD,
11,11,Agency Residential - Chorley,Private Contractors & Other Agencies - Other,14063,06/04/2023,3067334,22785,BARRACARE LTD,
11,11,Agency Residential - Chorley,Private Contractors & Other Agencies - Other,14063,28/04/2023,3082600,2400,BARRACARE LTD,
11,11,Agency Residential - Chorley,Private Contractors & Other Agencies - Other,14063,28/04/2023,3082600,5700,BARRACARE LTD,
11,11,Agency Residential - Chorley,Private Contractors & Other Agencies - Other,14063,28/04/2023,3082600,3600,BARRACARE LTD,
11,11,Agency Residential - Chorley,Private Contractors & Other Agencies - Other,14063,28/04/2023,3082600,2100,BARRACARE LTD,
11,11,High Needs Funding,Chg - Schools - School Improvement Service,61370,06/04/2023,3067336,6438,BARROWFORD SCHOOL,
11,11,Agency Residential - North,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060999,13580,BAY VIEW CHILD CARE LTD,
11,11,Agency Residential - North,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060999,14380,BAY VIEW CHILD CARE LTD,
11,11,Agency Residential - North,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060999,14380,BAY VIEW CHILD CARE LTD,
11,11,18+ Agency Accomodation/Support Costs Division 2,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073241,3056.6,BEDSPACE RESOURCE LTD,
11,11,18+ Agency Accomodation/Support Costs Division 2,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073241,3056.6,BEDSPACE RESOURCE LTD,
11,11,18+ Agency Accomodation/Support Costs Division 2,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073241,2635,BEDSPACE RESOURCE LTD,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,12/04/2023,3069557,1776,BEECHBUDS PRE SCHOOL,
11,11,CWD Agency Family Support - SOUTH,Private Contractors & Other Agencies - Other,14063,25/04/2023,3078822,350.79,BESPOKE HEALTH & SOCIAL CARE,
11,11,CWD Agency Residential - SOUTH,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073251,22097.88,BIRTENSHAW SCHOOL,
11,11,CWD Agency Residential - SOUTH,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073251,22097.88,BIRTENSHAW SCHOOL,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,12/04/2023,3069565,1776,BISHOP MARTIN CE PRIMARY SCHOOL UNOFFICIAL SCHOOL FUND,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,12/04/2023,3069565,1776,BISHOP MARTIN CE PRIMARY SCHOOL UNOFFICIAL SCHOOL FUND,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073252,1776,BISHOP MARTIN CE PRIMARY SCHOOL UNOFFICIAL SCHOOL FUND,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073252,1776,BISHOP MARTIN CE PRIMARY SCHOOL UNOFFICIAL SCHOOL FUND,
11,11,C&D Domestic Abuse,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061051,12500,BLACKBURN & DARWEN DISTRICT WITHOUT ABUSE,
11,11,Afghan Relocation Scheme,CYP Direct Payments,15031,13/04/2023,3071750,97000,BLACKBURN WITH DARWEN BOROUGH COUNCIL,
11,11,CWD Lancashire Break Time,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080003,1066.4,BLACKPOOL FC COMMUNITY TRUST,
11,11,Agency Residential - East,Private Contractors & Other Agencies - Other,14063,06/04/2023,3067359,8571,BLOSSOM FAMILY BEGINNINGS,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,11/04/2023,3068743,2294,BLOSSOM TREE CHILDCARE LTD,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073259,444,BOLTON-LE-SANDS PRE-SCHOOL PLAYGROUP & TODDLERS,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073259,888,BOLTON-LE-SANDS PRE-SCHOOL PLAYGROUP & TODDLERS,
11,11,CWD Lancashire Break Time,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080007,675,BROADFIELD SPECIALIST SCHOOL,
11,11,CWD Lancashire Break Time,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080007,675,BROADFIELD SPECIALIST SCHOOL,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,11/04/2023,3068761,1332,BROOK FARM CHILDREN'S NURSERY,
11,11,CLA Work Placements,Families Assistance,15021,17/04/2023,3072611,329.83,BROOK FARM CHILDREN'S NURSERY,
11,11,CLA Work Placements,Families Assistance,15021,17/04/2023,3072611,288.73,BROOK FARM CHILDREN'S NURSERY,
11,11,Assistance to Families - East,Families Assistance,15021,21/04/2023,3077112,425.01,BROOK FARM CHILDREN'S NURSERY,
11,11,Assistance to Families - East,Families Assistance,15021,21/04/2023,3077112,400.88,BROOK FARM CHILDREN'S NURSERY,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,12/04/2023,3069602,888,BUCKSHAW BUNNIES CHILDCARE LTD,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073280,9506.67,BUCKSHAW BUNNIES CHILDCARE LTD,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073290,1776,BURSCOUGH VILLAGE PRIMARY SCHOOL FUND,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073290,888,BURSCOUGH VILLAGE PRIMARY SCHOOL FUND,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073290,1776,BURSCOUGH VILLAGE PRIMARY SCHOOL FUND,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,12/04/2023,3069608,1924,BUSY BEES PRESTON NHS,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073291,792,BUTTERFLIES PRESCHOOL,
11,11,Add'nl Inclusion Support (AIS),Professional Services,13199,19/04/2023,3073291,1584,BUTTERFLIES PRESCHOOL,
11,11,CLA Work Placements,Trainer/Lecturer Fees,13200,21/04/2023,3077241,1269.29,C M OXENDALE LTD,
11,11,CLA Work Placements,Trainer/Lecturer Fees,13200,25/04/2023,3079917,1157.44,C M OXENDALE LTD,
11,11,Homes For Ukraine Scheme,CYP Direct Payments,15031,25/04/2023,3079920,16666.67,CALICO ENTERPRISE LTD,
11,11,Agency Residential - East,Private Contractors & Other Agencies - Other,14063,19/04/2023,3074379,10192,WOODSIDE HOUSE CARE LTD,
11,11,Agency Residential - East,Private Contractors & Other Agencies - Other,14063,19/04/2023,3074379,10192,WOODSIDE HOUSE CARE LTD,
11,11,Agency Residential - East,Private Contractors & Other Agencies - Other,14063,20/04/2023,3077065,11284,WOODSIDE HOUSE CARE LTD,
11,11,Agency Residential - East,Private Contractors & Other Agencies - Other,14063,20/04/2023,3077065,11284,WOODSIDE HOUSE CARE LTD,
11,11,Agency Residential - East,Private Contractors & Other Agencies - Other,14063,20/04/2023,3077065,11284,WOODSIDE HOUSE CARE LTD,
11,11,Syrian Refugee Fund,CYP Direct Payments,15031,27/04/2023,3081964,2673.17,WORKERS EDUCATIONAL ASSOCIATION,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,20/04/2023,3077078,1812.53,YOUR LIFE YOUR WAY,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,370,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,444,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,296,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,282.86,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,13.14,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,444,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,499.5,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support - NORTH,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,296,YOURCHOICE SEND RESIDENTIALS,
11,11,CWD Agency Family Support-EAST,Private Contractors & Other Agencies - Other,14063,12/04/2023,3071345,999,YOURCHOICE SEND RESIDENTIALS,
11,11,Agency Fostering - Adoption teams,Private Contractors & Other Agencies - Other,14063,05/04/2023,3066419,2642.41,ALPHA PLUS FOSTERING LTD,
11,11,Agency Fostering - Adoption teams,Private Contractors & Other Agencies - Other,14063,05/04/2023,3066419,2989.21,ALPHA PLUS FOSTERING LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060818,3720,ANCHOR FOSTER CARE SERVICES LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060818,3976.99,ANCHOR FOSTER CARE SERVICES LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060818,3917.16,ANCHOR FOSTER CARE SERVICES LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073177,3360,ANCHOR FOSTER CARE SERVICES LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073177,3592.12,ANCHOR FOSTER CARE SERVICES LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,19/04/2023,3073177,3538.08,ANCHOR FOSTER CARE SERVICES LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060992,2785.57,BARNARDO'S NORTH WEST,
11,11,Agency Fostering - Central,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060992,2791.38,BARNARDO'S NORTH WEST,
11,11,Agency Fostering - Central,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060992,2707.65,BARNARDO'S NORTH WEST,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3060992,2801.96,BARNARDO'S NORTH WEST,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,05/04/2023,3066546,3011.43,BARNARDO'S NORTH WEST,
11,11,Agency Fostering - Central,Private Contractors & Other Agencies - Other,14063,25/04/2023,3078817,964.42,BARNARDO'S NORTH WEST,
11,11,Agency Fostering - Central,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080583,14551.58,BY THE BRIDGE NW LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080583,12457.23,BY THE BRIDGE NW LTD,
11,11,Agency Fostering - North,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080583,3156.69,BY THE BRIDGE NW LTD,
11,11,Agency Fostering - Central,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061191,6182.33,CAPSTONE FOSTER CARE (NORTH) LTD,
11,11,Agency Fostering - North,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061191,7772.01,CAPSTONE FOSTER CARE (NORTH) LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061191,9694.01,CAPSTONE FOSTER CARE (NORTH) LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061191,3534,CAPSTONE FOSTER CARE (NORTH) LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061191,3715.66,CAPSTONE FOSTER CARE (NORTH) LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061191,3534,CAPSTONE FOSTER CARE (NORTH) LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,04/04/2023,3061193,8414.33,CARE 4 CHILDREN LTD,
11,11,Agency Fostering - Central,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080598,9575.47,CARITAS CARE LTD,
11,11,Agency Fostering - East,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080598,6802.28,CARITAS CARE LTD,
11,11,Agency Fostering - Burnley,Private Contractors & Other Agencies - Other,14063,26/04/2023,3080629,4942.33,CHILD ACTION NORTHWEST,
11,11,Family Support SGO - Central,Allowances - RO's/SGO's,15033,12/04/2023,3069938,696.64,REDACT,
11,11,Family Support SGO - East,Allowances - RO's/SGO's,15033,12/04/2023,3069939,606.64,REDACT,
