Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Name(T),Supplier Name,VAT Registration Number,Expense Area(T),Expense Code,Expense Code(T)
01/03/2024,60087093,Redacted Personal Data,870,Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
29/02/2024,60087094,493783,"3,767.97",Alliance Foster Care Ltd,RC301194,,Fostering - IFA,R4900,Accommodation Costs
29/02/2024,60087095,493784,"3,634.86",Alliance Foster Care Ltd,RC301194,,Fostering - IFA,R4900,Accommodation Costs
28/02/2024,60087096,222,"12,220.05",Bluebird Care,RC506798,,ASC S&R Homecare OP,R5029,TPP - Home Care
01/03/2024,60087097,14332,"1,664.74",George Walker Tree Care Ltd,RC501703,566 0980 16,Central Maintenance,R2003,R & M - Emergency Works
01/03/2024,60087098,Redacted Personal Data,793.6,Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/03/2024,60087099,Redacted Personal Data,"2,800.00",Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/03/2024,60087100,Redacted Personal Data,"1,073.60",Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/03/2024,60087101,Redacted Personal Data,525,Super Scientists Ltd,RC301671,436 1387 92,Education Otherwise,R4400,Professional Fees
28/02/2024,60087103,122697,"12,017.02",Outcomes First Group,RC501992,,SEN Funding - Independent Special Schools,R5017,TPP - Other
01/03/2024,60087104,INSU00409092,"2,800.00",Savills,RC302697,577 6575 79,Property Asset Review,R4400,Professional Fees
01/03/2024,60087107,111035570,"1,438.52",Abel Alarm Company Ltd,RC504232,399 8033 95,Libraries,R4401,Fees and Charges
01/03/2024,60087109,INV-8282,"8,113.13",SDSA Ltd,RC500865,110 2306 90,SEND AP Programme,R4400,Professional Fees
27/02/2024,60087113,494373,"3,781.02",Jay Fostering Limited,RC501901,,UASC 16-17,R4900,Accommodation Costs
27/02/2024,60087114,SINVFT00026763,"4,416.25",Longhurst Group Ltd,RC502529,326027036,"OT's, Aids & Equipment",R5017,TPP - Other
27/02/2024,60087115,SINVFT00026762,"2,750.00",Longhurst Group Ltd,RC502529,326027036,BCF: Assistive Technology,R4401,Fees and Charges
01/03/2024,60087116,Redacted Personal Data,"4,500.00",Breakwell Sumner Partnership Ltd,RC302497,728401347,Capital Programme Places,R4400,Professional Fees
01/03/2024,60087119,TICS-17711,638.3,Thetford International,RC501171,299 7924 73,Waste Management,R4000,Furniture & Equipment
01/03/2024,60087120,10986946,"1,225.00",The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff
01/03/2024,60087122,CI115401,"1,489.23",Waterman Aspen Ltd,RC301788,GB491408441,Highways Maintenance Contract Procurement,R4400,Professional Fees
01/03/2024,60087123,CI115402,666,Waterman Aspen Ltd,RC301788,GB491408441,Highways Maintenance Contract Procurement,R4400,Professional Fees
01/03/2024,60087124,CI115403,"19,740.00",Waterman Aspen Ltd,RC301788,GB491408441,Highways Maintenance Contract Procurement,R4400,Professional Fees
01/03/2024,60087125,CI115404,"7,658.83",Waterman Aspen Ltd,RC301788,GB491408441,Highways Maintenance Contract Procurement,R4400,Professional Fees
01/03/2024,60087128,SLIVRL0136350,"3,100.00",Vivid Resourcing Ltd,RC302535,GB182819383,Finance,R1100,Agency Staff
01/03/2024,60087129,Redacted Personal Data,"1,112.20",Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/03/2024,60087130,Redacted Personal Data,"1,050.00",Super Scientists Ltd,RC301671,436 1387 92,Education Otherwise,R4400,Professional Fees
01/03/2024,60087131,Redacted Personal Data,"1,052.00",Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
27/02/2024,60087132,RCC0123,"9,353.00",Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care
29/02/2024,60087135,78,"1,520.00",Angel Cars (Peterborough),RC508942,,SEN Transport,R3207,Transport Contract
24/02/2024,60087137,INV-0666,"2,400.00",Rutland Outdoor Education Centre Ltd,RC302505,,SEN Funding EOTAS & Tuition,R4400,Professional Fees
28/02/2024,60087150,901,"1,600.00",Redacted Personal Data,RC509282,,"Training, Confs & Seminars",R4405,Training Charges
01/03/2024,60087151,1308,"1,998.00",Osborne Thomas limited,RC301317,12145768,Directorate Management - Places,R1100,Agency Staff
01/03/2024,60087152,1309,"1,665.00",Osborne Thomas limited,RC301317,12145768,Directorate Management - Places,R1100,Agency Staff
01/03/2024,60087153,1356,"4,479.84",Taxi Direct School Transport,RC302176,402640735,SEN Transport,R3207,Transport Contract
01/03/2024,60087154,2232,"3,040.00",NMI Taxis,RC302542,356508876,SEN Transport,R3207,Transport Contract
01/03/2024,60087155,2233,"4,275.00",NMI Taxis,RC302542,356508876,SEN Transport,R3207,Transport Contract
01/03/2024,60087156,2234,"4,672.00",NMI Taxis,RC302542,356508876,SEN Transport,R3207,Transport Contract
01/03/2024,60087157,2235,"5,580.00",NMI Taxis,RC302542,356508876,Children Looked After Transport,R3207,Transport Contract
01/03/2024,60087158,2236,"3,840.00",NMI Taxis,RC302542,356508876,SEN Transport,R3207,Transport Contract
29/02/2024,60087159,2909,"1,386.00",New Leaf Triangle CIC,RC300536,,Education Otherwise,R4401,Fees and Charges
29/02/2024,60087160,2910,756,New Leaf Triangle CIC,RC300536,,Education Otherwise,R4401,Fees and Charges
29/02/2024,60087161,13503,"2,241.67",Mark Bland Travel Ltd,RC502164,610 5787 48,Public Transport,R5017,TPP - Other
29/02/2024,60087162,13504,"10,983.33",Mark Bland Travel Ltd,RC502164,610 5787 48,Public Transport,R5017,TPP - Other
29/02/2024,60087163,13505,"10,995.83",Mark Bland Travel Ltd,RC502164,610 5787 48,Public Transport,R5017,TPP - Other
29/02/2024,60087164,13506,"4,872.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087165,13507,"3,272.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087166,13508,"3,336.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087167,13509,"2,635.20",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087168,13510,"2,635.20",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087169,13511,"4,788.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087170,13512,"4,620.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087171,13513,"2,242.50",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
29/02/2024,60087172,13514,"7,016.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Home to School Transport,R3207,Transport Contract
01/03/2024,60087173,31735,960,BDA Surveying Ltd,RC301795,824059241,Capital Programme Places,R4400,Professional Fees
01/03/2024,60087174,33555,"4,238.98",DAB Lift & Electrical Services Ltd,RC300100,743 6553 21,Central Maintenance,R2003,R & M - Emergency Works
01/03/2024,60087176,116208,"1,994.79",24x7 Ltd,RC302540,770826611,SEN Transport,R3207,Transport Contract
01/03/2024,60087177,116209,"1,538.40",24x7 Ltd,RC302540,770826611,SEN Transport,R3207,Transport Contract
01/03/2024,60087178,116210,"2,031.36",24x7 Ltd,RC302540,770826611,SEN Transport,R3207,Transport Contract
01/03/2024,60087179,116211,"1,985.55",24x7 Ltd,RC302540,770826611,Adult Social Services Transport,R3207,Transport Contract
01/03/2024,60087180,116212,"1,033.02",24x7 Ltd,RC302540,770826611,Adult Social Services Transport,R3207,Transport Contract
01/03/2024,60087181,116213,"1,527.37",24x7 Ltd,RC302540,770826611,SEN Transport,R3207,Transport Contract
01/03/2024,60087182,116214,"1,487.84",24x7 Ltd,RC302540,770826611,SEN Transport,R3207,Transport Contract
04/03/2024,60087183,Payment Feb 2024,"1,000.00",Redacted Personal Data,RC302341,,SEN Operations,R4401,Fees and Charges
29/02/2024,60087185,92983625,"114,842.00",Nottinghamshire County Council,RC500440,118180094,Disabled Children,R5028,TPP - Residental Care
01/03/2024,60087186,116215,"1,458.72",24x7 Ltd,RC302540,770826611,Home to School Transport,R3207,Transport Contract
01/03/2024,60087187,2024008,"3,000.00",Tricia Nicoll Consulting,RC301974,937709388,DBV Parental Confidence,R4400,Professional Fees
01/03/2024,60087200,64015006,"1,300.00",Local Government Association,RC502106,676 0781 07,Business Intelligence,R4534,Computing - Maintenance Agreements
01/03/2024,60087205,16330,"1,235.00","Inspire Culture, Learning & Libraries (Midlands)",RC302317,232994192,Libraries,R5011,TPP - Local Authorities
01/03/2024,60087207,E2018417899,"2,263.82",Allstar Business Solutions Ltd,RC507815,747 8801 91,Transport Fleet,R3000,Fuel
01/03/2024,60087210,23062/01,"3,960.00",Chord Consult Limited,RC302498,412404840,Capital Programme Places,C1014,Design Services
01/03/2024,60087211,Redacted Personal Data,"2,800.00",Beyond Consult Ltd,RC302113,383 9062 71,Capital Programme Places,R4400,Professional Fees
28/02/2024,60087213,RCC0004DF,"6,429.76",Brooke Priory School Ltd,RC501848,,SEN Funding Maintained Schools and Academies,R5015,TPP - Other Establishments
29/02/2024,60087214,Consultancy - Feb 2024,"6,187.00",Redacted Personal Data,RC301300,,SEN Recovery Plan Expenditure,R4400,Professional Fees
29/02/2024,60087216,1090529,"10,357.14",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
29/02/2024,60087217,1090531,"102,475.00",Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
29/02/2024,60087218,Redacted Personal Data,"15,121.18",TLC Youth Care Ltd,RC301746,,Residential,R4900,Accommodation Costs
01/03/2024,60087219,J078 / 134316 / 12,"20,210.28",Tarmac Trading Ltd,RC507911,143 7761 02,Winter Maintenance,R5009,TPP - Highway`s
01/03/2024,60087220,J078 / 134321 / 136,"49,499.26",Tarmac Trading Ltd,RC507911,143 7761 02,Drainage and Jetting,R5009,TPP - Highway`s
01/03/2024,60087222,J078 / 134321 / 138,"42,791.50",Tarmac Trading Ltd,RC507911,143 7761 02,Safety,R5009,TPP - Highway`s
01/03/2024,60087223,HX15737,"2,812.00",Hydro-X Air Limited,RC302506,254766672,Central Maintenance,R2004,R & M - Programmed
01/03/2024,60087224,J078 / 134321 / 139,"1,315.99",Tarmac Trading Ltd,RC507911,143 7761 02,Street Lighting,R5009,TPP - Highway`s
01/03/2024,60087225,J078 / 134321 / 140,"4,334.30",Tarmac Trading Ltd,RC507911,143 7761 02,Minor Repairs,R5009,TPP - Highway`s
01/03/2024,60087227,J078 / 134321 / 141,"16,815.66",Tarmac Trading Ltd,RC507911,143 7761 02,Highways S38 Income,R5009,TPP - Highway`s
29/02/2024,60087230,INV-0215,"2,927.00",Mark Bland Travel Ltd,RC502164,610 5787 48,Concessionary Travel,R6270,Concessionary fares
29/02/2024,60087231,INV-0216,"6,128.88",Mark Bland Travel Ltd,RC502164,610 5787 48,Concessionary Travel,R6270,Concessionary fares
01/03/2024,60087232,INV-1264,"1,993.75",Truetech Integrated Ltd,RC300629,211796217,CCTV,R4401,Fees and Charges
01/03/2024,60087233,INV-1266,"1,010.00",Truetech Integrated Ltd,RC300629,211796217,CCTV,R4400,Professional Fees
01/03/2024,60087234,R81IN2/00013812,"3,464.16",Action for Children Services Limited,RC301408,589 6295 66,Safeguarding QA,R4400,Professional Fees
01/03/2024,60087236,4748,690,Redacted Personal Data,RC509375,,Recreation and Leisure,R4400,Professional Fees
01/03/2024,60087237,2,800,Birchleaf learning,RC302686,,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/03/2024,60087239,95797,"3,265.86",Park Lodge Project,RC302349,,UASC 16-17,R4900,Accommodation Costs
01/03/2024,60087240,95796,"1,465.66",Park Lodge Project,RC302349,,UASC 16-17,R4900,Accommodation Costs
01/03/2024,60087241,95798,"2,935.36",Park Lodge Project,RC302349,,UASC 16-17,R6293,Asylum Seekers Allowance
29/02/2024,60087242,RCC 02/2/24,"1,120.00",Corby Jet Carz,RC508056,,Home to School Transport,R3207,Transport Contract
01/03/2024,60087243,06-Feb-24,720,Ace Cars Peterborough,RC509239,,SEN Transport,R3207,Transport Contract
01/03/2024,60087244,900253664,"34,019.78",Swarco Uk & Ireland Limited,RC302650,568 3350 22,Capital Programme Places - Highways,C1015,Engineering Works
01/03/2024,60087245,2574,"16,466.54",The Caldecott Foundation,RC509064,,Residential,R4900,Accommodation Costs
29/02/2024,60087246,RCC 02/24,"1,440.00",Corby Jet Carz,RC508056,,Home to School Transport,R3207,Transport Contract
01/03/2024,60087247,2577,"15,972.54",The Caldecott Foundation,RC509064,,Residential,R4900,Accommodation Costs
01/03/2024,60087249,9925,575.88,Take Me (Group) Ltd,RC302541,GB214060558,Inclusion Transport,R3207,Transport Contract
01/03/2024,60087250,9923,"1,983.69",Take Me (Group) Ltd,RC302541,GB214060558,Inclusion Transport,R3207,Transport Contract
01/03/2024,60087252,9939,"2,304.00",Take Me (Group) Ltd,RC302541,GB214060558,SEN Transport,R3207,Transport Contract
01/03/2024,60087253,9926,741.86,Take Me (Group) Ltd,RC302541,GB214060558,Children Looked After Transport,R3207,Transport Contract
01/03/2024,60087256,240286,"1,478.40",Berridge Taxis,RC503277,978 4186 62,SEN Transport,R3207,Transport Contract
29/02/2024,60087257,RCC240229B,"1,440.00",Rutland Cabs,RC500790,230 1201 87,Post 16 Transport,R3207,Transport Contract
01/03/2024,60087258,240287,562.25,Berridge Taxis,RC503277,978 4186 62,Post 16 Transport,R3207,Transport Contract
01/03/2024,60087259,240288,"2,336.00",Berridge Taxis,RC503277,978 4186 62,SEN Transport,R3207,Transport Contract
29/02/2024,60087260,RCC240229C,"1,280.00",Rutland Cabs,RC500790,230 1201 87,SEN Transport,R3207,Transport Contract
01/03/2024,60087262,240296,"2,048.00",Berridge Taxis,RC503277,978 4186 62,Children Looked After Transport,R3207,Transport Contract
01/03/2024,60087265,2402104,868,Berridge Taxis,RC503277,978 4186 62,SEN Transport,R3207,Transport Contract
01/03/2024,60087266,3530,660,Rays Taxis,RC301709,,Children Looked After Transport,R3207,Transport Contract
01/03/2024,60087268,Concessionary Fare FEb 2024,808.24,Delaine Buses Ltd,RC501419,119 2077 80,Concessionary Travel,R6270,Concessionary fares
01/03/2024,60087272,J078 / 134321 / 142,"2,471.54",Tarmac Trading Ltd,RC507911,143 7761 02,Highways Third Party Claims,R5009,TPP - Highway`s
01/03/2024,60087276,1357,"3,199.84",Taxi Direct School Transport,RC302176,402640735,SEN Transport,R3207,Transport Contract
21/02/2024,60087277,300000641,"102,541.41",LCC Pension Fund,RC502023,115 3371 02,Directorate Management ASC,R1800,Redundancy Payments
01/03/2024,60087279,1470,787.5,Skeen Computing Services Limited,RC509489,428 5652 32,Digital Rutland,R4400,Professional Fees
29/02/2024,60087280,6369,"12,704.00",Nesbit Bros Ltd,RC500392,114 5625 90,Home to School Transport,R3207,Transport Contract
01/03/2024,60087281,29927,"1,466.00",Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2004,R & M - Programmed
01/03/2024,60087282,INV-010870,"1,335.00",EME Power Systems Ltd,RC507598,82 8914 007,Oakham Enterprise Park,R2004,R & M - Programmed
29/02/2024,60087283,RC-RCC008,"5,590.00",Rent Connect Housing Ltd,RC302500,,Homelessness,R4900,Accommodation Costs
01/03/2024,60087284,Redacted Personal Data,"2,500.00",Breakwell Sumner Partnership Ltd,RC302497,728401347,Capital Programme Places,C1014,Design Services
29/02/2024,60087285,SN29 - Feb 2024,"1,360.00",1st Call County Taxis,RC509302,,SEN Transport,R3207,Transport Contract
01/03/2024,60087287,SN47 - Feb 2024,"3,199.52",Swift Transport Services 24/7 Ltd,RC302241,,SEN Transport,R3207,Transport Contract
01/03/2024,60087288,SN76 - Feb 2024,"2,672.48",Peterborough Car Ride,RC301291,,SEN Transport,R3207,Transport Contract
05/01/2024,60087289,SINA/00031532,"9,110.90",MacIntyre,RC302694,,SEN Funding EOTAS & Tuition,R4400,Professional Fees
01/03/2024,60087291,5336,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
01/03/2024,60087292,621,"2,080.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087293,622,"2,320.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087294,623,"2,142.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,Adult Social Services Transport,R3207,Transport Contract
01/03/2024,60087295,624,"2,720.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087296,625,"2,480.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087297,626,"3,680.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087298,627,"1,920.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087299,628,"1,920.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087300,629,"2,224.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087301,630,"1,248.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087302,631,"1,800.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087303,632,"1,248.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,Home to School Transport,R3207,Transport Contract
01/03/2024,60087304,633,"4,768.00",Ace Cabs Stamford Ltd,RC500124,184 8594 53,SEN Transport,R3207,Transport Contract
01/03/2024,60087305,634,768,Ace Cabs Stamford Ltd,RC500124,184 8594 53,Home to School Transport,R3207,Transport Contract
02/03/2024,60087307,1672,"2,480.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/03/2024,60087308,1673,"3,824.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/03/2024,60087309,1674,"1,904.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/03/2024,60087310,1675,"1,344.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/03/2024,60087311,1676,"1,173.90",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Inclusion Transport,R3207,Transport Contract
02/03/2024,60087312,1677,"2,304.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Post 16 Transport,R3207,Transport Contract
02/03/2024,60087313,1678,"1,334.88",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Home to School Transport,R3207,Transport Contract
02/03/2024,60087314,1679,"2,472.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,SEN Transport,R3207,Transport Contract
02/03/2024,60087315,1680,"1,824.00",Starline Taxis Stamford Ltd T/A Starline Taxis,RC500962,341 0687 19,Home to School Transport,R3207,Transport Contract
