Supplier Name,Net Amount,Spend Type,Service,Department,Account,Entry Date,Payment type
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"3,028",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,02-Mar-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"3,707",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,24-May-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"6,878",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,17-Mar-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"11,250",Direct Payment To N.S.O       ,Highbury RoundHse -Comm Hub   ,Community Engagement & Wellbeing,General Fund,13-Apr-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"15,000",Direct Payment To N.S.O       ,Youth Commissioning           ,Children & Young People,General Fund,13-Apr-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"15,274",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,17-Mar-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"20,000",Direct Payment To N.S.O       ,HIB RH / Sotheby's Lunch club ,Community Engagement & Wellbeing,General Fund,12-Jan-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"20,000",Direct Payment To N.S.O       ,HIB RH / Sotheby's Lunch club ,Community Engagement & Wellbeing,General Fund,13-Apr-23,Invoiced
HIGHBURY ROUNDHOUSE YOUTH AND COMMUNITY,"21,240",Direct Payment To N.S.O       ,HOLIDAY HUNGER                ,Children & Young People,General Fund,18-May-23,Invoiced
HIGHBURY TIME BANK,561,Grounds Maintenance           ,Nature Conservation           ,Environment & Climate Change,General Fund,24-Apr-23,Invoiced
HIGHBURY TIME BANK,659,Grounds Maintenance           ,Nature Conservation           ,Environment & Climate Change,General Fund,19-Jun-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,500,Direct Payment To N.S.O       ,Coronation Grants             ,Community Engagement & Wellbeing,General Fund,17-Apr-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,500,Direct Payment To N.S.O       ,Coronation Grants             ,Community Engagement & Wellbeing,General Fund,27-Apr-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,500,Direct Payment To N.S.O       ,Coronation Grants             ,Community Engagement & Wellbeing,General Fund,06-May-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,"2,684",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,28-Feb-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,"2,969",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,31-May-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,"4,768",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,30-Apr-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,"10,949",Direct Payment To N.S.O       ,Out of Schl Chld Care and HPS ,Children & Young People,General Fund,16-Mar-23,Invoiced
HILLDROP AREA COMMUNITY ASSOCIATION,"12,500",Direct Payment To N.S.O       ,Hilldrop                      ,Community Engagement & Wellbeing,General Fund,01-Apr-23,Invoiced
HILLIER NURSERIES LTD,"1,719",General Works                 ,Tree Planting Programme       ,Environment & Climate Change,General Fund,14-Jun-23,Invoiced
HILLIER NURSERIES LTD,"2,010",General Works                 ,Tree Planting Programme       ,Environment & Climate Change,General Fund,13-Mar-23,Invoiced
HILLIER NURSERIES LTD,"7,477",General Works                 ,Tree Planting Programme       ,Environment & Climate Change,General Fund,24-Mar-23,Invoiced
HILLIER NURSERIES LTD,"7,821",General Works                 ,Tree Service                  ,Environment & Climate Change,General Fund,13-Mar-23,Invoiced
HILLSIDE CLUBHOUSE,"65,508",Direct Payment To N.S.O       ,MH Employment Service - Remplo,Adult Social Care,General Fund,14-Mar-23,Invoiced
HIREMECH,"1,620",Training - External Courses   ,1 Cottage Road                ,Community Wealth Building,General Fund,03-Mar-23,Invoiced
HI-TEC WASHROOMS SOLUTIONS LTD,"12,228",Buildings-General             ,Urlift Toilets                ,Community Wealth Building,General Fund,04-Apr-23,Invoiced
HJ WHEELER ASSOCIATES Ltd,"2,400",Training - External Courses   ,Registration Of Electors      ,Resources,General Fund,16-May-23,Invoiced
HKA GLOBAL LIMITED,"17,378",General Works                 ,CHP PHASE TWO                 ,Environment & Climate Change,General Fund,27-Apr-23,Invoiced
HOCKFIELD AND CO SOLICITORS,"33,000",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,11-May-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"1,500",Compensation to Tenants       ,Disrepair team                ,Homes & Neighbourhoods,HRA,20-Jun-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"2,000",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,13-Jun-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"2,232",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,05-May-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"2,500",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,20-Jun-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"5,000",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,31-May-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"5,000",Compensation to Tenants       ,Disrepair team                ,Homes & Neighbourhoods,HRA,13-Jun-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"6,500",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,22-Feb-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"10,000",Compensation to Tenants       ,Disrepair team                ,Homes & Neighbourhoods,HRA,26-May-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"10,100",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,22-Mar-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"12,500",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,01-Jun-23,Invoiced
HODGE JONES & ALLEN SOLICITORS,"15,500",Compensation to Tenants       ,Disrepair team                ,Homes & Neighbourhoods,HRA,09-Mar-23,Invoiced
HOLBROOK CO-OP LTD,"4,524",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,13-Feb-23,Invoiced
HOLBROOK CO-OP LTD,"12,548",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,19-Apr-23,Invoiced
HOLBROOK CO-OP LTD,"12,548",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,09-May-23,Invoiced
HOLBROOK CO-OP LTD,"16,176",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,22-Mar-23,Invoiced
HOLISTIC HOUSING AND CARE LTD,"3,346",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Care,General Fund,12-Feb-22,Invoiced
HOLISTIC HOUSING AND CARE LTD,"3,603",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Care,General Fund,27-Feb-23,Invoiced
HOLISTIC HOUSING AND CARE LTD,"3,861",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Care,General Fund,03-May-23,Invoiced
HOLISTIC HOUSING AND CARE LTD,"3,989",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Care,General Fund,27-Feb-23,Invoiced
HOLISTIC HOUSING AND CARE LTD,"3,989",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOLISTIC HOUSING AND CARE LTD,"3,989",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Care,General Fund,02-Jun-23,Invoiced
HOLLOWAY NEIGHBOURHOOD GROUP,"2,000",Direct Payment To N.S.O       ,East Area Committee           ,Community Engagement & Wellbeing,General Fund,11-Apr-23,Invoiced
HOLLOWAY NEIGHBOURHOOD GROUP,"2,160",Direct Payment To N.S.O       ,Preventing Youth Violence     ,Children & Young People,General Fund,19-Jan-23,Invoiced
HOLLOWAY NEIGHBOURHOOD GROUP,"2,700",Direct Payment To N.S.O       ,Preventing Youth Violence     ,Children & Young People,General Fund,10-Feb-23,Invoiced
HOLLOWAY NEIGHBOURHOOD GROUP,"3,313",Purchases General             ,CIL Administration            ,Community Wealth Building,General Fund,27-Mar-23,Invoiced
HOLLOWAY NEIGHBOURHOOD GROUP,"5,000",Direct Payment To N.S.O       ,Holloway N-hood Group - Stress,Community Engagement & Wellbeing,General Fund,03-Apr-23,Invoiced
HOLLOWAY NEIGHBOURHOOD GROUP,"11,250",Direct Payment To N.S.O       ,Holloway N-hood Group - Stress,Community Engagement & Wellbeing,General Fund,03-Apr-23,Invoiced
HOLLOWAY WARD SAFER NEIGHBOURHOOD STEERI,500,Direct Payment To N.S.O       ,Coronation Grants             ,Community Engagement & Wellbeing,General Fund,27-Apr-23,Invoiced
HOME CONNECTIONS,"1,500",General Fees & Services       ,Housing Aid Centre Mgt        ,Homes & Neighbourhoods,General Fund,01-Mar-23,Invoiced
HOME CONNECTIONS,"6,000",General Fees & Services       ,Housing Aid Centre Mgt        ,Homes & Neighbourhoods,General Fund,31-May-23,Invoiced
HOME CONNECTIONS,"22,500",General Fees & Services       ,Housing Aid Centre Mgt        ,Homes & Neighbourhoods,General Fund,01-Apr-23,Invoiced
HOME CONNECTIONS,"42,886",General Fees & Services       ,Housing Aid Centre Mgt        ,Homes & Neighbourhoods,General Fund,01-Apr-23,Invoiced
Homecare Alliance Limited,560,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,604,Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,613,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,691,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,700,Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,700,Non Lbi Domiciliary Care      ,Mental Health Support 75-84   ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,735,Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,805,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,814,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,906,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,906,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,923,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,932,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,941,Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,954,Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,980,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,980,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,980,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"1,103",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,30-Jan-23,Invoiced
Homecare Alliance Limited,"1,103",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"1,103",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,103",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"1,103",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"1,225",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,225",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"1,225",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"1,225",Non Lbi Domiciliary Care      ,Mental Health Support 75-84   ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"1,243",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"1,243",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,243",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"1,243",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"1,295",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,15-Aug-22,Invoiced
Homecare Alliance Limited,"1,295",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,30-Jan-23,Invoiced
Homecare Alliance Limited,"1,295",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"1,295",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,330",Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,05-Dec-22,Invoiced
Homecare Alliance Limited,"1,330",Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,02-Jan-23,Invoiced
Homecare Alliance Limited,"1,330",Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"1,330",Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,330",Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,15-Aug-22,Invoiced
Homecare Alliance Limited,"1,400",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"1,400",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,400",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"1,400",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"1,575",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"1,575",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"1,698",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,10-Oct-22,Invoiced
Homecare Alliance Limited,"2,034",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"2,170",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"2,205",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"2,205",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"2,205",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"2,249",Non Lbi Domiciliary Care      ,Mental Health Support 18-64   ,Adult Social Care,General Fund,05-Dec-22,Invoiced
Homecare Alliance Limited,"2,345",Non Lbi Domiciliary Care      ,Mental Health Support 18-64   ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"2,345",Non Lbi Domiciliary Care      ,Mental Health Support 18-64   ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"2,345",Non Lbi Domiciliary Care      ,Mental Health Support 18-64   ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"2,345",Non Lbi Domiciliary Care      ,Mental Health Support 18-64   ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"2,433",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"2,433",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"2,433",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"2,433",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"2,695",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"2,695",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"2,695",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,22-May-23,Invoiced
Homecare Alliance Limited,"2,704",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"2,713",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"2,940",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Feb-23,Invoiced
Homecare Alliance Limited,"3,920",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,30-Jan-23,Invoiced
Homecare Alliance Limited,"4,200",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"4,410",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,27-Mar-23,Invoiced
Homecare Alliance Limited,"4,410",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,24-Apr-23,Invoiced
Homecare Alliance Limited,"4,410",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,22-May-23,Invoiced
HOMEDOT CARE,504,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,505,Non Lbi Domiciliary Care      ,Mental Health Support 85+     ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,513,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,514,Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,518,Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,518,Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,518,Non Lbi Domiciliary Care      ,Mental Health Support 65-74   ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,523,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,523,Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,523,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,526,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,526,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,526,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,531,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,531,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,538,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,538,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,539,Non Lbi Domiciliary Care      ,Homecare Block Contract       ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,543,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,546,Non Lbi Domiciliary Care      ,IBCF Developing Com Resilience,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,546,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,554,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,556,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,556,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,556,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,563,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,563,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,563,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,570,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,23-Feb-23,Invoiced
HOMEDOT CARE,570,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,06-Mar-23,Invoiced
HOMEDOT CARE,570,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,579,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,589,Non Lbi Domiciliary Care      ,Mental Health Support 18-64   ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,589,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,03-Apr-23,Invoiced
HOMEDOT CARE,590,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,29-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,595,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,01-May-23,Invoiced
HOMEDOT CARE,597,Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Care,General Fund,20-Nov-22,Invoiced
HOMEDOT CARE,597,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,29-May-23,Invoiced
