Supplier Name,Net Amount,Spend Type,Service,Department,Account,Entry Date,Payment type
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,380",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,19-Jan-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,386",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,450",Grounds Maintenance           ,PFI-1 Payments                ,Homes & Neighbourhoods,HRA,31-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,606",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,648",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,738",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"2,189",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"2,189",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"2,238",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"2,334",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"2,420",Repair & Maintenance-General  ,PFI-1 Payments                ,Homes & Neighbourhoods,HRA,31-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"3,180",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"3,216",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"4,101",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"4,543",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"4,830",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,010",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,395",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,506",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,527",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,527",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,597",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,661",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"5,748",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"6,039",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"6,617",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"6,666",General Fees & Services       ,Aids & Adaptn. Soc Serv CC'S  ,Homes & Neighbourhoods,HRA,20-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"884,326",PFI Service Charge            ,PFI-1 Payments                ,Homes & Neighbourhoods,HRA,13-Mar-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,124,838",PFI Service Charge            ,PFI-1 Payments                ,Homes & Neighbourhoods,HRA,12-Apr-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,262,317",PFI Service Charge            ,PFI-1 Payments                ,Homes & Neighbourhoods,HRA,12-Jun-23,Invoiced
PARTNERS FOR IMPROVEMENT IN ISLINGTON,"1,424,528",PFI Service Charge            ,PFI-1 Payments                ,Homes & Neighbourhoods,HRA,12-May-23,Invoiced
PARTSPLUS,561,Vehicle-Other Maintenance     ,GROUNDS MAINTENANCE           ,Environment & Climate Change,General Fund,23-Feb-23,Invoiced
PARTSPLUS,698,Vehicle-Other Maintenance     ,St. John Street Caretakers    ,Homes & Neighbourhoods,HRA,28-Mar-23,Invoiced
PARTSPLUS,826,Vehicle-Other Maintenance     ,Fleet Recharges               ,Environment & Climate Change,General Fund,23-Feb-23,Invoiced
PATHWAYANALYTICS,"1,625",Health/Hospital Authorities   ,Extra Sexual Health Budget    ,Public Health,General Fund,17-May-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,500,General Fees & Services       ,Warmth on prescription        ,Homes & Neighbourhoods,General Fund,15-Jun-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,877,Buildings-General             ,190-198 Fairbridge Road       ,Community Wealth Building,General Fund,12-Apr-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"1,089",Buildings-General             ,Performance & Improvement     ,Environment & Climate Change,General Fund,18-May-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"1,280",Buildings-General             ,190-198 Fairbridge Road       ,Community Wealth Building,General Fund,30-May-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"2,600",General Works                 ,HWY-Mount View Road           ,Environment & Climate Change,General Fund,07-Mar-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"2,600",General Works                 ,HWY-Mount View Road           ,Environment & Climate Change,General Fund,04-Apr-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"2,600",General Works                 ,HWY-Mount View Road           ,Environment & Climate Change,General Fund,02-May-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"2,600",General Works                 ,HWY-Mount View Road           ,Environment & Climate Change,General Fund,30-May-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"2,920",Buildings-General             ,Performance & Improvement     ,Environment & Climate Change,General Fund,08-Mar-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"3,220",General Works                 ,Town Hall Brickwork           ,Community Wealth Building,General Fund,02-Mar-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"3,300",Buildings-General             ,Performance & Improvement     ,Environment & Climate Change,General Fund,06-Jun-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"3,405",Activities                    ,Energy Doctor                 ,Environment & Climate Change,General Fund,15-Feb-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"5,275",Activities                    ,Energy Doctor                 ,Environment & Climate Change,General Fund,12-Apr-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"5,379",Buildings-General             ,1 Cottage Road                ,Community Wealth Building,General Fund,18-May-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"8,235",Activities                    ,Energy Doctor                 ,Environment & Climate Change,General Fund,02-Mar-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"9,490",Activities                    ,Energy Doctor                 ,Environment & Climate Change,General Fund,08-Mar-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"10,915",Activities                    ,Energy Doctor                 ,Environment & Climate Change,General Fund,12-Apr-22,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"21,234",General Works                 ,Warmth on prescription        ,Homes & Neighbourhoods,General Fund,05-Jun-23,Invoiced
PAUL JUBY SPECIALIST CONTRACTORS,"39,000",General Works                 ,Mull Walk & Pritchard Court   ,Environment & Climate Change,General Fund,15-Jun-23,Invoiced
PAY.UK LIMITED,"1,725",General Fees & Services       ,Payroll Services              ,Resources,General Fund,06-Apr-23,Invoiced
PD Maintenance,800, Special Contractors          ,Residential Management Exp    ,Homes & Neighbourhoods,HRA,08-May-23,Invoiced
PD Maintenance,860, Special Contractors          ,Residential Management Exp    ,Homes & Neighbourhoods,HRA,11-Dec-21,Invoiced
PD Maintenance,"1,200", Special Contractors          ,Residential Management Exp    ,Homes & Neighbourhoods,HRA,05-Jun-23,Invoiced
PD Maintenance,"1,650", Special Contractors          ,Residential Management Exp    ,Homes & Neighbourhoods,HRA,08-May-23,Invoiced
PDP,"1,093",Training - External Courses   ,Information Governance        ,Resources,General Fund,04-May-23,Invoiced
PEABODY TRUST,677,Residential - Care            ,Barnsbury Park (Supp Accom)   ,Adult Social Care,General Fund,13-Feb-23,Invoiced
PEABODY TRUST,677,Supported Accommodation       ,Barnsbury Park (Supp Accom)   ,Adult Social Care,General Fund,06-Mar-23,Invoiced
PEABODY TRUST,733,Supported Accommodation       ,Post 18 Asylum                ,Children & Young People,General Fund,22-Feb-23,Invoiced
PEABODY TRUST,752,Supported Accommodation       ,Barnsbury Park (Supp Accom)   ,Adult Social Care,General Fund,06-Apr-23,Invoiced
PEABODY TRUST,807,Supported Accommodation       ,Post 18 Asylum                ,Children & Young People,General Fund,22-Feb-23,Invoiced
PEABODY TRUST,807,Supported Accommodation       ,Post 18 Asylum                ,Children & Young People,General Fund,22-Mar-23,Invoiced
PEABODY TRUST,812,Supported Accommodation       ,Post 18 Asylum                ,Children & Young People,General Fund,23-Mar-23,Invoiced
PEABODY TRUST,812,Supported Accommodation       ,Post 18 Asylum                ,Children & Young People,General Fund,08-Feb-23,Invoiced
PEABODY TRUST,819,Ground Rents                  ,Lease&Ground Rents-HRA        ,Homes & Neighbourhoods,HRA,18-Feb-23,Invoiced
PEABODY TRUST,838,Supported Accommodation       ,UASC: 16-18 YRS (CAT)         ,Children & Young People,General Fund,08-Feb-23,Invoiced
PEABODY TRUST,838,Supported Accommodation       ,UASC: 16-18 YRS (CAT)         ,Children & Young People,General Fund,08-Feb-23,Invoiced
PEABODY TRUST,838,Supported Accommodation       ,UASC: 16-18 YRS (CAT)         ,Children & Young People,General Fund,22-Feb-23,Invoiced
PEABODY TRUST,838,Supported Accommodation       ,UASC: 16-18 YRS (CAT)         ,Children & Young People,General Fund,23-Mar-23,Invoiced
PEABODY TRUST,999,Ground Rents                  ,Lease&Ground Rents-HRA        ,Homes & Neighbourhoods,HRA,01-Mar-23,Invoiced
PEABODY TRUST,"1,009",Supported Accommodation       ,Post 18 Asylum                ,Children & Young People,General Fund,08-Feb-23,Invoiced
PEABODY TRUST,"1,047",Supported Accommodation       ,UASC: 16-18 YRS (CAT)         ,Children & Young People,General Fund,08-Feb-23,Invoiced
PEABODY TRUST,"1,457",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Care,General Fund,22-Feb-23,Invoiced
PEABODY TRUST,"1,457",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Care,General Fund,23-Mar-23,Invoiced
PEABODY TRUST,"4,384",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,28-Mar-23,Invoiced
PEABODY TRUST,"4,688",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,30-Mar-23,Invoiced
PEABODY TRUST,"4,693",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,28-Mar-23,Invoiced
PEABODY TRUST,"5,032",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,28-Mar-23,Invoiced
PEABODY TRUST,"5,043",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,27-Mar-23,Invoiced
PEABODY TRUST,"5,072",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,28-Mar-23,Invoiced
PEABODY TRUST,"6,117",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,27-Mar-23,Invoiced
PEABODY TRUST,"6,267",Client Equipment & Supplies   ,Disabled Facilities Grants    ,Environment & Climate Change,General Fund,28-Mar-23,Invoiced
PEABODY TRUST,"38,835",Private Sector Provision      ,North London Hsg Partnership  ,Homes & Neighbourhoods,General Fund,23-May-23,Invoiced
PEDAL POWER,"4,999",Purchases General             ,TFL-CS-Cycle Training         ,Environment & Climate Change,General Fund,07-Mar-23,Invoiced
PEDAL POWER,"4,999",Purchases General             ,TFL-CS-Cycle Training         ,Environment & Climate Change,General Fund,07-Mar-23,Invoiced
PEDDLE MY WHEELS LTD.,"1,200",Purchases General             ,TFL-CS-Cycle Training         ,Environment & Climate Change,General Fund,09-Jun-23,Invoiced
PEDDLE MY WHEELS LTD.,"25,850",General Fees & Services       ,Inclusive Economy             ,Community Wealth Building,General Fund,09-May-23,Invoiced
PEEL SOLUTIONS,650,Training - External Courses   ,Safeguarding Adults           ,Adult Social Care,General Fund,25-May-23,Invoiced
PEEL SOLUTIONS,650,Training - External Courses   ,Safeguarding Adults           ,Adult Social Care,General Fund,09-Jun-23,Invoiced
PELLINGS LLP,600,Disbursements (Court Fees Etc),Disrepair team                ,Homes & Neighbourhoods,HRA,21-Apr-23,Invoiced
PELLINGS LLP,950,Disbursements (Court Fees Etc),Disrepair team                ,Homes & Neighbourhoods,HRA,06-Mar-23,Invoiced
PELSIS LIMITED,"1,864",Consumable Materials          ,Pest Control                  ,Environment & Climate Change,General Fund,07-Mar-23,Invoiced
PENNA PLC,"2,400",Consultants - Fees            ,D & ADs                       ,Community Engagement & Wellbeing,General Fund,04-Jan-23,Invoiced
PENNA PLC,"4,165",General Fees & Services       ,Public health leadership      ,Public Health,General Fund,28-Apr-23,Invoiced
PENNA PLC,"4,165",General Fees & Services       ,Public health leadership      ,Public Health,General Fund,14-Jun-23,Invoiced
PENNA PLC,"11,442",General Fees & Services       ,Public health leadership      ,Public Health,General Fund,11-May-23,Invoiced
PENNA PLC,"14,900",Consultants - Fees            ,Fairer Together Management    ,Community Engagement & Wellbeing,General Fund,20-Oct-22,Invoiced
Pennies Day Nursey,543,Direct Payment To N.S.O       ,Children In Need - PEL        ,Children & Young People,General Fund,29-Mar-23,Invoiced
Pennies Day Nursey,815,Direct Payment To N.S.O       ,Children In Need - PEL        ,Children & Young People,General Fund,29-Mar-23,Invoiced
Pennies Day Nursey,"1,222",Direct Payment To N.S.O       ,Children In Need - PEL        ,Children & Young People,General Fund,11-May-23,Invoiced
PENTA-A SERVICES,746,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,28-Feb-23,Invoiced
PENTA-A SERVICES,760,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-Jun-23,Invoiced
PENTA-A SERVICES,821,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,05-Apr-23,Invoiced
PENTA-A SERVICES,908,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,01-May-23,Invoiced
PENTA-A SERVICES,909,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Care,General Fund,01-Jun-23,Invoiced
PENTA-A SERVICES,"1,287",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PENTA-A SERVICES,"1,676",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Care,General Fund,01-May-23,Invoiced
PERFECT CIRCLE JV LTD,"1,653",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,26-Jan-23,Invoiced
PERFECT CIRCLE JV LTD,"6,099",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,16-Feb-23,Invoiced
PERFECT CIRCLE JV LTD,"10,082", Special Contractors          ,CWB Capital Delivery Team     ,Community Engagement & Wellbeing,General Fund,31-May-23,Invoiced
PERFECT CIRCLE JV LTD,"12,028",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,16-Feb-23,Invoiced
PERFECT CIRCLE JV LTD,"14,657",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,02-Mar-23,Invoiced
PERFECT CIRCLE JV LTD,"16,966",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,31-Mar-23,Invoiced
PERFECT CIRCLE JV LTD,"20,888",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,31-Mar-23,Invoiced
PERFECT CIRCLE JV LTD,"21,502", Special Contractors          ,CWB Capital Delivery Team     ,Community Engagement & Wellbeing,General Fund,28-Apr-23,Invoiced
PERFECT CIRCLE JV LTD,"25,412", Special Contractors          ,CWB Capital Delivery Team     ,Community Engagement & Wellbeing,General Fund,28-Feb-23,Invoiced
PERFECT CIRCLE JV LTD,"33,724", Special Contractors          ,CWB Capital Delivery Team     ,Community Engagement & Wellbeing,General Fund,28-Mar-23,Invoiced
PERFECT CIRCLE JV LTD,"158,413",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,02-Feb-23,Invoiced
PERFECT CIRCLE JV LTD,"202,989",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,31-Mar-23,Invoiced
PERFECT CIRCLE JV LTD,"324,414",General Works                 ,Finsbury Centre Project       ,Community Wealth Building,General Fund,06-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"1,600",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"1,700",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"1,728",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"1,900",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"2,800",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,27-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"2,800",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-May-23,Invoiced
PERSON CENTRED CARE HOMES,"2,800",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,27-Feb-23,Invoiced
PERSON CENTRED CARE HOMES,"3,040",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"3,040",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"3,040",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"3,192",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"3,192",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"3,192",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"3,283",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"3,283",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"3,283",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"3,496",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"3,496",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"3,496",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"3,792",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"3,792",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,095",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"4,240",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,240",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,452",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"4,503",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,579",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"4,579",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"4,740",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,29-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,876",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,876",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PERSON CENTRED CARE HOMES,"4,977",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Jan-23,Invoiced
PERSON CENTRED CARE HOMES,"5,119",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,30-Apr-23,Invoiced
PERSON CENTRED CARE HOMES,"5,451",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Care,General Fund,31-Mar-23,Invoiced
PETALOUDA CONSULTANCY LTD,827,Private Sector Provision      ,Family Group Conferences      ,Children & Young People,General Fund,18-Apr-23,Invoiced
PETALOUDA CONSULTANCY LTD,"1,554",Private Sector Provision      ,Family Group Conferences      ,Children & Young People,General Fund,28-May-23,Invoiced
Peter Barber Architects Ltd,"10,500",Consultants - Fees            ,New Build                     ,Homes & Neighbourhoods,HRA,22-Mar-23,Invoiced
PETERS LTD,540,Library Books                 ,Education Library Service     ,Community Engagement & Wellbeing,General Fund,23-May-23,Invoiced
PETERS LTD,868,Library Books                 ,Education Library Service     ,Community Engagement & Wellbeing,General Fund,21-Mar-23,Invoiced
PETERS LTD,967,Library Books                 ,Education Library Service     ,Community Engagement & Wellbeing,General Fund,17-Feb-23,Invoiced
PETERS LTD,"1,141",Library Books                 ,Education Library Service     ,Community Engagement & Wellbeing,General Fund,30-May-23,Invoiced
PETERS LTD,"1,745",Library Books                 ,Education Library Service     ,Community Engagement & Wellbeing,General Fund,30-May-23,Invoiced
PH JONES LTD,"41,776", Individual Heating (South)   ,Individual Gas                ,Homes & Neighbourhoods,HRA,12-Mar-23,Invoiced
PH JONES LTD,"41,776", Individual Heating (South)   ,Individual Gas                ,Homes & Neighbourhoods,HRA,19-Mar-23,Invoiced
PH JONES LTD,"41,776", Individual Heating (South)   ,Individual Gas                ,Homes & Neighbourhoods,HRA,09-Apr-23,Invoiced
PH JONES LTD,"41,776", Individual Heating (South)   ,Individual Gas                ,Homes & Neighbourhoods,HRA,28-May-23,Invoiced
Philip Deane Associates Ltd,"1,050",Structural Engineer-Fees      ,173 HIGHBURY QUADRANT         ,Homes & Neighbourhoods,General Fund,31-May-23,Invoiced
PHOENIX CONSULTANCY,596,Disbursements (Court Fees Etc),Legal Services costs          ,Homes & Neighbourhoods,HRA,08-Jun-23,Invoiced
PHOENIX CONSULTANCY,615,Disbursements (Court Fees Etc),Legal Services Recharge       ,Adult Social Care,General Fund,16-Mar-23,Invoiced
PHOENIX SOFTWARE LTD,761,Software Purchase             ,GROUNDS MAINTENANCE           ,Environment & Climate Change,General Fund,14-Mar-23,Invoiced
PHOENIX SOFTWARE LTD,"3,093",Software Purchase             ,Development Control           ,Community Wealth Building,General Fund,12-May-23,Invoiced
PHOENIX SOFTWARE LTD,"4,171",Hardware Purchase             ,Cap Prog Delivery - Capital   ,Homes & Neighbourhoods,HRA,10-Feb-23,Invoiced
PHOENIX SOFTWARE LTD,"4,628",Software Purchase             ,Development Control           ,Community Wealth Building,General Fund,31-May-23,Invoiced
PHOENIX SOFTWARE LTD,"21,895",Software Purchase             ,Commercial and Risk           ,Resources,General Fund,13-Feb-23,Invoiced
PHOENIX SOFTWARE LTD,"28,602",Software Purchase             ,Commercial and Risk           ,Resources,General Fund,14-Mar-23,Invoiced
PHOENIX SOFTWARE LTD,"31,901",Software Purchase             ,Commercial and Risk           ,Resources,General Fund,20-Apr-23,Invoiced
PHOENIX SOFTWARE LTD,"33,506",Software Purchase             ,Commercial and Risk           ,Resources,General Fund,18-May-23,Invoiced
PHOTOSYMBOLS LTD,"1,500",Sundry Subscriptions          ,Learn  Disabilities -Admin    ,Adult Social Care,General Fund,11-Apr-23,Invoiced
PHS GROUP LTD,638,General Fees & Services       ,4 Orchard Close (Res Care)    ,Adult Social Care,General Fund,25-Feb-23,Invoiced
PHS GROUP LTD,638,General Fees & Services       ,4 Orchard Close (Res Care)    ,Adult Social Care,General Fund,27-May-23,Invoiced
PHS GROUP LTD,791,General Rents                 ,28a King Henry's Walk Respite ,Adult Social Care,General Fund,22-Mar-23,Invoiced
