Supplier Name, Net Amount ,Spend Type,Service,Department,Account,Entry Date,Payment type
Gails Finsbury Park, 9.50 ,Purchases General,COMMUNITY SAFETY - E&R,Homes & Neighbourhoods,General Fund,11 Oct 23,Purchase Card
Gails Islington, 16.00 ,Purchases General,PAUSE,Children & Young People,General Fund,13 Oct 23,Purchase Card
GAIN CTRL," 12,500.00 ",Direct Payment To N.S.O       ,Youth Commissioning           ,Children & Young People,General Fund,15 Nov 23,Invoiced
GAIN CTRL," 12,500.00 ",Direct Payment To N.S.O       ,Youth Commissioning           ,Children & Young People,General Fund,15 Nov 23,Invoiced
GALPIN'S SERVICES LTD, 810.00 ,Taxi / MiniCab Fares          ,CLA Team 2                    ,Children & Young People,General Fund,12 Dec 23,Invoiced
GALPIN'S SERVICES LTD, 953.89 ,Extras For Children Fostered  ,CLA Team 2                    ,Children & Young People,General Fund,8 Nov 23,Invoiced
GAMBIER HOUSE TMO LTD," 13,857.64 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,10 Oct 23,Invoiced
GAMBIER HOUSE TMO LTD," 13,857.64 ",Buildings-General             ,Housing Coops                 ,Homes & Neighbourhoods,HRA,6 Nov 23,Invoiced
GARAGE DOORS (LONDON) LTD, 725.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,5 Oct 23,Invoiced
GARAGE DOORS (LONDON) LTD, 725.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,5 Oct 23,Invoiced
GARAGE DOORS (LONDON) LTD, 725.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,2 Nov 23,Invoiced
GARAGE DOORS (LONDON) LTD, 725.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,30 Nov 23,Invoiced
GARAGE DOORS (LONDON) LTD, 725.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GARAGE DOORS (LONDON) LTD, 750.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,27 Sep 23,Invoiced
GARAGE DOORS (LONDON) LTD, 750.00 , Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,17 Oct 23,Invoiced
GARAGE DOORS (LONDON) LTD," 1,460.00 ", Special Contractors          ,Estate Maintenance Team       ,Homes & Neighbourhoods,HRA,26 Sep 23,Invoiced
Garnash Ltd, 8.23 ,Purchases General,Safeguarding Adults,Adult Social Services,General Fund,6 Nov 23,Purchase Card
Garnash Ltd, 16.40 ,Purchases General,Transformation Commissioning,Adult Social Services,General Fund,9 Nov 23,Purchase Card
Garnash Ltd, 6.60 ,Purchases General,F.M. TEAM 2,Community Wealth Building,General Fund,2 Nov 23,Purchase Card
Garnash Ltd, 4.57 ,Purchases General,F.M. TEAM 2,Community Wealth Building,General Fund,14 Nov 23,Purchase Card
Garnash Ltd, 4.40 ,Purchases General,F.M. TEAM 2,Community Wealth Building,General Fund,9 Nov 23,Purchase Card
Garnash Ltd, 6.71 ,Purchases General,F.M. TEAM 2,Community Wealth Building,General Fund,8 Nov 23,Purchase Card
Garnash Ltd, 6.80 ,Purchases General,F.M. TEAM 2,Community Wealth Building,General Fund,6 Nov 23,Purchase Card
Garnash Ltd, 2.25 ,Provisions,Islington Assembly Hall,Community Wealth Building,General Fund,25 Oct 23,Purchase Card
Garnash Ltd, 2.25 ,Purchases General,Islington Assembly Hall,Community Wealth Building,General Fund,7 Nov 23,Purchase Card
Garnash Ltd, 8.25 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,23 Oct 23,Purchase Card
Garnash Ltd, 8.50 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,16 Oct 23,Purchase Card
Garnash Ltd, 8.55 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,9 Oct 23,Purchase Card
Garnash Ltd, 4.12 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,5 Oct 23,Purchase Card
Garnash Ltd, 6.60 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,20 Nov 23,Purchase Card
Garnash Ltd, 6.60 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,13 Nov 23,Purchase Card
Garnash Ltd, 6.50 ,Purchases General,Islington Town Hall,Community Wealth Building,General Fund,8 Nov 23,Purchase Card
Garnash Ltd, 1.75 ,Purchases General,Bright Start Islington East,Children & Young People,General Fund,13 Nov 23,Purchase Card
Garnash Ltd, 4.27 ,Purchases General,Equalities Team               ,Community Engagement & Wellbeing,General Fund,24 Nov 23,Purchase Card
Garnash Ltd, 42.54 ,Purchases General,Equalities Team               ,Community Engagement & Wellbeing,General Fund,24 Nov 23,Purchase Card
Garnash Ltd, 16.31 ,Purchases General,Equalities Team               ,Community Engagement & Wellbeing,General Fund,23 Nov 23,Purchase Card
Garnash Ltd, 1.37 ,Purchases General,Homes for Ukraine (Funded)    ,Homes & Neighbourhoods,General Fund,16 Oct 23,Purchase Card
Garnash Ltd, 4.50 ,Client Expenses,Rough Sleeping,Homes & Neighbourhoods,General Fund,23 Oct 23,Purchase Card
Garnash Ltd, 10.00 ,Purchases General,Rough Sleeping,Homes & Neighbourhoods,General Fund,11 Oct 23,Purchase Card
Garnash Ltd, 10.00 ,Purchases General,Rough Sleeping,Homes & Neighbourhoods,General Fund,30 Nov 23,Purchase Card
Garnash Ltd, 19.43 ,Purchases General,Rough Sleeping,Homes & Neighbourhoods,General Fund,28 Nov 23,Purchase Card
Garnash Ltd, 10.00 ,Purchases General,Rough Sleeping,Homes & Neighbourhoods,General Fund,22 Nov 23,Purchase Card
Garnash Ltd, 26.94 ,Purchases General,Universal Housing Services,Homes & Neighbourhoods,HRA,25 Oct 23,Purchase Card
Garnash Ltd, 7.30 ,Purchases General,Universal Housing Services,Homes & Neighbourhoods,HRA,25 Oct 23,Purchase Card
Garnash Ltd, 6.50 ,Mayors Allowance,Members Allowances,Resources,General Fund,12 Oct 23,Purchase Card
Garnash Ltd, 8.75 ,Training - External Courses,Members Allowances,Resources,General Fund,6 Nov 23,Purchase Card
Garnash Ltd, 18.62 ,Purchases General,Members Services,Resources,General Fund,7 Nov 23,Purchase Card
GAS ALARM SYSTEMS," 64,502.05 ",General Works                 ,C&M WRC C&M                   ,Community Wealth Building                 ,General Fund,15 Dec 23,Invoiced
GATEHOUSE CHAMBERS LIMITED," 1,000.00 ",Use Of Counsel-Barristers Fees,Disrepair team                ,Homes & Neighbourhoods,HRA,20 Oct 23,Invoiced
Gazeboshop," 1,218.70 ",General Fees & Services       ,Festive Lighting              ,Environment & Climate Change,General Fund,15 Dec 23,Invoiced
Gcs For Business," 2,500.00 ",Grants and Awards,Schools HR & Payroll,Children & Young People,General Fund,21 Nov 23,Purchase Card
GDL Plumbing Limited," 4,019.00 ",Other- Fees                   ,King's Square Estate Phase 2  ,Homes & Neighbourhoods,HRA,2 Nov 23,Invoiced
GEA REFRIGERATION UK LIMITED, 660.00 , Planned Maintenance          ,Bunhill Energy Centre         ,Environment & Climate Change,General Fund,8 Dec 23,Invoiced
GEA REFRIGERATION UK LIMITED, 970.26 , Planned Maintenance          ,Bunhill Energy Centre         ,Environment & Climate Change,General Fund,6 Nov 23,Invoiced
GEA REFRIGERATION UK LIMITED," 1,574.83 ", Planned Maintenance          ,Bunhill Energy Centre         ,Environment & Climate Change,General Fund,13 Nov 23,Invoiced
GEA REFRIGERATION UK LIMITED," 1,574.83 ", Planned Maintenance          ,Bunhill Energy Centre         ,Environment & Climate Change,General Fund,7 Dec 23,Invoiced
GEA REFRIGERATION UK LIMITED," 1,574.84 ", Planned Maintenance          ,Bunhill Energy Centre         ,Environment & Climate Change,General Fund,17 Oct 23,Invoiced
GEA REFRIGERATION UK LIMITED," 2,320.00 ", Planned Maintenance          ,Bunhill Energy Centre         ,Environment & Climate Change,General Fund,8 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 504.64 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 505.06 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 509.33 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 511.54 ,Individual Heating (North)    ,In-house Gas Service          ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 523.25 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 523.25 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 523.25 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.28 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 527.75 ,Individual Heating (North)    ,In-house Gas Service          ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 532.08 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 534.40 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 545.92 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 549.98 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 549.98 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 549.98 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,11 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 552.16 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 555.45 , Group Heating                ,M&E -Heating & Water(Comm)    ,Homes & Neighbourhoods,General Fund,2 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 558.96 ,Individual Heating (North)    ,In-house Gas Service          ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 559.40 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 562.39 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 565.96 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 568.76 ,Individual Heating (North)    ,In-house Gas Service          ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 570.67 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 570.67 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 570.67 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 570.67 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 570.67 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 573.10 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,23 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 573.70 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 573.70 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 573.70 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 582.48 , Group Heating                ,M&E -Heating & Water(Comm)    ,Homes & Neighbourhoods,General Fund,11 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 584.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 584.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 592.46 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 592.58 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 593.37 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 593.37 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 593.37 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,11 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 597.72 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 598.93 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 598.93 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 598.93 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 600.85 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,2 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 611.04 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 611.04 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 611.04 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 611.04 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 611.55 , Group Heating                ,M&E -Heating & Water(Comm)    ,Homes & Neighbourhoods,General Fund,2 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 614.06 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 614.06 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 620.19 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 621.13 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 621.13 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,6 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 621.13 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 634.02 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 634.25 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 634.25 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 639.45 ,Individual Heating (North)    ,In-house Gas Service          ,Homes & Neighbourhoods,HRA,6 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 653.85 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 653.85 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 653.85 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 654.43 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 654.43 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 654.43 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 654.43 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 656.55 ,Individual Heating (North)    ,In-house Gas Service          ,Homes & Neighbourhoods,HRA,11 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 658.66 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,23 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 658.92 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,23 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 658.96 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 661.25 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,11 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 668.92 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 673.60 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 673.60 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,6 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 673.60 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 676.43 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 710.75 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,2 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 737.17 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 737.17 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 737.17 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 757.27 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 761.39 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 761.39 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,27 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 761.39 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,11 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 765.44 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 765.44 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 765.44 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 765.44 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,13 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 770.80 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,4 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 775.42 , Group Heating                ,M&E -Heating & Water(Comm)    ,Homes & Neighbourhoods,General Fund,2 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 778.94 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,16 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 780.57 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 780.57 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,30 Oct 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 780.57 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,20 Nov 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 780.57 , Group Heating                ,M&E - Heating & Water         ,Homes & Neighbourhoods,HRA,18 Dec 23,Invoiced
GEM ENVIRONMENTAL BUILDING SERVICE LTD, 783.42 ,Individual Heating (North)    ,Individual Gas                ,Homes & Neighbourhoods,HRA,9 Oct 23,Invoiced
