Supplier Name, Net Amount ,Spend Type,Service,Department,Account,Entry Date,Payment type
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,9 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,9 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,9 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,9 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Noise Pollution,Homes & Neighbourhoods,General Fund,9 Nov 23,Purchase Card
Lul Ticket Machine, 22.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,16 Oct 23,Purchase Card
Lul Ticket Machine, 17.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,15 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Rough Sleeping,Homes & Neighbourhoods,General Fund,15 Nov 23,Purchase Card
Lul Ticket Machine, 10.00 ,Travel By Public Transpt,RSAP Housing First            ,Homes & Neighbourhoods,General Fund,24 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Trading Standards,Homes & Neighbourhoods,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Trading Standards,Homes & Neighbourhoods,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Trading Standards,Homes & Neighbourhoods,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 57.00 ,Travel By Public Transpt,Cap Prog Delivery - Revenue,Homes & Neighbourhoods,HRA,1 Nov 23,Purchase Card
Lul Ticket Machine, 57.00 ,Travel By Public Transpt,Cap Prog Delivery - Revenue,Homes & Neighbourhoods,HRA,1 Nov 23,Purchase Card
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Cap Prog Delivery - Revenue,Homes & Neighbourhoods,HRA,8 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Caretaking & Cleaning General,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Caretaking & Cleaning General,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Caretaking & Cleaning General,Homes & Neighbourhoods,HRA,30 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Community Development,Homes & Neighbourhoods,HRA,9 Oct 23,Purchase Card
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,12 Oct 23,Purchase Card
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,12 Oct 23,Purchase Card
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,12 Oct 23,Purchase Card
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,6 Nov 23,Purchase Card
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,6 Nov 23,Purchase Card
Lul Ticket Machine, 41.67 ,Travel By Public Transpt,Estates champion team         ,Homes & Neighbourhoods,HRA,6 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Head of Neighbourhood Services,Homes & Neighbourhoods,HRA,13 Oct 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,2 Nov 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Holland Walk Caretakers,Homes & Neighbourhoods,HRA,22 Nov 23,Purchase Card
Lul Ticket Machine, 12.00 ,Travel By Public Transpt,Housing Investigations Team,Homes & Neighbourhoods,HRA,30 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Housing Investigations Team,Homes & Neighbourhoods,HRA,5 Oct 23,Purchase Card
Lul Ticket Machine, 60.00 ,Travel By Public Transpt,Housing Investigations Team,Homes & Neighbourhoods,HRA,13 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,12 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,11 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,21 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,21 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,In-house Repairs Service,Homes & Neighbourhoods,HRA,30 Nov 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Parking Control,Homes & Neighbourhoods,HRA,16 Nov 23,Purchase Card
Lul Ticket Machine, 15.00 ,Travel By Public Transpt,St. John Street Caretakers,Homes & Neighbourhoods,HRA,10 Nov 23,Purchase Card
Lul Ticket Machine, 25.00 ,Travel By Public Transpt,St. John Street Caretakers,Homes & Neighbourhoods,HRA,10 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,31 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,26 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,24 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,19 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,17 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,10 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,5 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,5 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Targeted Tenant Services,Homes & Neighbourhoods,HRA,3 Oct 23,Purchase Card
Lul Ticket Machine, 66.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,12 Oct 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,12 Oct 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,11 Oct 23,Purchase Card
Lul Ticket Machine, 27.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,27 Nov 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,15 Nov 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Upper Street Caretakers,Homes & Neighbourhoods,HRA,15 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Comm Sfty & Prtnrships Unit,Homes & Neighbourhoods,General Fund,1 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Comm Sfty & Prtnrships Unit,Homes & Neighbourhoods,General Fund,1 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Comm Sfty & Prtnrships Unit,Homes & Neighbourhoods,General Fund,1 Nov 23,Purchase Card
Lul Ticket Machine, 54.00 ,Travel By Public Transpt,Comm Sfty & Prtnrships Unit,Homes & Neighbourhoods,General Fund,1 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Comm Sfty & Prtnrships Unit,Homes & Neighbourhoods,General Fund,1 Nov 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Customer Services Highbury Hse,Homes & Neighbourhoods,HRA,2 Nov 23,Purchase Card
Lul Ticket Machine, 80.00 ,Travel By Public Transpt,Highways - Maintenance,Environment & Climate Change,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 65.00 ,Travel By Public Transpt,Highways - Maintenance,Environment & Climate Change,General Fund,14 Nov 23,Purchase Card
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,18 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,18 Oct 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,3 Oct 23,Purchase Card
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,21 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,21 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,8 Nov 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Lighting - Streetworks,Environment & Climate Change,General Fund,8 Nov 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Nature Conservation,Environment & Climate Change,General Fund,17 Oct 23,Purchase Card
Lul Ticket Machine, 37.00 ,Travel By Public Transpt,Nature Conservation,Environment & Climate Change,General Fund,17 Oct 23,Purchase Card
Lul Ticket Machine, 50.00 ,Travel By Public Transpt,Parks Management,Environment & Climate Change,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 20.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,28 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,24 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,19 Oct 23,Purchase Card
Lul Ticket Machine, 30.00 ,Travel By Public Transpt,Pollution Projects Team,Environment & Climate Change,General Fund,8 Oct 23,Purchase Card
Lul Ticket Machine, 117.20 ,Travel By Public Transpt,Waste Management Support,Environment & Climate Change,General Fund,23 Oct 23,Purchase Card
Lul Ticket Machine, 27.00 ,Client Fares,Historic Legal Enquiries,Corporate,General Fund,27 Oct 23,Purchase Card
Lumivero (UK) Ltd," 1,845.00 ",Software Licences             ,Public health leadership      ,Public Health,General Fund,6 Nov 23,Invoiced
LUSH LANDSCAPES LTD," 1,100.00 ",Purchases General             ,CIL Administration            ,Community Wealth Building,General Fund,13 Nov 23,Invoiced
LUSH LANDSCAPES LTD," 1,925.00 ",Direct Payment To N.S.O       ,Graham St Park Env Imp        ,Environment & Climate Change,General Fund,6 Nov 23,Invoiced
LUSH LANDSCAPES LTD," 5,360.00 ",General Works                 ,Greening the Borough          ,Environment & Climate Change,General Fund,13 Oct 23,Invoiced
LVC," 4,693.47 ",Consumable Materials          ,East Team - Caretakers        ,Homes & Neighbourhoods,HRA,28 Nov 23,Invoiced
LYFTHAUS LIMITED," 4,600.00 ",General Works                 ,Disability Audit              ,Community Wealth Building                 ,General Fund,13 Nov 23,Invoiced
Lyon Leathers Limited, 55.00 ,Purchases General,Education Library Service,Community Engagement & Wellbeing,General Fund,17 Nov 23,Purchase Card
LYRECO UK LTD, 540.09 ,Stationery                    ,New Park Day Centre           ,Adult Social Services,General Fund,6 Nov 23,Invoiced
LYRECO UK LTD, 562.82 ,Stationery                    ,Daylight -Highbury  Day Centre,Adult Social Services,General Fund,4 Dec 23,Invoiced
M&M MAINTENANCE, 660.00 ,Private Sector Provision      ,Parks & Playgrounds Infrastruc,Environment & Climate Change,General Fund,15 Dec 23,Invoiced
M&M MAINTENANCE, 680.00 ,Buildings-General             ,Performance & Improvement     ,Environment & Climate Change,General Fund,6 Nov 23,Invoiced
M&s Simply Food-Ssp,-9.25 ,Client Equipment & Supplies,Historic Legal Enquiries,Corporate,General Fund,10 Oct 23,Purchase Card
M&s Simply Food-Ssp, 18.50 ,Client Equipment & Supplies,Historic Legal Enquiries,Corporate,General Fund,9 Oct 23,Purchase Card
M.A.R.S. MONTESSORI SCHOOLS LIMITED," 5,812.50 ",Direct Payment To N.S.O       ,PVI Nursery Education Funding ,Children & Young People,General Fund,20 Nov 23,Invoiced
M.PARKIN TREE SPECIALISTS LTD.," 49,498.00 ",Private Sector Provision      ,Tree Service                  ,Environment & Climate Change,General Fund,6 Dec 23,Invoiced
M3 HOUSING LTD," 5,605.00 ", Responsive Repairs           ,Voids Clienting Team          ,Homes & Neighbourhoods,HRA,17 Oct 23,Invoiced
MACHEW LLP, 980.00 ,Consultants - Fees            ,Safeguarding Adults           ,Adult Social Services,General Fund,18 Dec 23,Invoiced
MAE BUILDING SERVICES LTD," 2,800.00 ",Repair & Maintenance-General  ,Archway Childrens Centre      ,Children & Young People,General Fund,5 Dec 23,Invoiced
MAE BUILDING SERVICES LTD," 3,500.00 ",Purchases General             ,Willow Children's Centre      ,Children & Young People,General Fund,6 Dec 23,Invoiced
MAGIC HELPING HANDS, 624.00 ,Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,10 Oct 23,Invoiced
MAGIC HELPING HANDS, 641.00 ,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,4 Dec 23,Invoiced
MAGIC HELPING HANDS, 660.50 ,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,3 Nov 23,Invoiced
MAGIC HELPING HANDS, 661.50 ,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,5 Oct 23,Invoiced
MAGIC HELPING HANDS, 875.00 ,SS Dom-Blitz Clean Costs      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,23 Oct 23,Invoiced
MAGIC HELPING HANDS, 901.17 ,Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,23 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,035.50 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,3 Nov 23,Invoiced
MAGIC HELPING HANDS," 1,108.50 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,23 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,126.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,19 Dec 23,Invoiced
MAGIC HELPING HANDS," 1,163.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,12 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,165.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,3 Nov 23,Invoiced
MAGIC HELPING HANDS," 1,169.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,12 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,201.20 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,20 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,202.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,23 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,501.50 ",Continuing Care Clients       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,3 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,575.38 ",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,3 Nov 23,Invoiced
MAGIC HELPING HANDS," 1,652.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,11 Dec 23,Invoiced
MAGIC HELPING HANDS," 1,689.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,20 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,717.88 ",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,19 Dec 23,Invoiced
MAGIC HELPING HANDS," 1,744.50 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,23 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,769.00 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,19 Oct 23,Invoiced
MAGIC HELPING HANDS," 1,783.30 ",Non Lbi Domiciliary Care      ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,10 Oct 23,Invoiced
MAGIC HELPING HANDS," 3,443.08 ",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,4 Dec 23,Invoiced
MAGIC HELPING HANDS," 3,460.79 ",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,5 Oct 23,Invoiced
MAGIC HELPING HANDS," 3,537.29 ",Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,3 Nov 23,Invoiced
MAGIC HELPING HANDS," 4,302.75 ",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Services,General Fund,19 Dec 23,Invoiced
MAGIC HELPING HANDS," 4,309.13 ",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Services,General Fund,5 Oct 23,Invoiced
MAGIC HELPING HANDS," 4,468.88 ",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Services,General Fund,3 Nov 23,Invoiced
MAGIC LIFE LIMITED," 3,910.86 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,20 Oct 23,Invoiced
MAGIC LIFE LIMITED," 4,180.57 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,3 Oct 23,Invoiced
MAGIC LIFE LIMITED," 4,180.57 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,3 Oct 23,Invoiced
MAGIC LIFE LIMITED," 4,958.57 ",Supported Accommodation       ,Physical Support              ,Adult Social Services,General Fund,19 Dec 23,Invoiced
MAGIC LIFE LIMITED," 5,123.86 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,19 Dec 23,Invoiced
MAGIC LIFE LIMITED," 5,763.13 ",Supported Accommodation       ,Substance Misuse Sup 18-64    ,Adult Social Services,General Fund,6 Oct 23,Invoiced
MAGIC LIFE LIMITED," 5,955.23 ",Supported Accommodation       ,Substance Misuse Sup 18-64    ,Adult Social Services,General Fund,26 Sep 23,Invoiced
MAGIC LIFE LIMITED," 15,218.57 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,6 Oct 23,Invoiced
MAGIC LIFE LIMITED," 15,218.57 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,8 Dec 23,Invoiced
MAGIC LIFE LIMITED," 15,725.86 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,26 Sep 23,Invoiced
MAGIC LIFE LIMITED," 15,725.86 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,8 Dec 23,Invoiced
MAGIC LIFE LIMITED," 21,060.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,15 Dec 23,Invoiced
MAGIC LIFE LIMITED," 21,762.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,15 Dec 23,Invoiced
MAGIC LIFE LIMITED," 22,896.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,3 Oct 23,Invoiced
MAGIC LIFE LIMITED," 16,797.34 ",Supported Accommodation       ,Independant Living            ,Children & Young People,General Fund,23 Nov 23,Invoiced
MAGNIFICENT," 4,250.00 ",Client Training & Support Serv,Organisational Development    ,Resources,General Fund,28 Nov 23,Invoiced
MAGNIFICENT," 4,500.00 ",Client Training & Support Serv,Organisational Development    ,Resources,General Fund,28 Nov 23,Invoiced
MAHADEVI YOGA CENTRE, 540.00 ,Activities                    ,New Park Day Centre           ,Adult Social Services,General Fund,12 Dec 23,Invoiced
Mailchimp, 99.50 ,Purchases General,I-Care -NRPF,Homes & Neighbourhoods,General Fund,17 Oct 23,Purchase Card
Mailchimp, 97.25 ,Purchases General,I-Care -NRPF,Homes & Neighbourhoods,General Fund,17 Nov 23,Purchase Card
MAINTEL, 728.56 ,Software Purchase             ,28a King Henry's Walk Respite ,Adult Social Services,General Fund,9 Nov 23,Invoiced
MAINTEL, 910.73 ,Software Purchase             ,LLL                           ,Community Wealth Building,General Fund,9 Nov 23,Invoiced
MAINTEL," 1,008.75 ",Software Purchase             ,Future Work Project           ,Community Wealth Building,General Fund,9 Nov 23,Invoiced
MAINTEL," 1,173.67 ",Hardware Purchase             ,LLL                           ,Community Wealth Building,General Fund,17 Oct 23,Invoiced
MAINTEL," 1,821.46 ",Software Purchase             ,Willow Children's Centre      ,Children & Young People,General Fund,20 Dec 23,Invoiced
MAINTEL," 2,472.25 ",Hardware Purchase             ,Willow Children's Centre      ,Children & Young People,General Fund,20 Dec 23,Invoiced
MAINTEL," 2,347.34 ",Software Licensing Fees       ,Commercial and Risk           ,Resources,General Fund,20 Dec 23,Invoiced
MAINTEL," 4,181.80 ",Software Purchase             ,Project - Network landing zone,Resources,General Fund,9 Nov 23,Invoiced
MAINTEL," 8,007.32 ",Software Purchase             ,Operational Services          ,Resources,General Fund,20 Dec 23,Invoiced
MAINTEL," 18,707.15 ",Software Purchase             ,Operational Services          ,Resources,General Fund,20 Dec 23,Invoiced
MAISON MOTI LTD," 2,550.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,19 Oct 23,Invoiced
MAISON MOTI LTD," 2,550.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,12 Dec 23,Invoiced
MAISON MOTI LTD," 2,550.00 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,19 Oct 23,Invoiced
MAISON MOTI LTD," 2,550.00 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,12 Dec 23,Invoiced
MAISON MOTI LTD," 2,635.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,4 Oct 23,Invoiced
MAISON MOTI LTD," 2,635.00 ",Supported Accommodation       ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,9 Nov 23,Invoiced
MAISON MOTI LTD," 2,635.00 ",Supported Accommodation       ,Mental Health Support 18-64   ,Adult Social Services,General Fund,9 Nov 23,Invoiced
MAKE-DO PLAY CIC," 1,840.30 ",Direct Payment To N.S.O       ,North Locality LIF            ,Community Engagement & Wellbeing,General Fund,9 Nov 23,Invoiced
Mallard Consultancy Ltd, 999.00 ,Sundry Subscriptions          ,Noise Pollution               ,Homes & Neighbourhoods,General Fund,15 Nov 23,Invoiced
MANG & CO SOLICITORS," 1,250.00 ",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,13 Oct 23,Invoiced
MANG & CO SOLICITORS," 3,855.00 ",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,6 Nov 23,Invoiced
MANGOZOOKIDZ, 770.00 ,Purchases General             ,TFL-CS-Cycle Training         ,Environment & Climate Change,General Fund,18 Oct 23,Invoiced
MANOR GARDENS WELFARE TRUST," 24,700.00 ",Direct Payment To N.S.O       ,CDW Service - Refugee Therapy ,Adult Social Services,General Fund,15 Nov 23,Invoiced
MANOR GARDENS WELFARE TRUST," 7,754.00 ",Direct Payment To N.S.O       ,Academy Early Years           ,Children & Young People,General Fund,15 Nov 23,Invoiced
MANOR GARDENS WELFARE TRUST," 9,958.00 ",Direct Payment To N.S.O       ,EY SEND Addnl Costs and Others,Children & Young People,General Fund,26 Oct 23,Invoiced
MANOR GARDENS WELFARE TRUST," 15,000.00 ",Direct Payment To N.S.O       ,Youth Commissioning           ,Children & Young People,General Fund,6 Nov 23,Invoiced
MANOR GARDENS WELFARE TRUST," 3,742.00 ",General Fees & Services       ,Fairer Together Management    ,Community Engagement & Wellbeing,General Fund,3 Oct 23,Invoiced
MAPP," 1,415.37 ",General Fees & Services       ,Affordable Workspace          ,Community Wealth Building,General Fund,17 Oct 23,Invoiced
