Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
"Barrack Street Developments
Limited",05/12/2024,£521.25,Rent
Bigfork Limited,02/01/2025,"£1,200.00",Marketing
Bluelight Commercial Limited,13/01/2025,"£10,645.00",Software - Maintenance
Boing Rapid Secure Limited,06/12/2024,"£1,141.30",Security Services
Boing Rapid Secure Limited,03/01/2025,£560.00,Security Services
British Telecommunications Plc,15/11/2024,"£2,542.98",Intruder Alarms
British Telecommunications Plc,15/12/2024,"£2,843.20",Intruder Alarms
British Telecommunications Plc,27/12/2024,"£3,280.00",Subscriber Telephone Details
British Telecommunications Plc,02/01/2025,"£3,250.00",Network Connectivity
British Telecommunications Plc,08/01/2025,"£1,363.59",Fixed Telephone Line Rental
Cabinet Office,12/12/2024,"£1,315.00",External Audit Fee
Caroline Sellars,22/01/2025,"£3,876.90",Other Legal Costs
CBRE Managed Services Limited,31/12/2024,"£46,832.80",Grounds & Caretaking Contract
Cdw Limited,11/12/2024,"£34,028.27",Software - Maintenance
Certas Energy,27/12/2024,"£1,656.25",Heating Fuel Oil
Certas Energy,10/01/2025,£975.06,Heating Fuel Oil
Certas Energy,23/01/2025,£701.25,Heating Fuel Oil
Chaplin Farrant Limited,04/12/2024,"£2,177.50",Building Works
Chaplin Farrant Limited,31/12/2024,"£11,252.50",Building Works
Citysprint (Uk) Limited,31/12/2024,£785.29,Hardware
Civica Uk Limited,23/12/2024,"£16,417.36",Software - Maintenance
Clad Safety Limited,16/12/2024,£858.00,Clothing and Uniforms
Click Stores Limited,21/01/2025,"£3,937.50",Hardware
College Of Policing,05/12/2024,"£2,448.44",Exam Costs
College Of Policing,10/12/2024,"£6,185.85",Assessment Centres
Constant Cooling Limited,21/10/2024,"£5,834.58",Building Minor Works
Constant Cooling Limited,29/11/2024,"£1,340.15",Maintenance
Control-F Limited,17/12/2024,"£9,655.00",External Training Course
Cooks Blinds And Shutters Limited,16/12/2024,"£1,078.20",Maintenance
Cooleraid Limited,23/12/2024,"£5,148.00",Vending Rental
Creased Puddle Limited,01/01/2025,£604.54,External Training Course
Crown Computing Limited,29/12/2024,"£2,487.50",Incidental Costs
D. Tec International Limited,05/12/2024,"£7,492.50",Drug Wipes
D. Tec International Limited,16/12/2024,"£1,015.00",SOC Consumables
D. Tec International Limited,03/01/2025,"£7,506.00",Drug Wipes
"Dell Computer Corporation
Limited",28/11/2024,"£5,281.30",Hardware
"Dell Computer Corporation
Limited",13/12/2024,"£545,812.22",Hardware
"Dell Computer Corporation
Limited",18/12/2024,"£1,176.00",Hardware - purchase
"Dell Computer Corporation
Limited",23/12/2024,"£100,832.24",Hardware
"Dell Computer Corporation
Limited",27/12/2024,"£1,702,701.76",Hardware
Digital Devices Limited,11/12/2024,"£1,074.95",Hardware - purchase
Dlg Legal Services,15/01/2025,"£2,186.00",Vehicle Insurance
E Rand & Sons Limited,30/11/2024,"£1,375.00",Planned M&E Servicing - Generators
Ee Limited,19/12/2024,"£8,373.84",Mobile Phone Contract Cost
Enigma Estates Limited,25/12/2024,"£13,860.44",Rent
Enterprise Rent-A-Car,09/12/2024,"£4,106.90",Short Term Hire of Vehicles
Enterprise Rent-A-Car,23/12/2024,"£1,248.80",Long Term Hire of Vehicles
Enterprise Rent-A-Car,30/12/2024,£875.40,Long Term Hire of Vehicles
Firmin And Sons Limited,12/12/2024,"£1,113.00",Clothing and Uniforms
Fma,31/12/2024,"£17,250.00",FMA Services
Fmg Repair Services Limited,05/12/2024,"£1,945.76",Vehicle Insurance
Fmg Repair Services Limited,09/12/2024,"£1,110.13",Vehicle Insurance
Fmg Repair Services Limited,16/12/2024,"£1,528.93",Vehicle Insurance
"Force Development Services
Limited",17/12/2024,£748.00,Specialist Operational Equipment
Forensic Pathology Services,05/12/2024,"£6,590.00",Pathologists Fees
Forensic Pathology Services,03/01/2025,"£1,250.00",Doctors Statements
Fuchs Lubricants (Uk) Plc,12/12/2024,"£1,080.35",Lubricants (Oil and Grease)
Fuchs Lubricants (Uk) Plc,17/12/2024,£533.00,Vehicles - Spares
Gb Group Plc,30/12/2024,"£57,621.25",Software - Maintenance
Goodyear Tyres Uk Limited,13/12/2024,"£1,573.38",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,18/12/2024,£703.46,Vehicles - Tyres and Tubes
"Government Actuary's
Department",16/12/2024,£574.16,Other Third Party Payments
Great Yarmouth Borough Council,05/11/2024,£925.00,Hire of Rooms/Premises
Harrow Green Limited,06/12/2024,"£4,571.55","Furniture, Fixtures and Fittings"
Hcl Technologies Uk Limited,08/12/2024,"£28,205.00",Hardware
Hcl Technologies Uk Limited,13/12/2024,"£13,296.50",Hardware
Hcl Technologies Uk Limited,17/12/2024,"£18,840.00",Hardware
"Imperative Training
(Defibshop.Co.Uk)",11/12/2024,£995.00,Specialist Operational Equipment
Indigo Solutions Limited,03/01/2025,£855.00,Neuro Diversity
Inspired Energy Solutions Limited,31/12/2024,"£1,308.08",Other Energy Costs
Integrated Water Services Limited,28/11/2024,"£2,749.85",Building Statutory
Integrated Water Services Limited,17/12/2024,"£1,500.00",Building Statutory
Integrated Water Services Limited,20/12/2024,"£1,165.28",Building Statutory
"Justice Support Services (Nfk And
Sfk) Limited",01/01/2025,"£905,707.42",PFI Main Contract Payment
Keela International Limited,10/12/2024,£502.40,Clothing and Uniforms
Languageline Solutions,31/12/2024,"£18,932.68",Interpreters Fees
Lexisnexis Uk,12/12/2024,"£13,997.00",Books and Publications
Marsh Limited,06/01/2025,"£3,655.71",Property Related
Matrix Scm Limited,12/12/2024,"£18,061.96",Professional Fees
Mc Products Uk Limited,20/12/2024,"£1,138.00",Clothing and Uniforms
"Media And Communication
(Best4systems)",06/12/2024,"£1,359.00",Hardware
Metro Rod Limited,21/10/2024,"£3,481.20",Maintenance
Mitie Care And Custody Limited,01/01/2025,"£104,855.41",FME Contract Payments
Mjs Projects (March) Limited,19/12/2024,"£43,283.07",Building Works
Mjs Projects (March) Limited,09/01/2025,"£110,055.25",Building Works
Mll Telecom Limited,31/12/2024,"£46,673.34",Network Connectivity
Monckton Chambers,07/01/2025,"£1,510.00",Legal Costs
Mountain Healthcare Limited,01/01/2025,"£59,495.87",SARC Doctors
Ndi Technologies Limited,05/12/2024,"£1,524.30",Software - Maintenance
Niton Equipment Limited,12/12/2024,"£1,250.00",Clothing and Uniforms
Norwich City Council,17/12/2024,£907.70,Other Operational Expenses
Npower Limited,16/12/2024,"£2,336.13",Electricity
Npower Limited,16/01/2025,"£187,502.16",Utilities
Octagon House Chambers,13/01/2025,"£1,275.00",Counsel Fees
Oeconnection,30/11/2024,"£13,302.02",Vehicles - Spares
Oeconnection,31/12/2024,"£8,933.88",Vehicles - Spares
Optima Health,06/12/2024,"£3,480.00",SMP Doctors Fees
Optima Health,16/12/2024,"£13,485.00",SMP Doctors Fees
Optima Health,31/12/2024,"£11,310.00",SMP Doctors Fees
Panks Auto Electrical Limited,13/12/2024,£571.10,Vehicles - Spares
Paypoint Network Limited,02/01/2025,£630.00,Telecom Forensics
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",30/11/2024,"£1,700.55",MOT Test
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",31/12/2024,"£1,306.55",MOT Test
Phoenix Software Limited,17/12/2024,"£103,640.98",Software - Maintenance
Phoenix Software Limited,23/12/2024,"£244,800.00",Software Licences
"Pitney Bowes Software Europe
Limited",17/12/2024,"£35,850.52",Postage Costs
Precisely Software Limited,31/12/2024,"£7,326.79",Software - Maintenance
Price Western Leather Co Limited,17/12/2024,"£1,332.00",Clothing and Uniforms
Probrand Limited,12/12/2024,£837.00,Hardware - purchase
Pro-Tect Safety Signs,09/12/2024,"£2,714.40",Specialist Operational Equipment
Psl Print Management Limited,23/12/2024,£847.00,Printing
Pvl Uk Limited,16/12/2024,"£1,269.30",Vehicles - Road
Qa Limited,05/12/2024,"£2,086.00",External Training Course
Quadient Uk Limited,05/01/2025,"£3,000.00",Postage Costs
R G Carter Cambridge Limited,10/12/2024,"£12,803.57",Maintenance
R G Carter Cambridge Limited,17/12/2024,"£4,423.53",Building Statutory
Randstad Solutions Limited,04/12/2024,"£6,315.97",Agency / Temp Staff
Randstad Solutions Limited,11/12/2024,"£11,146.17",Agency / Temp Staff
Randstad Solutions Limited,18/12/2024,"£10,808.88",Agency / Temp Staff
Randstad Solutions Limited,27/12/2024,"£11,078.65",Agency / Temp Staff
Randstad Solutions Limited,02/01/2025,"£3,416.84",Agency / Temp Staff
"Rdm Uk Limited Trading As
Infinity Motorcycles",20/12/2024,"£4,264.15",Specialist Operational Equipment
Reveal Media Limited,27/12/2024,"£194,235.15",Hardware
Royal Mail,06/12/2024,"£1,640.48",Postage Costs
Royal Mail,13/12/2024,£690.41,Postage Costs
Rs Van Interiors,18/12/2024,£739.00,Vehicle Repairs
Safariland Uk,12/12/2024,"£6,253.80",Clothing and Uniforms
Sbfm Limited,01/01/2025,"£62,595.42",Cleaning Contract
Sbi Tacpro Limited,13/12/2024,"£2,798.28",Clothing and Uniforms
Scanna Msc Limited,31/12/2024,"£24,212.00",Specialist Operational Equipment
Serjeant’s Inn Chambers,18/12/2024,"£9,468.30",Counsel Fees
Serjeant’s Inn Chambers,02/01/2025,"£9,340.20",Counsel Fees
Sidegate Motors Limited,20/12/2024,£545.95,Vehicle Repairs
"Simpson Associates Information
Services Limited",31/12/2024,"£26,937.50",Systems Development
Softcat Limited,11/12/2024,"£6,229.13",Hardware-Maintenance
Sonic Communications Limited,10/12/2024,"£1,085.00",Clothing and Uniforms
Sonic Communications Limited,17/12/2024,"£5,509.50",Specialist Operational Equipment
Specialist Computer Centres Plc,19/12/2024,"£135,407.65",STORM Support
Specialist Computer Centres Plc,04/01/2025,"£135,407.65",STORM Support
Specsavers,31/12/2024,£577.80,Eye Tests
Srcl Limited,31/12/2024,"£1,289.12",Waste Collection
"Streamlined Forensic Reporting
Limited",03/01/2025,"£2,878.50",SFR Medical Contract
Structure-Flex Limited,17/12/2024,"£1,967.89",Specialist Operational Equipment
Tailored Image Limited,18/12/2024,£579.70,Clothing and Uniforms
Tch (Uk) Limited,11/12/2024,"£4,813.50",Clothing and Uniforms
Tch (Uk) Limited,18/12/2024,"£1,065.00",Clothing and Uniforms
The Automobile Association,27/12/2024,"£6,549.60",Vehicle Recovery Costs
The Intermediary Group Limited,05/12/2024,"£1,889.29",Professional Fees
Thurlow Nunn,27/11/2024,"£1,881.12",Vehicle Repairs
Thurlow Nunn,03/12/2024,"£1,757.13",Vehicle Repairs
Thurlow Nunn,10/12/2024,£525.67,Vehicle Repairs
Tiaa Limited,01/01/2025,"£8,251.20",Internal Audit Fee
Tier 1 Asset Management Limited,19/12/2024,"£18,959.00",Technology Destruction
Total Energies Gp,13/01/2025,"£40,518.01",Utilities
Total Merchandise Limited,06/12/2024,"£15,679.58",Marketing
"Toye Kenning And Spencer
Limited",19/12/2024,£573.00,Clothing and Uniforms
Tranam Limited,12/12/2024,£568.74,Clothing and Uniforms
Try And Lilly Limited,09/12/2024,"£2,200.00",Clothing and Uniforms
Unisys Limited,12/12/2024,"£2,371.00",Software - Maintenance
"Viking Direct Limited (Office
Depot International)",10/12/2024,"£2,304.00",Hardware
"Viking Direct Limited (Office
Depot International)",23/12/2024,"£2,929.00",Hardware - purchase
Vodafone Limited,23/12/2024,"£2,007.08",Hardware
Vohkus Limited,17/12/2024,"£1,395.35",Radio / Airwave - Equipment
Volkswagen Group Uk Limited,05/12/2024,"£1,140.62",Vehicles - Spares
Volkswagen Group Uk Limited,10/12/2024,£572.62,Vehicles - Spares
"Wa Products (Uk) Limited T/A
Scenesafe",10/12/2024,£696.25,SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",19/12/2024,£633.29,SOC Consumables
Warehouse Express (Wex),06/12/2024,"£2,087.49",Specialist Operational Equipment
Wayland Partnership,07/01/2025,"£3,951.26",Rent
"Weeting Tyres Limited T/A Page
And Bird",06/12/2024,£686.00,Vehicles - Tyres and Tubes
Weightmans Llp,18/12/2024,"£7,644.00",Public Liability
Weightmans Llp,30/12/2024,"£8,806.38",Public Liability
Wernick Hire Limited,18/12/2024,£530.00,Building Works
Workin Togs Limited,08/11/2024,£594.60,Clothing and Uniforms
Wymondham Limited,02/01/2025,"£11,768.73",Service Charge
Wymondham Limited,14/01/2025,"£435,347.83",PFI Main Contract Payment
Wymondham Rugby Club,01/01/2025,"£6,000.00",Rent
Xos Group Limited (Xexos),19/12/2024,"£1,227.10",Hardware - purchase
Yaffy Protective Clothing,13/12/2024,"£4,263.54",Clothing and Uniforms
Zest Recycle Limited,18/12/2024,"£8,833.41",Waste Contract
