Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,183.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,167.31
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,164.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,228.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,200
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,200
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/05/2023,183.78
Counselling Services,Acorn Recovery Projects,Services to People,Care Payments,04/05/2023,2142.86
Counselling Services,Acorn Recovery Projects,Services to People,Care Payments,04/05/2023,1928.57
Counselling Services,Acorn Recovery Projects,Services to People,Care Payments,04/05/2023,1740
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,3128
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,114.88
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,3232
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,58.4
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,3128
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,3128
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,2379.43
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,991.43
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,562.86
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,223.43
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,140.57
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,120
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,114.88
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,112.57
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,87.43
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,11.71
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,3232
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,58.4
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,62.77
Social Care Services,BAMFORD GRANGE,Services to People,Care Payments,04/05/2023,29.88
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-15.43
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-131.14
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-200.57
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-216
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-3542.4
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,7084.8
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,432
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,401.14
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,267.43
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,262.29
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,174.86
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,30.86
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,20.57
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-41.14
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-329.14
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-534.86
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,-3280.76
Social Care Services,EQUILIBRIUM HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,6561.52
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3128
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3101.44
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3220
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,2396
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3128
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,2488
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,16800
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3220
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3164
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,1548.28
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,1492.28
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,3220
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,1492.28
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,1787.43
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,1184
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,-2862
Social Care Services,BOWERFIELD COURT,Services to People,Care Payments,04/05/2023,5724
Social Care Services,BRABYNS HOUSE LTD,Services to People,Care Payments,04/05/2023,3072
Social Care Services,CARE CONCEPTS LTD,Services to People,Care Payments,04/05/2023,-2277.26
Social Care Services,CARE CONCEPTS LTD,Services to People,Care Payments,04/05/2023,7960
Social Care Services,CARE CONCEPTS LTD,Services to People,Care Payments,04/05/2023,4554.52
Social Care Services,CARE CONCEPTS LTD,Services to People,Care Payments,04/05/2023,-3980
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,3128
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,3072
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,1032
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,976
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-77.14
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-192.86
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-194.29
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-485.71
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-58.86
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-198.29
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-647.43
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,-2181.14
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,3128
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,3072
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,1032
Social Care Services,CHERRYFIELD HOUSE,Services to People,Care Payments,04/05/2023,976
Social Care Services,CHESTER HOUSE,Services to People,Care Payments,04/05/2023,3617.57
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,3072
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,600
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,129.6
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,-600
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,280.29
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,85.71
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,3128
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,800
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,57.14
Social Care Services,DAVENPORT MANOR NURSING HOME LTD,Services to People,Care Payments,04/05/2023,57.14
Social Care Services,Qualia Care - Downshaw Lodge,Services to People,Care Payments,04/05/2023,-2052
Social Care Services,Qualia Care - Downshaw Lodge,Services to People,Care Payments,04/05/2023,4560
Social Care Services,Qualia Care - Downshaw Lodge,Services to People,Care Payments,04/05/2023,2776
Social Care Services,Qualia Care - Downshaw Lodge,Services to People,Care Payments,04/05/2023,1224
Social Care Services,DRAKELOW HOUSE,Services to People,Care Payments,04/05/2023,2616
Social Care Services,DRAKELOW HOUSE,Services to People,Care Payments,04/05/2023,92
Social Care Services,FRESHFIELD CARE LTD,Services to People,Care Payments,04/05/2023,3128
Social Care Services,FRESHFIELD CARE LTD,Services to People,Care Payments,04/05/2023,868
Social Care Services,FRESHFIELD CARE LTD,Services to People,Care Payments,04/05/2023,3072
Social Care Services,FRESHFIELD CARE LTD,Services to People,Care Payments,04/05/2023,924
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,3072
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,2084.57
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,456
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,86.86
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,3072
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,456
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,3072
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,1755.43
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,1165.71
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,205.71
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,194.29
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,73.14
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,34.29
Social Care Services,THE GRANGE RESIDENTIAL RETIREMENT H,Services to People,Care Payments,04/05/2023,24
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,3072
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,2616
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,912
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,456
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,-1016.79
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,2033.57
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,3220
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,376.28
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,HILLBROOK GRANGE RESIDENT CARE HOME,Services to People,Care Payments,04/05/2023,997.71
Social Care Services,HOPE GREEN RESIDENTIAL HOME LTD,Services to People,Care Payments,04/05/2023,2776
Social Care Services,HOPE GREEN RESIDENTIAL HOME LTD,Services to People,Care Payments,04/05/2023,1024
Social Care Services,HOPE GREEN RESIDENTIAL HOME LTD,Services to People,Care Payments,04/05/2023,2348
Social Care Services,HOPE GREEN RESIDENTIAL HOME LTD,Services to People,Care Payments,04/05/2023,1852
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,3128
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,184
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,3128
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,3128
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,3072
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,3072
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,1032
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,976
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,784
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,2672
Social Care Services,LAUREL BANK,Services to People,Care Payments,04/05/2023,1368
Social Care Services,LAUREL COURT,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,LITTLE SISTERS OF THE POOR,Services to People,Care Payments,04/05/2023,2800
Social Care Services,MARY & JOSEPH HOUSE,Services to People,Care Payments,04/05/2023,2428.84
Social Care Services,MARY & JOSEPH HOUSE,Services to People,Care Payments,04/05/2023,998.8
Social Care Services,MARY & JOSEPH HOUSE,Services to People,Care Payments,04/05/2023,173.49
Social Care Services,MARY & JOSEPH HOUSE,Services to People,Care Payments,04/05/2023,71.34
Social Care Services,MARY & JOSEPH HOUSE,Services to People,Care Payments,04/05/2023,-72.48
Social Care Services,MARY & JOSEPH HOUSE,Services to People,Care Payments,04/05/2023,-148.52
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,3128
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,292
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,3128
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,868
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,3072
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,2672
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,1216
Social Care Services,POLEBANK HALL RESIDENTIAL CARE HOME,Services to People,Care Payments,04/05/2023,672
Social Care Services,HALLIWELL HOMES M/C LIMITED,Services to People,Care Payments,04/05/2023,3072
Social Care Services,HALLIWELL HOMES M/C LIMITED,Services to People,Care Payments,04/05/2023,880
Social Care Services,HALLIWELL HOMES M/C LIMITED,Services to People,Care Payments,04/05/2023,768
Social Care Services,HALLIWELL HOMES M/C LIMITED,Services to People,Care Payments,04/05/2023,132
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,3072
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,3072
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,1681.71
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,56
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,36
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,3128
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,991.43
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,200
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,85.71
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,17.14
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,2672
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,2852.57
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,274.86
Social Care Services,RICHARD HOUSE,Services to People,Care Payments,04/05/2023,2457.6
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,3164
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,2603.71
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,924
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,910
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,701
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,245
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,200.29
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,70
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,776.99
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,209.19
Social Care Services,RMD CARE SERVICES LTD,Services to People,Care Payments,04/05/2023,62.77
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,-1164
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,4656
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,1793.6
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,381.71
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,266.29
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,268.96
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,251.1
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,62.77
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,1130
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,884.29
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,313.87
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,3220
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,52.28
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,2872
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,2769.43
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,980
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,702
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,503.68
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,3220
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,884
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,1105.6
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,-91.43
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,-194.29
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,-365.71
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Services to People,Care Payments,04/05/2023,-777.14
Social Care Services,Seashell Trust,Services to People,Care Payments,04/05/2023,-7513.66
Social Care Services,Seashell Trust,Services to People,Care Payments,04/05/2023,24307.52
Social Care Services,Seashell Trust,Services to People,Care Payments,04/05/2023,15892.84
Social Care Services,Seashell Trust,Services to People,Care Payments,04/05/2023,15027.32
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,3128
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,266.08
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,3128
Social Care Services,HC-One Limited,Services to People,Care Payments,04/05/2023,266.08
Social Care Services,EDEN MANSIONS NURSING HOME,Services to People,Care Payments,04/05/2023,3164
Social Care Services,EDEN MANSIONS NURSING HOME,Services to People,Care Payments,04/05/2023,1552
Social Care Services,EDEN MANSIONS NURSING HOME,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,EDEN MANSIONS NURSING HOME,Services to People,Care Payments,04/05/2023,3232
Social Care Services,EDEN MANSIONS NURSING HOME,Services to People,Care Payments,04/05/2023,1480
Social Care Services,JTV CARE HOMES LTD,Services to People,Care Payments,04/05/2023,1883.71
Social Care Services,JTV CARE HOMES LTD,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,JTV CARE HOMES LTD,Services to People,Care Payments,04/05/2023,124.86
Social Care Services,JTV CARE HOMES LTD,Services to People,Care Payments,04/05/2023,13.14
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,704.57
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,582.92
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,156.94
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,3288
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,2220
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,BARCHESTER HEALTHCARE LTD,Services to People,Care Payments,04/05/2023,470.81
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,2672
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,2523.43
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,1172.8
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,469.03
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,3128
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,3072
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,1688.8
Social Care Services,SOUTHFIELD HOUSE LTD,Services to People,Care Payments,04/05/2023,412.8
Social Care Services,MARIA MALLABAND LTD,Services to People,Care Payments,04/05/2023,2860
Social Care Services,MARIA MALLABAND LTD,Services to People,Care Payments,04/05/2023,2740
Social Care Services,SURECARE (UK) LTD,Services to People,Care Payments,04/05/2023,2652
Social Care Services,SURECARE (UK) LTD,Services to People,Care Payments,04/05/2023,600
Social Care Services,SURECARE (UK) LTD,Services to People,Care Payments,04/05/2023,189.43
Social Care Services,SURECARE (UK) LTD,Services to People,Care Payments,04/05/2023,-170.29
Social Care Services,Ladybrook Manor - Care UK,Services to People,Care Payments,04/05/2023,3732
Social Care Services,Ladybrook Manor - Care UK,Services to People,Care Payments,04/05/2023,2616
Social Care Services,Marple Lodge Care Home,Services to People,Care Payments,04/05/2023,2194.29
Social Care Services,Marple Lodge Care Home,Services to People,Care Payments,04/05/2023,1020
Social Care Services,Phoenix Futures,Services to People,Care Payments,04/05/2023,5200
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,1992
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,1548
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,-167.43
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,-198.29
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,-1423.14
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,-1685.43
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,1992
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,1840
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,793.14
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,669.71
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,198.29
Social Care Services,Ideal Carehomes Ltd,Services to People,Care Payments,04/05/2023,167.43
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,3220
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,1620.12
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,3232
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,1514.84
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,3220
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,1526.84
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,878.84
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,2672
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,2213.92
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,3128
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,2368
Social Care Services,Barchester Healthcare,Services to People,Care Payments,04/05/2023,-2368
