Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-240.48
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-240.48
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-300.6
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-320.64
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-320.64
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-320.64
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-320.64
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-360.72
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-400.8
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-400.8
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-420.84
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-480.96
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-480.96
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-511.02
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-541.08
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-561.12
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-561.12
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-591.18
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-641.28
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-641.28
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-661.32
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-821.64
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,319.2
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,319.2
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,319.2
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,239.4
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-239.64
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-319.52
Social Care Services,LEONARD CHESHIRE DISABILITY,Services to People,Care Payments,01/08/2023,-319.52
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,464.64
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,464.64
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,348.48
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,348.48
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,-330.66
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,-330.66
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,-440.88
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,95.04
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,84.48
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,52.8
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,42.24
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,-40.08
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,-50.1
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,-90.18
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,1224.96
Social Care Services,BRIDGE CARE SERVICES LTD,Services to People,Care Payments,01/08/2023,568.73
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,6362.72
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,5568.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,4894.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,4894.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3450.28
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3450.28
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2726.88
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2447.2
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2359.8
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2097.6
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1957.76
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1642.84
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1642.84
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1540
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1398.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1328.48
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1118.72
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1118.72
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,978.88
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,699.2
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,699.2
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,699.2
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,489.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,419.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,349.6
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,349.6
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,279.68
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,224.74
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,9622.76
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,8456.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,7543
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,6352
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,5558.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,4883.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,4883.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3910.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3910.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3910.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3910.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3705.32
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3705.32
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3705.32
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3705.32
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3705.32
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3705.32
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3513.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3513.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3513.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,3513.44
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2621.96
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2621.96
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2621.96
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2271.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2271.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2271.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2180.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2180.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2180.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2102.76
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2102.76
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2102.76
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2102.76
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,2044.36
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1667.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1667.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1667.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1453.6
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1389.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1389.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1389.15
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1389.15
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1389.15
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1113.84
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1113.84
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1113.84
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1113.84
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1090.2
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1090.2
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,947.56
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,692.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,692.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,692.52
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,545.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,519.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,436.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,436.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,436.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,363.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,173.12
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1667.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,436.08
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,1667.4
Social Care Services,COMMUNITY INTEGRATED CARE,Services to People,Care Payments,01/08/2023,436.08
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,506.88
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,1190
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,1190
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,913.75
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,913.75
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,1190
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,1190
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,552.5
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,552.5
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,233.75
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,233.75
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,595
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,573.75
Social Care Services,CARE NEEDS LTD,Services to People,Care Payments,01/08/2023,573.75
Disability Support,DEAFNESS SUPPORT NETWORK,Services to People,Care Payments,01/08/2023,3612
Disability Support,DEAFNESS SUPPORT NETWORK,Services to People,Care Payments,01/08/2023,4212
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,903.24
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,672.24
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,448.16
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,616.22
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,234.6
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,224.08
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,224.08
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,168.06
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,112.04
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,56.02
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,672.24
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,547.4
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,224.08
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,2007.2
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,1120.4
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,448.16
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,448.16
Social Care Services,WEEKEND DAY CENTRE FOR DEMENTIA CAR,Services to People,Care Payments,01/08/2023,401.44
