Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,12.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,10.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,8.57
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,7.97
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,4.13
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-4.13
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-7.97
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-8.57
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-10.32
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-12.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-13.95
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-14.45
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-15.9
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-17.14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-17.14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-21.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-22.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-22.36
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-30
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-33.54
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-33.54
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-35.55
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-44.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-44.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-44.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-44.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-55.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-55.89
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,10/11/2023,-62.22
