Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,210.22
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,52.56
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-2.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-11.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-11.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-28.57
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,301.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,120.57
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,262.78
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,113.52
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-5.71
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-14.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,302.96
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,151.48
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,124.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,-124.8
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,31/03/2023,60.03
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,31/03/2023,30.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,31/03/2023,22.51
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,31/03/2023,22.51
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,31/03/2023,18.76
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,853.86
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,157.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,46.83
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,46.83
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,31/03/2023,10
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Publicity and Promotion,31/03/2023,45
