Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,PossAbilities CIC,Services to People,Care Payments,04/07/2023,286.08
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2343.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2343.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2343.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2343.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2343.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2343.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,2128.24
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,1757.64
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,1596.18
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,1248.8
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,624.4
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,624.4
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,624.4
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,624.4
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,400.6
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,400.6
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,400.6
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,400.6
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,400.6
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,400.6
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,380.04
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,320.48
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,320.48
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,300.45
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,300.45
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,300.45
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,240.36
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,152.02
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-155.91
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-155.91
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-218.28
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-272.85
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-272.85
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-272.85
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-291.04
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-358.52
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-363.8
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-363.8
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-363.8
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-717.21
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-717.21
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-873.12
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-1505.79
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-1649.2
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rainbow Personnel ISF,Services to People,Care Payments,04/07/2023,-2007.72
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,4882.02
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,3003.6
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,2389.24
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,910
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,910
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,643.63
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,523.07
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,195
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-51.21
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-195
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-471.86
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-643.63
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,2509.29
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,400
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-42.86
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-85.71
Social Care Services,Rhombus Care Group Ltd,Services to People,Care Payments,04/07/2023,-738.89
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,1198.2
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,399.4
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,639.04
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,559.16
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,479.28
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,239.64
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,239.64
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,479.28
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,419.37
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,159.76
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,159.76
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,59.91
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,1118.32
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,798.8
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,718.92
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,639.04
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,639.04
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,639.04
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,639.04
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,559.16
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,479.28
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,479.28
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,399.4
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,239.64
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,239.64
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,179.73
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,159.76
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,89.87
Social Care Services,Optimal Support,Services to People,Care Payments,04/07/2023,39.94
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,756
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,1176
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,1176
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,1176
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,1008
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,630
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,630
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,630
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,504
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,479.28
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,168
Social Care Services,Westwood Homecare Ltd (NW),Services to People,Care Payments,04/07/2023,252
Social Care Services,Select Partnerships,Services to People,Care Payments,04/07/2023,2864.16
Social Care Services,Select Partnerships,Services to People,Care Payments,04/07/2023,5702.4
Social Care Services,Select Partnerships,Services to People,Care Payments,04/07/2023,2937.6
Social Care Services,My Support Worker Ltd,Services to People,Care Payments,04/07/2023,1680
Social Care Services,My Support Worker Ltd,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,My Support Worker Ltd,Services to People,Care Payments,04/07/2023,159.76
Social Care Services,Welead Healthcare Services Ltd,Services to People,Care Payments,04/07/2023,617.76
Social Care Services,Welead Healthcare Services Ltd,Services to People,Care Payments,04/07/2023,617.76
Social Care Services,C4 CARE,Services to People,Care Payments,04/07/2023,760.32
Social Care Services,C4 CARE,Services to People,Care Payments,04/07/2023,675.84
Social Care Services,C4 CARE,Services to People,Care Payments,04/07/2023,570.24
Social Care Services,C4 CARE,Services to People,Care Payments,04/07/2023,-541.08
Social Care Services,C4 CARE,Services to People,Care Payments,04/07/2023,-721.44
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,239.64
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,182.58
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,42.79
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,639.04
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,479.28
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,1907.14
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,399.4
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,7309.02
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,798.8
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,798.8
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,399.4
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,319.52
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,239.64
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,798.8
Social Care Services,All Saints Support Ltd,Services to People,Care Payments,04/07/2023,559.16
Social Care Services,NYMS Services Ltd,Services to People,Care Payments,04/07/2023,-1750
Social Care Services,NYMS Services Ltd,Services to People,Care Payments,04/07/2023,3500
Social Care Services,Alternative Futures Group Ltd,Services to People,Care Payments,04/07/2023,13563.6
Social Care Services,Alternative Futures Group Ltd,Services to People,Care Payments,04/07/2023,5334
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,224.14
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,620.26
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1556.68
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1096.44
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,04/07/2023,1021.6
Social Care Services,Comprehensive Care Ltd,Services to People,Care Payments,04/07/2023,336
Social Care Services,Comprehensive Care Ltd,Services to People,Care Payments,04/07/2023,84
Social Care Services,Comprehensive Care Ltd,Services to People,Care Payments,04/07/2023,840
Disability Support,United Response,Services to People,Care Payments,05/07/2023,7004.8
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2388
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2388
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2388
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2288.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,2077.6
Disability Support,United Response,Services to People,Care Payments,05/07/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,1804.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,885.24
Disability Support,United Response,Services to People,Care Payments,05/07/2023,885.24
Disability Support,United Response,Services to People,Care Payments,05/07/2023,885.24
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,715.4
Disability Support,United Response,Services to People,Care Payments,05/07/2023,692.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,692.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,692.52
Disability Support,United Response,Services to People,Care Payments,05/07/2023,663.93
Disability Support,United Response,Services to People,Care Payments,05/07/2023,626.41
Disability Support,United Response,Services to People,Care Payments,05/07/2023,605.23
Disability Support,United Response,Services to People,Care Payments,05/07/2023,519.4
Disability Support,United Response,Services to People,Care Payments,05/07/2023,519.4
Disability Support,United Response,Services to People,Care Payments,05/07/2023,519.4
Disability Support,United Response,Services to People,Care Payments,05/07/2023,519.4
Disability Support,United Response,Services to People,Care Payments,05/07/2023,442.62
Disability Support,United Response,Services to People,Care Payments,05/07/2023,346.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,346.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,346.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,346.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,346.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,346.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,127.75
Disability Support,United Response,Services to People,Care Payments,05/07/2023,119.32
Disability Support,United Response,Services to People,Care Payments,05/07/2023,115.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,89.49
Disability Support,United Response,Services to People,Care Payments,05/07/2023,86.46
Disability Support,United Response,Services to People,Care Payments,05/07/2023,51.1
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-51.1
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-86.46
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-89.49
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-115.28
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-119.32
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-127.75
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-442.62
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-605.23
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-626.41
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-663.93
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-715.4
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-806.97
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-835.22
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-885.24
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-885.24
Disability Support,United Response,Services to People,Care Payments,05/07/2023,-885.24
Social Care Services,THE TOGETHER TRUST CENTRE,Services to People,Fees and Charges,05/07/2023,4004.32
Social Care Services,THE TOGETHER TRUST CENTRE,Services to People,Fees and Charges,05/07/2023,3313.92
Social Care Services,Social care Services (The Deacons),Services to People,Fees and Charges,05/07/2023,1316
Childcare Provision,Kids Go Wild Forest School,Services to People,Care Payments,05/07/2023,119
Childcare Provision,Kids Go Wild Forest School,Services to People,Care Payments,05/07/2023,833
Childcare Provision,Kids Go Wild Forest School,Services to People,Care Payments,05/07/2023,595
Childcare Provision,Kids Go Wild Forest School,Services to People,Care Payments,05/07/2023,238
Childcare Provision,Kids Go Wild Forest School,Services to People,Publicity and Promotion,05/07/2023,358.8
Childcare Provision,Kids Go Wild Forest School,Services to People,Fees and Charges,05/07/2023,1328
Education Services,Wonder Why Learning,Services to People,Fees and Charges,05/07/2023,1666.53
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,05/07/2023,1400
Childcare Provision,Bubbly Bear Day Care Nursery,Services to People,Care Payments,05/07/2023,503.5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,05/07/2023,900
Social Care Services,Falcon Carers Ltd,Services to People,Care Payments,06/07/2023,-109.48
Social Care Services,Falcon Carers Ltd,Services to People,Care Payments,06/07/2023,1522.48
Social Care Services,Yeldall Manor,Services to People,Care Payments,07/07/2023,1571.43
Social Care Services,The Willows Nursing Home,Services to People,Care Payments,07/07/2023,4512.36
Social Care Services,The Willows Nursing Home,Services to People,Care Payments,07/07/2023,4512.36
Social Care Services,The Willows Nursing Home,Services to People,Care Payments,07/07/2023,4190.05
Social Care Services,The Willows Nursing Home,Services to People,Care Payments,07/07/2023,2316.16
Social Care Services,The Willows Nursing Home,Services to People,Care Payments,07/07/2023,2316.16
Social Care Services,The Willows Nursing Home,Services to People,Care Payments,07/07/2023,2150.72
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,516.58
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,516.58
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,89.84
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,3.75
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,1.88
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,3150.58
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,245.43
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,163.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,163.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,81.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,81.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,78.61
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,45.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,22.51
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,13.13
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,11.26
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,163.62
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,30.02
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,81.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,68.98
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,40.91
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,40.91
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,5
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,16.42
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,7.97
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,6.1
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Mileage Claims /Allowances,07/07/2023,5.63
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,1575.29
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,81.81
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,68.98
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,40.91
Client/Customer (Non-Trade),*Redact - Personal Information,Services to People,Care Payments,07/07/2023,40.91
