Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name ,Pro Class ID,Pro Class Description,Description of Goods or Service,Directorate / Service / Department,Expense Type,Expense Area,Net Order Value
25.11.2014,7500166170,2,135210,Wilde Consultants Ltd,151610,CONSULTANCY : Highways : Engineering,Redacted Personal Data,EGEI,CONSULTANTS,TT:RASWA ACCOUNT,�353.20
25.11.2014,7500166196,1,136048,F R SHARROCK LTD,241500,HORTICULTURAL : Tools & Equipment,Sharrocks Leaf Clear,EGEI,SERV & REP MOWERS,Groundforce DSO Nth,"�29,175.00"
25.11.2014,7500166197,1,136048,F R SHARROCK LTD,241500,HORTICULTURAL : Tools & Equipment,Sharrocks Invoice Da,EGEI,SERV & REP MOWERS,Groundforce DSO Nth,"�43,934.90"
25.11.2014,7500166236,1,152292,PCC for Greater Manchester,261500,HR : Training & Conferences,HOIF: 14/15 Mediatio,T & R ,CONFERENCE EXP OFF,ABG SSC,"�22,530.00"
25.11.2014,7500166248,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,DDA Works,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�6,498.00"
28.11.2014,7500166527,1,153414,The Campaign Company,152200,CONSULTANCY : Technical & Feasibility,Phase 1 Library Cons,EGEI,BOOKS PURCHASE,Acc Traf Stock Devel,"�12,500.00"
28.11.2014,7500166527,2,153414,The Campaign Company,152200,CONSULTANCY : Technical & Feasibility,Phase 2 Library Cons,EGEI,BOOKS PURCHASE,Acc Traf Stock Devel,"�12,500.00"
28.11.2014,7500166560,1,138993,VCAT,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Trafford MH Advisory,CFW,GRANTS TO VOL ORGS,TRAFF MH ADVOC SERVI,"�5,333.33"
28.11.2014,7500166560,2,138993,VCAT,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Trafford MH Advisory,CFW,GRANTS TO VOL ORGS,TRAFF MH ADVOC SERVI,"�5,333.33"
28.11.2014,7500166560,3,138993,VCAT,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Trafford MH Advisory,CFW,GRANTS TO VOL ORGS,TRAFF MH ADVOC SERVI,"�5,333.33"
28.11.2014,7500166560,4,138993,VCAT,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Trafford MH Advisory,CFW,GRANTS TO VOL ORGS,TRAFF MH ADVOC SERVI,"�5,333.33"
28.11.2014,7500166560,5,138993,VCAT,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Trafford MH Advisory,CFW,GRANTS TO VOL ORGS,TRAFF MH ADVOC SERVI,"�5,333.33"
28.11.2014,7500166560,6,138993,VCAT,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Trafford MH Advisory,CFW,GRANTS TO VOL ORGS,TRAFF MH ADVOC SERVI,"�5,333.33"
28.11.2014,7500166561,1,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,LD Avocacy Oct 14,CFW,GRANTS TO VOL ORGS,CIL,�508.25
28.11.2014,7500166561,2,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,LD Advocacy  Oct 14,CFW,CONTRIB EXT PROJECTS,TRAFFORD CIL,"�3,158.42"
28.11.2014,7500166561,3,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,LD Advocacy Nov 14,CFW,CONTRIB EXT PROJECTS,TRAFFORD CIL,"�3,158.42"
28.11.2014,7500166561,4,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,LD Advocacy Nov 14,CFW,GRANTS TO VOL ORGS,CIL,�508.25
28.11.2014,7500166561,5,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,LD Advocacy Dec 14,CFW,CONTRIB EXT PROJECTS,TRAFFORD CIL,"�3,158.42"
28.11.2014,7500166561,6,148223,Trafford Centre for Independent Living,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,LD Advocacy Dec 14,CFW,GRANTS TO VOL ORGS,CIL,�508.25
01.12.2014,7500166580,1,136171,The Together Trust,171011,EDUCATION : Services : Children,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�3,822.00"
01.12.2014,7500166580,2,136171,The Together Trust,171011,EDUCATION : Services : Children,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�10,967.61"
01.12.2014,7500166580,3,136171,The Together Trust,171011,EDUCATION : Services : Children,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�10,967.61"
01.12.2014,7500166594,1,150881,NHS Trafford CCG,311600,MEDICAL : Services,NHS Trafford CCG - A,T & R ,MEDICAL REQUISITES,ALCOHOL MISUSE DRUG,"�1,976.30"
01.12.2014,7500166594,2,150881,NHS Trafford CCG,311600,MEDICAL : Services,NHS  CCG - Contracep,T & R ,MEDICAL REQUISITES,CONTRACEPTIVES,"�27,338.20"
01.12.2014,7500166594,3,150881,NHS Trafford CCG,311600,MEDICAL : Services,NHS Trafford CCG - D,T & R ,MEDICAL REQUISITES,METHADONE,"�2,803.80"
01.12.2014,7500166594,4,150881,NHS Trafford CCG,311600,MEDICAL : Services,NHS  CCG - CDT Drug,T & R ,MEDICAL REQUISITES,METHADONE,"�10,561.70"
01.12.2014,7500166605,1,147337,Uni of Sth M/cr Nhs Foundation Trus,311600,MEDICAL : Services,UHSM - GUM Mth 7,T & R ,PAYMENTS TO HA'S,GUM ACUTE ACTIVITY,"�16,778.00"
02.12.2014,7500166662,1,128258,British Telecommunications Ltd,271500,ICT : Services,Qtr2 14/15 Broadband,T & R ,TELEPHONES - RENTALS,EG:IT EQUIPMENT,"�14,180.57"
02.12.2014,7500166662,2,128258,British Telecommunications Ltd,271500,ICT : Services,Qtr2 14/15 Broadband,T & R ,TELEPHONES - RENTALS,EG:IT EQUIPMENT,�49.48
02.12.2014,7500166662,3,128258,British Telecommunications Ltd,271500,ICT : Services,Qtr2 14/15 Broadband,T & R ,TELEPHONES - RENTALS,EG:IT EQUIPMENT,�2.11
02.12.2014,7500166673,1,142568,Rethink - Mental Health Shop,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,BME MH Service Oct 2,CFW,GRANTS TO VOL ORGS,RE-THINK,"�11,335.00"
02.12.2014,7500166673,2,142568,Rethink - Mental Health Shop,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,BME MH Service Nov 2,CFW,GRANTS TO VOL ORGS,RE-THINK,"�11,335.00"
02.12.2014,7500166673,3,142568,Rethink - Mental Health Shop,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,BME MH Service Dec 2,CFW,GRANTS TO VOL ORGS,RE-THINK,"�11,335.00"
02.12.2014,7500166683,1,136039,VIRGIN MEDIA PAYMENTS LTD,271700,ICT : Telecommunications - Fixed,01612157005 line ren,T & R ,TELEPHONES - RENTALS,EG:VOICE NETWORK COR,�203.60
02.12.2014,7500166683,2,136039,VIRGIN MEDIA PAYMENTS LTD,271700,ICT : Telecommunications - Fixed,01612157005 call usa,T & R ,TELEPHONES - CALLS,EG:VOICE NETWORK COR,"�2,085.29"
02.12.2014,7500166683,3,136039,VIRGIN MEDIA PAYMENTS LTD,271700,ICT : Telecommunications - Fixed,01612157000 line ren,T & R ,TELEPHONES - RENTALS,EG:VOICE NETWORK COR,�178.60
02.12.2014,7500166683,4,136039,VIRGIN MEDIA PAYMENTS LTD,271700,ICT : Telecommunications - Fixed,01612157000 call usa,T & R ,TELEPHONES - CALLS,EG:VOICE NETWORK COR,"�1,936.01"
02.12.2014,7500166683,5,136039,VIRGIN MEDIA PAYMENTS LTD,271700,ICT : Telecommunications - Fixed,01612157000 line ren,T & R ,TELEPHONES - RENTALS,EG:VOICE NETWORK COR,�178.60
02.12.2014,7500166683,6,136039,VIRGIN MEDIA PAYMENTS LTD,271700,ICT : Telecommunications - Fixed,01612157000 call usa,T & R ,TELEPHONES - CALLS,EG:VOICE NETWORK COR,"�1,929.76"
03.12.2014,7500166725,1,143160,Fairfield Residential Ltd,321214,SOCIAL CARE SERVICES : Disabled Children : Residential Care,Redacted Personal Data,CFW,EXT RES CARE FEES,CAN : S17 & CLIENTS,"�11,735.67"
03.12.2014,7500166726,1,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�981.10
03.12.2014,7500166726,2,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�995.70
03.12.2014,7500166726,3,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�480.55
03.12.2014,7500166726,4,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�516.65
03.12.2014,7500166726,5,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�966.06
03.12.2014,7500166726,6,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�577.14
03.12.2014,7500166726,7,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�937.38
03.12.2014,7500166726,8,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�446.10
03.12.2014,7500166726,9,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�437.86
03.12.2014,7500166726,10,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros vc ,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�350.39
03.12.2014,7500166726,11,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,Kenny Bros mm,EGEI,EXTERNAL DAY-TO-DAY,HIGH/DRAIN WORKS MGT,�91.29
03.12.2014,7500166753,1,143160,Fairfield Residential Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,FAIRFIELD TRAFFORD N,CFW,EXT RES CARE FEES,CAN- L.T. RES SCHOOL,"�11,130.00"
03.12.2014,7500166770,1,142061,BlueSCI,171000,EDUCATION : Services,Broomwood wellbeing,CFW,HIRE OF ROOMS,Altrincham Youth Cen,"�8,666.66"
03.12.2014,7500166795,1,141663,Neopost Ltd (Franking Credit Only),301200,MAIL SERVICES : Postage,Credifon Account Re-,EGEI,POSTAGES,AM:Post Room,"�10,000.00"
03.12.2014,7500166796,1,141663,Neopost Ltd (Franking Credit Only),301200,MAIL SERVICES : Postage,Credifon Account Re-,EGEI,POSTAGES,AM:Post Room,"�10,000.00"
03.12.2014,7500166809,1,138741,Dlp Services Northern Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�6,918.91"
04.12.2014,7500166810,1,152295,Badenoch & Clark,261413,HR : Temporary & Agency Staff : Professional,Extension to Contrac,T & R ,OUTSIDE TECHNICAL SU,Financial Management,"�29,524.00"
03.12.2014,7500166815,1,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Minor Adaptations Ma,CFW,CLIENTS ADAPTATIONS,EXTERNAL MINOR ADAPT,"�15,627.92"
03.12.2014,7500166815,2,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Minor Adapts Panel,CFW,CLIENTS AIDS,EXTERNAL MINOR ADAPT,"�5,215.00"
03.12.2014,7500166817,1,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Telecare Pledge Oct,CFW,CAPITAL - PURCHASE OF FURNITURE & EQUIPMENT,Capital Schemes,"�18,764.69"
04.12.2014,7500166824,1,139610,Tarmac Limited,231100,HIGHWAY EQUIPT&MATLS : Bitumen & Surface Dressing,Redacted Personal Data,EGEI,Inf - Main Works Con,Capital Schemes,"�76,036.84"
04.12.2014,7500166854,1,139164,Hemming Group Limited,202100,FINANCIAL SERVICES : Subscriptions,MJ Classified,T & R ,ADVERTISING STAFF PO,CYPS Corp Director,"�5,250.00"
04.12.2014,7500166863,1,152292,PCC for Greater Manchester,261500,HR : Training & Conferences,Salary Recharges - 0,T & R ,CONFERENCE EXP OFF,ABG SSC,"�6,464.52"
05.12.2014,7500166905,1,153258,The Tiriana Consultancy,151400,CONSULTANCY : Financial,Consultancy - Invest,T & R ,OTHER MISC EXPENSES,FI:GENERAL CONTINGEN,"�5,367.00"
05.12.2014,7500166934,1,140142,Beresford Building Contractors,321311,SOCIAL CARE SERVICES : Supplies : Equipment,JOHN LEIGH PARK = DI,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�7,061.00"
08.12.2014,7500166996,1,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Equipment recharge -,CFW,EQUIPMENT - PURCHASE,ONE STOP RES CENTRE,"�65,581.59"
08.12.2014,7500166999,1,143160,Fairfield Residential Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Fairfield Residentia,CFW,EXT RES CARE FEES,CAN- L.T. RES SCHOOL,"�7,791.00"
08.12.2014,7500167005,1,143160,Fairfield Residential Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,TRAFFORD RESIDENTIAL,CFW,EXT RES CARE FEES,CAN- L.T. RES SCHOOL,"�10,759.00"
08.12.2014,7500167011,1,141963,The Bridgewater Canal,391300,WORKS - CONSTRUCTION : Open Spaces,Bridgewater Way Phas,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�11,924.00"
08.12.2014,7500167011,2,141963,The Bridgewater Canal,391300,WORKS - CONSTRUCTION : Open Spaces,Bridgewater Way Phas,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�178,754.62"
08.12.2014,7500167011,3,141963,The Bridgewater Canal,391300,WORKS - CONSTRUCTION : Open Spaces,Bridgewater Way Phas,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�8,133.00"
08.12.2014,7500167011,4,141963,The Bridgewater Canal,391300,WORKS - CONSTRUCTION : Open Spaces,Bridgewater Way Phas,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�132,906.50"
08.12.2014,7500167011,5,141963,The Bridgewater Canal,391300,WORKS - CONSTRUCTION : Open Spaces,Bridgewater Way Phas,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�130,540.53"
08.12.2014,7500167011,6,141963,The Bridgewater Canal,391300,WORKS - CONSTRUCTION : Open Spaces,Bridgewater Way Phas,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�23,376.95"
08.12.2014,7500167015,1,129754,Groundwork Landscapes Ltd,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Sylvan Avenue Play A,EGEI,LANDSCAPING WORKS,Capital Schemes,"�45,322.75"
08.12.2014,7500167016,1,153491,Community Change Trust,171011,EDUCATION : Services : Children,HOIF Mediation Train,T & R ,CONTRIB EXT PROJECTS,ABG SSC,"�7,500.00"
08.12.2014,7500167016,2,153491,Community Change Trust,171011,EDUCATION : Services : Children,HOIF Mediation Train,T & R ,CONTRIB EXT PROJECTS,ABG SSC,"�7,500.00"
08.12.2014,7500167030,1,150874,Macintyre Care,171011,EDUCATION : Services : Children,Q2 Brokerage Payment,CFW,ASSISTANCE TO PUPILS,PERSONALISATION INFR,"�7,842.58"
08.12.2014,7500167037,1,136048,F R SHARROCK LTD,241500,HORTICULTURAL : Tools & Equipment,Sharrocks Invoice De,EGEI,SERV & REP MOWERS,Groundforce DSO Nth,"�25,318.59"
08.12.2014,7500167047,1,151990,IT Works Recruitment Ltd,261400,HR : Temporary & Agency Staff,Redacted Personal Data,T & R ,AGENCY PAY - COMENS,HR Shared Services,"�10,000.00"
08.12.2014,7500167050,1,138894,Zurich Insurance Company,201800,FINANCIAL SERVICES : Insurance,LA Comb Policy,T & R ,ZM PREMIUMS (CORP),PUBLIC LIABILITY,"�7,221.52"
09.12.2014,7500167054,1,134900,Trafford Housing Trust,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Trafford Houisng Tru,T & R ,FURNITURE PURCHASE,FI:LOCAL WELF ASS,"�7,341.08"
09.12.2014,7500167059,1,134900,Trafford Housing Trust,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Rainbow Trust- Nov k,T & R ,FURNITURE PURCHASE,FI:LOCAL WELF ASS,"�10,349.42"
09.12.2014,7500167063,1,140872,Acorn Treatment & Housing,311600,MEDICAL : Services,Acorn Treatment re c,T & R ,EXT RES CARE FEES,ADULT RES REHAB,"�2,121.43"
09.12.2014,7500167063,1,140872,Acorn Treatment & Housing,311600,MEDICAL : Services,Acorn Treatment re c,T & R ,EXT RES CARE FEES,ADULT RES REHAB,"�2,121.43"
09.12.2014,7500167063,2,140872,Acorn Treatment & Housing,311600,MEDICAL : Services,Acorn Treatment re c,T & R ,EXT RES CARE FEES,ADULT RES REHAB,"�2,192.14"
09.12.2014,7500167063,3,140872,Acorn Treatment & Housing,311600,MEDICAL : Services,Acorn Treatment re c,T & R ,EXT RES CARE FEES,ADULT RES REHAB,�848.57
09.12.2014,7500167065,1,134900,Trafford Housing Trust,321311,SOCIAL CARE SERVICES : Supplies : Equipment,THT Rainbow Trust Se,T & R ,FURNITURE PURCHASE,FI:LOCAL WELF ASS,"�9,052.54"
09.12.2014,7500167104,1,137557,Stockport MBC (Contributions),261500,HR : Training & Conferences,Redacted Personal Data,CFW,CONFERENCE EXP OFF,MES,�750.00
09.12.2014,7500167104,2,137557,Stockport MBC (Contributions),261500,HR : Training & Conferences,Redacted Personal Data,CFW,CONFERENCE EXP OFF,NEXUS EDUCATION CENT,�750.00
09.12.2014,7500167104,3,137557,Stockport MBC (Contributions),261500,HR : Training & Conferences,Redacted Personal Data,CFW,CONFERENCE EXP OFF,MES,"�11,000.00"
09.12.2014,7500167104,4,137557,Stockport MBC (Contributions),261500,HR : Training & Conferences,Redacted Personal Data,CFW,CONFERENCE EXP OFF,NEXUS EDUCATION CENT,"�11,000.00"
09.12.2014,7500167168,1,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR112 Reable w.e. 16,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,2,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR113 Reable w.e. 23,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,3,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR114 Reable w.e. 30,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,4,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR115 Reable w.e. 07,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,5,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR116 Reable w.e. 14,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,6,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR117 Reable w.e. 21,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,7,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR118 Reable w.e. 28,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
09.12.2014,7500167168,8,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR119 Reable w.e. 04,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
10.12.2014,7500167207,1,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Redacted Personal Data,CFW,EQUIPMENT - PURCHASE,ONE STOP RES CENTRE,"�30,761.00"
10.12.2014,7500167233,1,125038,LES HALMAN NURSERIES LTD,241100,HORTICULTURAL : Seeds & Plants,Supply Bedding plant,EGEI,Bedding Plants,Groundforce DSO Nth,"�13,000.00"
11.12.2014,7500167310,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Direct - Run 687 Pic,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�7,112.00"
11.12.2014,7500167322,1,139382,Serengeti Systems Limited,271600,ICT : Software,Serengeti Annual Sup,EGEI,SOFTWARE (LEARNING R,PB:Planning Control,"�11,141.00"
15.12.2014,7500167374,1,151306,EE Ltd T/A Orange EE (Airtime),271800,ICT : Telecommunications - Mobile,Dec Mobile Data  Cha,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�668.10
15.12.2014,7500167374,2,151306,EE Ltd T/A Orange EE (Airtime),271800,ICT : Telecommunications - Mobile,Dec Mobile Data Char,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�362.50
15.12.2014,7500167374,3,151306,EE Ltd T/A Orange EE (Airtime),271800,ICT : Telecommunications - Mobile,Dec Mobile Data Char,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�914.54
15.12.2014,7500167374,4,151306,EE Ltd T/A Orange EE (Airtime),271800,ICT : Telecommunications - Mobile,Dec Mobile Data Char,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�554.18
15.12.2014,7500167374,5,151306,EE Ltd T/A Orange EE (Airtime),271800,ICT : Telecommunications - Mobile,Dec Mobile Charges (,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,"�8,785.53"
15.12.2014,7500167374,6,151306,EE Ltd T/A Orange EE (Airtime),271800,ICT : Telecommunications - Mobile,Dec Mobile Charges (,T & R ,MOBILE COMMUNICATION,EG:IT EQUIPMENT,�529.84
15.12.2014,7500167465,1,141594,GatenbySanderson Limited,261300,HR : Recruitment & Assessment,Redacted Personal Data,CFW,AGENCY PAY - COMENS,DIR OF COMMISSIONING,"�13,725.00"
15.12.2014,7500167467,1,141189,Grant Thornton Uk LLP,201100,FINANCIAL SERVICES : Audit,External Audit-2,T & R ,EXTERNAL AUDIT FEES,FI:EXTERNAL AUDIT FEES,"�39,029.75"
15.12.2014,7500167467,2,141189,Grant Thornton Uk LLP,201100,FINANCIAL SERVICES : Audit,NDR Work,T & R ,EXTERNAL AUDIT FEES,FI:EXTERNAL AUDIT FEES,"�1,470.00"
16.12.2014,7500167499,1,142480,Crossford Bridge Management Assoc,291200,LEISURE SERVICES : Outsourced Service,Management of facili,T & R ,SP CONTRACT PAYMENTS,LP:CROSSFORD BRIDGE-,"�5,734.44"
16.12.2014,7500167531,1,139610,Tarmac Limited,231100,HIGHWAY EQUIPT&MATLS : Bitumen & Surface Dressing,Wood Ln 4 Partington,EGEI,Inf - Main Works Con,Capital Schemes,"�44,991.00"
16.12.2014,7500167544,1,138788,Trafford Athletic Club,291400,LEISURE SERVICES : Sport & Fitness,Management - Longfor,T & R ,SP CONTRACT PAYMENTS,LP:LONGFORD PK STADIUM,"�10,110.90"
16.12.2014,7500167561,1,133455,Trafford Community Leisure Trust,291400,LEISURE SERVICES : Sport & Fitness,Pitches & Pavillions,T & R ,EXT GR MAINT CONT WK,LP:LEISURE MANAGEMENT,"�4,916.66"
16.12.2014,7500167561,2,133455,Trafford Community Leisure Trust,291400,LEISURE SERVICES : Sport & Fitness,Pitches & Pavillions,T & R ,EXT GR MAINT CONT WK,LP:LEISURE MANAGEMENT,"�4,916.66"
16.12.2014,7500167563,1,137076,UNIVERSITY OF SALFORD,171010,EDUCATION : Services : Adult & Further Education,ASYE programme 2015,T & R ,PROFESSIONAL TRAININ,Training & Dev CFW,"�5,950.00"
17.12.2014,7500167590,1,139394,YouBus Ltd,361300,TRANSPORT : Passenger Transport,YouBus - Run 706 Bre,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�14,040.00"
17.12.2014,7500167610,1,139070,Seashell Trust Ltd,171011,EDUCATION : Services : Children,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�12,590.89"
17.12.2014,7500167610,2,139070,Seashell Trust Ltd,171011,EDUCATION : Services : Children,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�9,358.49"
17.12.2014,7500167610,3,139070,Seashell Trust Ltd,171011,EDUCATION : Services : Children,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�10,032.48"
17.12.2014,7500167618,1,150881,NHS Trafford CCG,311600,MEDICAL : Services,Caring for Carers Qt,CFW,CONTRIB EXT PROJECTS,CARING FOR CARERS,"�21,885.50"
17.12.2014,7500167621,1,146059,Go Plant T/A Shropsh Roadsweepers,381300,VEHICLES : Industrial,Vehicle Hire - TTP 5,EGEI,EXT VEH & PLANT HIR,EN:TM TIPPERS 7.5-16,�300.00
17.12.2014,7500167621,2,146059,Go Plant T/A Shropsh Roadsweepers,381300,VEHICLES : Industrial,Vehicle Hire - TTP 5,EGEI,EXT VEH & PLANT HIR,EN:TM TIPPERS 7.5-16,"�5,750.00"
17.12.2014,7500167637,1,152364,Aon UK Limited,201800,FINANCIAL SERVICES : Insurance,Broker Fee,T & R ,ZM PREMIUMS (CORP),INSURANCE ADMIN.,"�7,500.00"
17.12.2014,7500167638,1,152364,Aon UK Limited,201800,FINANCIAL SERVICES : Insurance,Acturial Investigati,T & R ,ZM PREMIUMS (CORP),PUBLIC LIABILITY,"�8,500.00"
17.12.2014,7500167660,1,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,SENSORY IMPAIRMEN,"�1,692.00"
17.12.2014,7500167660,2,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,NQT/ICS,�0.00
17.12.2014,7500167660,2,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,SENSORY IMPAIRMEN,"�1,620.00"
17.12.2014,7500167660,3,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,SENSORY IMPAIRMEN,"�1,242.00"
17.12.2014,7500167660,4,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,SENSORY IMPAIRMEN,�828.00
17.12.2014,7500167660,5,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,NQT/ICS,�0.00
17.12.2014,7500167660,5,141563,Phonak Uk Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Redacted Personal Data,CFW,CLIENTS AIDS,SENSORY IMPAIRMEN,�414.00
