DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Physical Support,Community Support,FARRIESS COURT,10585,07/03/2023,4181758,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FARRIESS COURT,10585,07/03/2023,4181880,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204832,729.98,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204985,"1,412.86",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204986,"1,535.84",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204762,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204644,"1,869.72",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204652,729.98,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4205122,729.98,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204885,"1,865.50",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4205054,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4205055,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,07/03/2023,4181809,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,07/03/2023,4181909,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,07/03/2023,4181843,"1,720.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,07/03/2023,4181676,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,07/03/2023,4181677,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,FARRIESS COURT,10585,28/03/2023,4204763,729.98,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,FARRIESS COURT,10585,28/03/2023,4204764,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,FARRIESS COURT,10585,07/03/2023,4181910,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,FARRIESS COURT,10585,28/03/2023,4204765,729.98,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,FARRIESS COURT,10585,28/03/2023,4204766,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,FARRIESS COURT,10585,28/03/2023,4204645,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,FARRIESS COURT,10585,28/03/2023,4205116,973.30,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,FARRIESS COURT,10585,28/03/2023,4205049,"1,054.41",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,FARRIESS COURT,10585,28/03/2023,4205050,"1,216.63",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204987,"1,216.14",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,28/03/2023,4204767,729.98,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,FARRIESS COURT,10585,07/03/2023,4181759,"2,271.04",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,FENTONS OF BOURNE LTD,1640477,14/03/2023,4187788,"71,830.00",0.00,N/A,N/A
Corporate Resources,Financial Services,Financial Services,FINANCIAL DATA MANAGEMENT LTD,1503503,07/03/2023,4182437,"2,217.19",0.00,N/A,N/A
Corporate Resources,Financial Services,Financial Services,FINANCIAL DATA MANAGEMENT LTD,1503503,07/03/2023,4182437,"2,415.69",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,FIRS PRIMARY SCHOOL,1683493,21/03/2023,4195261,"1,082.88",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,FIRS PRIMARY SCHOOL,1683493,21/03/2023,4195642,"1,208.52",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,FIRS PRIMARY SCHOOL,1683493,21/03/2023,4195262,"1,059.44",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,FIRS PRIMARY SCHOOL,1683493,21/03/2023,4195643,"2,249.20",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,FIRST AID SOLUTIONS,138334,21/03/2023,4186920,"4,500.00",0.00,Premises Running Costs,Education and Training Services
People Services - Children & Young People,Integrated Services,Non-Schools,FIRST BLUE HEALTHCARE LIMITED,1401475,28/03/2023,4213745,"21,000.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIRST BLUE HEALTHCARE LIMITED,1401475,07/03/2023,4185078,"21,000.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,FIRST FRIENDS PRIVATE DAY NURSERY,932504,21/03/2023,4193056,"1,520.88",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,FIRST FRIENDS PRIVATE DAY NURSERY,932504,21/03/2023,4193010,"1,114.00",0.00,N/A,N/A
Chief Executives,Chief Executives,Chief Executives,FISHER GERMAN LLP,929474,23/03/2023,4192405,"1,982.50",0.00,UPRN 10150 - Our City Our River,Building and Construction and Maintenanc
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213397,"6,264.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213195,"3,463.48",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213660,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213661,"3,794.40",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213662,"5,373.80",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213848,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213847,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213478,"3,794.40",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213570,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213571,"5,373.80",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213298,"4,377.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213299,"6,200.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213769,"3,316.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213770,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,28/03/2023,4213771,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185332,"3,316.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4184961,"3,092.39",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4184962,"4,377.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185333,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185334,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185065,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185160,"5,373.80",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185157,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185158,"3,794.40",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185159,"3,794.40",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185426,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185427,"3,579.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4184884,"5,373.80",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185244,"3,463.48",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185245,"6,200.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FIVE RIVERS CHILDCARE LTD,1122471,07/03/2023,4185246,"6,264.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FOCUS FOSTER CARE,1831470,31/03/2023,4213654,"2,140.05",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FOCUS FOSTER CARE,1831470,31/03/2023,4213560,"2,247.33",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FOCUS FOSTER CARE,1831470,31/03/2023,4213838,"2,140.05",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FOCUS FOSTER CARE,1831470,09/03/2023,4185323,"3,495.84",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FOCUS FOSTER CARE,1831470,09/03/2023,4185056,"3,328.96",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,FOCUS FOSTER CARE,1831470,09/03/2023,4185414,"3,328.96",0.00,N/A,N/A
Communities & Place,Community Safety,Public Protection and Streetride,FOOD AND EDUCATION ENTERPRISE CIC,1754484,23/03/2023,4192538,"1,000.00",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,FOSSE CONTRACTS LTD,188239,02/03/2023,4179357,"36,207.33",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,FOSSE CONTRACTS LTD,188239,02/03/2023,4179318,"27,259.93",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193974,"1,179.02",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4181097,560.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193382,"1,199.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193542,"1,017.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193547,769.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193685,551.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193671,645.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193269,"1,200.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193268,860.16,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193801,709.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193803,"1,064.56",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193962,713.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193120,"1,018.36",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193123,577.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193127,"1,008.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193405,583.52,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4194126,984.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4194127,510.40,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193254,828.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180644,507.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180645,862.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180756,"1,082.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180995,573.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180996,759.28,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180420,614.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193381,973.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193544,"1,095.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193546,"1,005.44",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193549,"1,116.84",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193942,973.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193536,531.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193537,881.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193413,"1,118.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193673,700.40,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193674,935.28,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193675,682.64,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193679,"1,019.56",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193680,"1,133.60",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193808,544.48,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193257,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193258,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193259,818.64,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193260,509.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193261,509.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193792,556.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193793,610.64,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193794,683.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193800,"1,120.52",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193802,"1,178.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193964,"1,061.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193965,"1,096.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193966,"1,201.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4194119,767.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193122,"1,229.44",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193403,"1,130.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193404,"1,144.92",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193789,"1,197.92",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193790,"1,204.56",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193953,607.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193955,766.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193956,940.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193116,935.28,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193390,577.40,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193397,766.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193391,687.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193392,769.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193393,934.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193394,975.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,14/03/2023,4188528,691.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,14/03/2023,4188086,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,14/03/2023,4188087,"1,219.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180643,682.48,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180752,569.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180753,"1,088.88",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180754,"1,127.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180755,"1,191.76",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180843,975.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180844,975.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180248,702.17,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180388,702.17,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180642,607.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4181065,595.41,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180242,794.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180989,610.64,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180990,889.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180292,"1,082.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180293,"1,189.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180991,"1,065.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180992,"1,129.40",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180993,"1,197.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180712,900.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180714,"1,054.36",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180881,"1,025.92",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180882,"1,229.44",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180291,717.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180378,"1,140.84",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180723,638.46,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180290,510.40,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180414,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180415,695.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180416,752.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180417,813.40,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180418,837.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4180419,911.16,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,07/03/2023,4181099,997.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193686,701.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193415,"1,424.70",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,FOSSE HEALTHCARE LTD,1675472,21/03/2023,4193809,"1,045.44",0.00,N/A,N/A
