DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180456,967.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180457,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180579,535.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180580,573.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180581,666.90,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180582,"1,018.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180583,"1,096.88",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181035,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180921,506.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180922,563.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180923,838.11,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180924,916.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180926,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180927,"1,257.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180897,746.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180458,"1,055.36",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180459,"1,279.72",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180807,916.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180808,920.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180684,678.40,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180685,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180686,"1,153.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180204,641.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180205,873.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180206,920.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180207,"1,153.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180208,"1,263.60",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180345,681.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180343,606.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180344,606.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180346,716.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180347,781.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180348,801.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180349,829.78,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180350,838.11,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180351,"1,257.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202187,759.21,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202190,785.48,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202191,803.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203019,"1,012.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203020,"1,048.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203021,"1,130.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202357,535.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202358,721.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202359,729.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200449,"1,005.76",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200450,"1,112.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200590,766.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200591,781.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200592,781.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200593,941.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200594,941.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200595,976.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200596,978.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202657,"1,000.51",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202662,741.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202663,899.20,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202664,976.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202669,"1,352.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203008,751.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203009,834.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203010,916.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203011,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202198,"1,076.40",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202199,"1,076.40",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200905,716.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201155,"1,048.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201156,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201157,"1,117.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201158,"1,127.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201159,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200468,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200469,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202339,"1,315.80",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202529,633.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202513,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202514,"1,239.60",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202685,594.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202686,690.42,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202687,729.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203003,873.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202329,792.16,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202330,"1,005.76",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201174,584.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200451,"1,112.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200452,"1,117.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200453,"1,288.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202858,601.22,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202859,665.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202860,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202862,"2,123.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200056,"1,130.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200061,891.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200611,"1,464.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201147,753.87,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201148,834.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201149,873.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200610,"1,022.72",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200609,"1,022.72",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201272,753.87,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201518,641.13,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200045,891.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200046,"1,012.28",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200787,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201044,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201045,741.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201046,781.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200788,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200789,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181024,"1,464.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180179,564.52,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180909,664.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180910,696.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180911,741.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180912,741.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180913,766.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180914,781.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180915,"1,117.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180916,"1,288.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180798,840.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180799,"1,022.72",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180800,"1,117.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180194,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180195,696.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180196,707.34,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181023,"1,130.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181020,512.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181021,732.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181022,976.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180896,536.58,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180444,785.48,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180445,840.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180442,743.56,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180446,976.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180447,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180443,781.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180568,535.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180569,594.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180570,743.56,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180571,873.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180572,941.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180573,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180781,564.52,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180677,751.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180678,781.28,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180679,803.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180680,"1,352.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181007,962.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180658,532.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180776,907.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180338,732.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180339,"1,130.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180340,"1,239.60",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180676,610.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180197,891.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180198,941.12,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180199,978.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180200,"1,022.72",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180201,"1,127.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180548,577.68,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180549,592.76,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180337,670.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201877,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201878,"1,021.26",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201879,"1,117.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201787,"1,021.26",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202239,"1,117.48",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180585,"1,021.26",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181036,873.24,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180461,"1,021.26",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180176,822.48,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180309,822.48,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180777,597.73,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202182,"1,099.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202184,509.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203017,899.54,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201266,509.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201267,"1,099.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200097,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200095,545.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200096,899.54,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200444,605.28,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200445,"1,045.44",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203016,594.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202196,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202338,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202534,501.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201184,545.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201185,594.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202336,722.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202337,"1,099.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203001,"1,099.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202327,"1,099.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200094,522.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201144,594.00,0.00,N/A,N/A
