DCC Supplier Payments Over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CYGNET CARE SERVICES LIMITED CYGNET HEALTH CARE,12/11/2024,00149990,623066,"3,310.14",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CYGNET CARE SERVICES LIMITED CYGNET HEALTH CARE,12/11/2024,00149990,623067,"5,452.00",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,JS HUBS AND CO LTD,12/11/2024,00149797,623068,"1,200.00",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,THROUGHHOMES LTD,12/11/2024,00150034,623069,"24,000.00",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,TRUE FOSTERING LIMITED,12/11/2024,00150053,623070,"5,578.40",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,TRUE FOSTERING LIMITED,12/11/2024,00150053,623071,"3,863.40",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,TRUE FOSTERING LIMITED,12/11/2024,00150053,623072,"3,978.96",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,TRUE FOSTERING LIMITED,12/11/2024,00150053,623073,"3,978.96",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,SHYNE TOGETHER LIMITED,12/11/2024,00150076,623076,"24,502.00",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CARE 4 EVERY CHILD LIMITED,12/11/2024,00150108,623077,"3,087.52",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CARE 4 EVERY CHILD LIMITED,12/11/2024,00150108,623078,"17,792.04",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CARE 4 EVERY CHILD LIMITED,12/11/2024,00150108,623079,"1,284.76",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,RESICARE ALLIANCE LTD,12/11/2024,00150110,623080,"34,000.00",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,KEYS EDUCATIONAL SERVICES,12/11/2024,00150155,623081,"18,462.08",Agency Residential,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NASSH HEALTHCARE LTD,12/11/2024,00149746,623082,"1,200.00",Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NASSH HEALTHCARE LTD,12/11/2024,00149746,623083,"42,168.00",Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NASSH HEALTHCARE LTD,12/11/2024,00149746,623084,814.29,Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NASSH HEALTHCARE LTD,12/11/2024,00149746,623085,"8,957.14",Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NASSH HEALTHCARE LTD,12/11/2024,00149746,623087,"1,200.00",Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NASSH HEALTHCARE LTD,12/11/2024,00149746,623088,"13,200.00",Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CLIFFORD HOUSE FOSTERING LTD,12/11/2024,00150230,623090,"4,607.96",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CLIFFORD HOUSE FOSTERING LTD,12/11/2024,00150230,623091,"4,607.96",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTER CARE LINK,12/11/2024,00150205,623092,"3,851.40",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTER CARE LINK,12/11/2024,00150205,623093,"3,851.40",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,12/11/2024,00149629,623094,"8,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,12/11/2024,00149629,623095,"1,200.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,12/11/2024,00149629,623096,"8,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,AXIOM SUPPORTED LIVING LIMITED,12/11/2024,00149629,623097,"1,200.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623098,880.00,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623099,"3,960.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623102,"2,600.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623103,"3,080.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623104,880.00,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623105,"3,291.43",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623106,"3,428.57",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623107,"3,840.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623108,"4,000.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623109,"3,840.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623110,"4,000.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623111,"3,840.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623112,"4,000.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623113,"3,840.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,HEALTHCARE SOLUTIONS 365 LTD,12/11/2024,00149732,623114,"4,000.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,NASSH HEALTHCARE LTD,12/11/2024,00149746,623115,"3,600.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PANACHE CARE LTD,12/11/2024,00149796,623116,"3,000.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PANACHE CARE LTD,12/11/2024,00149796,623117,"2,156.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PANACHE CARE LTD,12/11/2024,00149796,623118,"2,200.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PANACHE CARE LTD,12/11/2024,00149796,623119,"7,728.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SERENITY HOUSING SUPPORT LTD,12/11/2024,00149839,623120,800.00,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SERENITY HOUSING SUPPORT LTD,12/11/2024,00149839,623121,"1,600.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623122,"1,800.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623123,504.00,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623124,900.00,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623126,"8,000.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623127,"6,400.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623128,720.00,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623129,"9,600.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TM HEALTHCARE SERVICES LTD,12/11/2024,00149882,623130,"5,600.00",Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TEEN SUPPORT SERVICES LIMITED,12/11/2024,00150029,623131,"3,400.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TEEN SUPPORT SERVICES LIMITED,12/11/2024,00150029,623132,"1,060.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TEEN SUPPORT SERVICES LIMITED,12/11/2024,00150029,623134,"1,060.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,TEEN SUPPORT SERVICES LIMITED,12/11/2024,00150029,623136,561.43,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623138,"7,620.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623139,"1,080.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623140,"1,600.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623141,"8,000.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623142,942.86,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623143,"4,965.71",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623144,"7,727.50",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,12/11/2024,00150046,623146,"1,092.86",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,12/11/2024,00150059,623147,"7,490.20",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,12/11/2024,00150059,623148,"1,580.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,12/11/2024,00150059,623149,"1,580.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,12/11/2024,00150059,623150,800.00,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,12/11/2024,00150059,623151,800.00,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,12/11/2024,00150059,623152,800.00,Housing Placements for Young People,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623153,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623154,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623156,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623157,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623158,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623159,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623161,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623163,-897.00,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00150253,623166,964.12,West Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623167,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623168,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,EDF ENERGY CUSTOMERS LTD,12/11/2024,00149762,623169,879.35,Friargate Studios,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00150253,623170,964.12,West Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623171,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623172,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623173,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/11/2024,00149181,623174,"9,701.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623175,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/11/2024,00149181,623176,"9,701.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/11/2024,00149181,623177,"9,701.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623178,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623180,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/11/2024,00149181,623182,"9,701.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623183,"1,040.52",South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/11/2024,00149181,623184,"9,701.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,12/11/2024,00149947,623185,748.20,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,KIELY BROS LTD,12/11/2024,00150036,623195,"35,763.16",Planned Footway Maintenance,10 - Company,Company
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,EDF ENERGY CUSTOMERS LTD,12/11/2024,00149762,623213,"1,580.45",Friargate Studios,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,SS SYSTEMS LTD.,12/11/2024,00149287,623218,513.00,Building Services,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/11/2024,00149069,623225,"1,055.59",Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,J & K DEVELOPMENTS LTD,12/11/2024,00149077,623234,"1,147.60",Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HYDRO X WATER TREATMENT LTD,12/11/2024,00149072,623250,"1,048.00",Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HYDRO X WATER TREATMENT LTD,12/11/2024,00149072,623251,639.00,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HYDRO X WATER TREATMENT LTD,12/11/2024,00149072,623252,620.00,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,12/11/2024,00149099,623268,"2,332.00",Repair & Maintenance Works,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EMEC ECOLOGY,12/11/2024,00149102,623321,"6,212.76",Markeaton Brook Stiling Bay Reinstallation,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,EDF ENERGY CUSTOMERS LTD,12/11/2024,00149762,623322,"2,725.63",Friargate Studios,10 - Company,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,MERCER BUILDING SOLUTIONS LIMITED,12/11/2024,00150147,623362,"112,247.03",Brentford Drive - HRA,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ROYAL NATIONAL COLLEGE FOR THE BLIND,12/11/2024,00149451,623365,"23,204.33",Post 16 LDD,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Children Centres Locality 3/4,UK EDUCATIONAL FURNITURE.,12/11/2024,00149295,623366,838.50,Rosehill Childrens Centre,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CREATE TALK LIMITED,12/11/2024,00150242,623367,"1,075.60",High Needs Contingency,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CREATE TALK LIMITED,12/11/2024,00150242,623368,"2,645.86",High Needs Contingency,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CREATE TALK LIMITED,12/11/2024,00150242,623369,647.95,High Needs Contingency,10 - Company,Company
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,CHIPSIDE LTD,12/11/2024,00149053,623370,"1,049.30",Parking Services,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CREATE TALK LIMITED,12/11/2024,00150242,623371,"2,487.87",High Needs Contingency,10 - Company,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,SUNBELT RENTALS LIMITED,12/11/2024,00149702,623372,631.80,Fleet Hire,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,SUNBELT RENTALS LIMITED,12/11/2024,00149702,623373,546.00,Fleet Hire,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Leisure,EVENT SUPPORT TEAM LTD,12/11/2024,00149923,623375,738.98,Derby Multi Use Sports Arena,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,WESTERN CARS CO,12/11/2024,00148937,623376,570.00,Fostering Allowances,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Customer Engagement & Registration Services,Customer Management,SIGNIFICANT UK LTD,12/11/2024,00149218,623377,"1,732.50",Derby Direct,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,CROWN HOSTING DATA CENTRES LTD,12/11/2024,00149434,623379,"3,017.98",IT Infrastructure,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ACTIVE SUPPORT LIMITED,12/11/2024,00149996,623382,"1,407.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,PRO DBA LTD,12/11/2024,00149588,623385,"4,550.00",IT Infrastructure,40 - SME,SME
Communities & Place,Communities,Community Safety & Localities,Libraries,DERBYSHIRE COUNTY COUNCIL,12/11/2024,00148956,623389,"67,642.72",Libraries Development & Delivery,20 - Public/Government Agency,Public/Government Agency
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,FLOWBIRD SMART CITY UK LIMITED,12/11/2024,00149611,623395,"5,357.24",Parking Services,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,CAR ACCIDENT REPAIR SERVICE LTD,12/11/2024,00149188,623396,"3,463.53",Fleet Hire,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,PERRYS EAST MIDLANDS LIMITED,12/11/2024,00149969,623398,"34,871.92",Derby Homes Vehicles,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,PERRYS EAST MIDLANDS LIMITED,12/11/2024,00149969,623465,"34,871.92",Derby Homes Vehicles,40 - SME,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,12/11/2024,00149077,623466,"4,869.40",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SAFE HANDS INTERPRETING LIMITED.,12/11/2024,00149948,623468,679.60,West Team,40 - SME,SME
