DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,HIGHLAND ORNATE LIMITED ORNATE HEALTHCARE,11/06/2024,108946,457900,"1,136.20",Central/East MH Support Adults (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HIGHLAND ORNATE LIMITED ORNATE HEALTHCARE,11/06/2024,108946,457901,780.36,East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HIGHLAND ORNATE LIMITED ORNATE HEALTHCARE,11/06/2024,108946,457903,"1,040.48",East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457906,"1,253.52",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457907,"1,253.52",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457908,659.17,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457909,696.32,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457915,689.96,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457916,689.96,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457917,740.18,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457922,835.8,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457928,"1,247.71",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457929,677.04,Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457930,558.46,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457931,"1,032.80",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457934,"1,271.03",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457935,"1,214.05",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457936,634.4,West OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457937,"1,429.84",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457939,"1,111.00",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457940,900.08,Central Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457943,"1,293.74",Central OP (under 65) Mental Health - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457946,535.8,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457947,526.99,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457951,894.74,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,457952,753.28,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457953,"1,532.12",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457954,"1,255.76",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457955,874.37,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457956,"1,703.32",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457957,"1,857.72",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457958,"1,274.52",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457959,"1,413.64",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457960,777.68,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457964,677.56,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457965,"1,048.28",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457969,557.2,West OP (under 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,457970,578.2,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457971,"1,274.52",East Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457972,"1,274.52",East Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457974,"1,274.52",East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457975,684.92,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457976,856.8,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457977,"1,116.28",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457978,500.89,Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,11/06/2024,108373,457979,701.52,East OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457980,738.76,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457981,"1,075.56",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457982,"1,274.52",Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457983,"1,274.52",Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457989,754.28,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457990,754.28,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457993,938.24,East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,457995,"1,193.24",East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457998,572.32,East OP (over 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,457999,835.8,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458001,677.56,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458002,"1,235.60",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458003,"1,274.52",East OP (over 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458004,"1,274.52",East OP (over 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458005,"1,274.52",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,I CARE GB LTD,11/06/2024,108373,458008,"1,268.80",Central/East MH Memory Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458009,"1,005.12",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458010,"1,344.03",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,458011,897.5,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,UP24 SEVEN SERVICES LTD,11/06/2024,108582,458012,897.5,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458014,835.8,Central/East MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458015,"1,114.40",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458016,"1,114.40",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,11/06/2024,108727,458017,"11,289.60",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,11/06/2024,108727,458018,"11,289.60",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,11/06/2024,108727,458019,"11,289.60",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,11/06/2024,108727,458020,"2,822.40",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,11/06/2024,108727,458021,"9,066.96",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,11/06/2024,108727,458022,"12,089.28",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458023,"1,135.40",East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458026,588.84,Central/East MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458030,516.68,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458031,516.68,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458032,529.44,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458033,529.44,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458034,711.6,West Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,11/06/2024,108373,458035,711.6,West Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458039,856.8,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458042,"1,383.80",East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458044,645.21,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458045,645.21,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458047,720,Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458048,720,Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458050,"1,166.61",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458051,"1,260.62",Central OP (over 65) Mental Health - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458052,"1,260.62",Central OP (over 65) Mental Health - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458053,702.37,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458057,"1,179.18",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458058,557.2,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458059,970.1,Central Adults (under 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458060,798.4,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458063,"1,114.40",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458066,632.47,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458068,"1,414.00",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,11/06/2024,108581,458069,"1,414.00",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458073,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458074,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458075,"22,218.00",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458076,"11,109.00",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458077,"6,665.40",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458078,"3,298.68",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458079,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458080,"2,874.48",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458081,-929.55,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458082,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458083,"1,412.84",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458084,980.96,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458086,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458087,"1,487.20",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458088,"1,561.56",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458090,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458091,"1,561.56",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458092,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458093,"1,970.54",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458094,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458095,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458096,"1,487.20",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458097,"1,561.56",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458098,"1,338.48",South Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458100,594.88,South Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458102,"6,246.24",West/South MH Support Adults (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458103,503.72,Central Adults (under 65) Sensory - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458104,"1,859.00",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458108,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458109,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,11/06/2024,108359,458110,"9,369.36",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,11/06/2024,108670,458111,893.55,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,11/06/2024,108670,458112,893.55,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,NASSH HEALTHCARE LTD,11/06/2024,108670,458115,"2,156.44",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,NASSH HEALTHCARE LTD,11/06/2024,108670,458116,"2,156.44",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
