DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST THE FOUNTAINS PRIMARY SCHOOL,20/06/2024,111898,473162,"55,433.00",Other Local Authority Education Placements,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,UMBRELLA DERBY AND DERBYSHIRE,20/06/2024,111902,473164,"4,728.26",IDCS Community Short Breaks,40 - SME,SME
Communities & Place,Communities,Regulatory Services,Bereavement Services,A W LYMN,20/06/2024,111747,473165,"1,918.00",Cemeteries,40 - SME,SME
Communities & Place,Communities,Regulatory Services,Bereavement Services,FG MARSHALL LTD,20/06/2024,111849,473188,578.92,Crematorium,40 - SME,SME
Communities & Place,Communities,Regulatory Services,Bereavement Services,THE YABOO CO LTD,20/06/2024,111742,473192,527,Crematorium,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,REDACTED,20/06/2024,111986,473194,555,Deprivation Of Liberty Safeguards,60 - Sole Trader,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,VALE ENGINEERING YORK LTD,20/06/2024,111860,473195,"11,745.00",MULTIPLE - Grounds Plant & Equipment,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAGLE CITY CARS,20/06/2024,111788,473196,935,High Needs Contingency,60 - Sole Trader,Sole Trader
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,DMC WESTON LTD WESTONS,20/06/2024,111984,473202,"6,000.00",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,20/06/2024,111753,473205,"8,700.00",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ALPHA RAIL LTD,20/06/2024,111770,473209,995,Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ALPHA RAIL LTD,20/06/2024,111770,473212,579.97,Highways Maintenance Works,40 - SME,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,CLOSOMAT LTD,20/06/2024,111903,473214,"6,030.00",REFCUS - Disabled Facilities Grant 96 Act,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,20/06/2024,111834,473215,"8,725.50",Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,20/06/2024,111834,473216,"3,230.00",Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,ATLOW CONTRACTING LIMITED.,20/06/2024,111877,473217,825,Outdoor Amenities,40 - SME,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,ATLOW CONTRACTING LIMITED.,20/06/2024,111877,473218,825,Outdoor Amenities,40 - SME,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,ATLOW CONTRACTING LIMITED.,20/06/2024,111877,473219,638.85,Outdoor Amenities,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,BALFOUR BEATTY LIVING PLACES LTD,20/06/2024,111811,473220,"16,924.60",TCF Tranche 2 - Bus & Rapid Transit Links: Nottingham Road,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,SILLY SIDS,20/06/2024,111706,473252,582.5,Transition Homes,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,SILLY SIDS,20/06/2024,111706,473254,833.33,Transition Homes,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Leisure,SIEMENS FINANCIAL SERVICES LIMITED,25/06/2024,112709,353788,"1,014.41",Springwood Centre DSO,10 - Company,Company
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,CARE SHOP BUNZL UK LIMITED,25/06/2024,112244,384290,773.14,Home First: Community & Perth House,40 - SME,SME
Communities & Place,City Sustainability,Traffic & Transportation,Traffic and Transport other,G2V RECRUITMENT GROUP LIMITED,25/06/2024,112723,390518,"3,100.00",Transforming Cities Programme,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BEBIDA BEVERAGE SOLUTIONS LTD,25/06/2024,112448,432439,732.51,Derby Live Catering - Markeaton Park,40 - SME,SME
Communities & Place,City Sustainability,Traffic & Transportation,Traffic and Transport other,G2V RECRUITMENT GROUP LIMITED,25/06/2024,112723,434487,"2,325.00",Transforming Cities Programme,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,YORKSHIRE ENERGY SERVICES CIC,25/06/2024,113065,445855,"19,236.00",Fuel Poverty Scheme,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,PRINTHOUSE LITTLE BOOKS DERBY LIMITED,25/06/2024,112911,449741,520,D2N2 - Marketing,40 - SME,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,TIMBERPLAY LIMITED,25/06/2024,113228,454078,"1,841.82",Outdoor Amenities,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,DERBYSHIRE COUNTY COUNCIL,25/06/2024,112132,455249,"604,036.87",Waste Disposal,20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Waste Disposal,Waste Disposal,DERBYSHIRE COUNTY COUNCIL,25/06/2024,112132,456653,"804,386.08",Waste Disposal,20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Waste Disposal,Waste Disposal,H W MARTIN WASTE LIMITED,25/06/2024,112823,457003,"102,330.46",Waste Disposal,40 - SME,SME
Communities & Place,City Sustainability,Traffic & Transportation,Transport Planning,WATERMAN ASPEN LTD,25/06/2024,112121,458953,"5,580.00",Transport Planning,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,YORKSHIRE ENERGY SERVICES CIC,25/06/2024,113065,462206,"1,077.40",Fuel Poverty Scheme,40 - SME,SME
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,HOLDSWORTH FOODS,25/06/2024,112772,462473,984.36,Home First: Community & Perth House,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH ENVIRONMENT PLANNING TRANSPORT LIMITED,25/06/2024,112910,462553,"3,140.00",Our City Our River - Package 2,10 - Company,Company
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,HOLDSWORTH FOODS,25/06/2024,112772,462642,859.47,Home First: Community & Perth House,40 - SME,SME
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,HOLDSWORTH FOODS,25/06/2024,112772,462643,784.33,Home First: Community & Perth House,40 - SME,SME
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,ESCALLA TS LTD,25/06/2024,113181,462985,985.5,Business Support,10 - Company,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,SJS 4 LIMITED,25/06/2024,112857,463991,"2,927,292.31",New Becketwell Performance Venue,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MED CARE HOME SERVICES LIMITED,25/06/2024,112945,464415,"2,822.40",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,GREG LONG TREE CARE,25/06/2024,112958,470885,"1,380.00",Chellaston Public Right of Way,60 - Sole Trader,Sole Trader
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,NOTTINGHAMSHIRE COUNTY COUNCIL,25/06/2024,112139,471041,"82,404.50",Adoption,20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Streetpride,Cleansing,TERSUS CONSULTANCY LTD,25/06/2024,112294,471104,895,Waste Transfer Station - London Road Depot,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,GREG LONG TREE CARE,25/06/2024,112958,471717,"23,110.00",Arboricultural Maintenance,60 - Sole Trader,Sole Trader
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,CAN DIGITAL SOLUTIONS LIMITED,25/06/2024,113142,471733,746.25,D2N2 - Marketing,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBYSHIRE COUNTY COUNCIL,25/06/2024,112132,471858,"1,163.32",Other Local Authority Education Placements,20 - Public/Government Agency,Public/Government Agency
People Services - Adults and Health,Public Health,Public Health,CYP,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,25/06/2024,112347,471872,"666,657.50",0-19 Integrated Pubblic Health Childrens Services,20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,TOTALMOBILE LIMITED,25/06/2024,113331,471876,"10,932.60",Healthy Housing Hub,10 - Company,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,25/06/2024,112622,473045,932.55,Derby Live Catering - Markeaton Park,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,BIFFA WASTE SERVICES LTD,25/06/2024,112104,473064,"46,198.70",Waste Disposal,10 - Company,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,25/06/2024,112622,473222,507.75,Derby Live Catering - Markeaton Park,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ARCADIS UK LTD,25/06/2024,112696,473229,"3,281.76",TCF Tranche 2 - Public Realm: Public Transport (Public Realm,10 - Company,Company
Communities & Place,Communities,Streetpride,Refuse Collection,STORM ENVIRONMENTAL LTD,25/06/2024,112336,473256,"1,659.23",Refuse Collection,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,THE DERBY CONFERENCE CENTRE,25/06/2024,112259,473300,"1,410.42",Leaving & After Care,40 - SME,SME
People Services - Adults and Health,Public Health,Public Health,Drugs and Alcohol,THE RIVERSIDE GROUP LTD,25/06/2024,112333,473344,"35,531.63",Integrated Substance Misuse Service,10 - Company,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,CERTAS ENERGY UK LIMITED,25/06/2024,113010,473352,"38,886.11",Fleet Hire,40 - SME,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,HIGH-LOW ROPES COURSE CONSULTING LTD,25/06/2024,113281,473357,"1,116.00",Outdoor Amenities,10 - Company,Company
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,VODAFONE LTD,25/06/2024,112206,473363,528.28,IT Infrastructure,10 - Company,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,25/06/2024,112876,473366,"1,096.50",Home To School Transport - SEN,40 - SME,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - Non SFA,COMMUNITY ACTION DERBY LTD,25/06/2024,112105,473409,"12,000.00",Maths Multiplier Grant,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,25/06/2024,112876,473422,898.7,Home To School Transport - SEN,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,ORIGIN AMENITY SOLUTIONS,25/06/2024,112967,473423,685,Grounds Maintenance,10 - Company,Company
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Regeneration Projects,"PRECISION RESOURCE GROUP LIMITED PANORAMIC ASSOCIATES, IO ASSOCIATES, PANORAMIC ",25/06/2024,113182,473458,"1,455.00",Regeneration Projects,10 - Company,Company
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,PREMIER MOBILITY (UK) LIMITED,25/06/2024,112280,473464,"2,779.00",Occupational Therapy Team,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,25/06/2024,112102,473467,"14,745.30",Land Drainage: Rykneld Road Phase 4 & 5,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HILLIER NURSERIES LIMITED,25/06/2024,113332,473468,"9,520.30",TCF Tranche 2 - LCWIP: Nottingham Road,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,WJ NORTH LTD,25/06/2024,112690,473471,"7,533.97",Highways Maintenance - General,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ACACIA LODGE,25/06/2024,112584,473482,"1,547.72",Central Adults (under 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WOODEND CARE HOME,25/06/2024,112701,473483,"2,648.84",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WOODEND CARE HOME,25/06/2024,112701,473484,"3,921.16",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,25/06/2024,112952,473485,"2,100.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,25/06/2024,112952,473486,"2,176.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,25/06/2024,112952,473487,"1,243.20",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,25/06/2024,112278,473488,"1,221.84",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,25/06/2024,112560,473489,"3,439.04",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,ASHFIELD SPECIALIST CARE LIMITED,25/06/2024,112771,473490,"3,963.24",Central OP (under 65) Sensory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASHFIELD SPECIALIST CARE LIMITED,25/06/2024,112771,473491,"2,800.00",East OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,25/06/2024,112278,473492,"5,922.60",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,25/06/2024,112278,473493,"6,062.60",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,25/06/2024,112560,473494,"2,556.96",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,25/06/2024,112952,473495,"2,539.44",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASHE FIELDS,25/06/2024,112311,473496,"2,790.76",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASHFIELDS,25/06/2024,112157,473498,881.52,West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASHFIELDS,25/06/2024,112157,473499,"2,999.64",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BEARWARDCOTE HALL,25/06/2024,112267,473500,631.48,West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,25/06/2024,112224,473501,"5,318.20",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SUNBREEZE HEALTHCARE LTD,25/06/2024,112718,473502,"2,169.32",West OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473503,"6,800.00",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473504,"3,024.76",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473505,"3,480.00",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BEARWARDCOTE HALL,25/06/2024,112267,473506,"1,983.60",West OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,RAVENSWOOD RESIDENTIAL CARE NORSACA,25/06/2024,112184,473507,"4,430.64",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473508,"3,978.12",Ordinary Lives LD Support (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,25/06/2024,112224,473509,"4,351.28",East OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MGB CARE SERVICES,25/06/2024,112212,473510,"6,609.60",Central OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,25/06/2024,112212,473511,"6,778.76",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,25/06/2024,112224,473512,"4,351.28",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,25/06/2024,112224,473513,"4,351.28",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DALE TOPCO LTD,25/06/2024,112639,473514,"2,570.40",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473515,"7,441.16",South OP (over 65) Mental Health - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,25/06/2024,112224,473517,"4,351.28",South OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473518,"5,121.16",Ordinary Lives LD (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473519,"4,200.00",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473520,"5,101.44",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473521,"4,709.20",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,BROOMHOUSE,25/06/2024,112265,473522,"2,690.96",East OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473523,"2,073.60",Central/East MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473524,"-1,530.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CANAL VUE,25/06/2024,112885,473525,"1,147.20",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473526,"4,600.00",Central/East MH Support Adults (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,25/06/2024,112212,473527,"1,796.88",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473528,"1,713.60",West/South MH Memory Support (under 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473529,"2,570.40",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473530,"9,489.16",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473531,"1,500.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473532,"1,706.04",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DALE TOPCO LTD,25/06/2024,112639,473533,"5,024.28",Central/East MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DALE TOPCO LTD,25/06/2024,112639,473534,"2,570.40",Central OP (over 65) Sensory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,CASTLE DONINGTON NH,25/06/2024,112204,473535,"3,600.00",South OP (over 65) Memory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473537,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,CANAL VUE,25/06/2024,112885,473539,"2,452.80",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473540,"1,281.43",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473542,528.06,West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473543,832.84,Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473544,"4,663.88",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473545,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473546,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473547,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473548,"4,663.88",Central/East MH PD Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473549,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473550,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473551,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,25/06/2024,112224,473552,"8,754.56",South OP (Over 65) LD - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,LIME TREE CARE LTD,25/06/2024,112940,473553,"6,200.00",Central OP (over 65) Sensory - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473554,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473555,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473557,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,CASTLE DONINGTON NH,25/06/2024,112204,473558,"1,560.00",West/South MH Support OP (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,CEDAR COURT NURSING HOME YOUR HEALTH LTD,25/06/2024,112186,473559,"2,423.68",Ordinary Lives MH Support (over 65) - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WINSLOW COURT LTD,25/06/2024,113022,473560,"1,765.60",Preparing for adulthood 18-24 LD ? R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WINSLOW COURT LTD,25/06/2024,113022,473561,"13,844.96",Preparing for adulthood 18-24 LD ? R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MINSTER CARE GROUP,25/06/2024,112859,473562,"2,096.08",East OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DEVONSHIRE COURT,25/06/2024,112307,473563,"1,842.08",South OP (Over 65) Physical - R/N,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,DERBY ROAD CARE HOME,25/06/2024,112253,473564,"10,208.40",Ordinary Lives LD (under 65) - R/N,40 - SME,SME
