DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169707,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169708,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169596,"3,243.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170532,"3,243.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170757,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170810,"6,726.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170811,"6,975.12",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170971,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170975,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170978,"1,840.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170979,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170980,"6,726.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170983,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170984,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171031,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170057,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170359,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170756,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169671,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169680,"3,243.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169821,"1,840.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169822,"3,243.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169825,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171044,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170233,"6,975.12",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170384,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170385,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170526,"1,840.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169944,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169951,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169771,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169778,"1,840.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169779,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170218,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170358,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170517,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170518,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170679,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170830,"6,726.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170997,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170998,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171045,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170071,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170072,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170773,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170932,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169790,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169848,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170129,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170666,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170667,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170986,"6,975.12",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170996,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170500,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169855,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169861,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169862,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169633,"1,908.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169784,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170805,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170958,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170959,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170697,"1,206.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171023,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170104,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170105,"6,438.50",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170265,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170266,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170268,"3,127.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170801,"6,975.12",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169565,"1,167.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170056,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169766,"6,975.12",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169810,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170943,"1,840.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170944,"3,243.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170945,"6,726.24",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169695,521.64,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170820,521.64,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170953,"1,108.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170540,"1,108.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170639,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170641,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170534,"1,108.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170524,"1,108.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170112,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170118,"1,108.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171004,521.64,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171005,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170069,"1,108.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169577,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169968,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170969,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170101,"1,108.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170642,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170946,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170076,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169706,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170529,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170489,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169817,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170113,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4171039,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170234,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170822,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170823,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170935,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169836,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170821,521.60,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169859,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169641,521.60,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169606,652.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169607,"1,653.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169801,"2,454.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169802,"5,788.08",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170248,"3,314.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170249,"4,907.58",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170252,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170254,"5,788.08",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170544,"4,907.58",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170552,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170790,"2,366.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170794,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170952,"7,106.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170687,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170688,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170837,"3,314.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170841,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170842,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170836,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170205,"6,846.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170506,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170507,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170074,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170082,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170243,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170244,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170247,"1,009.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170397,"3,314.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170401,"4,907.58",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170539,"7,106.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170542,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170543,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170638,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169595,"2,454.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169598,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169653,"1,463.52",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169793,"5,649.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169796,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170533,"7,106.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170536,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170758,"6,846.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170656,"1,009.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170659,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170808,"5,649.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170699,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170700,"3,314.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170059,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170224,"5,649.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170228,"1,463.52",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170362,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170363,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170364,"1,009.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170365,"3,314.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170746,"6,627.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170747,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170748,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170752,"7,106.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170906,"1,657.20",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169672,740.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169674,"5,649.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169675,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169676,"7,369.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169678,"2,454.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4169679,"5,788.08",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170117,"2,366.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170271,"1,463.52",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CREATIVE SUPPORT LTD,1430480,21/02/2023,4170272,"6,627.60",0.00,N/A,N/A
