DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,16/04/2024,93072,394420,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,16/04/2024,93072,394421,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,16/04/2024,93072,394422,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,16/04/2024,93072,394423,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,16/04/2024,93072,394424,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,16/04/2024,93072,394425,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394426,"1,538.44",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394427,"1,538.44",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394428,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394429,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394430,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394431,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394432,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394433,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394434,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394435,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394436,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394437,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394438,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394439,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394440,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394441,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394442,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394443,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394444,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394445,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394446,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394447,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394448,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394449,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394450,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394451,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394452,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394453,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394454,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394455,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394456,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394457,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394458,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394459,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394460,"1,442.88",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394461,888.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394462,602.68,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394464,708.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394468,708.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394469,657.72,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394470,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394471,"1,176.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE CITY OF DERBY ACADEMY,16/04/2024,92752,394472,"1,471.48",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394474,"1,082.52",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394477,618.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394478,961.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394479,634.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394480,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394481,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394482,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394483,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394484,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394485,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394486,653.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394487,961.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394488,961.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394489,961.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394490,961.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394491,961.52,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST DERBY MOOR ACADEMY,16/04/2024,93018,394492,"1,402.08",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394493,942.48,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394494,"1,054.96",High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394495,"1,059.48",High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394496,"1,059.48",High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394497,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394499,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394500,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394501,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394502,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394503,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394504,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BORROW WOOD PRIMARY SCHOOL,16/04/2024,93071,394505,802.04,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394506,926.64,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394507,699.6,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394508,743.6,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394509,946.12,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394510,"1,046.48",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394511,"1,052.92",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394512,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394514,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394515,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394516,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394517,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394518,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394519,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST CHELLASTON JUNIOR SCHOOL,16/04/2024,93122,394520,642.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394521,678.52,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394523,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394524,"1,133.00",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394526,"1,230.76",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394527,588.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394531,990.28,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394532,567.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394533,630.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394534,724.04,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,QEGSMAT CHELLASTON ACADEMY,16/04/2024,93124,394535,662.68,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394536,"1,059.48",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394537,"1,324.56",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394538,529.68,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394542,825.48,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394544,"1,059.44",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394545,"1,059.44",High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394546,819,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394549,899.08,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394550,702,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394551,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394552,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ALLESTREE WOODLANDS SCHOOL,16/04/2024,92712,394553,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,16/04/2024,93212,394554,608.08,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,16/04/2024,93212,394556,724.84,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,16/04/2024,93212,394557,509.76,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST,16/04/2024,93212,394558,710.84,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394560,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394561,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394562,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394563,"1,244.08",Special Schools,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST HEAD OFFICE,16/04/2024,93085,394564,"1,244.08",Special Schools,10 - Company,Company
