DCC Supplier Payments Over �500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,KF SURFACING LTD,12/09/2024,00134034,557900,842.4,Highways Maintenance Works,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/09/2024,00133931,557902,840,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,12/09/2024,00134006,557903,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,12/09/2024,00134006,557904,840,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/09/2024,00133931,557921,"1,120.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/09/2024,00133931,557926,980,Housing Options (Private),40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557943,"1,333.44",Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557945,"1,768.81",Roe Farm Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557948,"2,470.22",Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557949,"1,589.85",Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557954,701.29,Portway Infant,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557957,"1,585.21",Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557962,"1,072.78",Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557968,697.94,Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557983,"1,317.00",Redwood Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557985,"4,344.21",Ashgate Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557986,"4,223.43",Ashgate Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557987,"2,954.98",Gayton Community Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557989,649.15,Roe Farm Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557993,"1,850.31",Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,557994,770.21,Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558009,"1,928.57",Park View Primary,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558023,"2,490.54",Cavendish Close Infant,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558026,504.51,Ravensdale Infant,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558040,"1,750.00",Redwood Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558047,913.89,Mickleover Primary,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558048,906.17,Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558061,"2,228.24",Redwood Junior,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558072,819.36,Kingsmead,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558082,999.52,Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558095,673.71,Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERBY HOMES LTD,12/09/2024,00133761,558096,521.18,Repair & Maintenance Works,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MANOR ELECTRICAL SERVICES,12/09/2024,00133787,558148,695,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MANOR ELECTRICAL SERVICES,12/09/2024,00133787,558151,975,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,CHURCHILL SPECIALIST CONTRACTING,12/09/2024,00133847,558156,753,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,12/09/2024,00133753,558159,"3,250.00",Rechargeable Work,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,12/09/2024,00133801,558173,949.3,Repair & Maintenance Works,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,12/09/2024,00133801,558174,576.4,Repair & Maintenance Works,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,12/09/2024,00133770,558178,"1,430.00",Building Services,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,12/09/2024,00133770,558179,"4,030.00",Rechargeable Work,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,12/09/2024,00133770,558180,"1,145.00",Rechargeable Work,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,12/09/2024,00133770,558181,595,Rechargeable Work,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,B & K PROPERTY SERVICES LTD,12/09/2024,00133778,558183,627,Alvaston Infants,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,MERCER BUILDING SOLUTIONS LIMITED,12/09/2024,00134057,558195,"15,613.06",Warkwick House - HRA,10 - Company,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,12/09/2024,00134014,558205,"4,317.23",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,UNITED HOUSING LIMITED,12/09/2024,00134062,558211,"6,640.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,WASTE PARTS UK LTD,12/09/2024,00133833,558242,664.89,Vehicle Maintenance,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,WASTE PARTS UK LTD,12/09/2024,00133833,558243,"1,049.69",Vehicle Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558250,"1,938.30",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558251,"2,281.23",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558252,"1,606.93",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558253,"1,606.93",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558254,"1,606.93",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558255,"2,236.50",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558256,"6,140.66",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558257,"1,606.93",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558258,"2,296.14",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558259,"1,281.20",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558263,"7,231.28",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558264,"8,149.60",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558265,"1,606.93",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558266,"1,341.90",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558268,"1,789.20",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558269,"2,236.50",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,CLYMAC LTD,12/09/2024,00133757,558273,656.25,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,12/09/2024,00133715,558275,"2,236.50",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,STEPNELL LIMITED,12/09/2024,00134016,558276,"7,909.46",Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,REDACTED,12/09/2024,00133820,558285,"11,873.60",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,PERFECT CIRCLE JV LTD,12/09/2024,00133894,558286,"10,828.86",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,BSG ECOLOGY,12/09/2024,00133829,558287,"2,770.00",Rechargeable Work,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,12/09/2024,00133911,558288,"1,500.00",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,12/09/2024,00133911,558289,"1,560.00",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,KORDUS CONSULTING LIMITED,12/09/2024,00133998,558290,531.38,Rechargeable Work,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,BSG ECOLOGY,12/09/2024,00133829,558291,"4,360.00",Rechargeable Work,10 - Company,Company
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,XYLEM WATER SOLUTIONS UK LTD,12/09/2024,00133822,558293,"3,234.16",Projects Water & Flood Risk Management,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558297,-821.28,West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558301,625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558302,"1,095.04",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558303,625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558308,625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558309,625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558316,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558319,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558320,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558321,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558322,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558323,"3,108.09",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558325,-625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558326,"7,252.20",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558327,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558328,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558329,"9,669.60",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558330,"1,079.39",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558331,-625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558333,"1,083.20",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558334,"1,083.20",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558335,"1,078.12",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558336,"1,078.12",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558337,"1,078.12",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558338,-625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Support to Carers,REDACTED,12/09/2024,00134063,558339,-625,South Adults Support to Carers: Community: Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558340,"1,078.12",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558341,"1,078.12",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,12/09/2024,00134060,558343,"-1,478.66",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558344,"1,078.12",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,12/09/2024,00133810,558345,538.64,West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,HEARTHFIRE PROPERTY INVESTMENTS LTD,12/09/2024,00134048,559184,"4,235.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HEARTHFIRE PROPERTY INVESTMENTS LTD,12/09/2024,00134048,559193,"1,265.00",Housing Options (Private),40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,12/09/2024,00133818,559194,"1,894.26",Highways Maintenance Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,12/09/2024,00133818,559221,"1,236.82",Highways Maintenance Works,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,JC BALLS AND SONS,12/09/2024,00133837,559225,"31,091.00",Markeaton Brook Stiling Bay Reinstallation,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,12/09/2024,00133818,559233,535.47,Highways Maintenance Works,40 - SME,SME
People Services - Adults and Health,Commissioning & Delivery,Integrated Commissioning,Integrated Commissioning,I CARE GB LTD,12/09/2024,00133885,559235,"5,060.55",Extra Care - Handyside Court,10 - Company,Company
People Services - Adults and Health,Commissioning & Delivery,Integrated Commissioning,Integrated Commissioning,I CARE GB LTD,12/09/2024,00133885,559241,"10,701.74",Extra Care - Handyside Court,10 - Company,Company
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,12/09/2024,00133860,559253,"1,395.00",Highways Maintenance Works,40 - SME,SME
Housing Rents,Housing Rents,Housing Rents,Housing Rents,REDACTED,12/09/2024,00134082,559254,800.51,Rent Refunds HRA (DHL Use),20 - Public/Government Agency,Public/Government Agency
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,ARRIVING LTD,12/09/2024,00133860,559265,"3,647.00",Highways Maintenance Works,40 - SME,SME
Housing Rents,Housing Rents,Housing Rents,Housing Rents,REDACTED,12/09/2024,00134084,559266,700,Rent Refunds HRA (DHL Use),20 - Public/Government Agency,Public/Government Agency
Housing Rents,Housing Rents,Housing Rents,Housing Rents,REDACTED,12/09/2024,00134086,559279,522.36,Rent Refunds HRA (DHL Use),20 - Public/Government Agency,Public/Government Agency
Housing Rents,Housing Rents,Housing Rents,Housing Rents,REDACTED,12/09/2024,00134081,559305,758.92,Rent Refunds HRA (DHL Use),20 - Public/Government Agency,Public/Government Agency
Housing Rents,Housing Rents,Housing Rents,Housing Rents,REDACTED,12/09/2024,00134077,559318,905.76,Rent Refunds HRA (DHL Use),20 - Public/Government Agency,Public/Government Agency
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",CASSETTE ROULETTE,12/09/2024,00133996,559326,800,Derby Live - Outdoor Events,60 - Sole Trader,Sole Trader
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",CASSETTE ROULETTE,12/09/2024,00133996,559333,800,Derby Live - Outdoor Events,60 - Sole Trader,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/09/2024,00134059,559357,"1,598.00",Personal Budgets,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,CAR ACCIDENT REPAIR SERVICE LTD,12/09/2024,00133807,559368,"1,389.62",Fleet Hire,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,WASTEWISE,12/09/2024,00133981,559369,"95,819.16",Waste Disposal,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,FUCHS LUBRICANTS UK PLC,12/09/2024,00133709,559372,955.3,Vehicle Maintenance,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,YMCA,12/09/2024,00133746,559374,865.8,Leaving & After Care,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,EXCLUSIVE HOUSING SOLUTIONS LTD,12/09/2024,00134054,559376,"1,340.00",Housing Options (Private),40 - SME,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,SENAD LTD,12/09/2024,00133771,559377,"41,666.67",Independent School Education Placements,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,LKP ASSOCIATES LIMITED,12/09/2024,00134019,559381,600,Adult Workforce Learning and Development,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,HUWS GRAY LIMITED,12/09/2024,00133842,559383,"2,320.00",Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AMA SUPPLIES LTD,12/09/2024,00133749,559384,696.64,Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,HARTSHORNE MOTOR SERVICES LTD,12/09/2024,00133772,559386,511.24,Vehicle Maintenance,40 - SME,SME
