DCC Supplier Payments Over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ARCHWAY LEARNING TRUST ALVASTON MOOR ACADEMY,01/10/2024,137743,573757,708.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573758,708.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573759,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573760,806.32,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573762,708.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573763,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573764,"1,059.44",Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573769,500.3,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY CATHEDRAL SCHOOL,01/10/2024,137834,573773,708.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573776,841.88,High Needs Contingency,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573777,"1,142.84",High Needs Contingency,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573778,"1,173.56",High Needs Contingency,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573782,878.32,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573783,"1,054.64",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573784,"1,152.64",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573785,"1,164.84",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573786,"1,105.32",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573787,"1,606.68",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573788,"1,020.44",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573789,739.24,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573790,727.84,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573791,672.12,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573792,720.24,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573793,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573794,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573795,825.28,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573796,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573798,"1,121.88",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573806,511.1,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573807,"1,059.44",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NOEL BAKER ACADEMY L.E.A.D ACADEMY TRUST,01/10/2024,137703,573808,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573810,503.21,High Needs Contingency,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573812,"1,235.92",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573813,"1,220.32",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573814,"1,220.32",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573815,"1,220.32",Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573816,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573817,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAD ACADEMY TRUST DA VINCI ACADEMY,01/10/2024,137967,573818,708.44,Element 3 Funding,10 - Company,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573834,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573835,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573836,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573837,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573838,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573839,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573840,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573841,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573860,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573861,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573862,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573863,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573864,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573865,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573866,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573867,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573868,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573869,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573870,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573871,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573872,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573873,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573874,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573875,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573876,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573877,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573878,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573879,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573881,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573883,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573885,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573886,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573887,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573888,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573889,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST BRACKENSDALE SPENCER ACADEMY,01/10/2024,137794,573890,615.36,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,01/10/2024,137760,573896,543.21,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,01/10/2024,137760,573900,543.21,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),01/10/2024,137803,573901,769.2,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),01/10/2024,137803,573902,769.2,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),01/10/2024,137803,573903,769.2,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),01/10/2024,137803,573904,769.2,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),01/10/2024,137803,573905,769.2,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),01/10/2024,137803,573918,621.16,Enhanced Resource Units,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573919,710.88,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573921,748.8,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573923,767.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573924,"1,029.28",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573925,"1,131.20",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573926,859.92,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573927,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573928,"1,001.24",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573929,691.28,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573930,"2,533.64",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST 2,01/10/2024,137831,573931,860.16,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BEAUFORT PRIMARY SCHOOL,01/10/2024,137842,573937,747.84,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BEAUFORT PRIMARY SCHOOL,01/10/2024,137842,573938,678.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BEAUFORT PRIMARY SCHOOL,01/10/2024,137842,573939,661.64,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST BEAUFORT PRIMARY SCHOOL,01/10/2024,137842,573940,791.08,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST HOMEFIELDS PRIMARY SCHOOL,01/10/2024,137881,573945,"1,020.48",High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST HOMEFIELDS PRIMARY SCHOOL,01/10/2024,137881,573946,935.28,High Needs Contingency,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST HOMEFIELDS PRIMARY SCHOOL,01/10/2024,137881,573948,"1,047.00",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST HOMEFIELDS PRIMARY SCHOOL,01/10/2024,137881,573949,990.68,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST HOMEFIELDS PRIMARY SCHOOL,01/10/2024,137881,573950,"1,096.08",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,EAST MIDLANDS EDUCATION TRUST HOMEFIELDS PRIMARY SCHOOL,01/10/2024,137881,573951,895.72,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WYNDHAM PRIMARY ACADEMY,01/10/2024,137513,573954,"1,020.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WYNDHAM PRIMARY ACADEMY,01/10/2024,137513,573955,532.96,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,WYNDHAM PRIMARY ACADEMY,01/10/2024,137513,573956,681.44,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST JOHN FISHER (DJF),01/10/2024,137806,573960,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST JOHN FISHER (DJF),01/10/2024,137806,573961,"1,105.60",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST ST JOHN FISHER (DJF),01/10/2024,137806,573963,"1,059.44",Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST LANDAU FORTE ACADEMY MOORHEAD,01/10/2024,137965,573965,736.64,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LANDAU FORTE CHARITABLE TRUST LANDAU FORTE ACADEMY MOORHEAD,01/10/2024,137965,573966,730.84,Element 3 Funding,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,01/10/2024,137783,573986,708.44,Element 3 Funding,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY DIOCESAN ACADEMY TRUST.,01/10/2024,137783,573987,883.96,Element 3 Funding,40 - SME,SME
