DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,Communities,Strategic Housing,Housing and Advice,PRIM SHORT STAYS LTD,16/05/2024,101912,432379,"11,740.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,GSF CAR PARTS LIMITED,16/05/2024,101887,432382,530.45,Vehicle Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Democracy & Elections,Democracy - Electoral Services/ Land Cha,PRINT IMAGE NETWORK LTD,16/05/2024,101671,432390,"1,828.08",Conduct of Regional Elections,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,16/05/2024,101813,432392,840,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Streetpride,Refuse Collection,IPL PLASTICS (UK) LIMITED,16/05/2024,101802,432393,"11,100.00",Refuse Collection,40 - SME,SME
Communities & Place,Communities,Community Safety & Localities,Libraries,JF LOGISTICS AND TRANSPORTATION LTD,16/05/2024,101876,432397,"2,854.95",Libraries Development & Delivery,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,S G TRANSMISSIONS,16/05/2024,845,432400,850,Vehicle Maintenance,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,GREG LONG TREE CARE,16/05/2024,101866,432404,700,Grounds Maintenance,60 - Sole Trader,Sole Trader
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,THE DERBY CONFERENCE CENTRE,16/05/2024,101654,432405,541.67,Adult Workforce Learning and Development,40 - SME,SME
Communities & Place,Communities,Regulatory Services,Bereavement Services,TS MEDICAL SERVICES LTD,16/05/2024,101729,432408,666,Crematorium,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,GREG LONG TREE CARE,16/05/2024,101866,432419,"4,400.00",Grounds Maintenance,60 - Sole Trader,Sole Trader
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 1/5,TURNELL HOLDINGS PTY LTD TURNELL PLUS,16/05/2024,101931,432436,"1,150.00",Family Hubs,40 - SME,SME
Chief Executives,Chief Executives,Chief Executives,Chief Executives,BINNIES UK LIMITED,16/05/2024,101925,432445,"8,430.56",UPRN 10150 - Our City Our River,10 - Company,Company
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,COMMUNITY LINKS SUPPORT LTD,16/05/2024,101875,432449,992.52,IDCS Community Short Breaks,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,VEEZU NORTH LTD,16/05/2024,101934,432451,"1,418.00",Kedleston Team,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Workforce Learning & Development,LEICESTER CITY COUNCIL,16/05/2024,101601,432464,"17,266.44",Step Up to Social Work - Lead Authority,20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY GUESTHOUSE LTD,16/05/2024,101748,432473,"1,400.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY CITY COUNCIL - FUND 13,16/05/2024,101906,432479,"2,614.78",Milestone House,20 - Public/Government Agency,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY HOMES LTD,16/05/2024,101647,432491,"27,500.00",Homeless Hostel,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,16/05/2024,101904,432492,"1,422.39",Home To School Transport - SEN,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY CITY COUNCIL - FUND 13,16/05/2024,101906,432496,"1,169.77",Milestone House,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,CHILDRENS LINKS,16/05/2024,101901,432509,540,Agency Fostering,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY CITY COUNCIL - FUND 13,16/05/2024,101906,432512,"1,926.68",Milestone House,20 - Public/Government Agency,Public/Government Agency
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101656,432518,555,Preparing for Adulthood PD Support - DP/Mgd,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,DERBY CITY COUNCIL - FUND 13,16/05/2024,101906,432528,"1,395.03",Milestone House,20 - Public/Government Agency,Public/Government Agency
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,MAGFERN RECYCLING 2018 LTD,16/05/2024,101796,432532,572.79,Grounds Maintenance,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,16/05/2024,101942,432558,506.34,Home To School Transport - SEN,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,16/05/2024,101879,432563,630,Housing Options (Private),60 - Sole Trader,Sole Trader
Communities & Place,Communities,Streetpride,Cleansing,AMA SUPPLIES LTD,16/05/2024,101642,432572,"3,986.40",Street Cleaning,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,16/05/2024,101814,432592,"1,459.79",Highways Maintenance Works,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,16/05/2024,101684,432617,"3,000.00",Home To School Transport - SEN,60 - Sole Trader,Sole Trader
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",T C PRODUCTIONS LTD,16/05/2024,101905,432623,"7,415.55",Derby Live - Presented,10 - Company,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,16/05/2024,101646,432638,935,Home To School Transport - SEN,60 - Sole Trader,Sole Trader
Communities & Place,City Sustainability,Climate & Environment,Healthy Living,BIONICAL SOLUTIONS LIMITED,16/05/2024,101798,432655,"1,544.40",NHS Pilot,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Cleaning & Caretaking,BUNZL CLEANING AND HYGIENE SUPPLIES,16/05/2024,101608,432659,899.6,Cleaning Operating Account,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Cleaning & Caretaking,BUNZL CLEANING AND HYGIENE SUPPLIES,16/05/2024,101608,432661,520.51,Cleaning Operating Account,40 - SME,SME
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,FLOWBIRD SMART CITY UK LIMITED,16/05/2024,101797,432674,"5,357.24",Parking Services,40 - SME,SME
People Services - Children & Young People,Schools Block,Learning & Inclusion - Schools Block,Learning & Inclusion - Schools Block,LUNAR MIND LTD,16/05/2024,101885,432675,657.6,Secondary FAP,40 - SME,SME
People Services - Children & Young People,Schools Block,Learning & Inclusion - Schools Block,STEPS - Schools Block,SIGHT AND SOUND TECHNOLOGY,16/05/2024,101636,432677,"1,700.00",Specialist Support Teaching Services (SSTS),40 - SME,SME
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Economic Growth,UNIVERSITY OF DERBY.,16/05/2024,101604,432685,"37,055.83",SPF Revenue,20 - Public/Government Agency,Public/Government Agency
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,TRISHGANGOLLI LTD,16/05/2024,101769,432691,565.35,Deprivation Of Liberty Safeguards,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Mental Health,Social Care Activities,DERBYSHIRE LGBT PLUS LTD,16/05/2024,101884,432698,675,Adult Workforce Learning and Development,40 - SME,SME
Chief Executives,Finance & Business Support,Finance,Accountancy,GMBATU,16/05/2024,101635,432738,"1,240.52",Finance Department - Accountancy,40 - SME,SME
Chief Executives,Finance & Business Support,Finance,Accountancy,UNISON,16/05/2024,101622,432745,"9,748.05",Finance Department - Accountancy,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EUROVIA INFRASTRUCTURE LTD,16/05/2024,101724,432767,"487,948.88",TCF Tranche 2 - Public Realm: Public Transport (Public Realm,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,QUESTECH RECRUITMENT LIMITED,16/05/2024,101886,432818,"1,779.75",Vehicle Maintenance,40 - SME,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,OMEX ENVIRONMENTAL LTD,16/05/2024,101774,432836,"1,223.66",Projects Water & Flood Risk Management,40 - SME,SME
Chief Executives,Finance & Business Support,Finance,Accountancy,PIXEL FINANCIAL MANAGEMENT LIMITED,16/05/2024,101846,432864,"1,530.00",Finance Department - Accountancy,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,16/05/2024,101663,432913,"2,136.00",Home To School Transport - SEN,30 - Individual (Non Business),Individual (Non Business)
Chief Executives,Finance & Business Support,Audit,Audit Risk and Taxation,ERNST AND YOUNG LLP,16/05/2024,101710,432960,"3,091.00",External Audit Fees,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101795,432968,-851.67,Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101795,432969,"-1,135.56",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101793,432970,"-5,321.61",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101793,432972,"-7,095.48",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101917,432975,-540,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101917,432976,-720,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,16/05/2024,101728,432977,-980.68,South Adults (under 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101877,432978,-608.64,Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101757,432979,"-1,067.76",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101712,432980,-809.9,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101778,432984,"-1,228.68",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101679,432985,"-6,137.12",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101700,432986,-696.74,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,16/05/2024,101728,432987,-735.51,South Adults (under 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101700,432988,-975.44,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101757,432989,"-1,067.76",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101877,432990,-608.64,Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101679,432991,"-6,137.12",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101918,432993,-660,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101778,432994,"-1,638.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,16/05/2024,101857,432999,"-2,436.96",Central OP (over 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101712,433000,815.47,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101804,433001,-514.53,Central/East MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,16/05/2024,101683,433002,-836.08,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,16/05/2024,101683,433003,-836.08,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101804,433004,-600.28,Central/East MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101877,433005,688.68,Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101804,433007,-600.28,Central/East MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101853,433008,"-1,887.00",West OP (over 65) Mental Health - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101804,433009,"1,378.32",Central/East MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,16/05/2024,101683,433010,876.12,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101853,433011,"-1,415.25",West OP (over 65) Mental Health - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101793,433012,"5,696.70",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101877,433013,688.68,Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,16/05/2024,101683,433014,876.12,South Adults (under 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101804,433015,"1,608.04",Central/East MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101853,433016,"2,027.40",West OP (over 65) Mental Health - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,16/05/2024,101857,433017,"2,856.20",Central OP (over 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101757,433019,"1,167.36",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,16/05/2024,101728,433022,789.03,South Adults (under 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101804,433023,"1,608.04",Central/East MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101853,433024,"1,520.55",West OP (over 65) Mental Health - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101679,433029,"6,767.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101778,433030,"1,251.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,REDACTED,16/05/2024,101757,433031,"1,167.36",West/South MH Support Adults (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101793,433032,"7,595.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101918,433037,540,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101795,433038,"1,734.15",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101700,433039,741.84,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101917,433040,771.12,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101700,433041,989.12,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,REDACTED,16/05/2024,101728,433042,"1,052.04",South Adults (under 65) Sensory - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101918,433043,720,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,16/05/2024,101917,433044,578.34,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101795,433049,"2,312.20",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101679,433060,"6,767.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,16/05/2024,101778,433061,"1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PEOPLE POTENTIAL POSSIBILITIES,16/05/2024,101699,433138,664.64,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PEOPLE POTENTIAL POSSIBILITIES,16/05/2024,101699,433946,664.64,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PEOPLE POTENTIAL POSSIBILITIES,16/05/2024,101699,433970,664.64,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PEOPLE POTENTIAL POSSIBILITIES,16/05/2024,101699,433973,664.64,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,NOTTINGHAM SPECIALIST TRANSPORT LTD,16/05/2024,101872,433993,"138,364.62",Home To School Transport - SEN,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,ALPHEUS ENVIRONMENTAL LTD,16/05/2024,101617,434001,"11,480.74",Pride Park,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATES CONSTRUCTION LTD,16/05/2024,101771,434002,"624,477.50",Market Hall Replacement - Phase 2,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,KONE PLC,16/05/2024,101659,434004,"1,076.20",Repair & Maintenance Works,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PHOENIX LEARNING AND CARE LIMITED,16/05/2024,101777,434009,"1,468.32",Ordinary Lives LD Support (under 65) - DP/Mgd,20 - Public/Government Agency,Public/Government Agency
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,DERWENT HYDRO ELECTRIC POWER LTD,16/05/2024,101727,434029,632.93,Repair & Maintenance Works,10 - Company,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,16/05/2024,101607,434030,"2,027.76",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,16/05/2024,101607,434032,"2,236.50",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,16/05/2024,101607,434033,"2,221.59",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,16/05/2024,101607,434035,"6,083.63",Property Maintenance,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EUROSAFE SOLUTIONS LIMITED.,16/05/2024,101881,434036,895,MEND,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,EUROSAFE SOLUTIONS LIMITED.,16/05/2024,101881,434037,895,MEND,40 - SME,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,STEPNELL LIMITED,16/05/2024,101892,434038,"101,655.88",Preliminary Design- Structural and Buildings at risk,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,16/05/2024,101607,434039,"1,629.92",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,HAYS SPECIALIST RECRUITMENT LTD,16/05/2024,101607,434042,"8,149.60",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,PRACTICAL SOLUTIONS MIDLANDS LIMITED,16/05/2024,101915,434049,700,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,CLYMAC LTD,16/05/2024,101645,434055,577.36,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,SKILL STONE LIMITED,16/05/2024,101820,434058,860,Repair & Maintenance Works,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,REDACTED,16/05/2024,101693,434062,"9,282.40",Property Maintenance,40 - SME,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,SOLOPROTECT LIMITED,16/05/2024,101751,434064,"1,638.30",Repair & Maintenance Works,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,CROWN CARS Derby LTD,16/05/2024,101686,434073,"1,428.00",Home To School Transport - SEN,40 - SME,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CROWN CARS Derby LTD,16/05/2024,101686,434077,598.8,High Needs Contingency,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,CROWN CARS Derby LTD,16/05/2024,101686,434082,"1,363.60",Home To School Transport - SEN,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,CROWN CARS Derby LTD,16/05/2024,101686,434085,792,Home To School Transport - SEN,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,16/05/2024,101788,434103,"1,008.00",Home To School Transport - SEN,40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,16/05/2024,101684,434112,708,Home To School Transport - SEN,60 - Sole Trader,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,16/05/2024,101684,434114,"1,800.00",Home To School Transport - SEN,60 - Sole Trader,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,16/05/2024,101684,434132,"1,290.00",Home To School Transport - SEN,60 - Sole Trader,Sole Trader
