DCC Supplier Payments Over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488993,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488994,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488995,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488996,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488997,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488998,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,488999,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,489000,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,489001,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,489002,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,489003,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,489006,-508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ESTEEM MULTI ACADEMY TRUST ST CLARE'S SCHOOL,09/07/2024,00115990,489007,508.08,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489009,846.16,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489010,846.12,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489011,846.12,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489012,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489013,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489014,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489015,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489016,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489017,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489018,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489019,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489020,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489021,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489022,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489023,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489024,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489025,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489026,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489027,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489028,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489029,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489030,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489031,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489032,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489033,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489034,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489035,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489036,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489037,846.12,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489038,846.12,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489039,"1,538.44",Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489040,769.20,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489041,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489042,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489043,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489044,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489045,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489046,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489047,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489048,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489049,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489050,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489051,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489052,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489053,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489054,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489055,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489056,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489057,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489058,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489059,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489060,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489061,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489062,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489063,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489064,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489065,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489066,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489067,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489068,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489069,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489070,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489071,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489072,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489073,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489074,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489075,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489076,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489077,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489078,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489079,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489080,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489081,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489082,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489083,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE SPENCER ACADEMIES TRUST ST GILES SCHOOL,09/07/2024,00115983,489084,859.84,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489085,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489086,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489087,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489088,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489089,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489090,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489091,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489092,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489093,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489094,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489095,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489096,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489097,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489098,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489099,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489100,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489101,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489102,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489103,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489104,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489105,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489106,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489107,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489108,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489109,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489110,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489111,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHAW EDUCATION TRUST ST MARTINS SCHOOL,09/07/2024,00116050,489112,703.48,Special Schools,20 - Public/Government Agency,Public/Government Agency
