DCC Supplier Payments Over �500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ST JAMES CENTRE,06/08/2024,00123309,518413,"1,002.24",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ST JAMES CENTRE,06/08/2024,00123309,518415,835.20,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ST JAMES CENTRE,06/08/2024,00123309,518416,"2,505.60",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,06/08/2024,00123241,518418,707.23,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DERBYSHIRE CARE SERVICES,06/08/2024,00123241,518420,562.65,Central OP (over 65) Memory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,06/08/2024,00123241,518421,"1,264.87",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,06/08/2024,00123241,518422,"1,264.87",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,06/08/2024,00123241,518423,986.38,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518425,"1,299.20",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518426,835.80,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518429,"1,159.50",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518430,"1,159.50",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MELLOWCARE LTD,06/08/2024,00123804,518431,588.33,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MELLOWCARE LTD,06/08/2024,00123804,518432,588.33,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MELLOWCARE LTD,06/08/2024,00123804,518433,"1,114.40",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MELLOWCARE LTD,06/08/2024,00123804,518434,"1,114.40",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518437,"1,332.47",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518438,828.57,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518439,828.57,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518440,737.70,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518441,737.70,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518443,861.63,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MELLOWCARE LTD,06/08/2024,00123804,518445,"1,557.59",South OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518447,856.80,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518448,732.66,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518451,"1,152.60",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518452,"1,284.16",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518453,"1,361.36",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518455,747.02,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,06/08/2024,00123804,518456,"1,704.76",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518461,887.16,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518462,887.16,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518464,501.40,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518465,501.40,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518468,972.02,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518471,551.92,West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518474,835.80,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518475,835.80,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518476,"1,553.30",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518477,"1,862.10",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518480,557.20,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518481,539.28,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518482,696.32,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518483,717.32,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518484,"1,274.52",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518485,919.50,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518486,837.50,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518487,837.50,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518490,856.80,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518491,"1,414.00",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518492,"1,831.54",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518494,"1,177.15",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518496,"1,135.40",Central OP (over 65) Mental Health - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,06/08/2024,00123310,518497,"1,274.52",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518498,"2,014.88",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518499,811.44,South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518500,"6,246.24",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518501,"1,264.12",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518502,"1,819.76",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518503,"15,615.60",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518504,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518505,"1,171.40",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518506,"1,119.12",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518507,"1,561.56",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518508,"2,132.89",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518509,"1,295.28",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518511,"1,823.16",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518512,"1,745.03",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518514,"2,158.80",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518515,"1,560.76",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518516,"1,295.28",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518517,"7,807.80",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518518,"2,132.16",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518519,"2,518.60",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518520,"2,166.00",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518522,"1,133.37",West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518523,"2,499.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,06/08/2024,00123796,518524,"2,518.60",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EDEN SUPPORTED LIVING LTD,06/08/2024,00124034,518525,"3,576.96",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518526,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518527,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518528,"22,218.00",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518529,"11,109.00",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518530,"6,665.40",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518531,"3,298.68",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518532,"-3,431.89",Preparing for Adulthood MH Support - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518533,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518534,"2,874.48",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518535,-929.55,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518536,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518537,"1,412.84",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518538,980.96,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518540,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518541,"1,487.20",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518542,"1,561.56",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518543,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518544,"1,561.56",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518545,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518546,"1,970.54",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518547,"4,684.68",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518548,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518549,956.79,Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518550,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518551,"1,487.20",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518552,"1,561.56",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518553,"1,338.48",South Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518555,520.52,South Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518559,"6,246.24",West/South MH Support Adults (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518560,503.72,Central Adults (under 65) Sensory - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518563,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518564,"7,807.80",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,FOSSE HEALTHCARE LTD,06/08/2024,00123607,518565,"9,369.36",Ordinary Lives LD Support (under 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518572,"-1,287.24",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518573,"1,200.44",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518574,"1,473.28",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518575,"1,473.28",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518578,"1,253.70",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518579,"1,253.70",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518581,883.27,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518582,"1,123.27",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518583,"1,095.28",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518585,"1,274.52",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518586,"1,274.52",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518588,"1,532.12",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518589,"1,532.12",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518590,856.80,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518592,"2,270.80",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518593,"2,270.80",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518595,"1,135.40",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518596,"1,135.40",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518598,"1,135.40",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518600,"1,253.52",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518602,"1,893.32",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,NASSH HEALTHCARE LTD,06/08/2024,00123905,518603,"3,081.96",Preparing for Adulthood MH Support - DP/Mgd,40 - SME,SME
