Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640664,959.92,West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640666,"1,209.32",West OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640667,"1,209.32",West OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640668,671.72,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640669,"1,151.72",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENAD COMMUNITY LTD,03/12/2024,00154895,640670,"2,448.18",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SENAD COMMUNITY LTD,03/12/2024,00154895,640671,"2,448.18",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640672,532.52,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640673,"1,209.32",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640674,"1,209.32",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KEY 2 CARE LIMITED,03/12/2024,00154304,640676,667.20,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640677,"1,553.12",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640678,"1,553.12",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640681,"1,135.40",Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640682,"1,135.40",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640683,"1,274.52",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640684,"1,274.52",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640685,"1,135.40",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640686,"1,135.40",South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640687,557.20,South OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640688,"1,255.22",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640690,862.25,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640691,862.25,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640692,"1,135.40",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640693,"1,135.40",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640694,"1,135.40",Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640697,578.20,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,03/12/2024,00155466,640698,578.20,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640703,938.24,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640705,799.78,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640707,589.92,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640712,578.20,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640713,957.52,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640714,612.04,East OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640716,910.31,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640723,"2,751.00",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640724,"3,954.82",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640725,578.20,Central/East MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640726,578.20,Central/East MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640727,655.40,East Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640729,"1,274.52",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640730,"1,274.52",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640731,"1,129.90",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640732,"1,129.90",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640734,941.55,East Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640740,"1,265.80",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640741,675.10,South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640744,729.45,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640745,680.69,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640746,699.99,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640747,"1,402.12",West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MEDILINE HOME CARE LIMITED,03/12/2024,00155422,640748,803.70,Central OP (over 65) Physical - DP/Mgd,40 - SME,SME
