DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137669,589.29,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137670,600.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137569,"1,735.71",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137759,600.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137760,840.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137822,960.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137849,960.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137687,960.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137235,"1,114.29",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137411,"1,285.71",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137591,"1,200.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137592,"1,200.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137593,960.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137320,960.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ANEW YOUNG PEOPLE SERVICES LTD,1577478,10/01/2023,4137321,"1,800.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134331,960.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134361,"1,160.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134444,"1,820.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134332,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134469,"1,060.48",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134362,"1,380.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134333,"1,300.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134330,"1,550.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ANNEFIELD HOUSE LTD,153553,10/01/2023,4134334,"1,920.00",0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ANOTHER SHARP 1,2010470,03/01/2023,4120814,"2,700.00",0.00,N/A,N/A
Corporate Resources,Financial Services,Financial Services,ANTALIS LIMITED,1059478,24/01/2023,4138506,"2,280.00",0.00,DMC - Document Management Centre,Paper Materials and Products
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ANTHEM SCHOOLS TRUST,1719490,24/01/2023,4145885,"1,020.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ANTHEM SCHOOLS TRUST,1719490,24/01/2023,4145886,"1,042.92",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ANTHEM SCHOOLS TRUST,1719490,24/01/2023,4145743,766.76,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ANTHEM SCHOOLS TRUST,1719489,24/01/2023,4144295,"1,459.00",0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,ANTHONY COLLINS SOLICITORS,65,19/01/2023,4141333,"2,835.50",0.00,Cleaning - Adult Residential Homes,Management and Business Professionals an
Corporate Resources,Facilities Management,Property,ANTHONY COLLINS SOLICITORS,65,24/01/2023,4141334,"2,317.50",0.00,Cleaning - Adult Residential Homes,Management and Business Professionals an
Corporate Resources,Facilities Management,Property,ANTHONY COLLINS SOLICITORS,65,03/01/2023,4128916,"1,948.50",0.00,Cleaning - Adult Residential Homes,Management and Business Professionals an
People Services - Adults and Health,Social Care Activities,Home First,APS GROUP,1006473,17/01/2023,4138402,"1,153.52",0.00,Blue Badge and Appointeeship,Management and Business Professionals an
People Services - Children & Young People,Integrated Services,Non-Schools,APSLEY CARE LTD,1726482,10/01/2023,4137867,"27,310.52",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,APSLEY CARE LTD,1726482,10/01/2023,4137707,"5,852.25",0.00,N/A,N/A
Corporate Resources,Property Design & Maintenance,Property,AQUA JET,187848,24/01/2023,4146157,"1,745.00",0.00,N/A,N/A
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,AR CHOLERTON LTD,85,12/01/2023,4138119,"1,640.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ARAN HALL SCHOOL LIMITED,1605473,17/01/2023,4139738,"99,800.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ARBORY RESIDENTIAL HOME,1520472,20/01/2023,4144514,"8,960.00",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,ARCADIS CONSULTING UK LTD,1235482,03/01/2023,4122659,"4,483.16",0.00,N/A,N/A
Chief Executives,Chief Executives,Chief Executives,ARCADIS UK LTD,1063470,10/01/2023,4122658,"4,889.00",0.00,UPRN 10150 - Our City Our River,Management and Business Professionals an
Neighbourhoods,Neighbourhoods,Neighbourhoods,ARCADIS UK LTD,1063470,03/01/2023,4122660,"9,840.00",0.00,Our City Our River - Package 2,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Bus & Rapid Transit Links,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Park & Ride,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Bus & Rapid Transit Links,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Cycle Expressway,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Public Realm,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Interchange Hubs,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - LCWIP,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Public Realm,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.84,0.00,TCF Tranche 2 - Cycle Expressway,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Bus & Rapid Transit Links,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - LCWIP,Management and Business Professionals an
Children and Young People,Children and Young People,Children and Young People,ARCADIS UK LTD,1063470,26/01/2023,4128159,623.80,0.00,TCF Tranche 2 - Bus Priority,Management and Business Professionals an
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ARCHWAY LEARNING TRUST,1537480,31/01/2023,4147864,"6,568.10",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ARCHWAY LEARNING TRUST,748488,26/01/2023,4143858,"84,000.00",0.00,Out of Authority Education Placements,Education and Training Services
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ARCHWAY LEARNING TRUST,1683495,24/01/2023,4146111,518.96,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ARCHWAY LEARNING TRUST DE24 0AN (INTERFACE),1683496,24/01/2023,4145908,678.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ARCHWAY LEARNING TRUST DE24 0AN (INTERFACE),1683496,24/01/2023,4146088,844.72,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ARCHWAY LEARNING TRUST DE24 0AN (INTERFACE),1683496,24/01/2023,4145628,"1,769.60",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ARCHWAY LEARNING TRUST DE24 0AN (INTERFACE),1683496,24/01/2023,4145699,678.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ARCHWAY LEARNING TRUST DE24 0AN (INTERFACE),1683496,24/01/2023,4145763,"1,020.48",0.00,N/A,N/A
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ARCO LTD,1621490,24/01/2023,4144125,586.80,0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ARDEN WINCH & CO LTD,94,10/01/2023,4129025,705.80,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,ARRIVA MIDLANDS LTD,864451,17/01/2023,4139739,"31,230.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,ARRIVA MIDLANDS LTD,864451,05/01/2023,4129844,524.40,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,ARRIVA MIDLANDS LTD,864451,31/01/2023,4139754,524.40,0.00,N/A,N/A
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,ARRIVING LTD,217400,19/01/2023,4138499,"1,125.00",0.00,Highways Maintenance Works,Commercial and Military and Private Vehi
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,ARRIVING LTD,217400,05/01/2023,4128472,"5,250.00",0.00,Highways Maintenance Works,Commercial and Military and Private Vehi
Communities & Place,"Highways, Gounds Maintenance and Flood Defence",Public Protection and Streetride,ARRIVING LTD,217400,03/01/2023,4122691,"5,250.00",0.00,Highways Maintenance Works,Commercial and Military and Private Vehi
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASDA STORES LTD,586,19/01/2023,4143956,545.35,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ASH VILLA CARE HOME,15780,20/01/2023,4144466,"5,660.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ASH VILLA CARE HOME,15780,20/01/2023,4144332,"5,922.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ASH VILLA CARE HOME,15780,20/01/2023,4144369,"1,221.84",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASHBOURNE HILLTOP PRIMARY AND NURSERY SCHOOL,2038472,31/01/2023,4148959,"7,378.00",0.00,N/A,N/A
Communities & Place,"Trading Standards, Food and Safety, Bereavement Services and Building Consultanc",Public Protection and Streetride,ASHES INTO GLASS,470633,10/01/2023,4129403,853.15,0.00,Crematorium,Timepieces and Jewelry and Gemstone Prod
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHFIELD SCHOOL,470681,31/01/2023,4151527,768.00,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,ASHFIELD SPECIALIST CARE LIMITED,1110470,20/01/2023,4144387,"2,800.00",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,ASHFIELD SPECIALIST CARE LIMITED,1110470,20/01/2023,4144342,"4,800.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASHFIELDS,1171468,20/01/2023,4144410,"2,568.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4146004,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145939,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145940,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145867,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145802,737.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145803,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145804,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145590,985.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4146005,"1,421.80",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4146066,"1,059.44",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,ASHWOOD SPENCER ACADEMY (INTERFACE),1683513,24/01/2023,4145731,681.07,0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,31/01/2023,4147939,"1,450.09",0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,31/01/2023,4147939,"1,450.99",0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,31/01/2023,4147940,"2,980.33",0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,26/01/2023,4143780,"2,108.19",0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,26/01/2023,4143779,872.39,0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,19/01/2023,4138467,"1,167.89",0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,17/01/2023,4132538,"1,095.58",0.00,City Book Fund,Published Products
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",ASKEWS AND HOLTS LIBRARY SERVICES LTD,876447,10/01/2023,4128465,"1,496.48",0.00,City Book Fund,Published Products
People Services - Adults and Health,Physical Support,Community Support,ASPEN HOUSE LTD,10497,10/01/2023,4134525,"1,124.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ASPEN HOUSE LTD,10497,10/01/2023,4134570,"2,270.16",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,ASPEN HOUSE LTD,10497,10/01/2023,4134553,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134607,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134526,"1,091.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134540,"1,400.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134586,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134608,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134598,"1,575.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,ASPEN HOUSE LTD,10497,10/01/2023,4134594,"3,317.88",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,ASPEN HOUSE LTD,10497,10/01/2023,4134558,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,ASPEN HOUSE LTD,10497,10/01/2023,4134514,"3,000.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,ASPEN HOUSE LTD,10497,10/01/2023,4134515,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134585,562.48,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPEN HOUSE LTD,10497,10/01/2023,4134599,"2,178.48",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,ASPIRE HEALTH AND CARE,1132468,10/01/2023,4134342,980.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4140058,"31,500.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4140058,"11,678.26",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4140060,"28,386.70",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4140061,"28,386.70",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4140059,"31,166.67",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4140057,"28,826.93",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,ASPRIS CHILDRENS SERVICES LIMITED,2033492,17/01/2023,4138450,"30,400.51",0.00,N/A,N/A
People Services - Children & Young People,Learning & Inclusion,Non-Schools,ASSOCIATION OF UKRAINIANS IN GREAT BRITAIN DERBY BRANCH,1840476,17/01/2023,4138554,950.00,0.00,N/A,N/A
Corporate Resources,"Legal, Procurement and Democratic Services","Legal, Procurement and Democratic Services",ASTECH CONSULTANTS LTD,2028474,12/01/2023,4132486,"7,500.00",0.00,N/A,N/A
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,ASTECH CONSULTANTS LTD,2028474,12/01/2023,4132485,"5,500.00",0.00,N/A,N/A
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,ASTOR BANNERMAN MEDICAL LTD,1605474,10/01/2023,4129966,"2,209.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,ASTRA CARPETS EAST MIDLANDS LTD,1235474,03/01/2023,4122702,"1,425.59",0.00,The Willows,Furniture and Furnishings
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,31/01/2023,4147636,"1,164.24",0.00,CCTV,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,31/01/2023,4147637,"2,993.76",0.00,CCTV,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,17/01/2023,4129913,"3,160.08",0.00,CCTV,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,17/01/2023,4129914,"2,328.48",0.00,CCTV,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,05/01/2023,4129912,"3,118.50",0.00,CCTV,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,05/01/2023,4129915,"1,164.24",0.00,CCTV,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,19/01/2023,4138354,"2,702.70",0.00,Domestic Abuse Duty,Transportation and Storage and Mail Serv
Communities & Place,Community Safety,Public Protection and Streetride,ATLAS ENFORCEMENT LTD,904472,05/01/2023,4129910,"1,663.20",0.00,Domestic Abuse Duty,Transportation and Storage and Mail Serv
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ATLOW CONTRACTING LTD,423402,31/01/2023,4148232,682.50,0.00,Markeaton Park & Mundy Play Centre,Environmental Services
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ATLOW CONTRACTING LTD,423402,26/01/2023,4143316,890.00,0.00,Alvaston Park,Environmental Services
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ATLOW CONTRACTING LTD,423402,31/01/2023,4148305,"1,343.00",0.00,Markeaton Park & Mundy Play Centre,Environmental Services
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ATLOW CONTRACTING LTD,423402,31/01/2023,4148305,"1,027.00",0.00,Outdoor Amenities,Environmental Services
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ATLOW CONTRACTING LTD,423402,26/01/2023,4142976,"1,460.00",0.00,Outdoor Amenities,Environmental Services
Communities & Place,Parks & Healthy Living,"Leisure, Culture and Tourism",ATLOW CONTRACTING LTD,423402,19/01/2023,4138349,577.50,0.00,Outdoor Amenities,Environmental Services
Neighbourhoods,Neighbourhoods,Neighbourhoods,ATLOW CONTRACTING LTD,423402,26/01/2023,4144249,"64,526.88",0.00,Our City Our River - Package 2,Environmental Services
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,AUTONOMY HEALTHCARE LTD,469427,03/01/2023,4129414,"1,451.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,AUTONOMY HEALTHCARE LTD,469426,10/01/2023,4134450,"13,986.28",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,AUTONOMY HEALTHCARE LTD,469426,10/01/2023,4134449,"2,847.56",0.00,N/A,N/A
Corporate Resources,Communication and Consultation,Coroprate Core,AV IT MEDIA LTD,1703477,12/01/2023,4100348,750.00,0.00,N/A,N/A
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,AV IT MEDIA LTD,1703477,17/01/2023,4099984,"1,250.00",0.00,N/A,N/A
People Services - Adults and Health,Senior Management,Senior Management,AV IT MEDIA LTD,1703477,19/01/2023,4132504,"1,750.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,AVERY HOMES DERBY LTD,474000,10/01/2023,4135072,"2,101.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,AVERY HOMES DERBY LTD,474000,10/01/2023,4135157,"2,271.04",0.00,N/A,N/A
Communities & Place,Highways and Grounds Maintenance,Public Protection and Streetride,AVERY WEIGH TRONIX,7488,03/01/2023,4122684,"1,825.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137624,"2,240.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137873,660.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137874,"4,400.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137336,"2,240.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137337,"4,400.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137338,"4,400.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137339,"4,480.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137255,"3,360.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137256,"4,400.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137253,"2,200.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,AXIOM SUPPORTED LIVING LIMITED,1577496,10/01/2023,4137254,"3,360.00",0.00,N/A,N/A
