DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Children & Young People,Commissioning,Non-Schools,TONYS TRAVEL,78410,12/01/2023,4138589,"2,384.00",0.00,Home To School Transport - SEN,Transportation and Storage and Mail Serv
People Services - Children & Young People,Commissioning,Non-Schools,TONYS TRAVEL,78410,12/01/2023,4138591,"2,160.00",0.00,Home To School Transport - SEN,Transportation and Storage and Mail Serv
People Services - Children & Young People,Commissioning,Non-Schools,TONYS TRAVEL,78410,12/01/2023,4138590,"2,250.00",0.00,Home To School Transport - SEN,Transportation and Storage and Mail Serv
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",TOTAL HIRE & SALES LTD,4975,24/01/2023,4143809,"2,472.50",0.00,Derby Live - Outdoor Events,Structures and Building and Construction
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129168,"24,643.55",0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129168,766.06,0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129168,"400,000.00",0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129166,"8,833.28",0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129166,"34,272.10",0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129167,"6,022.04",0.00,N/A,N/A
Corporate Resources,Facilities Management,Property,TOTALENERGIES,1591474,10/01/2023,4129167,"38,005.65",0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",TRADE UK ACCOUNT,2032473,24/01/2023,4142897,636.92,0.00,N/A,N/A
Communities & Place,Traffic & Transportation,Planning & Transportation,TRAFFIC ENFORCEMENT CENTRE,11586,24/01/2023,4144301,"20,000.00",0.00,Parking Services,Financial and Insurance Services
Communities & Place,Traffic & Transportation,Planning & Transportation,TRAFFIC ENFORCEMENT CENTRE,11586,17/01/2023,4139861,"10,000.00",0.00,Parking Services,Financial and Insurance Services
Neighbourhoods,Neighbourhoods,Neighbourhoods,TRAFFIX LTD,170425,24/01/2023,4142844,950.00,0.00,MULTIPLE - Network Management - Local Traffic Management,Building and Construction and Maintenanc
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST,1684495,24/01/2023,4146006,531.64,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST,1684495,24/01/2023,4146067,591.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST,1149490,03/01/2023,4129359,950.00,0.00,N/A,N/A
Communities & Place,Community Safety,Public Protection and Streetride,TRANSFORM TRUST,1149489,19/01/2023,4143082,"1,000.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145708,604.92,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145774,788.64,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4146098,678.04,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145634,924.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145835,770.36,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145709,864.40,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145918,866.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145913,808.88,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145914,866.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE22 2QR (INTERFACE),1685473,24/01/2023,4145915,866.68,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 8WH (INTERFACE),1685475,24/01/2023,4145839,724.08,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 8WH (INTERFACE),1685475,24/01/2023,4145640,592.12,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 8WH (INTERFACE),1685475,24/01/2023,4145641,"1,020.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 8WH (INTERFACE),1685475,24/01/2023,4145776,"1,200.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 8WH (INTERFACE),1685475,24/01/2023,4145979,"1,218.72",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 9BB (INTERFACE),1685474,24/01/2023,4145713,792.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 9BB (INTERFACE),1685474,24/01/2023,4145976,"1,020.48",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 9BB (INTERFACE),1685474,24/01/2023,4146043,678.48,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 9BB (INTERFACE),1685474,24/01/2023,4146044,994.00,0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TRANSFORM TRUST DE24 9BB (INTERFACE),1685474,24/01/2023,4145977,"1,059.44",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,TREEHOUSE CARE FOSTERING SOLUTIONS LTD,1112498,10/01/2023,4137696,"4,784.00",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,TURNER AND TOWNSEND,1707480,24/01/2023,4143005,"1,483.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140239,"3,835.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140999,"15,906.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140240,"15,906.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140241,"15,906.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140242,"14,706.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140243,"15,906.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140366,"14,706.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140367,"15,906.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140368,"15,906.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140365,"14,706.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140513,"14,706.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140640,"11,929.68",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TURNING POINT,1615487,17/01/2023,4140641,"14,706.72",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,TUXFORD ACADEMY,240421,31/01/2023,4151518,700.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4144164,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143367,"1,120.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143367,800.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143369,"1,120.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143368,"1,440.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143368,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143372,"1,360.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143372,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143371,"1,920.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143370,"1,920.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143369,800.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143366,800.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143365,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143363,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,24/01/2023,4143374,"1,920.00",0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,17/01/2023,4129579,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,10/01/2023,4129554,640.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,10/01/2023,4129555,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128105,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128107,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128108,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128142,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128152,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128088,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128106,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128087,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128089,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128090,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128139,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128138,560.00,0.00,N/A,N/A
Communities & Place,Strategic Housing,City Development & Growth,TYGER HOLDINGS LTD,1843470,03/01/2023,4128137,560.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144389,"7,537.68",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,TYNEFIELD CARE LTD,1206478,20/01/2023,4144446,"2,721.96",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TYNEFIELD CARE LTD,1206478,20/01/2023,4144390,"3,517.60",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144343,"3,978.24",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144477,"2,678.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144311,"4,400.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144312,"4,400.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144445,"4,400.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,TYNEFIELD CARE LTD,1206478,20/01/2023,4144511,"1,728.57",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TYNEFIELD CARE LTD,1206478,20/01/2023,4144479,"2,678.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,TYNEFIELD CARE LTD,1206478,20/01/2023,4144422,"3,350.08",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,TYNEFIELD CARE LTD,1206478,20/01/2023,4144478,"1,779.72",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,UK FOSTERING LTD,1112501,10/01/2023,4137847,556.19,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,UK FOSTERING LTD,1112501,10/01/2023,4137499,"4,200.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,UK FOSTERING LTD,1112501,10/01/2023,4137686,"2,694.91",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,UK FOSTERING LTD,1112501,10/01/2023,4137234,"2,929.25",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,UK FOSTERING LTD,1112501,10/01/2023,4137319,"4,200.00",0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",UK RIGGING,1951472,17/01/2023,4139150,660.00,0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",UK RIGGING,1951472,17/01/2023,4139151,660.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,UMBRELLA DERBY AND DERBYSHIRE,915471,03/01/2023,4122700,"4,607.31",0.00,Short Breaks for Disabled Children,Management and Business Professionals an
Neighbourhoods,Neighbourhoods,Neighbourhoods,UMI COMMERCIAL LIMITED,1096486,10/01/2023,4129846,"10,000.00",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,UNA PROPERTIES LTD,1165473,24/01/2023,4117525,"10,416.66",0.00,Connexions,Management and Business Professionals an-Real estate services
Control Accounts,Control Accounts,Control Accounts,UNISON,4930,24/01/2023,4138623,"10,369.37",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140951,"9,860.89",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140832,"1,609.33",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140833,"2,143.65",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140958,"1,388.87",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140464,"7,402.91",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140727,"6,388.81",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140316,"7,402.91",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,17/01/2023,4140326,"1,609.33",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,10/01/2023,4135862,"7,005.90",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UNITED RESPONSE,1469479,10/01/2023,4136158,"7,324.35",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,907472,24/01/2023,4139684,"1,644.00",0.00,D Paymnt Dis.Child Parent,Healthcare Services
Communities & Place,Traffic & Transportation,Planning & Transportation,UNIVERSITY OF DERBY,4937,12/01/2023,4094694,"4,936.49",0.00,Parking Services,Education and Training Services
Communities & Place,Traffic & Transportation,Planning & Transportation,UNIVERSITY OF DERBY,4937,12/01/2023,4094694,"24,682.45",0.00,Parking Services,Education and Training Services
Communities & Place,Traffic & Transportation,Planning & Transportation,UNIVERSITY OF DERBY,4937,17/01/2023,4119811,"15,146.35",0.00,Parking Services,Education and Training Services
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140687,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140909,"1,041.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140792,995.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140793,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140794,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140559,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141131,995.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141132,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141133,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140288,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136120,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135912,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135722,"1,041.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135723,"1,224.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136121,"1,224.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4137042,995.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135468,995.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135469,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135470,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135471,"1,312.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140697,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140289,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135576,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136786,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135733,"1,338.88",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136376,"1,338.88",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140688,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141136,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135724,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136782,997.92,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140297,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140168,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140566,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141149,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135577,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135578,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135734,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136128,944.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140419,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141135,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135472,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135914,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140908,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140790,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136119,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135720,"1,128.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135465,"1,128.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136368,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135721,503.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4137040,503.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140560,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4141134,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4135913,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136122,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140169,"1,433.76",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140698,"1,562.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4136377,"1,562.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,UP24 SEVEN SERVICES LTD,1166483,10/01/2023,4137047,"1,433.76",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,UP24 SEVEN SERVICES LTD,1166483,17/01/2023,4140425,"1,208.64",0.00,N/A,N/A
