Body Name,Body,Date,Department,Beneficiary,Summary of Purpose (SeRCOP),Amount SUM,Merchant Code,Transaction Number,Supplier ID
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,PR PROPERTY MAINTENANCE,Adults Social Care Capital,4924.82,Deferred Charges/Grant Payments,2324P10_CR00001,33836
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,PREMIER MOBILITY UK LTD,Adults Social Care Capital,2152.69,Deferred Charges/Grant Payments,2324P10_CR00002,167259
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,PREMIER MOBILITY UK LTD,Adults Social Care Capital,2152.69,Deferred Charges/Grant Payments,2324P10_CR00003,167259
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,PREMIER MOBILITY UK LTD,Adults Social Care Capital,2152.69,Deferred Charges/Grant Payments,2324P10_CR00004,167259
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,PREMIER MOBILITY UK LTD,Adults Social Care Capital,2552.69,Deferred Charges/Grant Payments,2324P10_CR00005,167259
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,VINCI CONSTRUCTION LTD,Adults Social Care Capital,14250.07,Deferred Charges/Grant Payments,2324P10_CR00006,36361
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,VINCI CONSTRUCTION LTD,Adults Social Care Capital,29051.57,Deferred Charges/Grant Payments,2324P10_CR00007,36361
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,VINCI CONSTRUCTION LTD,Adults Social Care Capital,68005.03,Deferred Charges/Grant Payments,2324P10_CR00008,36361
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,01-Jan-2024,Adults Social Care Capital,VINCI CONSTRUCTION LTD,Adults Social Care Capital,69694.23,Deferred Charges/Grant Payments,2324P10_CR00009,36361
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,24-Jan-2024,Adults Social Care Capital,HOME DESIGN,Adults Social Care Capital,5000.00,Deferred Charges/Grant Payments,2324P10_CR00010,141847
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,25-Jan-2024,Adults Social Care Capital,HOME DESIGN,Adults Social Care Capital,7000.00,Deferred Charges/Grant Payments,2324P10_CR00011,141847
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,12-Jan-2024,Adults Social Care Capital,PR BUILDING SERVICES,Adults Social Care Capital,2182.00,Deferred Charges/Grant Payments,2324P10_CR00012,167483
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,08-Jan-2024,Adults Social Care Capital,PR BUILDING SERVICES,Adults Social Care Capital,8233.33,Deferred Charges/Grant Payments,2324P10_CR00013,167483
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,29-Jan-2024,Adults Social Care Capital,PR BUILDING SERVICES,Adults Social Care Capital,8233.33,Deferred Charges/Grant Payments,2324P10_CR00014,167483
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,09-Jan-2024,Adults Social Care Capital,PR PROPERTY MAINTENANCE,Adults Social Care Capital,670.45,Deferred Charges/Grant Payments,2324P10_CR00015,33836
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,09-Jan-2024,Adults Social Care Capital,PR PROPERTY MAINTENANCE,Adults Social Care Capital,670.45,Deferred Charges/Grant Payments,2324P10_CR00016,33836
Sandwell Metropolitan Borough Council,http://www.sandwell.gov.uk/info/200202/performance_and_spending/1079/payments_over_500,09-Jan-2024,Adults Social Care Capital,PR PROPERTY MAINTENANCE,Adults Social Care Capital,810.38,Deferred Charges/Grant Payments,2324P10_CR00017,33836
