May-23,,,,,,,,
Body,Body Name,Effective Date,Transaction Number,Amount,Supplier Name,Supplier Number,Expense Area,Service Area
HCC,Hull City Council,09-May-23,11084561,142.59,01DIRECTLTD,10132550,Expenditure,Corporate Finance
HCC,Hull City Council,12-May-23,11109726,"1,186.02",24 X 7 LTD,10152395,Home to School Transport - Special,Learning and Skills
HCC,Hull City Council,30-May-23,11141565,"4,046.96",4 SEASONS (HULL) LTD,10065636,Commissioning Team,Adults Social Care
HCC,Hull City Council,19-May-23,11116639,"28,171.89",966 CARS,10126454,Home to School Transport - Special,Learning and Skills
HCC,Hull City Council,19-May-23,11116756,"1,080.21",966 CARS,10126454,Home to School Transport - Special,Learning and Skills
HCC,Hull City Council,22-May-23,11118508,"9,763.02",966 CARS,10126454,Home to School Transport - Special,Learning and Skills
HCC,Hull City Council,19-May-23,11116639,395.36,966 CARS,10126454,Assessment Team 1,Safeguarding
HCC,Hull City Council,19-May-23,11116756,15.16,966 CARS,10126454,Assessment Team 1,Safeguarding
HCC,Hull City Council,22-May-23,11118508,137.01,966 CARS,10126454,Assessment Team 1,Safeguarding
HCC,Hull City Council,19-May-23,11116639,"1,737.99",966 CARS,10126454,"Transport - Other (CIN, CPP etc)",Safeguarding
HCC,Hull City Council,19-May-23,11116756,66.64,966 CARS,10126454,"Transport - Other (CIN, CPP etc)",Safeguarding
HCC,Hull City Council,22-May-23,11118508,602.30,966 CARS,10126454,"Transport - Other (CIN, CPP etc)",Safeguarding
HCC,Hull City Council,19-May-23,11116639,"10,118.76",966 CARS,10126454,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,19-May-23,11116756,387.99,966 CARS,10126454,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,22-May-23,11118508,"3,506.67",966 CARS,10126454,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,04-May-23,11078628,866.25,A & J BIG TOPS LTD,10119638,Expenditure,Corporate Finance
HCC,Hull City Council,22-May-23,11117129,"1,188.00",REDACTED,10019041,Direct Payments,Adults Social Care
HCC,Hull City Council,23-May-23,11116526,1.80,A B ROOMS & SON LIMITED,01180091,Expenditure,Corporate Finance
HCC,Hull City Council,23-May-23,11123528,15.00,A B ROOMS & SON LIMITED,01180091,Early Years & Childcare,Early Intervention
HCC,Hull City Council,18-May-23,11057546,32.50,A B ROOMS & SON LIMITED,01180091,Vocational,Economic Development and Regeneration
HCC,Hull City Council,24-May-23,11100714,9.00,A B ROOMS & SON LIMITED,01180091,N & H Area Teams,Neighbourhoods & Housing
HCC,Hull City Council,26-May-23,11134801,178.50,A B ROOMS & SON LIMITED,01180091,Management Fee HRA Areas,Neighbourhoods & Housing
HCC,Hull City Council,22-May-23,11117797,142.82,A B ROOMS & SON LIMITED,01180091,R & M Other Corporate Property,Property & Assets
HCC,Hull City Council,26-May-23,11136580,24.00,A B ROOMS & SON LIMITED,01180091,R & M Other Corporate Property,Property & Assets
HCC,Hull City Council,04-May-23,11057984,0.76,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,09-May-23,11058178,8.75,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,12-May-23,11058184,1.15,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,04-May-23,11057984,1.15,A B ROOMS & SON LIMITED,01180091,Grounds Maintenance,Street Scene Services
HCC,Hull City Council,09-May-23,11058178,13.13,A B ROOMS & SON LIMITED,01180091,Grounds Maintenance,Street Scene Services
HCC,Hull City Council,12-May-23,11058184,1.72,A B ROOMS & SON LIMITED,01180091,Grounds Maintenance,Street Scene Services
HCC,Hull City Council,04-May-23,11057984,8.75,A B ROOMS & SON LIMITED,01180091,Cemetries and Crems Ground Maintenance,Street Scene Services
HCC,Hull City Council,09-May-23,11058178,100.30,A B ROOMS & SON LIMITED,01180091,Cemetries and Crems Ground Maintenance,Street Scene Services
HCC,Hull City Council,12-May-23,11058184,13.12,A B ROOMS & SON LIMITED,01180091,Cemetries and Crems Ground Maintenance,Street Scene Services
HCC,Hull City Council,11-May-23,11074751,402.50,A B ROOMS & SON LIMITED,01180091,Parks & Open Spaces Development,Street Scene Services
HCC,Hull City Council,04-May-23,11074752,31.00,A B ROOMS & SON LIMITED,01180091,Parks & Open Spaces Development,Street Scene Services
HCC,Hull City Council,04-May-23,11057984,1.34,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,09-May-23,11058178,15.32,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,12-May-23,11058184,2.01,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,24-May-23,11071509,198.90,A C ENTERTAINMENT TECHNOLOGIES LTD,01300992,Expenditure,Corporate Finance
HCC,Hull City Council,11-May-23,11102630,841.43,REDACTED,REDACTED,Fostering - Hull City Council,Safeguarding
HCC,Hull City Council,24-May-23,11127745,"1,335.72",REDACTED,REDACTED,Fostering - Hull City Council,Safeguarding
HCC,Hull City Council,11-May-23,11102631,512.00,REDACTED,REDACTED,"Staying Put ""In House""",Safeguarding
HCC,Hull City Council,24-May-23,11127746,512.00,REDACTED,REDACTED,"Staying Put ""In House""",Safeguarding
HCC,Hull City Council,19-May-23,11113936,21.55,REDACTED,REDACTED,Council Tax Billing,Corporate Finance
HCC,Hull City Council,25-May-23,11127634,60.00,REDACTED,REDACTED,Care Leavers,Safeguarding
HCC,Hull City Council,11-May-23,11102618,728.18,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,24-May-23,11127731,728.18,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,30-May-23,11139701,"2,616.00",A J BUILDING (HULL) LIMITED,10150184,ERDF - ICT,Economic Development and Regeneration
HCC,Hull City Council,05-May-23,11031633,65.00,REDACTED,REDACTED,Expenditure,Corporate Finance
HCC,Hull City Council,11-May-23,11102619,305.53,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,11-May-23,11102620,544.30,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,24-May-23,11127732,152.08,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,24-May-23,11127733,544.30,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,11-May-23,11055944,"1,312.95",REDACTED,REDACTED,ACFS Service Support,"Improvement,Performance and Quality Service"
HCC,Hull City Council,11-May-23,11102653,218.80,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,24-May-23,11127769,218.80,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,03-May-23,11060551,"1,236.48",REDACTED,REDACTED,Shared Lives,Adults Social Care
HCC,Hull City Council,11-May-23,11102571,924.20,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,24-May-23,11127684,924.20,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,25-May-23,11109727,"13,681.74",AA GLOBAL LANGUAGES SERVICES LTD,10035259,Interpretation & Translation Service,Digital & ICT
HCC,Hull City Council,25-May-23,11109728,-24.00,AA GLOBAL LANGUAGES SERVICES LTD,10035259,Interpretation & Translation Service,Digital & ICT
HCC,Hull City Council,25-May-23,11080637,124.00,AAA COURIERS,10011637,Building and Design Services non pay,Building & Design
HCC,Hull City Council,19-May-23,11116248,260.00,AAA DELIVERY SERVICES LIMITED,10152394,Legal Services - HRA,Town Clerks Service
HCC,Hull City Council,11-May-23,11103382,518.40,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,24-May-23,11128532,518.40,REDACTED,REDACTED,Residence General - (Care First),Safeguarding
HCC,Hull City Council,25-May-23,11113941,"10,725.00",ABACUS HEALTHCARE SERVICES LTD,10027882,Adaptations Major/Minor (non KWL),CAPITAL
HCC,Hull City Council,25-May-23,11100717,80.00,ABBEY GLEN LIMITED,10107955,Food Health & Safety,Health and Wellbeing
HCC,Hull City Council,03-May-23,11032431,115.00,REDACTED,REDACTED,Interpretation & Translation Service,Digital & ICT
HCC,Hull City Council,11-May-23,11100590,108.80,REDACTED,REDACTED,Interpretation & Translation Service,Digital & ICT
HCC,Hull City Council,24-May-23,11102512,125.00,REDACTED,REDACTED,Interpretation & Translation Service,Digital & ICT
HCC,Hull City Council,22-May-23,11117704,"1,026.92",REDACTED,REDACTED,Direct Payments,Adults Social Care
HCC,Hull City Council,25-May-23,11127639,96.00,ABC AWARDS,10030418,Languages & Culture,Economic Development and Regeneration
HCC,Hull City Council,03-May-23,11074564,"7,100.00",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,03-May-23,11074565,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074566,122.01,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074567,81.33,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074568,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074569,176.37,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074570,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074571,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074572,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074573,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074574,144.50,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074575,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074576,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074577,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074578,81.33,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074579,122.01,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074580,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074581,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074582,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,03-May-23,11074583,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100758,162.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100759,163.35,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100760,118.33,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100761,81.33,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100762,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100763,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100764,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100765,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100766,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100767,209.38,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100768,61.90,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100769,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100770,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100771,40.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,11-May-23,11100772,61.90,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
