Feb-24,,,,,,,,
Body,Body Name,Effective Date,Transaction Number,Amount,Supplier Name,Supplier Number,Expense Area,Service Area
HCC,Hull City Council,13-Feb-24,11959538,£107.13,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,13-Feb-24,11959539,£20.05,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,13-Feb-24,11959543,£110.22,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,13-Feb-24,11959547,£112.65,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,13-Feb-24,11959550,£165.21,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,13-Feb-24,11959553,£138.88,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962478,£132.87,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962480,£146.86,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962481,£100.14,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962482,£103.73,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962483,£21.56,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962484,£94.52,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962485,£146.25,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962486,£101.59,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962487,£108.85,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962489,£110.98,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962490,£117.14,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962491,£130.33,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962492,£111.19,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962493,£116.81,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962495,£139.00,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962496,£164.65,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,16-Feb-24,11962500,£122.67,24 X 7 LTD,10152395,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,13-Feb-24,11959516,£11.25,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959518,£8.40,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959519,£6.84,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959520,£7.02,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959521,£7.69,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959527,£7.63,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959531,£8.82,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959532,£7.28,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959533,£6.88,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959534,£6.21,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959535,£5.95,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959537,£8.56,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959538,£5.90,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959539,£1.10,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959543,£6.07,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959547,£6.21,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959550,£9.10,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,13-Feb-24,11959553,£7.65,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962478,£7.32,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962480,£8.09,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962481,£5.52,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962482,£5.71,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962483,£1.19,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962484,£5.21,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962485,£8.06,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962486,£5.60,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962487,£6.00,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962489,£6.11,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962490,£6.45,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962491,£7.18,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962492,£6.13,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962493,£6.43,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962495,£7.66,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962496,£9.07,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,16-Feb-24,11962500,£6.76,24 X 7 LTD,10152395,The Language Unit,Learning and Skills
HCC,Hull City Council,15-Feb-24,11949577,"£31,500.00",4 PAPER BUILDINGS CLIENT ACCOUNT,10155741,Legal Services - Social Care,Town Clerks Service
HCC,Hull City Council,05-Feb-24,11949810,"£4,046.96",4 SEASONS (HULL) LTD,10065636,Commissioning Team,Adults Social Care
HCC,Hull City Council,15-Feb-24,11960329,£345.81,5-WAYS MOTORCYCLE CENTRE LTD,10013121,Environmental Services,Street Scene Services
HCC,Hull City Council,09-Feb-24,11958252,"£41,547.22",966 CARS,10126454,Home to School Transport - Special,Learning and Skills
HCC,Hull City Council,09-Feb-24,11958252,£198.19,966 CARS,10126454,Transport Adults - General Rechage,Adults Social Care
HCC,Hull City Council,09-Feb-24,11958252,"£1,459.75",966 CARS,10126454,Assessment Team 1,Safeguarding
HCC,Hull City Council,09-Feb-24,11958252,£227.29,966 CARS,10126454,Localities North - Team 1,Safeguarding
HCC,Hull City Council,09-Feb-24,11958252,£823.11,966 CARS,10126454,Pathway Team,Safeguarding
HCC,Hull City Council,09-Feb-24,11958252,"£1,300.79",966 CARS,10126454,"Transport - Other (CIN, CPP etc)",Safeguarding
HCC,Hull City Council,09-Feb-24,11958252,"£8,870.80",966 CARS,10126454,Transport - Looked After Children,Safeguarding
HCC,Hull City Council,09-Feb-24,11958252,£133.40,966 CARS,10126454,Integrated Physical & Sensory Service (IPAS),Learning and Skills
HCC,Hull City Council,05-Feb-24,11949640,£70.00,A B ROOMS & SON LIMITED,01180091,Early Years & Childcare,Early Intervention
HCC,Hull City Council,13-Feb-24,11943438,£180.00,A B ROOMS & SON LIMITED,01180091,Children & Familes Disability Team (Non Grant),Safeguarding
HCC,Hull City Council,27-Feb-24,11978050,£2.77,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978051,£35.67,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978052,£3.24,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978054,£4.32,A B ROOMS & SON LIMITED,01180091,Domestic Refuse Collection,Street Scene Services
HCC,Hull City Council,26-Feb-24,11966700,£38.75,A B ROOMS & SON LIMITED,01180091,Active Recovery Assessment,Adults Social Care
HCC,Hull City Council,26-Feb-24,11966700,£38.75,A B ROOMS & SON LIMITED,01180091,Community See and Solve,Adults Social Care
HCC,Hull City Council,26-Feb-24,11966700,£38.75,A B ROOMS & SON LIMITED,01180091,City Sensory and Telecare,Adults Social Care
HCC,Hull City Council,26-Feb-24,11966700,£38.75,A B ROOMS & SON LIMITED,01180091,Housing & Adaptations OT Team,Adults Social Care
HCC,Hull City Council,26-Feb-24,11956255,£32.00,A B ROOMS & SON LIMITED,01180091,R & M Commercial Portfolio,Building & Design
HCC,Hull City Council,14-Feb-24,11957377,£48.00,A B ROOMS & SON LIMITED,01180091,R & M Commercial Portfolio,Building & Design
HCC,Hull City Council,21-Feb-24,11965954,£33.53,A B ROOMS & SON LIMITED,01180091,R & M Commercial Portfolio,Building & Design
HCC,Hull City Council,12-Feb-24,11957379,£77.53,A B ROOMS & SON LIMITED,01180091,R & M HCAL,Building & Design
HCC,Hull City Council,01-Feb-24,11948335,£79.66,A B ROOMS & SON LIMITED,01180091,CPO Compensation (Part 2),CAPITAL
HCC,Hull City Council,06-Feb-24,11955226,£128.84,A B ROOMS & SON LIMITED,01180091,CPO Compensation (Part 2),CAPITAL
HCC,Hull City Council,16-Feb-24,11944492,£2.80,A B ROOMS & SON LIMITED,01180091,Expenditure,Corporate Finance
HCC,Hull City Council,21-Feb-24,11962245,£35.00,A B ROOMS & SON LIMITED,01180091,Management Fee HRA Areas,Neighbourhoods & Housing
HCC,Hull City Council,21-Feb-24,11962246,£55.00,A B ROOMS & SON LIMITED,01180091,Management Fee HRA Areas,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960109,£603.50,A B ROOMS & SON LIMITED,01180091,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,29-Feb-24,11984193,£235.00,A B ROOMS & SON LIMITED,01180091,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,27-Feb-24,11978050,£15.23,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978051,£195.80,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978052,£17.76,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978054,£23.68,A B ROOMS & SON LIMITED,01180091,Environmental Services,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978053,£15.10,A B ROOMS & SON LIMITED,01180091,Grounds Maintenance,Street Scene Services
HCC,Hull City Council,27-Feb-24,11978053,£5.90,A B ROOMS & SON LIMITED,01180091,Highways Operations,Street Scene Services
HCC,Hull City Council,13-Feb-24,11959192,£22.20,A C ENTERTAINMENT TECHNOLOGIES LTD,01300992,Expenditure,Corporate Finance
HCC,Hull City Council,26-Feb-24,11958520,£270.00,A FLOWERS DECORATORS,01060349,Early Years & Childcare,Early Intervention
HCC,Hull City Council,26-Feb-24,11958520,"£1,910.00",A FLOWERS DECORATORS,01060349,Early Years & Childcare,Early Intervention
HCC,Hull City Council,26-Feb-24,11976800,£300.00,A FLOWERS T/A RON FLOWERS.,01280287,Day Services,Adults Social Care
HCC,Hull City Council,21-Feb-24,11965704,"£3,020.00",A FLOWERS T/A RON FLOWERS.,01280287,R & M Commercial Portfolio,Building & Design
HCC,Hull City Council,21-Feb-24,11965705,"£1,508.00",A FLOWERS T/A RON FLOWERS.,01280287,R & M Commercial Portfolio,Building & Design
HCC,Hull City Council,01-Feb-24,11930387,£240.00,A FLOWERS T/A RON FLOWERS.,01280287,R & M HCAL,Building & Design
HCC,Hull City Council,07-Feb-24,11955193,£750.00,A FLOWERS T/A RON FLOWERS.,01280287,R & M HCAL,Building & Design
HCC,Hull City Council,14-Feb-24,11955202,£280.00,A FLOWERS T/A RON FLOWERS.,01280287,Swanfield/ Newforth Chilrens Homes,Safeguarding
HCC,Hull City Council,06-Feb-24,11955206,£56.55,A G & M JACOBS,01100059,Council Tax Billing,Corporate Finance
HCC,Hull City Council,06-Feb-24,11955207,£53.40,A G & M JACOBS,01100059,Council Tax Billing,Corporate Finance
HCC,Hull City Council,06-Feb-24,11955208,£22.45,A G & M JACOBS,01100059,Council Tax Billing,Corporate Finance
HCC,Hull City Council,12-Feb-24,11958514,£18.39,A G & M JACOBS,01100059,Council Tax Billing,Corporate Finance
HCC,Hull City Council,20-Feb-24,11965534,£250.00,A STAR REMOVALS,10083003,Care Leavers,Safeguarding
HCC,Hull City Council,12-Feb-24,11923376,"£1,494.00",A1 EDUCATION & TRAINING LTD,10157566,Training - Health and Safety,Organisation Development & Human Resources
HCC,Hull City Council,27-Feb-24,11959698,£473.69,A1 EDUCATION & TRAINING LTD,10157566,Training - Health and Safety,Organisation Development & Human Resources
HCC,Hull City Council,20-Feb-24,11959699,"£1,494.00",A1 EDUCATION & TRAINING LTD,10157566,Training - Health and Safety,Organisation Development & Human Resources
HCC,Hull City Council,29-Feb-24,11962720,"£1,999.92",A1 EDUCATION & TRAINING LTD,10157566,Training - Health and Safety,Organisation Development & Human Resources
HCC,Hull City Council,16-Feb-24,11962659,"£7,340.37",AA GLOBAL LANGUAGES SERVICES LTD,10035259,Interpretation & Translation Service,Digital & ICT
HCC,Hull City Council,29-Feb-24,11983714,£168.00,ABBEY JOINERY (HULL) LIMITED,10083392,Expenditure,Corporate Finance
HCC,Hull City Council,28-Feb-24,11955428,£331.45,ABBOTT TOXICOLOGY LTD,10144326,Youth Offending Team Manager,Early Intervention
HCC,Hull City Council,29-Feb-24,11984054,£525.00,ABC AWARDS,10030418,Languages & Culture,Economic Development and Regeneration
HCC,Hull City Council,15-Feb-24,11960101,"£5,371.00",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,15-Feb-24,11960102,"£5,371.00",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,15-Feb-24,11960105,"£5,371.00",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,15-Feb-24,11960107,"£5,371.00",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,26-Feb-24,11966293,"£10,067.93",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,26-Feb-24,11966294,"£10,067.93",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,26-Feb-24,11966299,"£10,067.93",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,26-Feb-24,11966311,"£10,067.93",ABCA SYSTEMS,10054755,Renew Controlled Entry Systems,CAPITAL
HCC,Hull City Council,07-Feb-24,11955657,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955658,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955659,£303.96,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955660,£106.67,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955661,"£1,127.43",ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955662,£270.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955663,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955664,£563.57,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955665,£282.13,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955666,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955667,£180.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955668,£360.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955669,£315.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955670,£180.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955671,£198.97,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,07-Feb-24,11955672,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960060,£90.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960061,£782.23,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960062,£65.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960073,£65.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960074,£567.97,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960075,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960076,£395.90,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960077,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960078,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960079,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960080,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960081,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960082,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960083,£195.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960084,£65.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960085,£180.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960086,£65.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960087,£260.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960088,£65.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960089,£65.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960090,£90.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960091,£180.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960092,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960093,£90.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960094,£180.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960095,£45.00,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
HCC,Hull City Council,15-Feb-24,11960096,£61.90,ABCA SYSTEMS,10054755,R&M - Citywide,Neighbourhoods & Housing
