Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054242,202301,04/04/2023,636.66,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054242,202301,04/04/2023,636.66,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054236,202301,04/04/2023,551.1,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054108,202301,04/04/2023,571.51,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054108,202301,04/04/2023,571.51,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054628,202301,04/04/2023,1832.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054126,202301,04/04/2023,786.5,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054126,202301,04/04/2023,786.5,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054126,202301,04/04/2023,786.5,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054126,202301,04/04/2023,561.79,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054628,202301,04/04/2023,1832.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054108,202301,04/04/2023,571.51,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054624,202301,04/04/2023,-587.59,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054266,202301,04/04/2023,730.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054628,202301,04/04/2023,1832.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-667.33,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054622,202301,04/04/2023,-778.55,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054236,202301,04/04/2023,551.1,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,405871,Aspects Care Homes Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20054584,202301,04/04/2023,-675.27,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054664,202301,04/04/2023,574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054665,202301,04/04/2023,916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054666,202301,04/04/2023,1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054422,202301,04/04/2023,897.8,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054427,202301,04/04/2023,692.19,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054427,202301,04/04/2023,692.19,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054083,202301,04/04/2023,1332.89,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054083,202301,04/04/2023,1332.89,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-785.25,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054450,202301,04/04/2023,518.91,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054450,202301,04/04/2023,726.47,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-629.56,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20053920,202301,04/04/2023,1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20053920,202301,04/04/2023,1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054083,202301,04/04/2023,952.06,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054427,202301,04/04/2023,692.19,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20053920,202301,04/04/2023,1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054422,202301,04/04/2023,641.29,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054422,202301,04/04/2023,897.8,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054422,202301,04/04/2023,897.8,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054616,202301,04/04/2023,-1468.97,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054083,202301,04/04/2023,1332.89,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20053920,202301,04/04/2023,1049.26,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054450,202301,04/04/2023,726.47,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054615,202301,04/04/2023,-916.13,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054450,202301,04/04/2023,726.47,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,423557,Aspects Care Homes Ltd – Athens House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054614,202301,04/04/2023,-574.81,
321017,Residential Care,425000,Aspects Care Homes Ltd – Bedford House,People,11301,MH Residential Care Placements,R5008,Other agencies,20053906,202301,04/04/2023,623.93,
321017,Residential Care,425000,Aspects Care Homes Ltd – Bedford House,People,11301,MH Residential Care Placements,R5008,Other agencies,20053906,202301,04/04/2023,623.93,
321017,Residential Care,425000,Aspects Care Homes Ltd – Bedford House,People,11301,MH Residential Care Placements,R5008,Other agencies,20054139,202301,04/04/2023,719.7,
