Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Procurement Comment
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062681,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062519,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062655,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062791,202302,02/05/2023,1596.11,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062614,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062652,202302,02/05/2023,778.79,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,570.82,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062681,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062608,202302,02/05/2023,714.62,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062517,202302,02/05/2023,810.55,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062614,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062656,202302,02/05/2023,2184,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062683,202302,02/05/2023,1118.67,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062777,202302,02/05/2023,658.58,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062764,202302,02/05/2023,761.86,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062680,202302,02/05/2023,593.32,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062570,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062683,202302,02/05/2023,1118.67,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,570.82,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062652,202302,02/05/2023,778.79,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062581,202302,02/05/2023,1250.76,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062608,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,796.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,570.82,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062651,202302,02/05/2023,733.64,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062774,202302,02/05/2023,1363.49,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062768,202302,02/05/2023,605.83,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062681,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062525,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062519,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062768,202302,02/05/2023,605.83,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,796.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062503,202302,02/05/2023,649,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062680,202302,02/05/2023,593.32,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062777,202302,02/05/2023,658.58,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062764,202302,02/05/2023,761.86,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062654,202302,02/05/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062581,202302,02/05/2023,1250.76,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062973,202302,02/05/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062565,202302,02/05/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062581,202302,02/05/2023,1250.76,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062525,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062517,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062632,202302,02/05/2023,1325.07,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062681,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062519,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062517,202302,02/05/2023,810.55,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062608,202302,02/05/2023,714.62,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062651,202302,02/05/2023,733.64,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062614,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,796.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062652,202302,02/05/2023,778.79,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,570.82,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062608,202302,02/05/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062680,202302,02/05/2023,593.32,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062654,202302,02/05/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062764,202302,02/05/2023,761.86,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062768,202302,02/05/2023,605.83,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062517,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062657,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062768,202302,02/05/2023,521.19,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062774,202302,02/05/2023,1363.49,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,796.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062565,202302,02/05/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062654,202302,02/05/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062680,202302,02/05/2023,521.19,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062680,202302,02/05/2023,593.32,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062777,202302,02/05/2023,658.58,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062680,202302,02/05/2023,521.19,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062503,202302,02/05/2023,649,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062651,202302,02/05/2023,733.64,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062632,202302,02/05/2023,1325.07,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062655,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062774,202302,02/05/2023,1363.49,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062657,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062791,202302,02/05/2023,1596.11,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062657,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062768,202302,02/05/2023,605.83,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062768,202302,02/05/2023,521.19,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062530,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062570,202302,02/05/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062761,202302,02/05/2023,2511.39,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062578,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062503,202302,02/05/2023,649,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20062761,202302,02/05/2023,2511.39,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062632,202302,02/05/2023,1325.07,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062526,202302,02/05/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062651,202302,02/05/2023,733.64,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061766,202302,02/05/2023,696.04,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061767,202302,02/05/2023,1174.84,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062496,202302,02/05/2023,2073.29,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062496,202302,02/05/2023,2073.29,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061778,202302,02/05/2023,977.9,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062496,202302,02/05/2023,2073.29,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061774,202302,02/05/2023,2088.11,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061767,202302,02/05/2023,1174.84,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062496,202302,02/05/2023,2073.29,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061763,202302,02/05/2023,995.87,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061774,202302,02/05/2023,2088.11,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061774,202302,02/05/2023,2088.11,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062496,202302,02/05/2023,2073.29,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061778,202302,02/05/2023,977.9,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061766,202302,02/05/2023,696.04,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061767,202302,02/05/2023,1174.84,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061774,202302,02/05/2023,2088.11,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061763,202302,02/05/2023,995.87,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061766,202302,02/05/2023,696.04,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061763,202302,02/05/2023,995.87,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061767,202302,02/05/2023,1174.84,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061778,202302,02/05/2023,977.9,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061754,202302,02/05/2023,541.56,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10257,LD Residential Care Placements,R5008,Other agencies,20062969,202302,02/05/2023,2369,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061766,202302,02/05/2023,696.04,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061754,202302,02/05/2023,541.56,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061754,202302,02/05/2023,541.56,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061778,202302,02/05/2023,977.9,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11301,MH Residential Care Placements,R5008,Other agencies,20061763,202302,02/05/2023,995.87,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061754,202302,02/05/2023,541.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20061050,202302,25/04/2023,1072.25,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10257,LD Residential Care Placements,R5008,Other agencies,20061049,202302,25/04/2023,1015.29,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10257,LD Residential Care Placements,R5008,Other agencies,20061049,202302,25/04/2023,2369,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10257,LD Residential Care Placements,R5008,Other agencies,20061049,202302,25/04/2023,2369,
321017,Residential Care,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10257,LD Residential Care Placements,R5008,Other agencies,20061049,202302,25/04/2023,2369,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060745,202302,20/04/2023,-1191.61,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060862,202302,20/04/2023,714.62,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060730,202302,20/04/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20061011,202302,20/04/2023,1020,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060729,202302,20/04/2023,778.79,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060746,202302,20/04/2023,-1167.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060737,202302,20/04/2023,810.55,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060745,202302,20/04/2023,1325.07,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20061011,202302,20/04/2023,-1435.35,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060737,202302,20/04/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060997,202302,20/04/2023,-592.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060855,202302,20/04/2023,521.19,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060732,202302,20/04/2023,-513.33,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20061011,202302,20/04/2023,1596.11,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060858,202302,20/04/2023,-1370.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060737,202302,20/04/2023,-728.91,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060739,202302,20/04/2023,-964.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060994,202302,20/04/2023,-1226.16,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060728,202302,20/04/2023,-659.75,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20061021,202302,20/04/2023,4979.11,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060736,202302,20/04/2023,-1124.78,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060858,202302,20/04/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060731,202302,20/04/2023,-1370.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060855,202302,20/04/2023,-533.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060744,202302,20/04/2023,-1167.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060732,202302,20/04/2023,570.82,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060739,202302,20/04/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060994,202302,20/04/2023,1363.49,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060728,202302,20/04/2023,733.64,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060736,202302,20/04/2023,1250.76,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060742,202302,20/04/2023,2184,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060735,202302,20/04/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060862,202302,20/04/2023,-1370.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060741,202302,20/04/2023,-1167.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060986,202302,20/04/2023,521.19,
