Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comment
291000,Events,402117,Garic Ltd,Place,11600,Godiva Event,R4001,Equipment & Tools - Hire,3708351,202305,31/07/2023,694.40,
202100,Subscriptions,412299,Gartner UK Ltd,People,11847,ICT & Digital,R4702,Subscription - Non Employees,3711280,202305,09/08/2023,"37,500.00",
201700,Grants,402131,Gaynor Doyle,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712985,202305,15/07/2023,649.35,
201700,Grants,402131,Gaynor Doyle,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712933,202305,15/07/2023,649.35,
201700,Grants,402131,Gaynor Doyle,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712909,202305,15/07/2023,"1,007.10",
391111,Buildings Repair & Maintenance,425869,GEDA Construction Company Limited,People,10596,"Education Capital, Planning & Development",C1108,Capitalised Repairs & Maintenance,3710970,202305,07/08/2023,"362,257.02",
391111,Buildings Repair & Maintenance,425869,GEDA Construction Company Limited,People,10596,"Education Capital, Planning & Development",C1108,Capitalised Repairs & Maintenance,3710969,202305,07/06/2023,"270,045.36",
201700,Grants,423864,Gemma Domoney T/A Gem´s Childminding,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712981,202305,15/07/2023,649.35,
261200,Professional & Advisory Services,418625,Geoffrey Williams,People,11704,Coventry Music,R4400,Services - Professional Fees,3707942,202305,21/07/2023,"1,248.00",
391200,Engineering,410556,Geotechnics Ltd,Place,10653,Strategic Transportation,C1106,Engineering Works,3707676,202305,31/07/2023,"3,635.00",
201700,Grants,416463,Geraldine Boland,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712965,202305,15/07/2023,649.35,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092915,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092921,202305,16/08/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092914,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092917,202305,16/08/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092917,202305,16/08/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092921,202305,16/08/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092917,202305,16/08/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092914,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092921,202305,16/08/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092915,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092921,202305,16/08/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092917,202305,16/08/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092922,202305,16/08/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092915,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20091593,202305,16/08/2023,"1,898.05",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092914,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20091593,202305,16/08/2023,"1,898.05",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092918,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092915,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092922,202305,16/08/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20091593,202305,16/08/2023,"1,898.05",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092922,202305,16/08/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092914,202305,16/08/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092916,202305,16/08/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092919,202305,16/08/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092920,202305,16/08/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20092922,202305,16/08/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20091593,202305,16/08/2023,"1,898.05",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089776,202305,24/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089785,202305,24/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089778,202305,24/07/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089791,202305,24/07/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089786,202305,24/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089778,202305,24/07/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089791,202305,24/07/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089790,202305,24/07/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089788,202305,24/07/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089782,202305,24/07/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089786,202305,24/07/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089791,202305,24/07/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089780,202305,24/07/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089788,202305,24/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089791,202305,24/07/2023,500.57,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089782,202305,24/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089787,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089783,202305,21/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089784,202305,21/07/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089777,202305,21/07/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089781,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089789,202305,21/07/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089789,202305,21/07/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089775,202305,21/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089777,202305,21/07/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089781,202305,21/07/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089783,202305,21/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089787,202305,21/07/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089775,202305,21/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089777,202305,21/07/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089781,202305,21/07/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089784,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089777,202305,21/07/2023,528.08,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089787,202305,21/07/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089781,202305,21/07/2023,624.27,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089784,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089779,202305,21/07/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089779,202305,21/07/2023,"1,056.16",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089781,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089784,202305,21/07/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089787,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089777,202305,21/07/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089781,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089783,202305,21/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089784,202305,21/07/2023,765.72,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089789,202305,21/07/2023,"2,508.38",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089787,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089775,202305,21/07/2023,"2,112.32",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089784,202305,21/07/2023,924.14,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089787,202305,21/07/2023,611.06,
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089777,202305,21/07/2023,"1,054.27",
321014,Domiciliary Care,406326,Getta Life Ltd,People,10949,LD Home Care,R5008,Other agencies,20089779,202305,21/07/2023,"1,056.16",
201700,Grants,421313,Gillian Beirne T/A Gilly Bee´s Day Care,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3713026,202305,15/07/2023,"1,298.70",
201700,Grants,421313,Gillian Beirne T/A Gilly Bee´s Day Care,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712977,202305,15/07/2023,"1,298.70",
391000,Architect,424016,Glancy Nicholls Architects Ltd,People,10596,"Education Capital, Planning & Development",C1105,Design Fees,3713494,202305,22/08/2023,"8,424.00",
391000,Architect,424016,Glancy Nicholls Architects Ltd,People,10596,"Education Capital, Planning & Development",C1105,Design Fees,3706585,202305,21/07/2023,"8,424.00",
101400,Building General Materials,402183,Glasdon UK Ltd,Place,11771,Streetpride Area 3,R4007,Materials,3702951,202305,05/07/2023,"2,903.60",
180020,Kennel Services,402189,Glebe Farm Boarding Kennels,Place,11300,Pest Control & Animal Welfare,R4400,Services - Professional Fees,3709824,202305,01/08/2023,"2,842.00",
180020,Kennel Services,402189,Glebe Farm Boarding Kennels,Place,11300,Pest Control & Animal Welfare,R4400,Services - Professional Fees,3707834,202305,04/07/2023,"3,568.00",
391410,Highways Construction,425533,Go Traffic Management Limited,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3711950,202305,16/08/2023,"24,229.47",
391410,Highways Construction,425533,Go Traffic Management Limited,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3711949,202305,09/08/2023,"59,269.44",
230000,Highway Equipment & Materials,425533,Go Traffic Management Limited,Place,11930,Highways Holding - Confirm,R4001,Equipment & Tools - Hire,3708626,202305,31/07/2023,"132,963.71",
321014,Domiciliary Care,416043,Godiva Care Services Ltd T/A SureCare Coventry & South Warwickshire,People,10949,LD Home Care,R5008,Other agencies,20087913,202305,24/07/2023,"1,272.96",
321014,Domiciliary Care,416043,Godiva Care Services Ltd T/A SureCare Coventry & South Warwickshire,People,10949,LD Home Care,R5008,Other agencies,20087913,202305,24/07/2023,"1,272.96",
321014,Domiciliary Care,416043,Godiva Care Services Ltd T/A SureCare Coventry & South Warwickshire,People,10949,LD Home Care,R5008,Other agencies,20087913,202305,24/07/2023,"1,272.96",
321014,Domiciliary Care,416043,Godiva Care Services Ltd T/A SureCare Coventry & South Warwickshire,People,10949,LD Home Care,R5008,Other agencies,20087913,202305,24/07/2023,"1,272.96",
201700,Grants,421173,Good Shepherd Ltd T/A Banana Moon,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712622,202305,15/07/2023,"5,035.50",
201700,Grants,421173,Good Shepherd Ltd T/A Banana Moon,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712875,202305,15/07/2023,"1,256.01",
201700,Grants,421173,Good Shepherd Ltd T/A Banana Moon,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712785,202305,15/07/2023,"6,493.50",
201700,Grants,421173,Good Shepherd Ltd T/A Banana Moon,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712697,202305,15/07/2023,"10,389.60",
201700,Grants,402227,Gosling Day Nursery Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712745,202305,15/07/2023,"6,493.50",
201700,Grants,402227,Gosling Day Nursery Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712655,202305,15/07/2023,"9,090.90",
201700,Grants,402227,Gosling Day Nursery Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712833,202305,15/07/2023,547.92,
321117,Childrens Residential Care,425050,Goto Healthcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3713487,202305,04/08/2023,"-17,051.00",
321117,Childrens Residential Care,425050,Goto Healthcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3713487,202305,04/08/2023,"34,102.00",
321117,Childrens Residential Care,425050,Goto Healthcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3710249,202305,28/07/2023,"17,056.00",
280000,Legal Services,405681,Gowling WLG LLP (UK),Place,11608,Strategic Energy Partner Procurement,R4400,Services - Professional Fees,3711240,202305,31/07/2023,"12,470.00",
281200,Legal Services,405681,Gowling WLG LLP (UK),Place,10310,Coventry City Centre Regeneration,C1004,Legal Fees,3707137,202305,29/04/2023,"1,314.00",
281200,Legal Services,405681,Gowling WLG LLP (UK),Place,10473,City of Culture Programme Office,C1004,Legal Fees,3707135,202305,27/04/2023,"8,002.00",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"2,643.48",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"2,643.48",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"2,643.48",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"2,643.48",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"12,027.60",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"12,027.60",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"12,027.60",
321014,Domiciliary Care,406340,GP Homecare Limited,People,10722,OP Home Care,R5008,Other agencies,20091569,202305,16/08/2023,"12,027.60",
201700,Grants,402246,Grangehurst Playgroup,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712746,202305,15/07/2023,"4,545.45",
201700,Grants,402246,Grangehurst Playgroup,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712656,202305,15/07/2023,"22,900.41",
201700,Grants,402246,Grangehurst Playgroup,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712834,202305,15/07/2023,"1,834.61",
321016,Nursing Homes,411256,Grangemoor Care Homes Ltd T/A Marmion Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092536,202305,16/08/2023,"1,250.30",
321016,Nursing Homes,411256,Grangemoor Care Homes Ltd T/A Marmion Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092536,202305,16/08/2023,"1,250.30",
321016,Nursing Homes,411256,Grangemoor Care Homes Ltd T/A Marmion Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092536,202305,16/08/2023,"1,250.30",
321016,Nursing Homes,411256,Grangemoor Care Homes Ltd T/A Marmion Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092536,202305,16/08/2023,"1,250.30",
191500,Market Research,402253,Graphic Arts (Coventry) Ltd,People,11234,HR - Resourcing Team,R4400,Services - Professional Fees,3708632,202305,31/07/2023,678.00,
391111,Buildings Repair & Maintenance,402256,Graybuild Ltd,Place,10950,OPR0372 Fairfax Street Sports & Leisure Centre,R2078,Property Repairs & Maintenance - Minor Programmed Works,3710096,202305,07/08/2023,"1,430.00",
381500,Vehicle Parts,402268,Greenham Trading Ltd,Place,11277,Fleet Services,R3009,Vehicle Parts,3711367,202305,07/08/2023,524.30,
381500,Vehicle Parts,402268,Greenham Trading Ltd,Place,11277,Fleet Services,R3009,Vehicle Parts,3711366,202305,03/08/2023,579.00,
321013,Adult Day Care,426361,GreenSquareAccord Ltd,People,10722,OP Home Care,R5008,Other agencies,3713943,202305,21/03/2023,"2,298.73",
321013,Adult Day Care,426361,GreenSquareAccord Ltd,People,10722,OP Home Care,R5008,Other agencies,3713942,202305,21/02/2023,"2,330.76",
261200,Professional & Advisory Services,424452,Griffin Associates Ltd,People,11527,Coventry Safeguarding Children & Adults Multi-Agency Boards,R4400,Services - Professional Fees,3714001,202305,24/08/2023,"1,100.00",
321017,Residential Care,424231,Grove Care Partnership Ltd (Consensus Support Leofric Villa),People,10257,LD Residential Care Placements,R5008,Other agencies,20092108,202305,16/08/2023,"1,728.65",
321017,Residential Care,424231,Grove Care Partnership Ltd (Consensus Support Leofric Villa),People,10257,LD Residential Care Placements,R5008,Other agencies,20092108,202305,16/08/2023,"1,728.65",
321017,Residential Care,424231,Grove Care Partnership Ltd (Consensus Support Leofric Villa),People,10257,LD Residential Care Placements,R5008,Other agencies,20092108,202305,16/08/2023,"1,728.65",
321017,Residential Care,424231,Grove Care Partnership Ltd (Consensus Support Leofric Villa),People,10257,LD Residential Care Placements,R5008,Other agencies,20092108,202305,16/08/2023,"1,728.65",
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20093982,202305,25/08/2023,722.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20091916,202305,16/08/2023,722.80,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20092139,202305,16/08/2023,556.22,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20092008,202305,16/08/2023,932.32,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20091713,202305,16/08/2023,626.61,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20091910,202305,16/08/2023,611.82,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20091713,202305,16/08/2023,626.61,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20092171,202305,16/08/2023,784.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20092223,202305,16/08/2023,556.22,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20092223,202305,16/08/2023,556.22,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20091995,202305,16/08/2023,739.00,
321017,Residential Care,406350,Grove House,People,11947,OP Residential Care Placements,R5008,Other agencies,20091713,202305,16/08/2023,626.61,
