Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comment
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094148,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094153,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20094152,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20091592,202305,16/08/2023,542.93,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20091592,202305,16/08/2023,542.93,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094148,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094153,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094147,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20091592,202305,16/08/2023,542.93,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20091592,202305,16/08/2023,542.93,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094146,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094147,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094146,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094147,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094146,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094153,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094148,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094148,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094147,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094153,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20094152,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20094152,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20094146,202305,16/08/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20094152,202305,16/08/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086136,202305,24/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086145,202305,24/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086142,202305,24/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086138,202305,24/07/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086143,202305,24/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20086134,202305,24/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086097,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20086132,202305,21/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086135,202305,21/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20086132,202305,21/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086135,202305,21/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086141,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086137,202305,21/07/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086141,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086097,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10722,OP Home Care,R5008,Other agencies,20086132,202305,21/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086137,202305,21/07/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086144,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086141,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086137,202305,21/07/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086144,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086135,202305,21/07/2023,558.18,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086144,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10949,LD Home Care,R5008,Other agencies,20086097,202305,21/07/2023,629.77,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086130,202305,25/06/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086130,202305,25/06/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086130,202305,25/06/2023,713.23,
321014,Domiciliary Care,405768,Accredo Support & Development Ltd,People,10805,MH Home Care,R5008,Other agencies,20086130,202305,25/06/2023,713.23,
201700,Grants,400078,Ace Construction,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3712314,202305,15/08/2023,"5,325.00",
201700,Grants,400078,Ace Construction,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3709443,202305,06/08/2023,"4,670.00",
201700,Grants,400078,Ace Construction,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3709443,202305,06/08/2023,865.00,
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092105,202305,16/08/2023,"1,320.52",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091936,202305,16/08/2023,"2,187.35",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091662,202305,16/08/2023,"3,049.44",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091662,202305,16/08/2023,"3,049.44",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092105,202305,16/08/2023,"1,320.52",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091936,202305,16/08/2023,"2,187.35",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092105,202305,16/08/2023,"1,320.52",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092105,202305,16/08/2023,"1,320.52",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091662,202305,16/08/2023,"3,049.44",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091662,202305,16/08/2023,"3,049.44",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091936,202305,16/08/2023,"2,187.35",
321017,Residential Care,422294,Achieve Together Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091936,202305,16/08/2023,"2,187.35",
321117,Childrens Residential Care,412149,Acorn Care and Education Ltd,People,11338,SEN Independent Specialist Placements,R5008,Other agencies,3706906,202305,25/07/2023,"24,913.34",
321017,Residential Care,405770,Acorn Lodge - PARKED,People,11947,OP Residential Care Placements,R5008,Other agencies,20092156,202305,16/08/2023,608.54,
321017,Residential Care,405770,Acorn Lodge - PARKED,People,11947,OP Residential Care Placements,R5008,Other agencies,20092156,202305,16/08/2023,608.54,
321017,Residential Care,405770,Acorn Lodge - PARKED,People,11947,OP Residential Care Placements,R5008,Other agencies,20092156,202305,16/08/2023,608.54,
321017,Residential Care,405770,Acorn Lodge - PARKED,People,11947,OP Residential Care Placements,R5008,Other agencies,20092156,202305,16/08/2023,608.54,
261200,Professional & Advisory Services,411811,ACPAS Ltd,People,10084,Section17 Payments West,R4400,Services - Professional Fees,3709395,202305,24/05/2023,"1,123.20",
261200,Professional & Advisory Services,426693,ACR Recruitment & Training Ltd,People,10169,Section17 Payments South,R4400,Services - Professional Fees,3711388,202305,22/03/2023,"1,018.50",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3713672,202305,22/08/2023,"3,780.00",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3713279,202305,11/08/2023,"7,400.00",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3713280,202305,11/08/2023,"5,892.00",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3711282,202305,11/08/2023,"2,785.33",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3708577,202305,01/08/2023,"3,534.33",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3708576,202305,01/08/2023,"3,794.33",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3708575,202305,01/08/2023,"4,898.00",
151510,Public Health,400091,Act On Energy,People,10419,Health Protection/Inf Diseases,R5008,Other agencies,3708573,202305,01/08/2023,"3,018.00",
202100,Subscriptions,400106,ADASS,People,11500,Adult Social Care Management Team,R1401,Professional Subscriptions - Employee,3707850,202305,19/07/2023,"2,609.00",
191800,Public Relations & Image,400115,Adler Manufacturing Ltd,Place,10226,Lord Mayors Office,R4301,"Marketing, Advertising (non recruit) and promotions",3709109,202305,28/07/2023,558.39,
321014,Domiciliary Care,405774,Advanced Care,People,10722,OP Home Care,R5008,Other agencies,3711011,202305,15/08/2023,"136,199.14",
261200,Professional & Advisory Services,422263,Advanced Childcare Assessments Ltd,People,10084,Section17 Payments West,R4400,Services - Professional Fees,3712558,202305,28/06/2023,"2,414.75",
261200,Professional & Advisory Services,422263,Advanced Childcare Assessments Ltd,People,10084,Section17 Payments West,R4400,Services - Professional Fees,3707866,202305,30/03/2023,"2,463.00",
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092384,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092640,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092419,202305,16/08/2023,637.04,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092500,202305,16/08/2023,542.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092644,202305,16/08/2023,606.73,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092462,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092593,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092384,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092637,202305,16/08/2023,632.16,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092481,202305,16/08/2023,581.44,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092473,202305,16/08/2023,634.23,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092381,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092593,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092429,202305,16/08/2023,611.21,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092640,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092481,202305,16/08/2023,581.44,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092462,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092429,202305,16/08/2023,611.21,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092406,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092637,202305,16/08/2023,632.16,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092381,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092429,202305,16/08/2023,611.21,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092586,202305,16/08/2023,598.46,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092631,202305,16/08/2023,617.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092392,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092427,202305,16/08/2023,626.22,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092429,202305,16/08/2023,611.21,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092631,202305,16/08/2023,617.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092403,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092392,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092586,202305,16/08/2023,598.46,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092381,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092403,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092462,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092640,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092631,202305,16/08/2023,617.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092406,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092586,202305,16/08/2023,598.46,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092403,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092469,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092392,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092427,202305,16/08/2023,626.22,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092487,202305,16/08/2023,581.76,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092462,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092473,202305,16/08/2023,634.23,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092631,202305,16/08/2023,617.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092644,202305,16/08/2023,606.73,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092406,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092640,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092403,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092392,202305,16/08/2023,640.09,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092427,202305,16/08/2023,626.22,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092500,202305,16/08/2023,542.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092384,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092481,202305,16/08/2023,581.44,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092630,202305,16/08/2023,626.26,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092399,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092487,202305,16/08/2023,581.76,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092384,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092630,202305,16/08/2023,626.26,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092473,202305,16/08/2023,634.23,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092399,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092406,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092381,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092481,202305,16/08/2023,581.44,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092586,202305,16/08/2023,598.46,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092419,202305,16/08/2023,637.04,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092427,202305,16/08/2023,626.22,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092473,202305,16/08/2023,634.23,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092469,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092399,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092637,202305,16/08/2023,632.16,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092644,202305,16/08/2023,606.73,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092630,202305,16/08/2023,626.26,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092399,202305,16/08/2023,581.43,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092487,202305,16/08/2023,581.76,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092469,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092469,202305,16/08/2023,640.97,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092419,202305,16/08/2023,637.04,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092593,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092593,202305,16/08/2023,601.52,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092500,202305,16/08/2023,542.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092487,202305,16/08/2023,581.76,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092630,202305,16/08/2023,626.26,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092419,202305,16/08/2023,637.04,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092500,202305,16/08/2023,542.86,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11075,MH Nursing Care Placements,R5008,Other agencies,20092637,202305,16/08/2023,632.16,
321016,Nursing Homes,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11945,OP Nursing Care Placements,R5008,Other agencies,20092644,202305,16/08/2023,606.73,
321017,Residential Care,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11947,OP Residential Care Placements,R5008,Other agencies,20092292,202305,16/08/2023,650.69,
321017,Residential Care,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11947,OP Residential Care Placements,R5008,Other agencies,20092292,202305,16/08/2023,650.69,
321017,Residential Care,426488,Affinity Care Consortium Ltd T/A Coundon Manor,People,11947,OP Residential Care Placements,R5008,Other agencies,20091774,202305,16/08/2023,619.91,
