Proclass,Proclass(T),Supplier,Supplier (T),Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136664,202311,04/02/2024,672.45
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136664,202311,04/02/2024,672.45
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136748,202311,04/02/2024,709.67
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136875,202311,04/02/2024,710.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136468,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136408,202311,04/02/2024,803.27
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136408,202311,04/02/2024,803.27
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136371,202311,04/02/2024,631.17
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136712,202311,04/02/2024,-550.42
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136461,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136461,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136461,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136664,202311,04/02/2024,672.45
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136875,202311,04/02/2024,710.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136795,202311,04/02/2024,736.50
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136191,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136191,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136795,202311,04/02/2024,736.50
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136875,202311,04/02/2024,710.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136875,202311,04/02/2024,710.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136191,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136371,202311,04/02/2024,631.17
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136371,202311,04/02/2024,631.17
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136706,202311,04/02/2024,-642.41
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136706,202311,04/02/2024,-642.41
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136827,202311,04/02/2024,722.80
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136827,202311,04/02/2024,722.80
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136827,202311,04/02/2024,722.80
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136748,202311,04/02/2024,709.67
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136367,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136367,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136408,202311,04/02/2024,803.27
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136408,202311,04/02/2024,803.27
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136468,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136849,202311,04/02/2024,648.06
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136849,202311,04/02/2024,648.06
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136849,202311,04/02/2024,648.06
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136367,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136727,202311,04/02/2024,750.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136191,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136468,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136755,202311,04/02/2024,750.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136664,202311,04/02/2024,672.45
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136795,202311,04/02/2024,736.50
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136795,202311,04/02/2024,736.50
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136712,202311,04/02/2024,-550.42
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136748,202311,04/02/2024,709.67
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136583,202311,04/02/2024,724.10
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136827,202311,04/02/2024,722.80
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136461,202311,04/02/2024,628.70
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136755,202311,04/02/2024,750.00
321017,Residential Care,405802,Allambie House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136727,202311,04/02/2024,750.00
321017,Residential Care,405802,Allambie House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136258,202311,04/02/2024,690.71
321017,Residential Care,405802,Allambie House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136258,202311,04/02/2024,690.71
321017,Residential Care,405802,Allambie House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136258,202311,04/02/2024,690.71
321017,Residential Care,405802,Allambie House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136258,202311,04/02/2024,690.71
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136923,202311,04/02/2024,905.63
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136923,202311,04/02/2024,905.63
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136920,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136920,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136920,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136920,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136923,202311,04/02/2024,905.63
321016,Nursing Homes,405804,Allesley Hall,People,10834,LD Nursing Care Placements,R5008,Other agencies,20136923,202311,04/02/2024,905.63
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136986,202311,04/02/2024,734.47
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136986,202311,04/02/2024,734.47
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136966,202311,04/02/2024,828.69
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136966,202311,04/02/2024,828.69
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136966,202311,04/02/2024,828.69
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137193,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137193,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137193,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137193,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137122,202311,04/02/2024,854.29
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137122,202311,04/02/2024,854.29
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137122,202311,04/02/2024,854.29
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137073,202311,04/02/2024,554.09
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137073,202311,04/02/2024,554.09
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137073,202311,04/02/2024,554.09
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136966,202311,04/02/2024,828.69
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136986,202311,04/02/2024,734.47
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137122,202311,04/02/2024,854.29
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136986,202311,04/02/2024,734.47
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136918,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136918,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136918,202311,04/02/2024,550.66
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137073,202311,04/02/2024,554.09
321016,Nursing Homes,405804,Allesley Hall,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136918,202311,04/02/2024,550.66
321017,Residential Care,405804,Allesley Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20136807,202311,04/02/2024,"1,075.00"
321017,Residential Care,405804,Allesley Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20136807,202311,04/02/2024,"1,075.00"
321017,Residential Care,405804,Allesley Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20136807,202311,04/02/2024,"1,075.00"
321017,Residential Care,405804,Allesley Hall,People,11947,OP Residential Care Placements,R5008,Other agencies,20136807,202311,04/02/2024,"1,075.00"
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136893,202311,04/02/2024,779.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136750,202311,04/02/2024,-835.91
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136289,202311,04/02/2024,872.05
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136775,202311,04/02/2024,809.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136775,202311,04/02/2024,809.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136775,202311,04/02/2024,809.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136775,202311,04/02/2024,809.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136246,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136893,202311,04/02/2024,779.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136893,202311,04/02/2024,779.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136893,202311,04/02/2024,779.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136246,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136434,202311,04/02/2024,777.31
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136434,202311,04/02/2024,777.31
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136289,202311,04/02/2024,872.05
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136735,202311,04/02/2024,557.14
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136434,202311,04/02/2024,777.31
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136434,202311,04/02/2024,777.31
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136619,202311,04/02/2024,659.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136619,202311,04/02/2024,659.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136619,202311,04/02/2024,659.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136246,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136619,202311,04/02/2024,659.99
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136289,202311,04/02/2024,872.05
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136289,202311,04/02/2024,872.05
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136403,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136403,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136403,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136403,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11947,OP Residential Care Placements,R5008,Other agencies,20136246,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136810,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136810,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136810,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,11301,MH Residential Care Placements,R5008,Other agencies,20136810,202311,04/02/2024,753.84
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20136208,202311,04/02/2024,940.14
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20136208,202311,04/02/2024,940.14
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20136208,202311,04/02/2024,940.14
321017,Residential Care,405813,Amber House,People,10257,LD Residential Care Placements,R5008,Other agencies,20136208,202311,04/02/2024,940.14
320000,Social Community Care Supplies & Services,421890,AO Retail Ltd,Place,11928,Community Support Grants,R6290,Client Support,3750801,202311,04/02/2024,594.17
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136357,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136881,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136881,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136374,202311,04/02/2024,554.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136389,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136822,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136822,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136822,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136822,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136649,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136649,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136374,202311,04/02/2024,554.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136804,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136338,202311,04/02/2024,638.09
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136422,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136649,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136649,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20137376,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136422,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136422,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136230,202311,04/02/2024,605.21
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136230,202311,04/02/2024,605.21
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136317,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136230,202311,04/02/2024,605.21
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136421,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136421,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136421,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136230,202311,04/02/2024,605.21
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136804,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136804,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136804,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136317,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136317,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136338,202311,04/02/2024,638.09
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136374,202311,04/02/2024,554.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136374,202311,04/02/2024,554.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136357,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136357,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136338,202311,04/02/2024,638.09
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136792,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136792,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136792,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136792,202311,04/02/2024,604.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136663,202311,04/02/2024,613.39
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136421,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136422,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136357,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136389,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136389,202311,04/02/2024,602.36
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136317,202311,04/02/2024,610.33
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136881,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136881,202311,04/02/2024,624.73
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136338,202311,04/02/2024,638.09
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136663,202311,04/02/2024,613.39
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136663,202311,04/02/2024,613.39
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136663,202311,04/02/2024,613.39
321017,Residential Care,405867,Arden Park Residential Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20136389,202311,04/02/2024,602.36
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137173,202311,04/02/2024,670.45
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137173,202311,04/02/2024,670.45
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137173,202311,04/02/2024,670.45
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20137173,202311,04/02/2024,670.45
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136903,202311,04/02/2024,798.19
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137127,202311,04/02/2024,"1,088.24"
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136903,202311,04/02/2024,798.19
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136903,202311,04/02/2024,798.19
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136903,202311,04/02/2024,798.19
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136935,202311,04/02/2024,886.08
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137127,202311,04/02/2024,"1,088.24"
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136932,202311,04/02/2024,752.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136935,202311,04/02/2024,886.08
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136932,202311,04/02/2024,752.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136932,202311,04/02/2024,752.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136935,202311,04/02/2024,886.08
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136935,202311,04/02/2024,886.08
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137127,202311,04/02/2024,"1,088.24"
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137127,202311,04/02/2024,"1,088.24"
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137094,202311,04/02/2024,934.98
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136902,202311,04/02/2024,991.75
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136902,202311,04/02/2024,991.75
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20136902,202311,04/02/2024,991.75
321016,Nursing Homes,419246,Ariyan Healthcare Ltd,People,11945,OP Nursing Care Placements,R5008,Other agencies,20137094,202311,04/02/2024,934.98
