Proclass,Proclass(T),Supplier,Supplier (T),Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
361600,Home to School,418700,Lewis Taxis Midlands Ltd,People,10939,Transport Mainstream,R3204,Travel Costs - Non Employees,3749112,202311,01/01/2024,960.00
361600,Home to School,418700,Lewis Taxis Midlands Ltd,People,10939,Transport Mainstream,R3204,Travel Costs - Non Employees,3751082,202311,01/01/2024,"1,680.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10291,Section17 Payments Central,R2202,Rent - Client Accomodation,3749190,202311,01/01/2024,"2,170.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10291,Section17 Payments Central,R2202,Rent - Client Accomodation,3749185,202311,01/01/2024,"2,170.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3750076,202311,01/01/2024,"2,480.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3749704,202311,01/01/2024,"2,170.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3749188,202311,01/01/2024,"1,860.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3749191,202311,01/01/2024,"2,170.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3749186,202311,01/01/2024,"2,170.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3749187,202311,01/01/2024,"2,170.00"
201700,Grants,414011,Macintyre Academies (Discovery Academy),People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752721,202311,01/01/2024,600.00
171040,Educational Placements,414011,Macintyre Academies (Discovery Academy),People,11365,SEN Other Local Authority Placements,R5002,Other local authorities,3751747,202311,01/01/2024,"1,833.33"
201700,Grants,409079,Myton School Trust,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752704,202311,01/01/2024,600.00
201700,Grants,420865,Nathaniel Newton Infant School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752705,202311,01/01/2024,600.00
201700,Grants,403714,Nicholas Chamberlaine Technical College,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752706,202311,01/01/2024,"1,200.00"
201700,Grants,418868,Summit Learning Trust - Ninestiles School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752707,202311,01/01/2024,600.00
201700,Grants,403749,North Leamington School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752708,202311,01/01/2024,600.00
201700,Grants,426882,North Northamptonshire Council - Meadowside Primary School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752702,202311,01/01/2024,600.00
201700,Grants,426447,Northgate School Arts College,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752709,202311,01/01/2024,600.00
201700,Grants,417528,Oak Wood School Academy,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752710,202311,01/01/2024,600.00
201700,Grants,424129,Ormiston Academies Trust T/A Ormiston Meadows Academy,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752711,202311,01/01/2024,600.00
201700,Grants,409045,Peterbrook Primary School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752716,202311,01/01/2024,600.00
201700,Grants,424152,Powys CC - Priory Church in Wales School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752720,202311,01/01/2024,600.00
201700,Grants,424979,Prince Albert High School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752719,202311,01/01/2024,600.00
321117,Childrens Residential Care,424480,R.E.A.L Education Ltd,People,11338,SEN Independent Specialist Placements,R5008,Other agencies,3748718,202311,01/01/2024,"13,661.01"
321117,Childrens Residential Care,424480,R.E.A.L Education Ltd,People,11338,SEN Independent Specialist Placements,R5008,Other agencies,3748718,202311,01/01/2024,"2,000.00"
201700,Grants,413876,Race Leys Junior School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752722,202311,01/01/2024,600.00
202100,Subscriptions,404359,Rics Business Services Ltd,Place,11848,Commercial Property Management (Staff costs),R1401,Professional Subscriptions - Employee,3750983,202311,01/01/2024,539.00
201700,Grants,402429,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752678,202311,01/01/2024,"2,400.00"
201700,Grants,403168,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752696,202311,01/01/2024,600.00
201700,Grants,403238,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752697,202311,01/01/2024,600.00
201700,Grants,404642,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752727,202311,01/01/2024,"1,800.00"
201700,Grants,404777,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752730,202311,01/01/2024,"1,800.00"
201700,Grants,404803,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752732,202311,01/01/2024,"1,800.00"
201700,Grants,404857,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752740,202311,01/01/2024,"1,200.00"
201700,Grants,413575,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752744,202311,01/01/2024,600.00
201700,Grants,420283,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752748,202311,01/01/2024,600.00
201700,Grants,417259,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752751,202311,01/01/2024,"1,200.00"
201700,Grants,404958,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752753,202311,01/01/2024,"1,200.00"
201700,Grants,420268,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752734,202311,01/01/2024,"1,200.00"
201700,Grants,420219,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752737,202311,01/01/2024,600.00
201700,Grants,410655,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752738,202311,01/01/2024,600.00
201700,Grants,409647,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752739,202311,01/01/2024,"2,400.00"
201700,Grants,404659,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752728,202311,01/01/2024,"7,200.00"
201700,Grants,416166,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752729,202311,01/01/2024,"1,200.00"
201700,Grants,415358,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752698,202311,01/01/2024,"5,400.00"
201700,Grants,422796,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752701,202311,01/01/2024,"1,800.00"
201700,Grants,402451,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752680,202311,01/01/2024,"1,200.00"
201700,Grants,416394,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752687,202311,01/01/2024,600.00
201700,Grants,417460,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752695,202311,01/01/2024,"3,000.00"
201700,Grants,408617,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752718,202311,01/01/2024,"8,400.00"
201700,Grants,409578,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752723,202311,01/01/2024,"2,400.00"
201700,Grants,411871,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752724,202311,01/01/2024,600.00
201700,Grants,413483,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752725,202311,01/01/2024,"2,400.00"
201700,Grants,416294,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752715,202311,01/01/2024,"1,200.00"
201700,Grants,422909,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752638,202311,01/01/2024,"2,400.00"
201700,Grants,413733,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752645,202311,01/01/2024,"4,800.00"
201700,Grants,421364,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752646,202311,01/01/2024,"3,600.00"
201700,Grants,400763,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752649,202311,01/01/2024,"6,000.00"
201700,Grants,420282,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752650,202311,01/01/2024,"5,400.00"
201700,Grants,413442,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752651,202311,01/01/2024,"1,800.00"
201700,Grants,422975,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752652,202311,01/01/2024,"1,200.00"
201700,Grants,420326,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752654,202311,01/01/2024,600.00
201700,Grants,413557,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752655,202311,01/01/2024,"1,200.00"
201700,Grants,413558,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752656,202311,01/01/2024,600.00
201700,Grants,401139,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752657,202311,01/01/2024,"4,800.00"
201700,Grants,416396,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752658,202311,01/01/2024,"3,000.00"
201700,Grants,409100,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752663,202311,01/01/2024,"4,800.00"
201700,Grants,409100,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752665,202311,01/01/2024,600.00
201700,Grants,415915,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752668,202311,01/01/2024,"7,200.00"
201700,Grants,401974,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752669,202311,01/01/2024,"3,600.00"
201700,Grants,414983,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752670,202311,01/01/2024,600.00
201700,Grants,419673,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752672,202311,01/01/2024,"1,800.00"
201700,Grants,416395,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752676,202311,01/01/2024,600.00
321123,Schools and Academies,400160,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752639,202311,01/01/2024,600.00
321123,Schools and Academies,400176,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752640,202311,01/01/2024,"1,800.00"
321123,Schools and Academies,400186,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752641,202311,01/01/2024,600.00
321123,Schools and Academies,400192,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752642,202311,01/01/2024,"3,000.00"
321123,Schools and Academies,400428,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752644,202311,01/01/2024,600.00
321123,Schools and Academies,401712,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752659,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,401715,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752660,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,401738,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752662,202311,01/01/2024,600.00
321123,Schools and Academies,401851,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752664,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,402226,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752671,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,402244,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752673,202311,01/01/2024,600.00
321123,Schools and Academies,402479,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752682,202311,01/01/2024,600.00
321123,Schools and Academies,402485,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752683,202311,01/01/2024,600.00
321123,Schools and Academies,402503,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752684,202311,01/01/2024,"2,400.00"
321123,Schools and Academies,402818,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752685,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,403335,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752699,202311,01/01/2024,"1,800.00"
321123,Schools and Academies,403539,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752703,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,403857,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752712,202311,01/01/2024,"1,800.00"
321123,Schools and Academies,403908,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752713,202311,01/01/2024,600.00
321123,Schools and Academies,404097,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752717,202311,01/01/2024,600.00
321123,Schools and Academies,404781,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752731,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,404823,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752733,202311,01/01/2024,600.00
321123,Schools and Academies,404834,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752735,202311,01/01/2024,"1,800.00"
321123,Schools and Academies,404940,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752750,202311,01/01/2024,"1,200.00"
321123,Schools and Academies,404942,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752752,202311,01/01/2024,600.00
321123,Schools and Academies,405089,SCHOOL,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4704,LEA Payments,3752754,202311,01/01/2024,"4,200.00"
201700,Grants,424151,St Mary Magdalene Catholic Primary School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752741,202311,01/01/2024,600.00
201700,Grants,415983,St Michael´s Academy,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752742,202311,01/01/2024,600.00
201700,Grants,404861,St Nicolas C of E Academy,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752743,202311,01/01/2024,600.00
201700,Grants,424142,St Paul With St Luke CoE Primary School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752745,202311,01/01/2024,600.00
201700,Grants,408514,St Pauls C of E Primary School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752746,202311,01/01/2024,"1,200.00"
201700,Grants,404867,St Pauls School,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752747,202311,01/01/2024,"1,200.00"
201700,Grants,421820,St Thomas Aquinas MAT - Saint Martins Catholic Academy,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752726,202311,01/01/2024,600.00
201700,Grants,408665,St Thomas More Catholic School & Sixth Form College,People,10118,Looked After Children Education Service - Pupil Premium Plus,R4701,External Funding (Grants) to external bodies,3752749,202311,01/01/2024,600.00
261200,Professional & Advisory Services,420699,Taylorcare Ltd T/A People Partners,People,10084,Section17 Payments West,R4400,Services - Professional Fees,3753741,202311,01/01/2024,"10,867.19"
321117,Childrens Residential Care,421746,The Rowan School Ltd,People,11338,SEN Independent Specialist Placements,R5008,Other agencies,3752986,202311,01/01/2024,"14,706.64"
261517,ICT Consultancy,405457,Vodafone Ltd,People,11969,ICT Security,R4534,Computing - Infrastructure,3749802,202311,01/01/2024,"1,693.98"
131310,Cleaning Service,425673,aAFD Services Ltd,Place,10335,Public Conveniences,R2700,Cleaning and Supplies,3748608,202311,31/12/2023,"4,542.20"
322001,Mental Health Services,421661,Age UK Coventry & Warwickshire,People,10005,Advocacy and Money Management,R5005,Voluntary associations,3748492,202311,31/12/2023,"13,422.28"
261300,Recruitment & Assessment,401470,Disclosure And Barring Service,People,11234,HR - Resourcing Team,R1601,DBS Checks,3748055,202311,31/12/2023,"12,658.00"
321050,"Temporary Accommodation, Short Stay",425048,Embrace Property Investments Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3747893,202311,31/12/2023,"7,068.00"
370000,Utilties,401035,Equans FM Ltd,Place,10774,Energy Management Services,R2104,Energy - Hot Water,20139017,202311,31/12/2023,-696.18
370000,Utilties,401035,Equans FM Ltd,Place,12701,OPR0451 Friargate 2,R2104,Energy - Hot Water,20139016,202311,31/12/2023,"8,755.44"
391111,Buildings Repair & Maintenance,421013,EXI Cost Consultants Ltd,People,11358,Residential (CWD) - Location TBD,C1107,Building Works,3749126,202311,31/12/2023,"3,000.00"
401303,Childrens Residential Foster Care,412721,Foundation Fostering,People,10706,Fostering - External Fees,R5008,Other agencies,3753385,202311,31/12/2023,667.16
391410,Highways Construction,402446,Highway Traffic Management Ltd,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3747862,202311,31/12/2023,"80,252.35"
261200,Professional & Advisory Services,424885,HS Pathology Services Ltd,Place,10797,Coroners,R4400,Services - Professional Fees,3751651,202311,31/12/2023,"3,796.40"
261200,Professional & Advisory Services,424885,HS Pathology Services Ltd,Place,10797,Coroners,R4400,Services - Professional Fees,3751651,202311,31/12/2023,703.60
151510,Public Health,402549,ICE Creates Ltd,People,10294,Adult´s Lifestyles,R5008,Other agencies,3750504,202311,31/12/2023,"83,059.66"
401301,Social Community Care Supplies & Services - Children - Residential Services,402981,Horizon Supported Accommodation Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3747771,202311,31/12/2023,"2,019.34"
401301,Social Community Care Supplies & Services - Children - Residential Services,402981,Horizon Supported Accommodation Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3747772,202311,31/12/2023,"2,019.34"
401301,Social Community Care Supplies & Services - Children - Residential Services,402981,Horizon Supported Accommodation Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3749572,202311,31/12/2023,"1,237.66"
401301,Social Community Care Supplies & Services - Children - Residential Services,402981,Horizon Supported Accommodation Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3747773,202311,31/12/2023,"1,302.83"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10225,Housing - B&B Accommodation,R3204,Travel Costs - Non Employees,3752533,202311,31/12/2023,572.00
381210,Vehicle Hire,403479,Midhire Self Drive Rentals Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3751996,202311,31/12/2023,"1,705.00"
381210,Vehicle Hire,403479,Midhire Self Drive Rentals Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3751997,202311,31/12/2023,"1,085.00"
381210,Vehicle Hire,403479,Midhire Self Drive Rentals Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3751998,202311,31/12/2023,"1,705.00"
201700,Grants,409377,Moat House Community Trust,People,10088,Better Care Fund,R4701,External Funding (Grants) to external bodies,3744908,202311,31/12/2023,"4,500.00"
321040,"Temporary Accommodation, Long Stay",427362,My London Residential Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3751816,202311,31/12/2023,"11,955.00"
401304,Social Community Care Supplies & Services - Children - Residential Services - Schools & Academies,419906,Quality Protects Children Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3750156,202311,31/12/2023,"30,402.15"
381800,Vehicle Tools & Equipment,404239,R Savage Plant Hire Co Ltd,Place,11771,Streetpride Area 3,R4001,Equipment & Tools - Hire,3749998,202311,31/12/2023,"1,650.00"
201300,Cash Collection,404588,Security Plus Ltd,Place,11708,Financial Management Team,R4401,Services - Fees and Charges,3748004,202311,31/12/2023,962.67
182000,Waste Management,405245,Tom White Waste Ltd,Place,11595,Skips Commercial,R2703,Waste Collection,3745612,202311,31/12/2023,"7,493.00"
182015,Waste Disposal,405245,Tom White Waste Ltd,Place,11325,FEL Waste Collection,R2704,Waste Disposal,3745612,202311,31/12/2023,519.32
182015,Waste Disposal,405245,Tom White Waste Ltd,Place,11595,Skips Commercial,R2704,Waste Disposal,3745612,202311,31/12/2023,"11,682.97"
150000,Consultancy,405531,Waterman Aspen Ltd,Place,10869,Air Quality Early Measures,C6002,Fees - External Staff,3748503,202311,31/12/2023,"7,440.00"
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11170,Behaviour Support - Primary Centres,R3204,Travel Costs - Non Employees,3751433,202311,31/12/2023,"1,020.00"
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11170,Behaviour Support - Primary Centres,R3204,Travel Costs - Non Employees,3750786,202311,31/12/2023,"1,025.00"
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3750770,202311,31/12/2023,"3,150.00"
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3750783,202311,31/12/2023,"4,018.00"
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3750784,202311,31/12/2023,"1,800.00"
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3751434,202311,31/12/2023,780.00
361510,Taxi Services - Non Staff,405540,Wayne Docking Taxis Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3750787,202311,31/12/2023,"4,541.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751087,202311,31/12/2023,"1,806.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751088,202311,31/12/2023,"2,960.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751089,202311,31/12/2023,"2,560.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751104,202311,31/12/2023,676.00
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751105,202311,31/12/2023,"1,485.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751086,202311,31/12/2023,"2,835.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751090,202311,31/12/2023,"3,920.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751091,202311,31/12/2023,"3,760.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751092,202311,31/12/2023,"2,046.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751107,202311,31/12/2023,"1,770.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751083,202311,31/12/2023,"1,194.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751084,202311,31/12/2023,"2,385.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751085,202311,31/12/2023,"2,752.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751101,202311,31/12/2023,"1,840.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751102,202311,31/12/2023,"3,375.00"
361600,Home to School,405540,Wayne Docking Taxis Ltd,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3751614,202311,31/12/2023,"4,400.00"
391111,Buildings Repair & Maintenance,405623,Wilkinson Environmental Ltd,Place,10053,OPR0276 London Road 259 Whitley Depot,R2078,Property Repairs & Maintenance - Minor Programmed Works,3751389,202311,31/12/2023,695.00
381210,Vehicle Hire,415134,Car Hire Day of Swansea Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3753213,202311,30/12/2023,"9,103.15"
150000,Consultancy,421013,EXI Cost Consultants Ltd,Place,10473,City of Culture Programme Office,C6002,Fees - External Staff,3750281,202311,30/12/2023,850.00
281200,Legal Services,408795,EXI Project Management Ltd,Place,10310,Coventry City Centre Regeneration,C1004,Legal Fees,3753522,202311,30/12/2023,"4,875.00"
