Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
391000,Architect,417160,BWB Consulting Ltd,People,10596,"Education Capital, Planning & Development",C1105,Design Fees,3729864,202308,17/08/2023,2360
271440,Software,414575,Bytes Software Services Ltd,Place,11154,Highways: Overhead,R4530,Computing -  Software,3732607,202308,15/11/2023,1555.2
271440,Software,414575,Bytes Software Services Ltd,People,10377,ICT Architecture,R4530,Computing -  Software,3732606,202308,14/11/2023,37440
261517,ICT Consultancy,414575,Bytes Software Services Ltd,People,10377,ICT Architecture,R4534,Computing - Infrastructure,3728570,202308,31/10/2023,3675.19
271440,Software,414575,Bytes Software Services Ltd,People,10300,Internal Fostering Team,R4530,Computing -  Software,3723186,202308,09/10/2023,514.07
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3730931,202308,16/10/2023,9399.6
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3730987,202308,16/10/2023,12770.55
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3731154,202308,16/10/2023,962.75
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3731059,202308,16/10/2023,5194.8
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3730912,202308,16/10/2023,15777.9
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3731078,202308,16/10/2023,6493.5
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3731007,202308,16/10/2023,7359.3
201700,Grants,400727,C Collins T/A Precious Moments,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3731134,202308,16/10/2023,1117.41
391200,Engineering,415958,CA Telecom UK Ltd,Place,10906,Cycling Projects,C1106,Engineering Works,3733000,202308,16/11/2023,2500
271440,Software,400754,CACI Ltd,People,11135,Youth Justice Service,R4530,Computing -  Software,3728315,202308,01/11/2023,2250
181000,Demolition & Asbestos Removal,417633,Cadent Gas Ltd,Place,11345,Car Parks,C1101,Demolition,3733962,202308,29/11/2023,1484
321117,Childrens Residential Care,411782,Cambian Childcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3732217,202308,09/11/2023,31500
321117,Childrens Residential Care,411782,Cambian Childcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3732684,202308,09/11/2023,27300
321117,Childrens Residential Care,411782,Cambian Childcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3731835,202308,25/10/2023,21857.1
321117,Childrens Residential Care,411782,Cambian Childcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3730283,202308,25/10/2023,22928.57
321117,Childrens Residential Care,411782,Cambian Childcare Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3727436,202308,27/09/2023,22585.67
261200,Professional & Advisory Services,418637,Cameron Woodhead,People,11704,Coventry Music,R4400,Services - Professional Fees,3727563,202308,27/10/2023,1093.33
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114015,202308,13/11/2023,1154.87
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114027,202308,13/11/2023,890.59
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114015,202308,13/11/2023,1154.87
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114027,202308,13/11/2023,890.59
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114015,202308,13/11/2023,1154.87
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114027,202308,13/11/2023,890.59
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114007,202308,13/11/2023,640.71
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20113957,202308,13/11/2023,1661.16
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114007,202308,13/11/2023,640.71
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114007,202308,13/11/2023,640.71
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20113957,202308,13/11/2023,-1186.54
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114007,202308,13/11/2023,640.71
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114027,202308,13/11/2023,890.59
321016,Nursing Homes,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20114015,202308,13/11/2023,1154.87
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113418,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113417,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113417,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113646,202308,13/11/2023,811.12
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113415,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113422,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113418,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113646,202308,13/11/2023,811.12
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113417,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113418,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113418,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113417,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113415,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113422,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113422,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113415,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113646,202308,13/11/2023,811.12
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113422,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113646,202308,13/11/2023,811.12
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20113415,202308,13/11/2023,923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-675
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-503.14
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-787.5
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-923.86
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112312,202308,09/11/2023,-830.81
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
321017,Residential Care,423866,Camino Developments Ltd T/A Vestige Healthcare,People,11301,MH Residential Care Placements,R5008,Other agencies,20112107,202308,09/11/2023,-587
