Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,11768,ASC Transport General,R3204,Travel Costs - Non Employees,3701729,202304,01/06/2023,575.00
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10939,Transport Mainstream,R3204,Travel Costs - Non Employees,3701735,202304,01/06/2023,"1,980.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701734,202304,01/07/2023,"3,186.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701751,202304,01/06/2023,"2,790.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701749,202304,01/07/2023,"1,440.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701733,202304,01/06/2023,"3,960.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701750,202304,01/06/2023,"3,230.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701745,202304,01/06/2023,"2,160.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701739,202304,01/06/2023,"1,200.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701741,202304,01/06/2023,"1,280.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10225,Housing - B&B Accommodation,R3204,Travel Costs - Non Employees,3701909,202304,30/06/2023,"2,165.50"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701736,202304,01/06/2023,"2,484.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701740,202304,01/06/2023,"1,530.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701756,202304,01/06/2023,"2,175.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10225,Housing - B&B Accommodation,R3204,Travel Costs - Non Employees,3702412,202304,31/05/2023,"2,643.60"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701738,202304,01/07/2023,"1,260.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701753,202304,01/06/2023,"1,044.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,11768,ASC Transport General,R3204,Travel Costs - Non Employees,3701755,202304,01/06/2023,"2,280.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10939,Transport Mainstream,R3204,Travel Costs - Non Employees,3701757,202304,01/06/2023,800.00
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3701754,202304,01/07/2023,"1,800.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,11768,ASC Transport General,R3204,Travel Costs - Non Employees,3701730,202304,01/06/2023,600.00
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10086,Transport Early Years,R3204,Travel Costs - Non Employees,3701737,202304,01/06/2023,"2,970.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3701747,202304,01/06/2023,800.00
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10939,Transport Mainstream,R3204,Travel Costs - Non Employees,3701748,202304,01/06/2023,"1,800.00"
361510,Taxi Services - Non Staff,418700,Lewis Taxis Midlands Ltd,People,10809,Transport Special Schools,R3204,Travel Costs - Non Employees,3701752,202304,01/07/2023,"2,070.00"
391200,Engineering,408302,LFE Engineering Ltd,Place,10653,Strategic Transportation,C1106,Engineering Works,3705473,202304,18/07/2023,"1,376.00"
321013,Adult Day Care,406706,Life Path Trust Ltd,People,10815,LD Day Care / Day Services,R5008,Other agencies,20082317,202304,25/06/2023,621.08
321013,Adult Day Care,406706,Life Path Trust Ltd,People,10815,LD Day Care / Day Services,R5008,Other agencies,20082317,202304,25/06/2023,621.08
321013,Adult Day Care,406706,Life Path Trust Ltd,People,10815,LD Day Care / Day Services,R5008,Other agencies,20082317,202304,25/06/2023,621.08
321014,Domiciliary Care,406706,Life Path Trust Ltd,People,10949,LD Home Care,R5008,Other agencies,20082342,202304,25/06/2023,621.08
321014,Domiciliary Care,406706,Life Path Trust Ltd,People,10949,LD Home Care,R5008,Other agencies,20082342,202304,25/06/2023,621.08
321014,Domiciliary Care,406706,Life Path Trust Ltd,People,10949,LD Home Care,R5008,Other agencies,20082342,202304,25/06/2023,621.08
321014,Domiciliary Care,406706,Life Path Trust Ltd,People,10949,LD Home Care,R5008,Other agencies,3705584,202304,07/02/2023,"3,077.94"
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20083741,202304,18/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20080218,202304,06/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20085669,202304,24/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,3705586,202304,24/05/2023,"1,109.64"
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,3705587,202304,24/05/2023,634.08
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20080217,202304,06/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20080285,202304,11/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20085670,202304,24/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20083740,202304,18/07/2023,844.00
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,3705589,202304,24/05/2023,580.41
321017,Residential Care,406706,Life Path Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20080286,202304,11/07/2023,844.00
261200,Professional & Advisory Services,411605,LifePsychol Ltd,People,10291,Section17 Payments Central,R4400,Services - Professional Fees,3702880,202304,21/02/2023,"3,089.25"
261200,Professional & Advisory Services,411605,LifePsychol Ltd,People,10410,Legal Costs (LAC),R4400,Services - Professional Fees,3702898,202304,17/05/2023,"1,191.48"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084885,202304,24/07/2023,"5,797.89"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084848,202304,24/07/2023,"1,952.84"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084848,202304,24/07/2023,"1,952.84"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084885,202304,24/07/2023,"5,797.89"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084885,202304,24/07/2023,"5,797.89"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084848,202304,24/07/2023,"1,952.84"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084885,202304,24/07/2023,"5,797.89"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084574,202304,24/07/2023,"4,597.56"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084848,202304,24/07/2023,"1,952.84"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084946,202304,24/07/2023,"4,592.06"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084574,202304,24/07/2023,"4,597.56"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084946,202304,24/07/2023,"4,592.06"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084574,202304,24/07/2023,"4,597.56"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084946,202304,24/07/2023,"4,592.06"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084574,202304,24/07/2023,"4,597.56"
321017,Residential Care,420481,Lifeways Community Care Ltd - Ash House,People,10257,LD Residential Care Placements,R5008,Other agencies,20084946,202304,24/07/2023,"4,592.06"
321014,Domiciliary Care,421582,Lifeways Sil Ltd - Drake House,People,10805,MH Home Care,R5008,Other agencies,20084341,202304,24/07/2023,830.71
321014,Domiciliary Care,421582,Lifeways Sil Ltd - Drake House,People,10805,MH Home Care,R5008,Other agencies,20084341,202304,24/07/2023,830.71
321014,Domiciliary Care,421582,Lifeways Sil Ltd - Drake House,People,10805,MH Home Care,R5008,Other agencies,20084341,202304,24/07/2023,830.71
321014,Domiciliary Care,421582,Lifeways Sil Ltd - Drake House,People,10805,MH Home Care,R5008,Other agencies,20084341,202304,24/07/2023,830.71
321014,Domiciliary Care,424500,Lily Healthcare Limited,People,10805,MH Home Care,R5008,Other agencies,20085714,202304,24/07/2023,"3,524.64"
321014,Domiciliary Care,424500,Lily Healthcare Limited,People,10805,MH Home Care,R5008,Other agencies,20085714,202304,24/07/2023,"3,524.64"
321014,Domiciliary Care,424500,Lily Healthcare Limited,People,10805,MH Home Care,R5008,Other agencies,20085714,202304,24/07/2023,"3,524.64"
321014,Domiciliary Care,424500,Lily Healthcare Limited,People,10805,MH Home Care,R5008,Other agencies,20085714,202304,24/07/2023,"3,524.64"
321017,Residential Care,424239,Linkage Community Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20084503,202304,24/07/2023,"1,104.13"
321017,Residential Care,424239,Linkage Community Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20084503,202304,24/07/2023,"1,104.13"
321017,Residential Care,424239,Linkage Community Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20084503,202304,24/07/2023,"1,104.13"
321017,Residential Care,424239,Linkage Community Trust Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20084503,202304,24/07/2023,"1,104.13"
202100,Subscriptions,418112,Linkedin Ireland Unlimited Company,People,11234,HR - Resourcing Team,R4702,Subscription - Non Employees,3702283,202304,30/06/2023,"19,635.00"
202100,Subscriptions,418112,Linkedin Ireland Unlimited Company,People,11234,HR - Resourcing Team,R4702,Subscription - Non Employees,3703909,202304,09/07/2023,"15,000.00"
151510,Public Health,423495,Listening Ear (Merseyside),People,11466,Lifestyles/Obesity/Physical Activity,R5008,Other agencies,3702147,202304,30/06/2023,"52,500.00"
151510,Public Health,423495,Listening Ear (Merseyside),People,11466,Lifestyles/Obesity/Physical Activity,R5008,Other agencies,3702147,202304,30/06/2023,"-26,250.00"
201700,Grants,403197,Little Angels Day Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701003,202304,04/06/2023,"1,897.20"
201700,Grants,403197,Little Angels Day Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3702602,202304,11/06/2023,932.40
320000,Social Community Care Supplies & Services,403197,Little Angels Day Nursery,Place,10207,Adult Ed Support/Access Fund,R5007,Private contractors,3701603,202304,26/06/2023,792.00
320000,Social Community Care Supplies & Services,403197,Little Angels Day Nursery,Place,10207,Adult Ed Support/Access Fund,R5007,Private contractors,3701604,202304,22/05/2023,684.00
291300,Performing Arts,423340,Little Big Adventure Coventry Ltd,Place,11600,Godiva Event,R4400,Services - Professional Fees,3703709,202304,14/06/2023,750.00
201700,Grants,423283,Little Big Adventure Coventry Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701061,202304,04/06/2023,669.60
201700,Grants,411365,Little Bunnies Childcare Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701038,202304,04/06/2023,"1,116.00"
201700,Grants,416562,Little Flowertots Daycare Ltd,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701052,202304,04/06/2023,"2,120.40"
201700,Grants,417754,Little Kitten Childcare Ltd TA Jackalberry DayCare,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701057,202304,04/06/2023,"1,339.20"
201700,Grants,403203,Little Potters Pre School,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701006,202304,04/06/2023,"1,359.66"
201700,Grants,403205,Little Swanswell Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701024,202304,04/06/2023,"3,236.40"
320000,Social Community Care Supplies & Services,403205,Little Swanswell Nursery,People,10291,Section17 Payments Central,R6290,Client Support,3700674,202304,31/03/2023,"2,280.00"
321117,Childrens Residential Care,403205,Little Swanswell Nursery,People,10349,SEN Inclusion Fund - 3 & 4 Year Olds,R5008,Other agencies,3706965,202304,31/03/2023,"3,120.00"
321050,"Temporary Accommodation, Short Stay",425463,Living Haven Ltd T/A The Saffron Hotel,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3700610,202304,01/07/2023,"1,800.00"
321050,"Temporary Accommodation, Short Stay",425463,Living Haven Ltd T/A The Saffron Hotel,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3700610,202304,01/07/2023,"-1,800.00"
321050,"Temporary Accommodation, Short Stay",425463,Living Haven Ltd T/A The Saffron Hotel,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3700610,202304,01/07/2023,"22,290.00"
261510,Conferences,403220,Local Government Association,Place,10288,Members Services,R4610,Conference Expenses,3706350,202304,21/07/2023,"-2,023.60"
261510,Conferences,403220,Local Government Association,Place,10288,Members Services,R4610,Conference Expenses,3706351,202304,21/07/2023,"2,319.40"
271440,Software,422253,Locata (Housing Services) Ltd,People,11894,ICT Systems,R4530,Computing -  Software,3706142,202304,30/06/2023,"46,400.00"
271440,Software,422253,Locata (Housing Services) Ltd,People,11788,Housing Options - Homelessness Administration,R4530,Computing -  Software,3700384,202304,30/06/2022,750.00
381210,Vehicle Hire,416662,London Hire Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3706317,202304,30/06/2023,683.37
381210,Vehicle Hire,416662,London Hire Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3706279,202304,30/06/2023,683.37
381210,Vehicle Hire,416662,London Hire Ltd,Place,11277,Fleet Services,R3203,Hire of Vehicles,3706316,202304,30/06/2023,"1,008.43"
321117,Childrens Residential Care,424859,Longboat Special Education Ltd T/A Witham Prospect School,People,10418,Residential - External Fees,R5008,Other agencies,3703725,202304,30/06/2023,"30,714.18"
321017,Residential Care,422402,Longhurst Group Ltd - Derwent Road,People,10257,LD Residential Care Placements,R5008,Other agencies,20084487,202304,24/07/2023,"2,016.89"
321017,Residential Care,422402,Longhurst Group Ltd - Derwent Road,People,10257,LD Residential Care Placements,R5008,Other agencies,20084487,202304,24/07/2023,"2,016.89"
321017,Residential Care,422402,Longhurst Group Ltd - Derwent Road,People,10257,LD Residential Care Placements,R5008,Other agencies,20084487,202304,24/07/2023,"2,016.89"
321017,Residential Care,422402,Longhurst Group Ltd - Derwent Road,People,10257,LD Residential Care Placements,R5008,Other agencies,20084487,202304,24/07/2023,"2,016.89"
271440,Software,419463,Looking Local Ltd,People,10011,Business and Continuous Improvement,R4530,Computing -  Software,3706674,202304,18/07/2023,"33,288.00"
201700,Grants,401223,Lote Tree Primary,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3701022,202304,04/06/2023,558.00
391000,Architect,420261,Lucas Architects Ltd,People,10596,"Education Capital, Planning & Development",C1105,Design Fees,3701324,202304,22/05/2023,"2,500.00"
261200,Professional & Advisory Services,424031,Luke Tetlow,People,11704,Coventry Music,R4400,Services - Professional Fees,3703139,202304,30/06/2023,"1,722.00"
391000,Architect,424302,Lungfish Architects Ltd,People,10596,"Education Capital, Planning & Development",C1105,Design Fees,3702869,202304,05/07/2023,"5,900.00"
182000,Waste Management,419343,Lyco Recycling Ltd,Place,11472,Bulk Bins Commercial,R2703,Waste Collection,3702297,202304,30/06/2023,993.55
240000,Horticultural,403280,M & G Solutions,Place,10617,Traveller Incursion Costs,R2075,Grounds Maintenance,3706017,202304,16/06/2023,"2,310.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10788,NRPF - No Recourse To Public Funds,R2202,Rent - Client Accomodation,3702822,202304,01/05/2023,"2,170.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3701321,202304,01/07/2023,"32,682.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10169,Section17 Payments South,R2202,Rent - Client Accomodation,3704214,202304,01/06/2023,"2,100.00"
321050,"Temporary Accommodation, Short Stay",414545,M & N Estates Ltd,People,10084,Section17 Payments West,R2202,Rent - Client Accomodation,3705393,202304,01/06/2023,"1,440.00"
391111,Buildings Repair & Maintenance,422389,M F Plastics Ltd,Place,10475,Corporate Property Management,R2077,Property Repairs & Maintenance - Reactive,3707288,202304,30/06/2023,"1,150.00"
321016,Nursing Homes,425482,Macc Care Marsh Hill Ltd - Abbey Rose Care Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20085330,202304,24/07/2023,"4,267.66"
321016,Nursing Homes,425482,Macc Care Marsh Hill Ltd - Abbey Rose Care Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20085330,202304,24/07/2023,"4,267.66"
321016,Nursing Homes,425482,Macc Care Marsh Hill Ltd - Abbey Rose Care Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20085330,202304,24/07/2023,"4,267.66"
321016,Nursing Homes,425482,Macc Care Marsh Hill Ltd - Abbey Rose Care Home,People,10834,LD Nursing Care Placements,R5008,Other agencies,20085330,202304,24/07/2023,"4,267.66"
321014,Domiciliary Care,426526,Magic Life Limited - GREYHOUND,People,10805,MH Home Care,R5008,Other agencies,20079858,202304,25/06/2023,"1,131.90"
321014,Domiciliary Care,426526,Magic Life Limited - GREYHOUND,People,10805,MH Home Care,R5008,Other agencies,20079858,202304,25/06/2023,"1,131.90"
321014,Domiciliary Care,426526,Magic Life Limited - GREYHOUND,People,10805,MH Home Care,R5008,Other agencies,20079858,202304,25/06/2023,"1,131.90"
321014,Domiciliary Care,426526,Magic Life Limited - GREYHOUND,People,10805,MH Home Care,R5008,Other agencies,20079858,202304,25/06/2023,"1,131.90"
261200,Professional & Advisory Services,425516,Majestic Storage Ltd,Place,11250,Coventry Funeral Services,R4400,Services - Professional Fees,3700371,202304,26/06/2023,"1,350.00"
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085524,202304,24/07/2023,567.03
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085620,202304,24/07/2023,589.36
320000,Social Community Care Supplies & Services,416112,Making Space,People,11851,MH Supported and other Accommodation,R5008,Other agencies,20085651,202304,24/07/2023,785.82
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085549,202304,24/07/2023,591.75
320000,Social Community Care Supplies & Services,416112,Making Space,People,11851,MH Supported and other Accommodation,R5008,Other agencies,20085651,202304,24/07/2023,785.82
320000,Social Community Care Supplies & Services,416112,Making Space,People,11851,MH Supported and other Accommodation,R5008,Other agencies,20085651,202304,24/07/2023,785.82
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085620,202304,24/07/2023,589.36
320000,Social Community Care Supplies & Services,416112,Making Space,People,11851,MH Supported and other Accommodation,R5008,Other agencies,20085651,202304,24/07/2023,785.82
320000,Social Community Care Supplies & Services,416112,Making Space,People,11851,MH Supported and other Accommodation,R5008,Other agencies,20085651,202304,24/07/2023,785.82
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085620,202304,24/07/2023,589.36
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085577,202304,24/07/2023,805.44
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085549,202304,24/07/2023,591.75
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085524,202304,24/07/2023,567.03
320000,Social Community Care Supplies & Services,416112,Making Space,People,11851,MH Supported and other Accommodation,R5008,Other agencies,20085651,202304,24/07/2023,785.82
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085577,202304,24/07/2023,805.44
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085549,202304,24/07/2023,591.75
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085577,202304,24/07/2023,805.44
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085524,202304,24/07/2023,567.03
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085620,202304,24/07/2023,589.36
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085577,202304,24/07/2023,805.44
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085549,202304,24/07/2023,591.75
320000,Social Community Care Supplies & Services,416112,Making Space,People,10789,OP Supported and other Accommodation,R5008,Other agencies,20085524,202304,24/07/2023,567.03
261200,Professional & Advisory Services,418705,Managing Minds Ltd,People,11170,Behaviour Support - Primary Centres,R4400,Services - Professional Fees,3704727,202304,17/07/2023,"1,960.00"
321017,Residential Care,412369,Manor Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20085015,202304,24/07/2023,651.63
321017,Residential Care,412369,Manor Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20085015,202304,24/07/2023,651.63
321017,Residential Care,412369,Manor Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20085015,202304,24/07/2023,651.63
321017,Residential Care,412369,Manor Court,People,11947,OP Residential Care Placements,R5008,Other agencies,20085015,202304,24/07/2023,651.63
261200,Professional & Advisory Services,421930,MAPP (Property Management) Limited,Place,11293,CPR0554 Upper Precinct 5-7,R4400,Services - Professional Fees,3700680,202304,24/05/2023,"53,123.42"
261200,Professional & Advisory Services,420956,Margaret Wass,People,10084,Section17 Payments West,R4400,Services - Professional Fees,3705996,202304,24/05/2023,"2,456.05"
291000,Events,427048,Mark Anthony Goodall T/A Gus Rigging Services,Place,11600,Godiva Event,R4401,Services - Fees and Charges,3703593,202304,08/07/2023,550.00
201800,Insurance,424505,Mark Bates Ltd,People,10554,LD Direct Payments,R1410,Insurances - Employee Related,3704005,202304,05/05/2023,828.75
291000,Events,403362,Mark Radford,Place,11600,Godiva Event,R4400,Services - Professional Fees,3703728,202304,12/07/2023,"1,200.00"
291000,Events,419743,Mark SG Enterprises Ltd,Place,10653,Strategic Transportation,R4401,Services - Fees and Charges,3700645,202304,06/06/2023,"2,153.00"
321017,Residential Care,414314,Marner House,People,11301,MH Residential Care Placements,R5008,Other agencies,20084825,202304,24/07/2023,530.86
321017,Residential Care,414314,Marner House,People,11301,MH Residential Care Placements,R5008,Other agencies,20084825,202304,24/07/2023,530.86
321017,Residential Care,414314,Marner House,People,11301,MH Residential Care Placements,R5008,Other agencies,20084825,202304,24/07/2023,530.86
321017,Residential Care,414314,Marner House,People,11301,MH Residential Care Placements,R5008,Other agencies,20084825,202304,24/07/2023,530.86
240000,Horticultural,403370,Marshalls PLC,Place,10561,Parks General,R2075,Grounds Maintenance,3701418,202304,28/06/2023,824.00
321050,"Temporary Accommodation, Short Stay",425006,REDACTED POERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3700711,202304,30/06/2023,500.00
240000,Horticultural,424744,Matthew Barnes T/A Godiva Landscapes,Place,11569,Development Services,R2075,Grounds Maintenance,3703550,202304,10/07/2023,640.00
240000,Horticultural,424744,Matthew Barnes T/A Godiva Landscapes,Place,11569,Development Services,R2075,Grounds Maintenance,3703551,202304,10/07/2023,"1,510.00"
240000,Horticultural,424744,Matthew Barnes T/A Godiva Landscapes,Place,11569,Development Services,R2075,Grounds Maintenance,3700316,202304,26/06/2023,720.00
240000,Horticultural,424744,Matthew Barnes T/A Godiva Landscapes,Place,11569,Development Services,R2075,Grounds Maintenance,3706643,202304,23/07/2023,"1,440.00"
240000,Horticultural,424744,Matthew Barnes T/A Godiva Landscapes,Place,11569,Development Services,R2075,Grounds Maintenance,3702247,202304,03/07/2023,"1,320.00"
240000,Horticultural,424744,Matthew Barnes T/A Godiva Landscapes,Place,11569,Development Services,R2075,Grounds Maintenance,3704121,202304,11/07/2023,"2,990.00"
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20085104,202304,24/07/2023,602.54
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084513,202304,24/07/2023,546.94
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084938,202304,24/07/2023,602.54
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084680,202304,24/07/2023,683.14
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084917,202304,24/07/2023,"1,703.46"
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084802,202304,24/07/2023,549.82
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084497,202304,24/07/2023,738.74
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20085126,202304,24/07/2023,596.94
321017,Residential Care,422382,Mauricare Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20084917,202304,24/07/2023,602.54
