Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083208,202304,25/07/2023,843.36
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083211,202304,24/07/2023,536.99
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083201,202304,25/07/2023,793.16
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083203,202304,24/07/2023,562.24
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083204,202304,25/07/2023,773.08
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083209,202304,25/07/2023,702.80
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083211,202304,24/07/2023,536.99
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083201,202304,25/07/2023,642.56
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083204,202304,25/07/2023,843.36
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083209,202304,25/07/2023,702.80
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083202,202304,25/07/2023,803.20
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083204,202304,25/07/2023,712.84
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083206,202304,25/07/2023,632.52
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083209,202304,25/07/2023,702.80
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083202,202304,25/07/2023,803.20
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083204,202304,25/07/2023,712.84
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083206,202304,25/07/2023,562.24
321013,Adult Day Care,416143,Fitzroy Support,People,10815,LD Day Care / Day Services,R5008,Other agencies,20083208,202304,25/07/2023,843.36
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079459,202304,25/06/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079478,202304,25/06/2023,532.12
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079510,202304,30/05/2023,797.38
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079429,202304,30/05/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079554,202304,30/05/2023,647.58
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079423,202304,30/05/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079459,202304,25/06/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079564,202304,30/05/2023,973.88
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079422,202304,30/05/2023,"1,335.32"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079427,202304,30/05/2023,702.80
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079538,202304,30/05/2023,923.68
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079549,202304,30/05/2023,592.36
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079512,202304,30/05/2023,928.70
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079531,202304,30/05/2023,903.60
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079554,202304,30/05/2023,647.58
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079446,202304,30/05/2023,"1,867.44"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079561,202304,30/05/2023,"1,164.64"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082271,202304,30/06/2023,988.94
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082268,202304,11/05/2023,888.96
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082270,202304,23/05/2023,988.94
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082270,202304,23/05/2023,988.94
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082292,202304,25/06/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20082293,202304,25/06/2023,592.36
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079447,202304,30/05/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079438,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079500,202304,06/06/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079442,202304,30/05/2023,773.08
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079421,202304,30/05/2023,808.22
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079484,202304,25/06/2023,"1,093.96"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079447,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082305,202304,25/06/2023,562.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082287,202304,25/06/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082272,202304,10/07/2023,988.94
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082276,202304,25/06/2023,"1,299.06"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079444,202304,30/05/2023,527.10
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20082302,202304,25/06/2023,"1,388.13"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20082307,202304,25/06/2023,"1,164.64"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079442,202304,30/05/2023,773.08
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079527,202304,30/05/2023,943.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079480,202304,25/06/2023,"1,034.12"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079495,202304,30/05/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079429,202304,30/05/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079488,202304,30/05/2023,963.84
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079506,202304,30/05/2023,813.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079427,202304,30/05/2023,702.80
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079423,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079523,202304,30/05/2023,741.96
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079458,202304,25/06/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080168,202304,25/06/2023,741.96
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080193,202304,25/06/2023,903.60
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080164,202304,08/07/2023,"1,305.20"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080128,202304,25/06/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080191,202304,25/06/2023,883.52
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080159,202304,25/06/2023,928.70
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20080152,202304,25/06/2023,813.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080146,202304,25/06/2023,"1,616.44"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083186,202304,18/01/2023,767.13
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083185,202304,23/05/2023,"1,335.32"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083189,202304,10/05/2023,767.13
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083191,202304,24/05/2023,853.40
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083197,202304,06/02/2023,645.29
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083199,202304,03/04/2023,645.29
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083199,202304,03/04/2023,645.29
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083033,202304,03/04/2023,"1,051.05"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083035,202304,30/05/2023,"1,183.00"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083031,202304,06/02/2023,"1,051.05"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083032,202304,06/03/2023,"1,051.05"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083030,202304,09/01/2023,"1,051.05"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078293,202304,30/05/2023,532.12
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078269,202304,25/06/2023,"3,177.30"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078287,202304,22/03/2023,956.65
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078270,202304,25/06/2023,"1,921.51"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20078262,202304,25/06/2023,891.80
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078257,202304,25/06/2023,809.90
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078275,202304,25/06/2023,"4,236.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078303,202304,30/05/2023,"1,064.24"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078272,202304,27/06/2023,"1,412.23"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078291,202304,30/05/2023,"1,134.52"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078295,202304,30/05/2023,"1,034.12"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078301,202304,30/05/2023,"1,244.96"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078290,202304,30/05/2023,"1,455.80"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078278,202304,25/06/2023,"4,765.95"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078300,202304,03/04/2023,"1,119.10"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080191,202304,25/06/2023,883.52
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080141,202304,25/06/2023,963.84
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080135,202304,25/06/2023,"1,867.44"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20080152,202304,25/06/2023,813.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080192,202304,25/06/2023,"1,330.30"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080171,202304,25/06/2023,943.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080131,202304,25/06/2023,773.08
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080191,202304,25/06/2023,883.52
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080159,202304,25/06/2023,928.70
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079429,202304,30/05/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079520,202304,25/06/2023,"1,104.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079523,202304,30/05/2023,741.96
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079479,202304,25/06/2023,763.04
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079429,202304,30/05/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079554,202304,30/05/2023,647.58
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079423,202304,30/05/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079433,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079532,202304,30/05/2023,"1,330.30"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079428,202304,30/05/2023,"1,716.84"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079430,202304,30/05/2023,567.26
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079461,202304,25/06/2023,582.32
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079500,202304,06/06/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079438,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079495,202304,30/05/2023,"1,616.44"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079538,202304,30/05/2023,923.68
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079458,202304,25/06/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079549,202304,30/05/2023,592.36
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079512,202304,30/05/2023,928.70
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079536,202304,30/05/2023,983.92
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079446,202304,30/05/2023,"1,867.44"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079561,202304,30/05/2023,"1,164.64"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079442,202304,30/05/2023,773.08
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082271,202304,30/06/2023,988.94
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082279,202304,25/06/2023,"1,024.08"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082283,202304,25/06/2023,813.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082292,202304,25/06/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082276,202304,25/06/2023,"1,299.06"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082305,202304,25/06/2023,562.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082278,202304,08/07/2023,534.42
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082268,202304,11/05/2023,888.96
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079484,202304,25/06/2023,"1,093.96"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079559,202304,30/05/2023,562.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20082302,202304,25/06/2023,"1,388.13"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20082307,202304,25/06/2023,"1,164.64"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079527,202304,30/05/2023,943.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079480,202304,25/06/2023,"1,034.12"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079461,202304,25/06/2023,582.32
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079455,202304,25/06/2023,803.20
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079488,202304,30/05/2023,963.84
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20079506,202304,30/05/2023,813.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079505,202304,30/05/2023,692.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079459,202304,25/06/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079502,202304,25/06/2023,"1,244.96"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079455,202304,25/06/2023,803.20
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080120,202304,25/06/2023,808.22
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080171,202304,25/06/2023,943.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080193,202304,25/06/2023,903.60
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080167,202304,25/06/2023,943.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080171,202304,25/06/2023,943.76
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080161,202304,25/06/2023,592.36
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080144,202304,25/06/2023,"1,716.84"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080120,202304,25/06/2023,808.22
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080128,202304,25/06/2023,642.56
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080193,202304,25/06/2023,903.60
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20080198,202304,25/06/2023,983.92
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083186,202304,18/01/2023,767.13
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083185,202304,23/05/2023,"1,335.32"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083189,202304,10/05/2023,767.13
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083191,202304,24/05/2023,853.40
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083192,202304,05/07/2023,853.40
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083193,202304,25/06/2023,853.40
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083197,202304,06/02/2023,645.29
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083200,202304,02/05/2023,717.86
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083031,202304,06/02/2023,"1,051.05"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083034,202304,02/05/2023,"1,183.00"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083030,202304,09/01/2023,"1,051.05"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20083035,202304,30/05/2023,"1,183.00"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078293,202304,30/05/2023,532.12
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078300,202304,03/04/2023,866.40
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078270,202304,25/06/2023,"1,921.51"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078258,202304,25/06/2023,682.50
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078276,202304,25/06/2023,"4,085.10"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078259,202304,25/06/2023,732.55
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078272,202304,27/06/2023,"1,412.23"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078286,202304,30/05/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078267,202304,25/06/2023,"2,118.20"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078295,202304,30/05/2023,"1,034.12"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078295,202304,30/05/2023,"1,034.12"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078290,202304,30/05/2023,"1,455.80"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078278,202304,25/06/2023,"4,765.95"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20078257,202304,25/06/2023,809.90
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080192,202304,25/06/2023,"1,330.30"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080146,202304,25/06/2023,623.49
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080191,202304,25/06/2023,883.52
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080141,202304,25/06/2023,963.84
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080142,202304,25/06/2023,"1,686.72"
321014,Domiciliary Care,416143,Fitzroy Support,People,10722,OP Home Care,R5008,Other agencies,20080152,202304,25/06/2023,813.24
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080146,202304,25/06/2023,"1,616.44"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080164,202304,08/07/2023,"1,305.20"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20080192,202304,25/06/2023,"1,330.30"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079516,202304,30/05/2023,592.36
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079532,202304,30/05/2023,"1,330.30"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079428,202304,30/05/2023,"1,716.84"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079441,202304,30/05/2023,853.40
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079447,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079461,202304,25/06/2023,582.32
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079438,202304,30/05/2023,"2,108.40"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20082278,202304,08/07/2023,712.84
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079432,202304,30/05/2023,"1,299.06"
321014,Domiciliary Care,416143,Fitzroy Support,People,10949,LD Home Care,R5008,Other agencies,20079529,202304,30/05/2023,532.12
