Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102442,202306,27/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102442,202306,27/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102442,202306,27/09/2023,-642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102442,202306,27/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102440,202306,27/09/2023,632.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102442,202306,27/09/2023,-642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20102442,202306,27/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20102437,202306,26/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20102437,202306,26/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20099940,202306,16/09/2023,646.47,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100415,202306,16/09/2023,662.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100283,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100392,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20099940,202306,16/09/2023,646.47,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100341,202306,16/09/2023,612.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099745,202306,16/09/2023,651.63,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100262,202306,16/09/2023,722.8,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20099940,202306,16/09/2023,646.47,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100419,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100415,202306,16/09/2023,662.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100392,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100283,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100444,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099855,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100262,202306,16/09/2023,722.8,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100419,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099745,202306,16/09/2023,651.63,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100341,202306,16/09/2023,612.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099855,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100444,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100403,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100403,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100262,202306,16/09/2023,722.8,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100419,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100444,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100403,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100262,202306,16/09/2023,722.8,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20099940,202306,16/09/2023,646.47,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100392,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100419,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100415,202306,16/09/2023,662.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100392,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20100452,202306,16/09/2023,642.87,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20100452,202306,16/09/2023,642.87,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100341,202306,16/09/2023,612.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11301,MH Residential Care Placements,R5008,Other agencies,20100977,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099855,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100283,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099745,202306,16/09/2023,651.63,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099855,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100341,202306,16/09/2023,612.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100403,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20100452,202306,16/09/2023,642.87,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100283,202306,16/09/2023,562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20100452,202306,16/09/2023,642.87,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20099745,202306,16/09/2023,651.63,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20100444,202306,16/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11301,MH Residential Care Placements,R5008,Other agencies,20099035,202306,12/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20099032,202306,12/09/2023,660,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20099006,202306,05/09/2023,660,
321017,Residential Care,427380,Earlsdon Care Limited,People,11301,MH Residential Care Placements,R5008,Other agencies,20099010,202306,05/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11301,MH Residential Care Placements,R5008,Other agencies,20099010,202306,05/09/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20097092,202306,29/08/2023,642.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,10257,LD Residential Care Placements,R5008,Other agencies,20098897,202306,29/08/2023,660,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-506,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-506,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-506,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-562.67,
321017,Residential Care,427380,Earlsdon Care Limited,People,11947,OP Residential Care Placements,R5008,Other agencies,20098866,202306,25/08/2023,-562.67,
271440,Software,422417,EBI Solutions Limited,People,11894,ICT Systems,R4530,Computing -  Software,3717455,202306,01/09/2023,1070.62,
381601,Vehicle Purchase,401727,Econ Engineering Ltd,Place,11277,Fleet Services,C2000,Acquisition of Vehicles,3718035,202306,31/08/2023,43000,
321016,Nursing Homes,421762,Eden Lodge Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100645,202306,16/09/2023,983.56,
321016,Nursing Homes,421762,Eden Lodge Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100645,202306,16/09/2023,983.56,
321016,Nursing Homes,421762,Eden Lodge Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100645,202306,16/09/2023,983.56,
321016,Nursing Homes,421762,Eden Lodge Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100645,202306,16/09/2023,983.56,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100618,202306,16/09/2023,684.68,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100646,202306,16/09/2023,998.35,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100646,202306,16/09/2023,998.35,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100618,202306,16/09/2023,684.68,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100630,202306,16/09/2023,654.91,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100532,202306,16/09/2023,1445.6,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100532,202306,16/09/2023,1445.6,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100618,202306,16/09/2023,684.68,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100630,202306,16/09/2023,654.91,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100618,202306,16/09/2023,684.68,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100610,202306,16/09/2023,667.2,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100641,202306,16/09/2023,563.12,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100610,202306,16/09/2023,667.2,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100641,202306,16/09/2023,563.12,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100610,202306,16/09/2023,667.2,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100532,202306,16/09/2023,1445.6,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100646,202306,16/09/2023,998.35,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100532,202306,16/09/2023,1445.6,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100641,202306,16/09/2023,563.12,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100610,202306,16/09/2023,667.2,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100630,202306,16/09/2023,654.91,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11945,OP Nursing Care Placements,R5008,Other agencies,20100630,202306,16/09/2023,654.91,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100641,202306,16/09/2023,563.12,
321016,Nursing Homes,406206,Edenplace Nursing Home,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100646,202306,16/09/2023,998.35,
271440,Software,415741,Edesix Ltd,Place,10071,Street Enforcement,R4530,Computing -  Software,3718310,202306,13/09/2023,1740,
271440,Software,415741,Edesix Ltd,Place,10071,Street Enforcement,R4530,Computing -  Software,3718310,202306,13/09/2023,2424,
371010,Street Lighting,401735,EDF Energy,Place,10530,CPR0445 Parbrook Close Industrial Estate 1-9,R2100,Energy - Electricity,3718365,202306,24/07/2023,1044.45,
261200,Professional & Advisory Services,422293,Edge Services – The Manual Handling Training Company Ltd,People,10114,Training Adult´s Services Commissioning,R4400,Services - Professional Fees,3716602,202306,29/06/2023,820,
321100,Chilldren´s Community Based Services,413539,Edge Training & Consultancy Ltd,People,11527,Coventry Safeguarding Children & Adults Multi-Agency Boards,R4400,Services - Professional Fees,3717018,202306,08/09/2023,875,
261520,Training,413539,Edge Training & Consultancy Ltd,People,10317,MH Community Mental Health Team,R1651,Training (Employer Costs),3717015,202306,08/09/2023,875,
261200,Professional & Advisory Services,427188,Edmar Recruitment Services Ltd,People,10084,Section17 Payments West,R4400,Services - Professional Fees,3716167,202306,25/05/2023,1940,
261520,Training,411470,Education & Training Foundation,Place,11597,Multiply,R1651,Training (Employer Costs),3717926,202306,31/08/2023,900,
150000,Consultancy,426403,Education-King: Early Years Consultancy Service Ltd,People,10274,Education Standards,R4403,Services - Consultancy fees,3719135,202306,30/08/2023,550,
391111,Buildings Repair & Maintenance,405481,EJ Parker Technical Services (Central) Ltd,Place,11288,Compliance,R2078,Property Repairs & Maintenance - Minor Programmed Works,3717468,202306,14/09/2023,23193.73,
391111,Buildings Repair & Maintenance,405481,EJ Parker Technical Services (Central) Ltd,Place,11288,Compliance,R2078,Property Repairs & Maintenance - Minor Programmed Works,3717469,202306,14/09/2023,10775.72,
391111,Buildings Repair & Maintenance,405481,EJ Parker Technical Services (Central) Ltd,People,10596,"Education Capital, Planning & Development",C1108,Capitalised Repairs & Maintenance,3717470,202306,14/09/2023,51472.42,
391111,Buildings Repair & Maintenance,405481,EJ Parker Technical Services (Central) Ltd,Place,11288,Compliance,R2078,Property Repairs & Maintenance - Minor Programmed Works,3717146,202306,12/09/2023,5054.89,
202000,Rents,425118,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3714911,202306,31/08/2023,500,
182015,Waste Disposal,401775,Electrical Waste Recycling Group Ltd,Place,10053,OPR0276 London Road 259 Whitley Depot,R2704,Waste Disposal,3715999,202306,30/08/2023,543.72,
131311,Laundry Service,400509,Elis UK Ltd,Place,11277,Fleet Services,R4200,"Clothing, Uniform and Laundry",3717190,202306,01/09/2023,1964.43,
140000,Clothing,400509,Elis UK Ltd,Place,11179,Passenger Transport,R4200,"Clothing, Uniform and Laundry",3717854,202306,01/09/2023,2583.23,
140000,Clothing,400509,Elis UK Ltd,Place,11179,Passenger Transport,R4200,"Clothing, Uniform and Laundry",3718144,202306,01/08/2023,2856.78,
140000,Clothing,400509,Elis UK Ltd,Place,11179,Passenger Transport,R4200,"Clothing, Uniform and Laundry",3718143,202306,01/07/2023,2866.1,
140000,Clothing,400509,Elis UK Ltd,Place,11179,Passenger Transport,R4200,"Clothing, Uniform and Laundry",3718142,202306,01/05/2023,3087.63,
202000,Rents,425322,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3714968,202306,31/08/2023,500,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099776,202306,16/09/2023,1930.78,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099776,202306,16/09/2023,1820.41,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099776,202306,16/09/2023,1820.41,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099776,202306,16/09/2023,1820.41,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099067,202306,13/09/2023,2593.02,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099075,202306,13/09/2023,-1820.41,
321017,Residential Care,406244,Eltham House,People,10257,LD Residential Care Placements,R5008,Other agencies,20099067,202306,13/09/2023,-1820.41,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,1937.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715182,202306,01/09/2023,620,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715178,202306,01/09/2023,8990,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715183,202306,01/09/2023,1053,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,1937.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715182,202306,01/09/2023,620,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,697.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715178,202306,01/09/2023,8410,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715178,202306,01/09/2023,8990,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715534,202306,01/09/2023,1922,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715534,202306,01/09/2023,1054,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715178,202306,01/09/2023,580,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,697.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715182,202306,01/09/2023,2247.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,1627.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715182,202306,01/09/2023,620,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715179,202306,01/09/2023,600,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715178,202306,01/09/2023,8990,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715534,202306,01/09/2023,1922,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715534,202306,01/09/2023,1922,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,1627.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,1317.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715181,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715182,202306,01/09/2023,2325,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715180,202306,01/09/2023,2402.5,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,10323,UASC - External Funding,R5008,Other agencies,3715534,202306,01/09/2023,1922,
401301,Social Community Care Supplies & Services - Children - Residential Services,401798,Elysian Field Ltd,People,11705,Supported Accommodation Fees,R5008,Other agencies,3715178,202306,01/09/2023,6960,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20100756,202306,16/09/2023,2748.66,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100612,202306,16/09/2023,1506.42,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100612,202306,16/09/2023,1506.42,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20100756,202306,16/09/2023,2748.66,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100612,202306,16/09/2023,1506.42,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20100756,202306,16/09/2023,2748.66,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,10834,LD Nursing Care Placements,R5008,Other agencies,20100756,202306,16/09/2023,2748.66,
321016,Nursing Homes,405891,Elysium Healthcare Ltd,People,11075,MH Nursing Care Placements,R5008,Other agencies,20100612,202306,16/09/2023,1506.42,
391200,Engineering,412932,Embed Ltd,Place,10653,Strategic Transportation,C1106,Engineering Works,3717369,202306,31/08/2023,8800,
321050,"Temporary Accommodation, Short Stay",425048,Embrace Property Investments Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3719426,202306,31/08/2023,3534,
321050,"Temporary Accommodation, Short Stay",416659,Embrace Property Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3716118,202306,06/09/2023,79365,
202000,Rents,424833,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3714887,202306,31/08/2023,500,
